root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Open Play Passes,Goals from Inside Box,Successful Open Play Passes,Leftside Passes,Ground Duels lost,Unsuccessful Short Passes,Successful Lay-offs,Unsuccessful Passes Own Half,Aerial Duels won,Penalty Goals Conceded,Goals Conceded Inside Box,Successful Passes Opposition Half,Appearances,Goals Conceded,Goals from Outside Box,Aerial Duels,Left Foot Goals,Total Fouls Won,Index,Backward Passes,Touches,Total Passes,Substitute Off,Handballs conceded,Total Successful Passes ( Excl Crosses & Corners ) ,Substitute On,Successful Passes Own Half,Foul Attempted Tackle,Goals Conceded Outside Box,Times Tackled,Offsides,Total Losses Of Possession,Unsuccessful Dribbles,Duels lost,Total Unsuccessful Passes ( Excl Crosses & Corners ),Total Shots,Starts,Ground Duels,PutThrough/Blocked Distribution Won,Goals,Shots On Target ( inc goals ),Ground Duels won,Right Foot Goals,Total Touches In Opposition Box,Unsuccessful Passes Opposition Half,Rightside Passes,PutThrough/Blocked Distribution,Overruns,Total Fouls Conceded,Aerial Duels lost,Forward Passes,Time Played,Recoveries,Games Played,Duels won,Shots Off Target (inc woodwork),Successful Short Passes,Successful Dribbles,Yellow Cards,Duels,Home Goals,Away Goals,Winning Goal,Key Passes (Attempt Assists),Through balls,Successful Crosses & Corners,Corners Won,Unsuccessful Launches,Successful Launches,Successful Long Passes,Unsuccessful Long Passes,Interceptions,Total Clearances,Blocked Shots,Tackles Lost,Corners Taken (incl short corners),Unsuccessful Crosses open play,Attempts from Set Pieces,Unsuccessful Corners into Box,Successful Corners into Box,Tackles Won,Unsuccessful Crosses & Corners,Throw Ins to Own Player,Total Tackles,Clean Sheets,Successful Crosses open play,Blocks,Goal Assists,Unsuccessful lay-offs,Goal Kicks,GK Successful Distribution,Throw Ins to Opposition Player,GK Unsuccessful Distribution,Saves Made from Outside Box,Saves Made from Inside Box,Saves made - parried,Drops,Saves Made,Catches,Penalties Faced,Penalties Conceded,Straight Red Cards,Total Red Cards,Foul Won Penalty,Assists (Intentional),Hit Woodwork,Headed Goals,Punches,Penalty Goals,Penalties Taken,Set Pieces Goals,Red Cards - 2nd Yellow,Crosses not Claimed,Own Goal Scored,Saves made - caught,Goalkeeper Smother,Clearances Off the Line,Saves from Penalty,Penalties Saved,Last Player Tackle,Second Goal Assists,Penalties Off Target
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2024-2025,Dominican Republic,Dominican_Republic,5odxbaomg8y0lxr5iufzj45xw,B. Ademán,Defender,0,19.0,,16.0,5.0,1.0,3.0,,3.0,,,2.0,10.0,1.0,2.0,,,,,10.0,1.0,31.0,19.0,1.0,,16.0,,7.0,,,,,6.0,,1.0,3.0,1.0,1.0,4.0,,,,3.0,,2.0,,1.0,,,1.0,,12.0,63.0,2.0,1.0,3.0,1.0,14.0,,,4.0,,,0.0,,,1.0,,,,2.0,,1.0,1.0,,,,,,,,3.0,,1.0,3.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2024-2025,Dominican Republic,Dominican_Republic,65jctzcct9irz3wre08c2v2wa,E. Azcona,Midfielder,0,101.0,,89.0,16.0,9.0,11.0,,1.0,,,1.0,67.0,4.0,1.0,,1.0,,4.0,10.0,17.0,148.0,103.0,1.0,1.0,91.0,2.0,25.0,1.0,,5.0,,29.0,2.0,10.0,12.0,2.0,2.0,22.0,3.0,,1.0,13.0,,13.0,15.0,40.0,4.0,,2.0,1.0,30.0,199.0,9.0,4.0,13.0,1.0,85.0,5.0,,23.0,,,0.0,2.0,,1.0,8.0,,,6.0,1.0,1.0,,3.0,1.0,2.0,4.0,,,,3.0,4.0,5.0,4.0,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2024-2025,Dominican Republic,Dominican_Republic,dmq2pvhr3bsc5pnfnjfr8oxzo,M. Beltré,Defender,0,43.0,,37.0,17.0,6.0,4.0,,2.0,2.0,,,10.0,3.0,,,2.0,,1.0,10.0,6.0,58.0,44.0,1.0,,38.0,2.0,28.0,2.0,,2.0,,9.0,,6.0,6.0,,1.0,9.0,,,,3.0,,1.0,4.0,5.0,,,3.0,,16.0,127.0,2.0,3.0,5.0,,35.0,,1.0,11.0,,,0.0,,,,,1.0,2.0,3.0,2.0,,1.0,,1.0,,,,,,1.0,,7.0,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2024-2025,Dominican Republic,Dominican_Republic,b69evxema6xgnbfym5z59ojkk,L. Bretón,Midfielder,0,23.0,,20.0,9.0,7.0,2.0,1.0,,,,,12.0,5.0,,,,,,10.0,1.0,29.0,23.0,,,20.0,5.0,8.0,4.0,,2.0,,6.0,2.0,7.0,3.0,1.0,,9.0,,,1.0,2.0,,1.0,3.0,4.0,,,4.0,,9.0,35.0,2.0,5.0,2.0,,19.0,,,9.0,,,0.0,2.0,1.0,,,1.0,,1.0,1.0,,,,,,,,,,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2024-2025,Dominican Republic,Dominican_Republic,bpzi6q2xp42lygsqlep3cfiay,I. Báez,Midfielder,0,5.0,,4.0,1.0,1.0,1.0,,,,,,4.0,1.0,,,1.0,,,10.0,1.0,8.0,5.0,,,4.0,1.0,,,,1.0,,3.0,,2.0,1.0,1.0,,1.0,,,,,,1.0,2.0,1.0,,,,1.0,2.0,10.0,2.0,1.0,,1.0,4.0,,,2.0,,,0.0,,,,,,,,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2024-2025,Dominican Republic,Dominican_Republic,dj94zepwovns4ky1zqi0yg8ru,J. Báez,Midfielder,0,8.0,,7.0,4.0,1.0,1.0,,1.0,1.0,,1.0,5.0,1.0,1.0,,1.0,,,10.0,1.0,13.0,8.0,1.0,,7.0,,2.0,,,,,3.0,,1.0,1.0,,1.0,2.0,,,,1.0,,1.0,,,,,,,3.0,21.0,1.0,1.0,2.0,,5.0,,,3.0,,,0.0,1.0,,,1.0,,1.0,2.0,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2024-2025,Dominican Republic,Dominican_Republic,e34x1wpk8lgb7bt21wnk3szkk,A. Ciriaco,Defender,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2024-2025,Dominican Republic,Dominican_Republic,9rfwfsz5cmckyjripqgtbc7op,J. Firpo,Defender,0,247.0,3.0,205.0,51.0,32.0,35.0,6.0,4.0,8.0,,3.0,184.0,6.0,4.0,,9.0,3.0,7.0,10.0,80.0,397.0,265.0,,,223.0,,56.0,10.0,1.0,16.0,4.0,91.0,7.0,33.0,42.0,11.0,6.0,54.0,2.0,3.0,5.0,22.0,,32.0,57.0,53.0,6.0,,12.0,1.0,81.0,540.0,15.0,6.0,30.0,6.0,218.0,4.0,1.0,63.0,1.0,2.0,0.0,21.0,,17.0,7.0,3.0,1.0,5.0,7.0,3.0,7.0,5.0,2.0,31.0,13.0,,6.0,11.0,9.0,19.0,10.0,11.0,3.0,5.0,1.0,3.0,,,,1.0,,,,,,,,,,,,1.0,3.0,1.0,,,1.0,1.0,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2024-2025,Dominican Republic,Dominican_Republic,6mcj6w4or747a0z7s2qw5to7p,C. García,Defender,0,145.0,2.0,136.0,17.0,4.0,6.0,,4.0,8.0,,1.0,72.0,4.0,1.0,,11.0,,1.0,10.0,7.0,200.0,150.0,1.0,,140.0,1.0,68.0,1.0,,1.0,,16.0,,7.0,10.0,6.0,3.0,13.0,1.0,2.0,2.0,9.0,1.0,5.0,6.0,62.0,1.0,,1.0,3.0,64.0,314.0,13.0,4.0,17.0,4.0,122.0,1.0,1.0,24.0,1.0,1.0,1.0,,,,1.0,2.0,3.0,18.0,4.0,1.0,9.0,,1.0,,,,,,6.0,,12.0,7.0,2.0,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2024-2025,Dominican Republic,Dominican_Republic,dp7983jxahfts5x9cqpyetey,E. Japa,Forward,0,2.0,1.0,2.0,,,,,,,,,2.0,1.0,,,,,,10.0,1.0,5.0,2.0,,1.0,2.0,1.0,,,,,1.0,,,,,3.0,,,,1.0,1.0,,1.0,3.0,,1.0,,,1.0,,,19.0,,1.0,,2.0,2.0,,,,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,
