liga,temporada,equipo,id,nombre,posicion,dorsal,PutThrough/Blocked Distribution,Tackles Won,Duels,Total Shots,Unsuccessful Launches,Goals Conceded Inside Box,Blocked Shots,Successful Passes Own Half,Handballs conceded,Goals Conceded Outside Box,Unsuccessful Dribbles,Duels lost,Index,Unsuccessful Short Passes,Substitute Off,Total Losses Of Possession,Successful Long Passes,Time Played,Aerial Duels won,Successful Open Play Passes,Aerial Duels,Duels won,Ground Duels lost,Leftside Passes,Corners Won,Total Fouls Conceded,Unsuccessful Crosses open play,Open Play Passes,Touches,Total Successful Passes ( Excl Crosses & Corners ) ,Total Clearances,Shots On Target ( inc goals ),Forward Passes,Offsides,Total Tackles,Successful Short Passes,Rightside Passes,Key Passes (Attempt Assists),Foul Attempted Tackle,Ground Duels,Total Fouls Won,Successful Dribbles,Games Played,Appearances,Total Unsuccessful Passes ( Excl Crosses & Corners ),Unsuccessful Crosses & Corners,Starts,Successful Lay-offs,Recoveries,Backward Passes,Throw Ins to Own Player,Unsuccessful Passes Own Half,Total Passes,Yellow Cards,Successful Passes Opposition Half,Goals Conceded,Unsuccessful Passes Opposition Half,Ground Duels won,Times Tackled,Aerial Duels lost,Unsuccessful Long Passes,Total Touches In Opposition Box,Winning Goal,Interceptions,Blocks,Goals,Goals from Inside Box,Substitute On,Tackles Lost,Shots Off Target (inc woodwork),Headed Goals,Home Goals,Away Goals,Goals from Outside Box,Right Foot Goals,Goals Openplay,Successful Launches,Goal Assists,Assists (Intentional),Overruns,Corners Taken (incl short corners),Unsuccessful Corners into Box,Successful Crosses & Corners,Successful Crosses open play,PutThrough/Blocked Distribution Won,Attempts from Set Pieces,Goal Kicks,GK Successful Distribution,Unsuccessful lay-offs,Other Goals,Successful Corners into Box,Throw Ins to Opposition Player,Punches,Saves Made from Inside Box,Saves made - parried,GK Unsuccessful Distribution,Saves Made,Saves Made from Outside Box,Catches,Foul Won Penalty,Penalty Goals,Penalties Taken,Left Foot Goals,Goalkeeper Smother,Penalties Conceded,Penalty Goals Conceded,Straight Red Cards,Through balls,Total Red Cards,Clearances Off the Line,Set Pieces Goals,Last Player Tackle,Hit Woodwork,Penalties Saved,Saves from Penalty,Penalties Faced,Clean Sheets,Saves made - caught,Second Goal Assists,Drops,Own Goal Scored,Red Cards - 2nd Yellow,Penalties Off Target,Crosses not Claimed
USA_USL_Cup,2025,Union Omaha,vgezof866rrausmdtsk6tn8p,D. Acoff,Defender,26,1.0,2.0,7.0,,1.0,2.0,,6.0,,,2.0,5.0,10.0,4.0,,18.0,1.0,90.0,,15.0,2.0,2.0,3.0,2.0,1.0,1.0,6.0,20.0,46.0,16.0,3.0,,11.0,,2.0,15.0,,1.0,,5.0,,,1.0,1.0,5.0,6.0,1.0,,5.0,8.0,6.0,1.0,21.0,,10.0,2.0,10.0,2.0,2.0,2.0,1.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2025,Union Omaha,8zokda286fc61hi2znyufz6ga,K. Amiche,Forward,95,1.0,,2.0,1.0,,1.0,,1.0,,,1.0,1.0,10.0,1.0,,3.0,,9.0,1.0,2.0,1.0,1.0,1.0,1.0,,,1.0,3.0,8.0,2.0,,,1.0,,,2.0,,,,1.0,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,3.0,,1.0,1.0,2.0,,1.0,,,,0.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2025,Union Omaha,92oqt9q51us5rpmqmvvrdso6i,R. Becher,Midfielder,28,5.0,2.0,27.0,4.0,1.0,3.0,1.0,27.0,,,2.0,18.0,10.0,13.0,3.0,32.0,3.0,205.0,6.0,61.0,14.0,9.0,10.0,19.0,2.0,2.0,1.0,79.0,107.0,61.0,1.0,1.0,22.0,1.0,2.0,58.0,27.0,1.0,2.0,13.0,,1.0,3.0,3.0,18.0,1.0,3.0,6.0,4.0,11.0,,3.0,79.0,,34.0,3.0,16.0,3.0,6.0,8.0,5.0,3.0,1.0,1.0,,1.0,1.0,,,3.0,1.0,1.0,0.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
USA_USL_Cup,2025,Union Omaha,amjlvixpfu1b6ksznihymelii,P. Botello Faz,Forward,33,2.0,1.0,13.0,2.0,,1.0,1.0,4.0,,,,10.0,10.0,7.0,,16.0,,144.0,2.0,14.0,8.0,3.0,4.0,4.0,2.0,1.0,2.0,21.0,39.0,14.0,,1.0,5.0,,1.0,14.0,4.0,,1.0,5.0,,,3.0,3.0,7.0,2.0,1.0,2.0,2.0,8.0,,1.0,21.0,1.0,10.0,1.0,8.0,1.0,2.0,6.0,,10.0,0.0,,,1.0,1.0,2.0,,1.0,,1.0,0.0,,1.0,1.0,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2025,Union Omaha,cihgzx21sn0lxa0t61afk3t3o,M. Bronnik,Midfielder,18,1.0,1.0,19.0,3.0,,1.0,2.0,16.0,,,5.0,13.0,10.0,8.0,,22.0,1.0,151.0,1.0,34.0,5.0,6.0,9.0,12.0,2.0,3.0,6.0,42.0,79.0,36.0,1.0,2.0,10.0,1.0,3.0,35.0,5.0,3.0,1.0,14.0,,2.0,3.0,3.0,8.0,6.0,1.0,,3.0,17.0,,2.0,44.0,1.0,23.0,1.0,12.0,5.0,6.0,4.0,,14.0,0.0,1.0,,,,2.0,2.0,1.0,,,,,,,,1.0,1.0,,,,3.0,3.0,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
USA_USL_Cup,2025,Union Omaha,5ayndruo1m9cwxp8nlkc2zgmh,J. Gallardo,Midfielder,7,4.0,1.0,19.0,5.0,,2.0,1.0,11.0,,,1.0,12.0,10.0,11.0,1.0,37.0,,190.0,1.0,32.0,3.0,7.0,10.0,9.0,3.0,5.0,8.0,45.0,93.0,33.0,2.0,1.0,15.0,2.0,2.0,33.0,9.0,,1.0,16.0,3.0,1.0,3.0,3.0,14.0,14.0,2.0,3.0,4.0,14.0,,1.0,47.0,1.0,23.0,2.0,27.0,6.0,5.0,2.0,3.0,3.0,0.0,2.0,,,,1.0,1.0,4.0,,,,,,,,,,,4.0,4.0,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2025,Union Omaha,d82xjbw9ptrhgk0ifeoim0gdl,J. Gómez,Forward,21,5.0,1.0,17.0,1.0,,2.0,1.0,7.0,,,1.0,10.0,10.0,7.0,,14.0,,90.0,2.0,14.0,4.0,7.0,8.0,3.0,1.0,2.0,,22.0,40.0,15.0,,1.0,4.0,1.0,1.0,15.0,8.0,2.0,2.0,13.0,3.0,1.0,1.0,1.0,8.0,,1.0,,4.0,8.0,,,23.0,1.0,8.0,2.0,8.0,5.0,6.0,2.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,
USA_USL_Cup,2025,Union Omaha,7iadb6d0qurxay92c6cfsvbx0,A. Holt,Defender,13,3.0,,10.0,1.0,3.0,4.0,,122.0,,,2.0,6.0,10.0,2.0,1.0,10.0,5.0,245.0,2.0,142.0,5.0,4.0,3.0,37.0,1.0,1.0,,148.0,186.0,153.0,5.0,1.0,37.0,,1.0,148.0,78.0,1.0,,5.0,1.0,,3.0,3.0,6.0,,3.0,,6.0,7.0,1.0,3.0,159.0,1.0,31.0,4.0,3.0,2.0,2.0,3.0,4.0,2.0,0.0,2.0,,,,,1.0,,,,,,,,2.0,,,,,,,,3.0,,5.0,5.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,
USA_USL_Cup,2025,Union Omaha,as5066ocmlp4tub6d3tnabi1g,C. Jensen,Goalkeeper,36,,,,,2.0,2.0,,42.0,,,,,10.0,,,2.0,1.0,180.0,,36.0,,,,12.0,,,,38.0,65.0,42.0,2.0,,14.0,,,41.0,18.0,,,,,,2.0,2.0,2.0,,2.0,,16.0,,,2.0,44.0,,,2.0,,,,,2.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,4.0,13.0,,,,,,4.0,2.0,,8.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2025,Union Omaha,a8alzcksq7wr7d2fhjtdh4hec,R. Jiba,Defender,27,2.0,,3.0,1.0,,1.0,,4.0,,,,3.0,10.0,3.0,1.0,9.0,,55.0,,7.0,,,3.0,,1.0,,2.0,10.0,21.0,7.0,1.0,,1.0,1.0,,7.0,6.0,,,3.0,,,1.0,1.0,3.0,2.0,1.0,,2.0,3.0,,,10.0,,3.0,1.0,5.0,,2.0,,,4.0,0.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
