liga,temporada,equipo,id,nombre,posicion,dorsal,Games Played,Goals,Yellow Cards,Total Red Cards,Straight Red Cards,Red Cards - 2nd Yellow,Substitute On,Substitute Off,Foul Attempted Tackle,Unsuccessful Corners into Box,Successful Passes Own Half,Ground Duels lost,Starts,Unsuccessful Passes Opposition Half,Interceptions,Total Fouls Conceded,Recoveries,Ground Duels,Goals Conceded Inside Box,Unsuccessful Crosses & Corners,Key Passes (Attempt Assists),Appearances,Rightside Passes,Aerial Duels,PutThrough/Blocked Distribution,Total Passes,Index,Successful Launches,Total Successful Passes ( Excl Crosses & Corners ) ,Successful Short Passes,Total Fouls Won,Unsuccessful Launches,Penalties Conceded,Throw Ins to Opposition Player,Unsuccessful Short Passes,Total Touches In Opposition Box,Corners Taken (incl short corners),Duels,Total Unsuccessful Passes ( Excl Crosses & Corners ),Duels won,Total Tackles,Touches,Aerial Duels won,Throw Ins to Own Player,Backward Passes,Successful Open Play Passes,Successful Long Passes,Open Play Passes,Successful Passes Opposition Half,Unsuccessful Long Passes,Ground Duels won,Duels lost,Times Tackled,Time Played,Forward Passes,Aerial Duels lost,PutThrough/Blocked Distribution Won,Successful Dribbles,Unsuccessful Crosses open play,Penalty Goals Conceded,Tackles Lost,Leftside Passes,Unsuccessful Passes Own Half,Goals Conceded,Total Clearances,Tackles Won,Total Losses Of Possession,Winning Goal,Blocks,Shots Off Target (inc woodwork),Successful Crosses & Corners,Successful Corners into Box,Total Shots,Unsuccessful Dribbles,Corners Won,Shots On Target ( inc goals ),Offsides,Saves Made from Inside Box,Catches,Saves Made,Saves made - parried,Penalties Faced,GK Successful Distribution,GK Unsuccessful Distribution,Goal Kicks,Punches,Successful Crosses open play,Blocked Shots,Successful Lay-offs,Goals Conceded Outside Box,Attempts from Set Pieces,Right Foot Goals,Clean Sheets,Goals from Inside Box,Home Goals,Away Goals,Overruns,Goal Assists,Assists (Intentional),Hit Woodwork,Through balls,Left Foot Goals,Unsuccessful lay-offs,Saves Made from Outside Box,Headed Goals,Handballs conceded,Own Goal Scored,Goals from Outside Box,Last Player Tackle,Drops,Saves from Penalty,Goalkeeper Smother,Penalties Saved,Second Goal Assists,Foul Won Penalty,Penalty Goals,Penalties Taken,Set Pieces Goals,Saves made - caught,Clearances Off the Line,Crosses not Claimed
Concacaf_Concacaf_Champions_Cup,2025,Los Angeles Galaxy,3hha4o7giozmt7zpcnc83icfe,J. Aude,Defender,3.0,4.0,1.0,1.0,,,,2.0,,1.0,,58.0,7.0,2.0,15.0,3.0,1.0,13.0,22.0,1.0,2.0,2.0,4.0,43.0,8.0,3.0,168.0,10.0,,147.0,143.0,3.0,,,4.0,21.0,4.0,,30.0,21.0,18.0,7.0,227.0,3.0,12.0,46.0,144.0,4.0,165.0,89.0,,15.0,12.0,3.0,213.0,53.0,5.0,2.0,5.0,2.0,,2.0,26.0,8.0,2.0,,5.0,36.0,0.0,3.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,1.0,,,,1.0,1.0,0.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2025,Los Angeles Galaxy,660a1dq2kk90vuzw0ru6mbmy,Miguel Berry,Forward,27.0,4.0,1.0,,,,,3.0,1.0,,,1.0,3.0,1.0,,,1.0,1.0,6.0,,,,4.0,4.0,1.0,,12.0,10.0,,11.0,10.0,3.0,1.0,,,,4.0,,7.0,1.0,3.0,,22.0,,,5.0,10.0,1.0,11.0,10.0,1.0,3.0,4.0,2.0,93.0,1.0,1.0,,,,,,2.0,1.0,,,,5.0,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,2.0,,,1.0,,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2025,Los Angeles Galaxy,dtj5zjdur2d1of2ip3ar4r88a,E. Cerrillo,Midfielder,6.0,4.0,,1.0,,,,,2.0,4.0,,99.0,15.0,4.0,16.0,,8.0,25.0,22.0,3.0,,1.0,4.0,97.0,2.0,5.0,248.0,10.0,,220.0,206.0,1.0,1.0,,,22.0,,,24.0,28.0,7.0,4.0,273.0,,1.0,27.0,218.0,14.0,246.0,121.0,6.0,7.0,17.0,3.0,339.0,57.0,2.0,3.0,2.0,,,,67.0,12.0,4.0,2.0,4.0,35.0,0.0,,,,,,2.0,,,,,,,,,,,,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2025,Los Angeles Galaxy,e23yyl43xtcve09dx234uuj8,A. Essengue,Defender,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2025,Los Angeles Galaxy,ca82vaxv1vz6x0dye3gafzjkl,D. Fagúndez,Midfielder,7.0,4.0,,,,,,1.0,1.0,2.0,3.0,27.0,9.0,3.0,27.0,2.0,2.0,10.0,16.0,4.0,9.0,3.0,4.0,45.0,4.0,3.0,133.0,10.0,,114.0,109.0,,,,,13.0,8.0,5.0,20.0,19.0,7.0,4.0,180.0,,3.0,38.0,112.0,5.0,131.0,88.0,6.0,7.0,13.0,6.0,298.0,37.0,4.0,3.0,3.0,3.0,,2.0,13.0,1.0,5.0,2.0,2.0,36.0,0.0,,3.0,1.0,1.0,3.0,4.0,1.0,,,,,,,,,,,,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2025,Los Angeles Galaxy,62zgr9eyt4v2wvil67ii8ph0q,Gabriel Pec,Forward,11.0,4.0,1.0,,,,,,1.0,2.0,1.0,33.0,24.0,4.0,10.0,2.0,2.0,13.0,47.0,3.0,2.0,2.0,4.0,16.0,1.0,3.0,146.0,10.0,,137.0,128.0,8.0,,,1.0,7.0,10.0,4.0,48.0,9.0,23.0,4.0,227.0,,8.0,51.0,133.0,9.0,142.0,105.0,2.0,23.0,25.0,17.0,351.0,35.0,1.0,1.0,11.0,1.0,,,44.0,1.0,4.0,,4.0,41.0,0.0,,5.0,1.0,1.0,8.0,9.0,4.0,3.0,,,,,,,,,,,,4.0,2.0,1.0,2.0,,1.0,1.0,1.0,0.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2025,Los Angeles Galaxy,2vkfc121vxf4n83nluee80k5w,E. Garcés,Defender,25.0,4.0,1.0,,,,,1.0,,1.0,,86.0,6.0,3.0,4.0,4.0,4.0,12.0,21.0,4.0,,1.0,4.0,25.0,4.0,3.0,155.0,10.0,,145.0,137.0,1.0,1.0,,1.0,6.0,3.0,,25.0,10.0,16.0,13.0,197.0,1.0,4.0,10.0,143.0,8.0,153.0,59.0,4.0,15.0,9.0,1.0,290.0,46.0,3.0,1.0,1.0,,,2.0,74.0,6.0,5.0,11.0,11.0,13.0,0.0,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,1.0,,,1.0,1.0,0.0,1.0,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2025,Los Angeles Galaxy,45zetxtrvjb3muvcrr9b5it3p,M. Jørgensen,Defender,5.0,3.0,,1.0,,,,1.0,1.0,3.0,,77.0,5.0,2.0,11.0,3.0,5.0,6.0,7.0,4.0,,2.0,3.0,59.0,7.0,,189.0,10.0,3.0,170.0,153.0,1.0,3.0,,,14.0,3.0,,14.0,19.0,7.0,1.0,206.0,5.0,,5.0,164.0,17.0,183.0,93.0,5.0,2.0,7.0,,234.0,72.0,2.0,,,,,,53.0,8.0,4.0,8.0,1.0,19.0,0.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2025,Los Angeles Galaxy,5zawuirp825t4brhaj90k9duy,S. Karani,Forward,61.0,1.0,,,,,,1.0,,,,,,,2.0,,,,,,,,1.0,,,,4.0,10.0,,2.0,2.0,,,,,2.0,,,,2.0,,,5.0,,,,2.0,,4.0,2.0,,,,,12.0,1.0,,,,,,,3.0,,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2025,Los Angeles Galaxy,1o0ew8fp44fuo3o7c8ef8pd2i,T. Lepley,Midfielder,21.0,2.0,,,,,,1.0,,1.0,,15.0,4.0,1.0,5.0,,1.0,8.0,7.0,1.0,,4.0,2.0,18.0,2.0,,51.0,10.0,,46.0,46.0,2.0,,,,3.0,5.0,,9.0,5.0,3.0,1.0,62.0,,1.0,15.0,46.0,,51.0,32.0,2.0,3.0,6.0,2.0,91.0,13.0,2.0,,,,,,5.0,,1.0,,1.0,8.0,0.0,,,1.0,,,1.0,1.0,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
