liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Offsides,Time Played,Throw Ins to Own Player,Substitute On,Successful Lay-offs,Successful Launches,Goals,Open Play Passes,Corners Won,Times Tackled,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Yellow Cards,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Penalty Goals Conceded,Total Passes,Substitute Off,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Corners into Box,Rightside Passes,Key Passes (Attempt Assists),Total Red Cards,Unsuccessful Passes Opposition Half,Blocked Shots,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Corners Taken (incl short corners),Appearances,Foul Attempted Tackle,Blocks,Ground Duels,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Successful Long Passes,Successful Crosses open play,Total Fouls Won,Straight Red Cards,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Left Foot Goals,Unsuccessful Crosses & Corners,Games Played,Unsuccessful Corners into Box,Handballs conceded,Hit Woodwork,Assists (Intentional),Ground Duels lost,Leftside Passes,Goals from Inside Box,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Goal Assists,Through balls,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Winning Goal,Right Foot Goals,Red Cards - 2nd Yellow,Goals from Outside Box,Headed Goals,Throw Ins to Opposition Player,Unsuccessful lay-offs,Foul Won Penalty,Penalties Taken,Penalty Goals,GK Successful Distribution,Attempts from Set Pieces,Saves Made,Penalties Conceded,Punches,Penalties Saved,Goalkeeper Smother,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves from Penalty,Saves made - caught,GK Unsuccessful Distribution,Clean Sheets,Second Goal Assists,Clearances Off the Line,Last Man Tackle,Own Goal Scored,Crosses not Claimed,Set Pieces Goals,Other Goals,Penalties Off Target,Home Goals,Away Goals
USA_USL_Championship,2020,Portland Timbers 2,3a51d0tbktq371fa6dxvsgk8a,M. Akale,Midfielder,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2020,Portland Timbers 2,9vw8izvdgvl9afa5cjwrrx2lm,C. Anguiano,Midfielder,66,2.0,1.0,1314.0,4.0,,4.0,1.0,,525.0,3.0,31.0,125.0,24.0,336.0,4.0,3.0,17.0,10.0,,4.0,12.0,157.0,191.0,31.0,54.0,2.0,574.0,1.0,17.0,26.0,457.0,44.0,,71.0,20.0,143.0,30.0,1.0,87.0,2.0,76.0,15.0,19.0,10.0,830.0,56.0,15.0,9.0,,152.0,177.0,17.0,10.0,86.0,,46.0,4.0,27.0,1.0,3.0,12.0,167.0,12.0,48.0,,26.0,15.0,23.0,1.0,,2.0,69.0,129.0,,457.0,503.0,15.0,2.0,,17.0,81.0,14.0,14.0,83.0,0.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2020,Portland Timbers 2,8vcytrkvxzki08gxqpulol3hl,B. Bodily,Midfielder,98,,,90.0,2.0,,,,,18.0,1.0,1.0,5.0,,10.0,1.0,,1.0,,,,2.0,11.0,5.0,5.0,3.0,,19.0,,1.0,1.0,15.0,6.0,,4.0,,11.0,1.0,,1.0,,2.0,1.0,,3.0,40.0,,1.0,,,9.0,2.0,2.0,10.0,6.0,,,,,,,,11.0,,6.0,,,1.0,,1.0,,,3.0,1.0,,14.0,15.0,2.0,,,3.0,5.0,2.0,1.0,6.0,0.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2020,Portland Timbers 2,2fckiuro6y0tpq9p42vepkgdl,P. Bonilla,Defender,28,1.0,,90.0,4.0,,,,,17.0,,2.0,1.0,1.0,6.0,1.0,1.0,5.0,,,,,17.0,4.0,5.0,5.0,,19.0,,2.0,1.0,9.0,6.0,,10.0,,1.0,1.0,,8.0,1.0,7.0,1.0,,3.0,53.0,,1.0,2.0,1.0,15.0,15.0,1.0,10.0,12.0,,,1.0,4.0,,3.0,2.0,18.0,5.0,6.0,,1.0,1.0,,,,1.0,6.0,2.0,,7.0,9.0,3.0,1.0,,3.0,6.0,2.0,1.0,9.0,0.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
USA_USL_Championship,2020,Portland Timbers 2,3n1x0x4dlcl53f0z5l0r9zso9,G. Calixtro,Forward,91,2.0,7.0,1159.0,,1.0,14.0,,1.0,240.0,9.0,32.0,107.0,1.0,145.0,2.0,1.0,5.0,8.0,16.0,3.0,32.0,119.0,88.0,12.0,48.0,2.0,285.0,1.0,17.0,6.0,228.0,35.0,29.0,53.0,,80.0,8.0,,51.0,6.0,30.0,13.0,13.0,4.0,466.0,1.0,14.0,6.0,2.0,89.0,49.0,56.0,10.0,47.0,13.0,4.0,1.0,19.0,,12.0,13.0,133.0,10.0,38.0,,2.0,14.0,,,,2.0,54.0,49.0,1.0,187.0,232.0,44.0,3.0,2.0,8.0,86.0,4.0,7.0,35.0,0.0,1.0,,,,,3.0,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
USA_USL_Championship,2020,Portland Timbers 2,c41tezki424wmzs2b5m5mi4q2,D. Clapier,Midfielder,89,1.0,4.0,663.0,1.0,5.0,1.0,1.0,2.0,132.0,3.0,27.0,37.0,3.0,66.0,2.0,1.0,6.0,7.0,2.0,3.0,13.0,100.0,26.0,20.0,38.0,2.0,133.0,,9.0,10.0,82.0,19.0,8.0,44.0,,27.0,8.0,,40.0,2.0,30.0,6.0,14.0,5.0,287.0,,11.0,7.0,,85.0,43.0,27.0,10.0,53.0,6.0,7.0,3.0,18.0,,6.0,17.0,104.0,1.0,22.0,1.0,1.0,11.0,,,,,38.0,26.0,2.0,88.0,89.0,19.0,,1.0,15.0,51.0,5.0,8.0,47.0,0.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
USA_USL_Championship,2020,Portland Timbers 2,d6vfmln3oxuel34y15hnp8bft,T. Conechny,Forward,19,1.0,,90.0,,,1.0,,1.0,24.0,,,4.0,1.0,12.0,,,,,1.0,,3.0,9.0,6.0,,7.0,,24.0,,2.0,2.0,13.0,6.0,4.0,7.0,,8.0,1.0,,6.0,,5.0,1.0,,3.0,35.0,,1.0,1.0,,7.0,6.0,3.0,10.0,5.0,3.0,4.0,1.0,1.0,,2.0,,12.0,,6.0,1.0,2.0,1.0,,,,,4.0,6.0,1.0,17.0,17.0,5.0,,,,7.0,,,3.0,0.0,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2020,Portland Timbers 2,5sf467i9yzi3n3egjbxe9zr2t,F. Danso,Defender,99,,1.0,233.0,,1.0,,,,86.0,1.0,,9.0,,16.0,7.0,,10.0,1.0,,1.0,4.0,15.0,57.0,,5.0,,88.0,3.0,,,69.0,12.0,1.0,15.0,,21.0,,,11.0,,20.0,4.0,1.0,4.0,114.0,,5.0,,3.0,2.0,33.0,2.0,10.0,3.0,1.0,4.0,,2.0,,1.0,,7.0,16.0,13.0,,,5.0,,,,,,25.0,,71.0,73.0,5.0,,,,4.0,,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2020,Portland Timbers 2,61ai3dzg4rhwmid1s1gjhkb56,G. Duran,Midfielder,71,7.0,2.0,419.0,2.0,6.0,2.0,,1.0,81.0,3.0,18.0,17.0,3.0,38.0,2.0,1.0,4.0,4.0,,3.0,9.0,70.0,17.0,7.0,25.0,1.0,81.0,2.0,12.0,3.0,51.0,12.0,3.0,29.0,,16.0,5.0,,28.0,1.0,20.0,3.0,8.0,8.0,174.0,,9.0,7.0,,59.0,26.0,16.0,10.0,24.0,3.0,1.0,3.0,13.0,,1.0,7.0,69.0,1.0,15.0,,7.0,9.0,,,,,36.0,22.0,1.0,52.0,52.0,10.0,1.0,,7.0,45.0,,6.0,23.0,0.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2020,Portland Timbers 2,csx9pmpibyblftludnkd6j36x,M. Epps,Midfielder,55,22.0,,1120.0,5.0,,7.0,4.0,4.0,503.0,14.0,61.0,74.0,6.0,269.0,4.0,2.0,28.0,10.0,7.0,3.0,28.0,292.0,91.0,14.0,131.0,1.0,513.0,2.0,6.0,40.0,326.0,35.0,24.0,159.0,,145.0,12.0,,168.0,5.0,72.0,13.0,27.0,13.0,798.0,,13.0,1.0,,147.0,184.0,66.0,10.0,97.0,17.0,28.0,6.0,18.0,,26.0,27.0,201.0,2.0,38.0,,22.0,13.0,,1.0,,1.0,76.0,110.0,2.0,344.0,354.0,54.0,1.0,1.0,11.0,104.0,3.0,6.0,71.0,1.0,4.0,,2.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
