liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Offsides,Time Played,Throw Ins to Own Player,Substitute On,Successful Lay-offs,Successful Launches,Goals,Right Foot Goals,Open Play Passes,Corners Won,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Yellow Cards,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Substitute Off,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Corners into Box,Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Throw Ins to Opposition Player,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Corners Taken (incl short corners),Appearances,Foul Attempted Tackle,Blocks,Ground Duels,Goals from Outside Box,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Attempts from Set Pieces,Successful Long Passes,Successful Crosses open play,Total Fouls Won,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Left Foot Goals,Unsuccessful Crosses & Corners,Games Played,Unsuccessful Corners into Box,Handballs conceded,Hit Woodwork,Assists (Intentional),Ground Duels lost,Leftside Passes,Goals from Inside Box,Penalties Taken,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Unsuccessful lay-offs,Goal Assists,Penalty Goals,Through balls,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Penalties Conceded,Own Goal Scored,Clearances Off the Line,Headed Goals,Total Red Cards,Straight Red Cards,Saves Made,GK Successful Distribution,Crosses not Claimed,Punches,Goalkeeper Smother,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves made - caught,GK Unsuccessful Distribution,Foul Won Penalty,Set Pieces Goals,Penalties Saved,Saves from Penalty,Last Man Tackle,Red Cards - 2nd Yellow,Penalties Off Target,Other Goals,Second Goal Assists,Penalty Goals Conceded,Times Tackled,Home Goals,Away Goals,Winning Goal
USA_MLS,2016,FC Dallas,6k22ppzw6wv0c4gskzxk28fyt,K. Acosta,Defender,23,12.0,1.0,2508.0,8.0,8.0,1.0,3.0,2.0,2.0,1173.0,9.0,131.0,16.0,562.0,23.0,4.0,78.0,17.0,20.0,5.0,38.0,379.0,414.0,68.0,169.0,1207.0,5.0,40.0,8.0,851.0,29.0,29.0,247.0,13.0,304.0,20.0,225.0,9.0,1.0,128.0,26.0,32.0,53.0,1632.0,35.0,34.0,27.0,1.0,196.0,,434.0,19.0,48.0,139.0,9.0,,109.0,1.0,30.0,34.0,9.0,268.0,18.0,34.0,,31.0,34.0,15.0,1.0,,2.0,91.0,338.0,2.0,,933.0,960.0,72.0,7.0,1.0,3.0,,5.0,40.0,129.0,28.0,49.0,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2016,FC Dallas,83180uf8plty9hjlnxzqg9gph,T. Akindele,Forward,13,15.0,7.0,1628.0,3.0,17.0,7.0,1.0,7.0,5.0,486.0,12.0,141.0,5.0,283.0,4.0,2.0,7.0,8.0,10.0,6.0,40.0,277.0,92.0,24.0,115.0,492.0,9.0,17.0,13.0,360.0,21.0,28.0,122.0,,134.0,16.0,116.0,10.0,,81.0,16.0,19.0,21.0,822.0,,33.0,11.0,3.0,152.0,,130.0,76.0,100.0,85.0,18.0,,10.0,5.0,19.0,29.0,15.0,221.0,9.0,27.0,,15.0,33.0,,,1.0,4.0,96.0,87.0,7.0,2.0,364.0,370.0,69.0,,1.0,4.0,2.0,,18.0,136.0,6.0,15.0,56.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2016,FC Dallas,dydf4f8bayx4h8i4xpjif3hzp,Getterson,Forward,9,1.0,,152.0,1.0,2.0,,,,,28.0,,10.0,1.0,12.0,,,1.0,,2.0,,2.0,15.0,9.0,4.0,8.0,29.0,2.0,2.0,1.0,20.0,2.0,4.0,9.0,,10.0,1.0,7.0,,,5.0,2.0,,3.0,52.0,,4.0,2.0,,9.0,,6.0,6.0,21.0,9.0,2.0,,,1.0,1.0,3.0,,14.0,,2.0,,1.0,4.0,,,,,3.0,3.0,,,19.0,20.0,5.0,,,,,,3.0,5.0,1.0,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2016,FC Dallas,1k3vd2f0e8r92fqkg5981y66t,M. Barrios,Forward,21,48.0,12.0,2618.0,24.0,2.0,11.0,,9.0,8.0,646.0,28.0,199.0,20.0,400.0,7.0,3.0,16.0,18.0,21.0,3.0,36.0,407.0,137.0,30.0,126.0,659.0,20.0,24.0,24.0,500.0,30.0,48.0,142.0,7.0,121.0,54.0,173.0,5.0,3.0,99.0,32.0,34.0,22.0,1178.0,17.0,34.0,11.0,1.0,215.0,,148.0,147.0,50.0,86.0,27.0,,17.0,13.0,27.0,5.0,60.0,256.0,9.0,33.0,1.0,53.0,34.0,5.0,3.0,2.0,2.0,134.0,191.0,9.0,,504.0,517.0,41.0,3.0,,2.0,,,24.0,170.0,6.0,13.0,81.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,
USA_MLS,2016,FC Dallas,9ylvh9xzzelf9gp48rzb9pmtx,C. Bonner,Forward,28,,,27.0,,,1.0,,,,4.0,,2.0,,5.0,,,,,,1.0,3.0,2.0,2.0,,,7.0,1.0,1.0,1.0,7.0,2.0,,,,1.0,,,,,,1.0,,,11.0,,1.0,,,3.0,,2.0,,10.0,1.0,,,,,,,,6.0,1.0,3.0,,,1.0,,,,,2.0,2.0,,,4.0,7.0,3.0,,,,,,,5.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2016,FC Dallas,awagggfalu3hw3eysu28ygiqd,F. Castillo,Midfielder,11,14.0,23.0,1752.0,18.0,2.0,2.0,1.0,5.0,5.0,443.0,21.0,88.0,9.0,251.0,2.0,1.0,11.0,13.0,16.0,4.0,14.0,346.0,65.0,26.0,130.0,448.0,9.0,28.0,51.0,290.0,21.0,35.0,141.0,,157.0,22.0,129.0,8.0,,86.0,20.0,36.0,26.0,870.0,2.0,22.0,15.0,,226.0,1.0,136.0,110.0,48.0,89.0,19.0,,17.0,9.0,7.0,5.0,57.0,245.0,,25.0,,14.0,22.0,,4.0,2.0,4.0,142.0,67.0,4.0,,303.0,307.0,19.0,6.0,,5.0,,3.0,18.0,156.0,8.0,13.0,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2016,FC Dallas,7y2l1sdm56aj3n9y8ehbr7g7p,C. Craft,Forward,16,1.0,,17.0,,2.0,,,,,11.0,,4.0,,8.0,,,,,,,1.0,3.0,2.0,,1.0,11.0,,,,10.0,1.0,,1.0,,2.0,,2.0,,,1.0,,,,14.0,,2.0,,,1.0,,2.0,,10.0,1.0,,,,,1.0,,,2.0,,1.0,,1.0,2.0,,,,,,3.0,,,10.0,10.0,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2016,FC Dallas,7ityxcw7wapkueginni0klot1,A. David,Defender,2,3.0,,363.0,19.0,1.0,,2.0,,,143.0,,16.0,,27.0,9.0,1.0,10.0,1.0,,4.0,5.0,40.0,95.0,14.0,15.0,147.0,,5.0,1.0,109.0,4.0,,25.0,,38.0,1.0,20.0,,4.0,21.0,4.0,1.0,8.0,236.0,,5.0,3.0,4.0,31.0,,59.0,,41.0,31.0,,,13.0,,5.0,11.0,3.0,47.0,12.0,8.0,,3.0,5.0,,,,,11.0,34.0,,,119.0,122.0,16.0,,,,,,10.0,16.0,4.0,15.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2016,FC Dallas,d5hgq9en54sht3iy363fe2imt,M. Díaz,Midfielder,10,17.0,4.0,2149.0,12.0,3.0,15.0,1.0,5.0,5.0,968.0,17.0,157.0,38.0,631.0,3.0,3.0,61.0,11.0,24.0,3.0,15.0,514.0,227.0,26.0,180.0,1061.0,9.0,32.0,42.0,732.0,19.0,38.0,241.0,22.0,247.0,67.0,314.0,9.0,1.0,132.0,24.0,29.0,22.0,1637.0,79.0,27.0,16.0,1.0,280.0,2.0,431.0,34.0,61.0,153.0,14.0,11.0,88.0,4.0,81.0,5.0,32.0,300.0,2.0,22.0,,95.0,27.0,53.0,7.0,1.0,9.0,132.0,226.0,3.0,3.0,748.0,820.0,20.0,4.0,,10.0,3.0,20.0,16.0,147.0,10.0,12.0,148.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
USA_MLS,2016,FC Dallas,15pxobn91cyrhdzpshwwmzjrp,M. Figueroa,Defender,31,38.0,1.0,2614.0,210.0,,,15.0,,,1152.0,12.0,181.0,15.0,455.0,58.0,8.0,138.0,16.0,16.0,2.0,29.0,455.0,445.0,66.0,153.0,1176.0,,31.0,13.0,795.0,33.0,21.0,291.0,1.0,417.0,16.0,258.0,8.0,63.0,142.0,30.0,32.0,71.0,1890.0,1.0,30.0,18.0,8.0,148.0,,544.0,27.0,48.0,142.0,5.0,1.0,90.0,14.0,12.0,51.0,9.0,228.0,70.0,35.0,,38.0,30.0,,3.0,1.0,1.0,57.0,34.0,,,865.0,885.0,80.0,10.0,,1.0,,1.0,46.0,86.0,20.0,87.0,91.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
