liga,temporada,equipo,id,nombre,posicion,dorsal,Ground Duels lost,Successful Open Play Passes,Total Touches In Opposition Box,Interceptions,Aerial Duels won,Ground Duels won,Aerial Duels lost,Times Tackled,Starts,Open Play Passes,PutThrough/Blocked Distribution,Total Tackles,Offsides,Successful Crosses open play,Touches,Unsuccessful Short Passes,Leftside Passes,Successful Passes Opposition Half,Substitute Off,Goals Conceded,Total Unsuccessful Passes ( Excl Crosses & Corners ),Unsuccessful Dribbles,PutThrough/Blocked Distribution Won,Successful Launches,Penalty Goals Conceded,Forward Passes,Time Played,Total Fouls Won,Foul Attempted Tackle,Duels,Overruns,Unsuccessful Long Passes,Successful Passes Own Half,Appearances,Index,Total Clearances,Total Fouls Conceded,Goals Conceded Inside Box,Ground Duels,Successful Long Passes,Unsuccessful Crosses & Corners,Aerial Duels,Rightside Passes,Backward Passes,Shots Off Target (inc woodwork),Successful Crosses & Corners,Tackles Won,Total Passes,Yellow Cards,Tackles Lost,Successful Dribbles,Duels lost,Unsuccessful Passes Opposition Half,Corners Won,Throw Ins to Own Player,Games Played,Successful Short Passes,Unsuccessful Crosses open play,Total Successful Passes ( Excl Crosses & Corners ) ,Clean Sheets,Total Shots,Recoveries,Goals Conceded Outside Box,Throw Ins to Opposition Player,Unsuccessful Launches,Duels won,Key Passes (Attempt Assists),Blocks,Total Losses Of Possession,Unsuccessful Passes Own Half,Winning Goal,Substitute On,Foul Won Penalty,Successful Lay-offs,Shots On Target ( inc goals ),Goals,Total Red Cards,Handballs conceded,Headed Goals,Straight Red Cards,Unsuccessful Corners into Box,Through balls,Corners Taken (incl short corners),Blocked Shots,Right Foot Goals,Goals from Inside Box,Home Goals,Away Goals,Goal Assists,Penalties Conceded,Unsuccessful lay-offs,Hit Woodwork,Goals from Outside Box,Attempts from Set Pieces,Set Pieces Goals,Left Foot Goals,Assists (Intentional),Penalties Taken,Penalty Goals,Clearances Off the Line,Successful Corners into Box,Saves Made from Inside Box,GK Successful Distribution,Goal Kicks,GK Unsuccessful Distribution,Saves Made from Outside Box,Saves Made,Own Goal Scored,Red Cards - 2nd Yellow,Saves made - parried,Punches,Saves made - caught,Catches,Goalkeeper Smother,Penalties Faced,Penalties Off Target,Successful Fifty Fifty,Fifty Fifty,Second Goal Assists,Saves from Penalty,Penalties Saved,Crosses not Claimed,Drops,Last Player Tackle,Other Goals
Mexico_Liga_MX,2020-2021,Club Tijuana Xoloitzcuintles de Caliente,6ft3hk7jxnwnajm7zs6hwsst1,B. Angulo,Defender,2,68.0,546.0,30.0,27.0,23.0,68.0,29.0,32.0,17.0,668.0,41.0,37.0,,4.0,1093.0,94.0,19.0,336.0,2.0,21.0,122.0,14.0,16.0,3.0,3.0,269.0,1440.0,7.0,14.0,188.0,,28.0,223.0,17.0,10.0,36.0,27.0,18.0,136.0,22.0,27.0,52.0,298.0,91.0,7.0,4.0,20.0,677.0,4.0,17.0,24.0,97.0,113.0,9.0,117.0,17.0,533.0,26.0,555.0,4.0,10.0,85.0,3.0,19.0,11.0,91.0,15.0,2.0,228.0,36.0,0.0,,,,3.0,,,3.0,,,1.0,,4.0,3.0,,,0.0,0.0,2.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,4.0,10.0,,,,,,,
Mexico_Liga_MX,2020-2021,Club Tijuana Xoloitzcuintles de Caliente,ahpswn4b27gwnflwv2jkj0mhh,D. Barbona,Midfielder,30,63.0,447.0,15.0,6.0,10.0,32.0,7.0,29.0,14.0,542.0,24.0,12.0,2.0,2.0,737.0,80.0,164.0,339.0,9.0,14.0,95.0,12.0,10.0,,1.0,146.0,1115.0,8.0,12.0,112.0,,15.0,128.0,16.0,10.0,7.0,18.0,13.0,95.0,14.0,27.0,17.0,126.0,114.0,5.0,12.0,7.0,550.0,2.0,5.0,12.0,70.0,104.0,7.0,3.0,16.0,441.0,12.0,455.0,2.0,10.0,68.0,1.0,1.0,2.0,42.0,15.0,,183.0,18.0,0.0,2.0,,7.0,5.0,1.0,,1.0,,,11.0,2.0,21.0,4.0,1.0,1.0,0.0,1.0,4.0,,1.0,1.0,,1.0,,,3.0,,,,8.0,,,,,,,,,,,,,,,,6.0,14.0,,,,,,,
Mexico_Liga_MX,2020-2021,Club Tijuana Xoloitzcuintles de Caliente,d1fopj6ggy6x2zsbevr1dd36y,C. Castillo,Forward,232,,1.0,,,,,,,,1.0,,,,,2.0,,1.0,1.0,,1.0,,,,,,,18.0,,,,,,,1.0,10.0,,,1.0,,,1.0,,,,,,,1.0,,,,,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,1.0,,0.0,1.0,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2020-2021,Club Tijuana Xoloitzcuintles de Caliente,awagggfalu3hw3eysu28ygiqd,F. Castillo,Midfielder,7,55.0,160.0,47.0,5.0,4.0,54.0,9.0,47.0,5.0,216.0,13.0,6.0,2.0,3.0,434.0,55.0,23.0,117.0,4.0,10.0,56.0,29.0,5.0,,2.0,49.0,668.0,14.0,5.0,122.0,,1.0,49.0,16.0,10.0,2.0,6.0,8.0,109.0,4.0,11.0,13.0,94.0,53.0,5.0,3.0,5.0,219.0,1.0,1.0,34.0,64.0,60.0,4.0,4.0,16.0,159.0,10.0,163.0,,14.0,49.0,2.0,,,58.0,9.0,,158.0,7.0,0.0,11.0,,1.0,9.0,2.0,,,,,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,6.0,15.0,,,,,,,
Mexico_Liga_MX,2020-2021,Club Tijuana Xoloitzcuintles de Caliente,eycdwe8plhkcxgo1bjyq4q6sp,J. Cortizo,Midfielder,21,31.0,114.0,15.0,1.0,3.0,21.0,5.0,17.0,2.0,148.0,3.0,4.0,,2.0,229.0,25.0,48.0,83.0,2.0,3.0,34.0,6.0,,,1.0,49.0,250.0,8.0,4.0,60.0,,9.0,39.0,10.0,10.0,1.0,7.0,3.0,52.0,5.0,5.0,8.0,34.0,22.0,2.0,3.0,3.0,153.0,1.0,1.0,10.0,36.0,30.0,3.0,2.0,10.0,114.0,3.0,119.0,,3.0,20.0,,,4.0,24.0,1.0,,65.0,9.0,0.0,8.0,,,1.0,,,,,,1.0,,4.0,3.0,,,0.0,0.0,1.0,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,
Mexico_Liga_MX,2020-2021,Club Tijuana Xoloitzcuintles de Caliente,dtjnasyxig0cxbxbtk7l6431m,B. Díaz,Goalkeeper,24,,25.0,,,,,,,2.0,36.0,,,,,90.0,2.0,10.0,15.0,,5.0,18.0,,,1.0,2.0,45.0,210.0,,,,,16.0,30.0,3.0,10.0,,,4.0,,18.0,,,8.0,,,,,63.0,,,,,12.0,,,3.0,27.0,,45.0,,,22.0,1.0,,7.0,,,,19.0,6.0,0.0,1.0,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,8.0,31.0,,7.0,4.0,12.0,,,4.0,,,,1.0,3.0,,,,,1.0,1.0,,1.0,,
Mexico_Liga_MX,2020-2021,Club Tijuana Xoloitzcuintles de Caliente,tz1o2x5h4npj11rr3827cauh,L. Gamíz,Midfielder,23,,2.0,,,1.0,,1.0,,,3.0,,,,,5.0,1.0,1.0,1.0,,1.0,1.0,,,,,1.0,10.0,,,2.0,,,2.0,3.0,10.0,1.0,,,,,,2.0,1.0,1.0,,,,4.0,,,,1.0,1.0,,,3.0,3.0,,3.0,,,,1.0,,,1.0,,,1.0,,0.0,3.0,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2020-2021,Club Tijuana Xoloitzcuintles de Caliente,czvso5mtma362mlkf1qydm3xm,V. Guzmán,Defender,34,16.0,368.0,1.0,17.0,15.0,29.0,22.0,5.0,13.0,428.0,5.0,14.0,,,553.0,30.0,173.0,121.0,3.0,15.0,62.0,3.0,3.0,4.0,3.0,165.0,1079.0,6.0,6.0,82.0,,32.0,254.0,13.0,10.0,21.0,9.0,14.0,45.0,29.0,,37.0,52.0,47.0,,,11.0,437.0,3.0,3.0,9.0,38.0,38.0,,3.0,13.0,346.0,,375.0,3.0,,42.0,1.0,,19.0,44.0,1.0,8.0,69.0,24.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,4.0,,,,,,,
Mexico_Liga_MX,2020-2021,Club Tijuana Xoloitzcuintles de Caliente,f0yb1lb942bcuxgk0djkr7ydx,J. Gómez,Defender,28,32.0,160.0,5.0,8.0,8.0,28.0,7.0,14.0,2.0,185.0,7.0,13.0,,2.0,320.0,18.0,78.0,99.0,2.0,5.0,26.0,5.0,4.0,1.0,,62.0,484.0,6.0,9.0,75.0,,8.0,66.0,14.0,10.0,5.0,13.0,4.0,60.0,6.0,14.0,15.0,24.0,25.0,2.0,2.0,9.0,189.0,1.0,4.0,9.0,39.0,30.0,3.0,25.0,14.0,157.0,14.0,163.0,,3.0,36.0,1.0,4.0,5.0,36.0,5.0,4.0,68.0,10.0,0.0,12.0,,,1.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
Mexico_Liga_MX,2020-2021,Club Tijuana Xoloitzcuintles de Caliente,65eyz8bmbls8rjrl5i3jg0wve,C. Higuera,Goalkeeper,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
