liga,temporada,equipo,id,nombre,posicion,dorsal,Tackles Won,Unsuccessful Crosses open play,Total Losses Of Possession,Duels lost,Forward Passes,Total Touches In Opposition Box,Goals Conceded Inside Box,Aerial Duels,Successful Passes Opposition Half,Rightside Passes,Touches,Unsuccessful Crosses & Corners,Leftside Passes,Tackles Lost,Duels,Backward Passes,Total Fouls Won,PutThrough/Blocked Distribution,Successful Short Passes,Unsuccessful Passes Opposition Half,Throw Ins to Own Player,Unsuccessful Passes Own Half,Unsuccessful Long Passes,Total Fouls Conceded,Substitute Off,Games Played,Ground Duels lost,Total Unsuccessful Passes ( Excl Crosses & Corners ),Ground Duels won,Total Successful Passes ( Excl Crosses & Corners ) ,Total Clearances,Unsuccessful Short Passes,Ground Duels,Open Play Passes,Index,Successful Long Passes,Recoveries,Successful Passes Own Half,Yellow Cards,Aerial Duels lost,Appearances,Total Passes,Starts,Time Played,Successful Open Play Passes,Duels won,Total Tackles,Goals Conceded,Aerial Duels won,Home Goals,Away Goals,Winning Goal,Corners Taken (incl short corners),Blocks,Key Passes (Attempt Assists),PutThrough/Blocked Distribution Won,Substitute On,Unsuccessful Corners into Box,Successful Dribbles,Total Shots,Times Tackled,Shots On Target ( inc goals ),Own Goal Scored,Foul Attempted Tackle,Interceptions,Unsuccessful Launches,Saves Made from Inside Box,Saves Made,Corners Won,GK Successful Distribution,Shots Off Target (inc woodwork),Hit Woodwork,Successful Crosses & Corners,Successful Crosses open play,Unsuccessful Dribbles,Successful Corners into Box,Blocked Shots,Attempts from Set Pieces,Successful Launches,Throw Ins to Opposition Player,Catches,Drops,Clean Sheets,Saves Made from Outside Box,GK Unsuccessful Distribution,Saves made - parried,Handballs conceded,Goals,Headed Goals,Goals from Inside Box,Goal Assists,Assists (Intentional)
Concacaf_Campeones_Cup,2021,CF Cruz Azul,d35wc44m5l0437fxr39o4ss15,A. Gudiño,Goalkeeper,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Campeones_Cup,2021,CF Cruz Azul,1yaltijxes8x1ftlfs9aawwyx,A. Gutiérrez,Midfielder,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Campeones_Cup,2021,CF Cruz Azul,3e9svasemtenwlwxqda3o9jvt,S. Jurado,Goalkeeper,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Campeones_Cup,2021,CF Cruz Azul,5shco09rftlth4ofo7l0ist79,J. Martínez,Defender,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Campeones_Cup,2021,CF Cruz Azul,cz5hnp13ejk5gcc9ajgk2mkt1,W. Montoya,Forward,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Campeones_Cup,2021,CF Cruz Azul,592f55d3oxwqtehizfa4eih1x,R. Otero,Midfielder,10,,1,5,2,5,1,,,6,3,23,1,,1,6,3,1,2,5,3,1,1,,1,,1,2,3,4,8,,3,6,11,10,3,1,3,,,1,11,,9,8,4,1,,,0,0,0,,,1,,1,,2,,1,,,,1,,,,,,,,1,1,1,,2,1,,,,,,,,,,,,,,
Concacaf_Campeones_Cup,2021,CF Cruz Azul,8fkw7uuaou3ytw58cw78k3v85,L. Passerini,Forward,18,,,1,2,,2,,2,2,1,4,,1,,2,1,,,3,,,,,,,1,,,,3,,,,2,10,,,1,,2,1,3,,14,2,,,,,0,0,0,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Campeones_Cup,2021,CF Cruz Azul,axrchx0095dg0ydpb1ajj19ed,O. Pineda,Midfielder,31,,1,7,4,11,2,2,2,30,9,50,1,9,,8,8,2,,28,4,,,2,2,,1,3,3,3,34,,1,6,35,10,6,3,4,,1,1,37,1,90,32,4,,2,1,0,0,0,1,,3,,,,1,1,1,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,
Concacaf_Campeones_Cup,2021,CF Cruz Azul,34j6y6r6j0h4nyz5swk4tstpm,J. Reyes,Defender,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Campeones_Cup,2021,CF Cruz Azul,8e0we3usnv24xj6ejm5drax1x,I. Rivero,Midfielder,15,,4,19,3,18,2,2,4,24,24,76,4,1,1,9,12,2,3,42,14,5,3,3,1,1,1,3,13,2,42,1,10,5,52,10,,4,19,,,1,55,1,81,39,6,1,2,4,0,0,0,1,1,,1,,,,1,1,1,,,,2,,,1,,,,1,1,1,,,,,,,,,,,,,,,,,
Concacaf_Campeones_Cup,2021,CF Cruz Azul,bepgomq3u5u8e6d4qrsj0frh1,J. Rodríguez,Forward,21,,,6,7,1,2,1,2,8,8,19,,1,,7,2,,,9,1,2,1,1,1,,1,5,2,,10,,1,5,11,10,1,1,2,,2,1,12,,45,9,,,1,,0,0,0,1,,,,1,,,1,3,,,,,,,,1,,1,,,,1,,,,,,,,,,,,,,,,,
Concacaf_Campeones_Cup,2021,CF Cruz Azul,1cyhpfi77dom7gmpuownxlcrt,L. Romo,Midfielder,7,2,7,23,1,17,4,2,2,36,9,84,9,30,,7,9,1,1,42,21,,1,4,,,1,1,13,4,52,1,9,5,64,10,10,5,16,,,1,65,1,90,51,6,2,2,2,0,0,0,1,,,,,1,1,,,,,,2,,,,1,,,,,,,,1,,1,,,,,,,,,,,,,
Concacaf_Campeones_Cup,2021,CF Cruz Azul,dqq19igp5rfd0zu25a4ojxgid,Y. Yotún,Midfielder,19,,2,13,5,17,,1,1,39,20,76,4,16,,7,7,1,1,46,9,2,1,2,1,1,1,5,6,1,54,1,4,6,58,10,8,6,18,,,1,60,1,68,53,2,,1,1,0,0,0,3,,1,,,2,,1,2,,,,,,,,1,,1,,3,2,1,,,,,1,,,,,,,,,,,,
Concacaf_Campeones_Cup,2021,Columbus Crew,ele211kdmv943iesjw4fp5rs9,S. Abdul-Salaam,Defender,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Campeones_Cup,2021,Columbus Crew,cbw92qrdwycht8nkkdu4j4kph,H. Afful,Defender,25,1,1,8,1,6,1,,1,4,,24,1,6,,6,,2,1,6,4,1,3,2,,,1,1,6,4,6,2,4,5,12,10,,4,2,,,1,12,,32,6,5,1,,1,0,0,0,,,,1,1,,1,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Campeones_Cup,2021,Columbus Crew,660a1dq2kk90vuzw0ru6mbmy,Miguel Berry,Forward,27,,,7,3,4,1,,4,3,3,23,,1,,10,3,3,1,5,3,,3,,2,1,1,1,6,5,5,3,6,6,10,10,,6,2,,2,1,11,1,64,4,7,,,2,0,0,0,,,,1,,,2,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Campeones_Cup,2021,Columbus Crew,6kb6kwmwjh4c6oyed5upl266t,E. Bush,Goalkeeper,24,,,8,,15,,,,5,2,29,,1,,,,,,3,7,,1,8,,,1,,8,,10,1,,,3,10,7,8,5,,,1,18,1,90,1,,,,,0,0,0,,,,,,,,,,,,,,2,3,5,,8,,,,,,,,,,,1,1,1,2,3,3,,,,,,
Concacaf_Campeones_Cup,2021,Columbus Crew,a9lytq2ddavywxo7ib8uzbj6x,E. Dick,Goalkeeper,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Campeones_Cup,2021,Columbus Crew,efr6uboj041gcgi2qxm0pa5be,L. Díaz,Midfielder,12,1,,7,6,1,,,,2,,20,,1,2,11,3,1,,3,,,1,,1,,1,6,1,5,4,3,1,11,5,10,1,3,2,1,,1,5,,26,4,5,3,,,0,0,0,,,,,1,,1,,3,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
Concacaf_Campeones_Cup,2021,Columbus Crew,2uis9d0h87arn5ew3bg1si40l,D. Etienne,Midfielder,22,,1,9,,3,3,,,2,,18,1,5,,,,,2,3,6,,,1,1,1,1,,5,,3,1,4,,8,10,,1,1,,,1,8,1,58,3,,,,,0,0,0,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,
Concacaf_Campeones_Cup,2021,Columbus Crew,9dba8to216upd49xlir2i4d05,W. Francis,Defender,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Campeones_Cup,2021,Columbus Crew,5y8srw7hc5nlu0efcq710if3d,L. Fraser,Midfielder,18,1,,6,2,8,,,1,7,7,31,,3,2,6,3,1,,15,3,,2,1,1,,1,1,5,4,16,3,4,5,20,10,1,7,9,,1,1,21,1,90,15,4,3,,,0,0,0,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,1,,,,,,,,,
Concacaf_Campeones_Cup,2021,Columbus Crew,6pqwh2z47uwgr9u9y8n79ppzp,M. Hairston,Midfielder,17,,,1,,1,,,,,2,3,,,,,,,,2,1,,,,,,1,,1,,2,,1,,3,10,,2,2,,,1,3,,12,2,,,,,0,0,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Campeones_Cup,2021,Columbus Crew,5poofr1j8221dhowins42c1jp,E. Hurtado,Forward,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Campeones_Cup,2021,Columbus Crew,agw4ksz62ddb0q7h7lon4na0a,A. Keita,Defender,30,,,4,1,8,,,2,4,2,26,,2,,4,1,,,8,3,,1,2,1,,1,1,4,1,9,5,2,2,12,10,1,1,5,,,1,13,1,90,8,3,,,2,0,0,0,,1,,,,,1,,,,,,3,,,,,,,,,,,,,,,,,,1,,,,,,,,,
Concacaf_Campeones_Cup,2021,Columbus Crew,7775omrubpksg48eyo4wksvyt,G. Lillard,Defender,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Campeones_Cup,2021,Columbus Crew,8bp3sbo230kdhnw76stsw2u39,Pedro Santos,Midfielder,7,2,,10,8,7,,,1,5,3,27,,,1,12,,1,1,6,2,1,2,2,1,,1,7,4,4,6,2,2,11,10,10,,7,2,,1,1,10,1,90,6,4,3,,,0,0,0,,1,,,,,,,3,,,1,,2,,,,,,,1,1,3,,,,,1,,,1,,,,,,,,,
Concacaf_Campeones_Cup,2021,Columbus Crew,8m434r9gz4dowd88hqwhfnox5,A. Mățan,Midfielder,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Campeones_Cup,2021,Columbus Crew,ehalix6sdzrzgddodpxfc0lhx,J. Mensah,Defender,4,1,,10,,15,1,,4,2,2,42,,3,,5,3,,1,11,5,,4,6,,,1,,9,1,14,11,3,1,19,10,3,3,12,,,1,23,1,90,12,5,1,,4,1,0,0,,1,,1,,,,1,,1,,,1,1,,,,,,,,,,,,,1,,,,1,,,,,1,1,1,,
Concacaf_Campeones_Cup,2021,Columbus Crew,6yvnraewyl2f5mx6imq1mh9lh,Steven Moreira,Defender,0,1,1,9,4,7,,,2,4,,32,1,3,,5,2,,2,8,3,4,2,,2,1,1,2,4,1,8,4,4,3,12,10,,1,4,,2,1,12,1,58,8,1,1,,,0,0,0,,1,,1,,,,,,,,1,,,,,,,,,,,,,,,,4,,,,,,,,,,,,
Concacaf_Campeones_Cup,2021,Columbus Crew,d38mrccgoud3qomh3supk202d,D. Nagbe,Midfielder,6,,,2,3,7,,,2,8,9,32,,4,,10,1,4,,20,1,,,,,1,1,1,1,7,20,2,1,8,20,10,,5,12,,2,1,21,1,78,19,7,,,,0,0,0,,,1,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Campeones_Cup,2021,Columbus Crew,c44bkncqmptribnxki1dyppbe,I. Parente,Midfielder,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Campeones_Cup,2021,Columbus Crew,yb7c70u86g7i6whymdws8t0p,M. Valenzuela,Defender,19,1,,2,,3,,,1,1,2,13,,,,3,,1,,4,1,2,,1,,,1,,1,2,4,2,,2,4,10,,2,4,,,1,5,,32,4,3,1,,1,0,0,0,,,,,1,,,,,,,,,,,,,,,,1,1,,,,,,1,,,,,,,,,,,1,1
Concacaf_Campeones_Cup,2021,Columbus Crew,x4hsnlz1ngvhw8xc4215s2j9,J. Williams,Defender,3,,,,1,5,,,3,6,5,21,,5,,5,,1,,13,,,,,1,,1,1,,1,15,4,,2,14,10,2,2,9,,,1,15,1,90,14,4,,,3,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,
Concacaf_Campeones_Cup,2021,Columbus Crew,f393lhns0ptvcs7cj0t07f00l,B. Wright-Phillips,Forward,99,,,4,4,3,,,2,2,,9,,1,,4,1,,2,3,1,,1,1,1,,1,2,2,,3,,1,2,5,10,,1,1,,2,1,5,,12,3,,,,,0,0,0,,1,,1,1,,,,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Campeones_Cup,2021,Columbus Crew,d8htrjr6ponlb7rlw9fywp045,L. Zelarayán,Midfielder,10,,,15,8,6,,,3,7,5,35,3,3,,13,1,3,1,7,9,,,,2,1,1,6,6,4,9,,6,10,15,10,2,3,3,,2,1,15,1,78,9,5,,,1,0,0,0,1,,,,,1,2,,4,,,,,,,,1,,,,1,,2,,2,2,,,,,,,,,,,,,,
