liga,temporada,equipo,id,nombre,posicion,dorsal,Appearances,Games Played,Index,Substitute On,Time Played,Winning Goal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Assists (Intentional),Backward Passes,Blocks,Carries,Corners Taken (incl short corners),Corners Won,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Foul Attempted Tackle,Goal Assists,Goals Conceded,Goals Conceded Inside Box,Goals Conceded Outside Box,Ground Duels,Ground Duels lost,Ground Duels won,Interceptions,Key Passes (Attempt Assists),Leftside Passes,Open Play Passes,Penalty Goals Conceded,Progressive Carries,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Recoveries,Rightside Passes,Shots Off Target (inc woodwork),Starts,Substitute Off,Successful Corners into Box,Successful Crosses & Corners,Successful Crosses open play,Successful Dribbles,Successful Long Passes,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Lost,Tackles Won,Throw Ins to Opposition Player,Throw Ins to Own Player,Times Tackled,Total Big Chances Created,Total Big Chances Missed,Total Clearances,Total Fouls Conceded,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Shots,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Corners into Box,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Unsuccessful Dribbles,Unsuccessful Launches,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Passes Own Half,Unsuccessful Short Passes,Yellow Cards,Clean Sheets,Goals,Goals Openplay,Goals from Inside Box,Headed Goals,Overruns,Shots On Target ( inc goals ),Successful Launches,Through balls,Total Big Chances Scored,Home Goals,Away Goals,Blocked Shots,Goals from Outside Box,Handballs conceded,Hit Woodwork,Left Foot Goals,Offsides,Penalties Taken,Penalty Goals,Right Foot Goals,Successful Lay-offs,Unsuccessful lay-offs,Catches,Drops,GK Successful Distribution,GK Unsuccessful Distribution,Goal Kicks,Goalkeeper Smother,Last Player Tackle,Penalties Faced,Punches,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Saves made - caught,Saves made - parried,Second Goal Assists,Attempts from Set Pieces,Set Pieces Goals,Penalties Conceded,Clearances Off the Line,Straight Red Cards,Total Big Chances Saved,Total Red Cards,Other Goals,Red Cards - 2nd Yellow,Foul Won Penalty,Crosses not Claimed,Direct Setpiece Goals,Penalties Off Target,Own Goal Scored,Penalties Saved,Saves from Penalty
USA_USL_Championship,2025,Detroit City FC,tc5nl1hz1w06jobp5ckktr3e,J. Adebayo-Smith,Forward,99,18.0,18.0,10.0,15.0,550.0,0.0,32.0,18.0,14.0,1.0,44.0,1.0,58.0,,5.0,76.0,46.0,30.0,75.0,24.0,5.0,1.0,10.0,9.0,1.0,44.0,28.0,16.0,1.0,5.0,26.0,132.0,,39.0,14.0,5.0,17.0,45.0,5.0,3.0,1.0,,,,3.0,1.0,80.0,64.0,23.0,86.0,,3.0,,,12.0,,4.0,5.0,14.0,10.0,103.0,139.0,10.0,87.0,3.0,35.0,52.0,240.0,,4.0,4.0,3.0,,1.0,48.0,8.0,51.0,,,,,,,1.0,5.0,,,,,,3.0,,1.0,,,2.0,,,,12.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2025,Detroit City FC,7lnb14nmxv9gggyedv3tydvdg,D. Amoo-Mensah,Defender,30,29.0,29.0,10.0,,2640.0,1.0,155.0,54.0,101.0,,114.0,13.0,385.0,,8.0,288.0,107.0,181.0,71.0,697.0,13.0,2.0,32.0,28.0,4.0,133.0,53.0,80.0,29.0,11.0,216.0,1484.0,3.0,230.0,30.0,8.0,89.0,551.0,8.0,29.0,,,4.0,4.0,4.0,85.0,1199.0,517.0,773.0,1201.0,5.0,20.0,26.0,50.0,17.0,2.0,1.0,141.0,35.0,51.0,372.0,1578.0,12.0,1286.0,25.0,36.0,292.0,2051.0,,8.0,8.0,7.0,66.0,130.0,203.0,97.0,162.0,5.0,10.0,1.0,,1.0,,,4.0,23.0,4.0,1.0,0.0,1.0,2.0,,,,1.0,2.0,,,,1.0,,,,1.0,1.0,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
USA_USL_Championship,2025,Detroit City FC,9jc85hbpruze4v8u1pjzsjt62,M. Bryant,Defender,12,31.0,31.0,10.0,2.0,2615.0,1.0,108.0,32.0,76.0,,117.0,10.0,410.0,,2.0,260.0,87.0,173.0,22.0,651.0,12.0,,34.0,30.0,4.0,152.0,55.0,97.0,33.0,9.0,599.0,1451.0,3.0,216.0,16.0,8.0,102.0,158.0,6.0,29.0,2.0,,,,8.0,106.0,1238.0,515.0,795.0,1204.0,6.0,25.0,17.0,52.0,16.0,2.0,,122.0,35.0,59.0,262.0,1525.0,9.0,1310.0,31.0,22.0,215.0,1948.0,,4.0,4.0,10.0,35.0,93.0,159.0,60.0,122.0,9.0,8.0,2.0,,2.0,1.0,,3.0,10.0,,2.0,0.0,2.0,1.0,,1.0,,,4.0,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
USA_USL_Championship,2025,Detroit City FC,28a0n53jofx4bk7vd74yqcb11,S. Carroll,Defender,5,21.0,21.0,10.0,6.0,1469.0,0.0,54.0,19.0,35.0,,30.0,14.0,200.0,,1.0,96.0,37.0,59.0,4.0,318.0,2.0,1.0,16.0,15.0,1.0,42.0,18.0,24.0,7.0,5.0,214.0,750.0,1.0,90.0,12.0,8.0,63.0,261.0,3.0,15.0,1.0,,,,,67.0,603.0,195.0,467.0,595.0,8.0,8.0,,2.0,4.0,2.0,,92.0,11.0,9.0,176.0,823.0,5.0,662.0,16.0,5.0,161.0,1009.0,,,,3.0,38.0,105.0,118.0,43.0,56.0,1.0,5.0,,,,,,2.0,12.0,1.0,,,,,,,,,,,,,2.0,,,,1.0,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,
USA_USL_Championship,2025,Detroit City FC,9irc1xmfpa2395qef78rfyjje,J. Cedeño,Midfielder,10,31.0,31.0,10.0,7.0,2072.0,3.0,40.0,31.0,9.0,1.0,161.0,2.0,251.0,25.0,15.0,224.0,112.0,112.0,134.0,230.0,10.0,2.0,26.0,23.0,3.0,184.0,81.0,103.0,7.0,22.0,188.0,656.0,2.0,140.0,45.0,18.0,85.0,108.0,17.0,24.0,19.0,10.0,19.0,9.0,18.0,37.0,505.0,351.0,200.0,495.0,7.0,11.0,,15.0,49.0,4.0,2.0,6.0,20.0,67.0,334.0,687.0,31.0,532.0,18.0,48.0,155.0,1117.0,10.0,48.0,33.0,28.0,10.0,29.0,169.0,34.0,126.0,3.0,2.0,4.0,3.0,2.0,,3.0,14.0,2.0,7.0,1.0,3.0,1.0,11.0,2.0,3.0,2.0,4.0,2.0,1.0,1.0,,30.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,
USA_USL_Championship,2025,Detroit City FC,6rnuvzwbmj7qv80xlwkjvqnkl,J. Chapman,Midfielder,6,27.0,27.0,10.0,9.0,1694.0,0.0,76.0,36.0,40.0,2.0,166.0,6.0,225.0,4.0,3.0,198.0,101.0,97.0,86.0,301.0,12.0,4.0,21.0,18.0,3.0,122.0,65.0,57.0,23.0,12.0,226.0,941.0,1.0,90.0,25.0,18.0,98.0,279.0,10.0,18.0,6.0,,1.0,1.0,11.0,34.0,781.0,414.0,397.0,776.0,8.0,22.0,,11.0,28.0,6.0,,34.0,26.0,16.0,238.0,972.0,13.0,810.0,30.0,21.0,162.0,1273.0,4.0,16.0,12.0,11.0,12.0,33.0,130.0,48.0,129.0,4.0,4.0,1.0,,1.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,0.0,2.0,,,1.0,,1.0,,,,16.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2025,Detroit City FC,7o3vvz5w2ftz08ba23b79mgkq,A. Diop,Midfielder,8,14.0,14.0,10.0,7.0,531.0,0.0,10.0,3.0,7.0,,49.0,1.0,79.0,,4.0,67.0,32.0,35.0,27.0,31.0,7.0,,7.0,4.0,3.0,57.0,29.0,28.0,1.0,5.0,37.0,165.0,1.0,34.0,8.0,2.0,20.0,51.0,2.0,7.0,8.0,,,,7.0,6.0,135.0,85.0,53.0,132.0,5.0,8.0,,2.0,12.0,1.0,1.0,3.0,17.0,8.0,57.0,168.0,4.0,138.0,13.0,15.0,30.0,253.0,,2.0,2.0,5.0,,5.0,25.0,7.0,25.0,1.0,,,,,,1.0,2.0,1.0,,,,,1.0,,2.0,,,,,,,3.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
USA_USL_Championship,2025,Detroit City FC,1cqnjzgntshx2ag3crh0p2uzu,A. Diouf,Forward,32,24.0,24.0,10.0,9.0,1358.0,2.0,68.0,54.0,14.0,,72.0,,185.0,16.0,9.0,227.0,139.0,88.0,131.0,60.0,19.0,,11.0,10.0,1.0,159.0,85.0,74.0,5.0,16.0,38.0,252.0,3.0,110.0,29.0,17.0,47.0,95.0,22.0,15.0,8.0,5.0,9.0,3.0,18.0,16.0,193.0,173.0,40.0,188.0,4.0,9.0,1.0,1.0,47.0,,2.0,11.0,36.0,44.0,173.0,265.0,39.0,204.0,13.0,62.0,61.0,579.0,6.0,21.0,12.0,29.0,1.0,10.0,68.0,14.0,51.0,2.0,3.0,6.0,5.0,4.0,1.0,2.0,17.0,,2.0,3.0,5.0,1.0,9.0,2.0,3.0,2.0,2.0,13.0,,,3.0,6.0,,,,,,,,,,,,,,,,,3.0,,1.0,,,,,,,,,,,,,
USA_USL_Championship,2025,Detroit City FC,653qyopyxl1qrfmul2n3m5g16,M. Doner,Defender,33,25.0,25.0,10.0,10.0,1476.0,0.0,32.0,17.0,15.0,,178.0,3.0,251.0,,20.0,158.0,75.0,83.0,96.0,135.0,10.0,,23.0,17.0,6.0,126.0,58.0,68.0,11.0,16.0,234.0,564.0,1.0,154.0,37.0,12.0,76.0,26.0,3.0,15.0,6.0,,13.0,13.0,5.0,15.0,495.0,270.0,247.0,489.0,1.0,10.0,11.0,106.0,31.0,3.0,,33.0,17.0,52.0,214.0,573.0,7.0,504.0,11.0,21.0,69.0,1017.0,,60.0,60.0,21.0,13.0,19.0,101.0,28.0,50.0,1.0,4.0,2.0,1.0,1.0,,6.0,4.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,2.0,,1.0,2.0,,,1.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2025,Detroit City FC,56vhmxh5vvgls0btvz73yfuhg,Z. Elder,Forward,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
