liga,temporada,equipo,id,nombre,posicion,dorsal,Open Play Passes,Substitute On,Successful Open Play Passes,Successful Short Passes,Games Played,Successful Passes Opposition Half,Total Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Time Played,Forward Passes,Appearances,Index,Touches,Home Goals,Away Goals,Winning Goal,Duels lost,Ground Duels,Ground Duels won,Total Shots,Unsuccessful Short Passes,Total Unsuccessful Passes ( Excl Crosses & Corners ),Unsuccessful Launches,Recoveries,Unsuccessful Long Passes,Clean Sheets,Times Tackled,Unsuccessful Passes Own Half,Total Touches In Opposition Box,Aerial Duels won,Blocks,Successful Passes Own Half,Goals Conceded Outside Box,Interceptions,Ground Duels lost,Total Clearances,Foul Attempted Tackle,Leftside Passes,Backward Passes,Rightside Passes,PutThrough/Blocked Distribution,Aerial Duels,Tackles Won,Unsuccessful Passes Opposition Half,Unsuccessful Dribbles,Duels,Goals Conceded,Successful Dribbles,Total Fouls Conceded,Goals Conceded Inside Box,Starts,Total Tackles,Shots Off Target (inc woodwork),Successful Long Passes,Duels won,Total Losses Of Possession,Total Fouls Won,PutThrough/Blocked Distribution Won,Shots On Target ( inc goals ),Blocked Shots,Yellow Cards,Offsides,Unsuccessful Crosses & Corners,Aerial Duels lost,Goals,Attempts from Set Pieces,Unsuccessful Crosses open play,Substitute Off,Goals from Inside Box,Tackles Lost,Key Passes (Attempt Assists),Left Foot Goals,GK Unsuccessful Distribution,Saves Made from Inside Box,Saves Made,GK Successful Distribution,Through balls,Corners Won,Goal Assists,Assists (Intentional),Successful Lay-offs,Throw Ins to Own Player,Right Foot Goals,Corners Taken (incl short corners),Goals from Outside Box,Unsuccessful Corners into Box,Second Goal Assists,Successful Launches,Successful Crosses & Corners,Successful Crosses open play,Foul Won Penalty,Handballs conceded,Successful Corners into Box,Penalties Taken,Penalty Goals,Throw Ins to Opposition Player,Saves made - parried,Punches,Catches,Goalkeeper Smother,Saves Made from Outside Box,Clearances Off the Line,Hit Woodwork,Penalty Goals Conceded,Drops,Penalties Faced,Penalties Conceded,Straight Red Cards,Total Red Cards,Unsuccessful lay-offs,Headed Goals
Concacaf_Leagues_Cup_2019_2022,2021,Club Universidad Nacional,31dp67pr3e23fjt8diy1u3fca,É. Lira,Midfielder,6,16.0,1.0,11.0,10.0,2.0,4.0,17.0,11.0,61.0,10.0,2.0,10.0,27.0,0.0,0.0,0.0,3.0,5.0,3.0,,3.0,6.0,,9.0,3.0,,,,,1.0,1.0,7.0,,1.0,2.0,2.0,,4.0,3.0,,,2.0,1.0,6.0,,7.0,1.0,,,1.0,1.0,2.0,,1.0,4.0,8.0,1.0,,,,,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2021,Club Universidad Nacional,cm8hnzmhduddkydba7yp3tnth,L. López,Midfielder,17,29.0,1.0,23.0,25.0,2.0,15.0,35.0,29.0,119.0,12.0,2.0,10.0,45.0,0.0,0.0,0.0,3.0,8.0,5.0,,5.0,6.0,1.0,5.0,1.0,,1.0,1.0,,,,14.0,,1.0,3.0,,1.0,6.0,6.0,11.0,1.0,,,6.0,1.0,8.0,2.0,1.0,1.0,2.0,1.0,1.0,,4.0,5.0,9.0,3.0,1.0,,,1.0,,1.0,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2021,Club Universidad Nacional,d9s7g70c8e5p3qmymp26ffc6i,Higor Meritão,Midfielder,8,34.0,,27.0,26.0,2.0,13.0,35.0,28.0,169.0,13.0,2.0,10.0,56.0,0.0,0.0,0.0,8.0,14.0,6.0,1.0,3.0,7.0,,8.0,4.0,,1.0,2.0,,1.0,,15.0,,3.0,8.0,2.0,2.0,6.0,4.0,12.0,3.0,1.0,,5.0,,15.0,3.0,3.0,2.0,3.0,2.0,3.0,1.0,2.0,7.0,11.0,,3.0,,,,,,,,,,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2021,Club Universidad Nacional,d61s8qf470gxcak2ml0oclmqy,E. Montejano,Forward,27,2.0,,1.0,1.0,1.0,1.0,2.0,1.0,45.0,1.0,1.0,10.0,4.0,0.0,0.0,0.0,2.0,1.0,,,1.0,1.0,,1.0,,,1.0,,,,,,,,1.0,,,1.0,,,,1.0,,1.0,,2.0,,,,,1.0,,,,,2.0,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2021,Club Universidad Nacional,30plearwre9n6bgb1sqpjob11,G. Moreno,Midfielder,13,15.0,,10.0,10.0,1.0,,15.0,10.0,90.0,8.0,1.0,10.0,29.0,0.0,0.0,0.0,4.0,2.0,,,2.0,5.0,1.0,2.0,3.0,,,1.0,1.0,4.0,2.0,10.0,,4.0,2.0,6.0,2.0,2.0,1.0,4.0,2.0,6.0,,4.0,,8.0,1.0,,2.0,1.0,1.0,,,,4.0,5.0,,2.0,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2021,Club Universidad Nacional,dyr9r5evutpn46u7ymri3nzzd,A. Mozo,Defender,2,29.0,1.0,12.0,10.0,2.0,6.0,29.0,12.0,135.0,13.0,2.0,10.0,78.0,0.0,0.0,0.0,10.0,19.0,9.0,1.0,12.0,17.0,2.0,7.0,5.0,,4.0,8.0,3.0,,,7.0,,2.0,10.0,3.0,4.0,11.0,5.0,,5.0,,3.0,13.0,,19.0,2.0,2.0,5.0,2.0,1.0,3.0,,2.0,9.0,35.0,4.0,2.0,1.0,1.0,,,4.0,,,,4.0,,,,1.0,,,,,,,1.0,1.0,,,9.0,,,,,,,1.0,1.0,,,,,,3.0,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2021,Club Universidad Nacional,8gy9wgqywaqi9uy6i31i0q21h,A. Ortíz,Defender,0,17.0,,11.0,13.0,1.0,6.0,21.0,15.0,90.0,17.0,1.0,10.0,36.0,0.0,0.0,0.0,1.0,4.0,3.0,,4.0,6.0,,3.0,2.0,,,,,,,9.0,,5.0,1.0,5.0,,2.0,1.0,1.0,1.0,,2.0,6.0,,4.0,2.0,1.0,,2.0,1.0,2.0,,2.0,3.0,6.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2021,Club Universidad Nacional,85w7m2qzskcugsjw2il6ev23u,O. Paz,Goalkeeper,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2021,Club Universidad Nacional,2hs163bovr5bwupp1djxnq0yy,J. Rivas,Defender,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2021,Club Universidad Nacional,6z6rc1nilkcjp2opy9633juy2,J. Rodríguez,Defender,16,13.0,,7.0,6.0,2.0,5.0,13.0,7.0,135.0,9.0,2.0,10.0,30.0,0.0,0.0,0.0,3.0,3.0,1.0,,4.0,6.0,1.0,4.0,2.0,,,,,1.0,,2.0,,3.0,2.0,,2.0,1.0,1.0,2.0,1.0,2.0,,6.0,,5.0,2.0,,2.0,2.0,2.0,1.0,,1.0,2.0,10.0,,1.0,,,,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,8.0,,,,,,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2021,Club Universidad Nacional,730zlb0kpah9nuhbt4cadx3h1,S. Saucedo,Midfielder,7,6.0,1.0,4.0,3.0,2.0,4.0,6.0,4.0,51.0,2.0,2.0,10.0,12.0,0.0,0.0,1.0,1.0,2.0,1.0,,1.0,2.0,,,1.0,,,1.0,1.0,,,1.0,,,1.0,,1.0,2.0,,2.0,1.0,,,3.0,,2.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,5.0,1.0,1.0,,,,,2.0,,,,1.0,,,,3.0,,,,,,,,,,,,,2.0,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,,
Concacaf_Leagues_Cup_2019_2022,2021,Club Universidad Nacional,30tahp4p6wg3p8tyjji95ievp,A. Talavera,Goalkeeper,1,12.0,,12.0,9.0,1.0,10.0,26.0,22.0,90.0,18.0,1.0,10.0,37.0,0.0,0.0,0.0,1.0,1.0,,,,4.0,,8.0,4.0,,,,,,,12.0,,,1.0,1.0,,5.0,,3.0,,,,4.0,,1.0,2.0,,,2.0,1.0,,,13.0,,4.0,,,,,1.0,,,,,,,,,,,,3.0,4.0,5.0,10.0,,,,,,,,,,,,4.0,,,,,,,,,2.0,1.0,1.0,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2021,Club Universidad Nacional,9ztaodgpu7cjkqg1x9uhietw5,G. Torres,Forward,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2021,Club Universidad Nacional,54imt0lkrhtkk0a474yj0gafp,E. Velarde,Defender,18,15.0,,13.0,12.0,1.0,7.0,16.0,14.0,90.0,13.0,1.0,10.0,35.0,0.0,0.0,0.0,3.0,5.0,2.0,,1.0,2.0,,5.0,1.0,,3.0,1.0,,,,7.0,,2.0,3.0,,,1.0,1.0,1.0,1.0,,1.0,2.0,,5.0,1.0,,,1.0,1.0,1.0,,2.0,2.0,9.0,1.0,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,6.0,,,,,,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2021,Club Universidad Nacional,anrbev1ur6maxhffdbnhhifo5,Rogério,Forward,21,8.0,2.0,6.0,7.0,2.0,5.0,9.0,7.0,45.0,2.0,2.0,10.0,23.0,0.0,1.0,0.0,6.0,6.0,2.0,4.0,2.0,2.0,,,,,2.0,,6.0,1.0,1.0,2.0,,,4.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,2.0,,9.0,1.0,1.0,2.0,1.0,,1.0,3.0,,3.0,7.0,,1.0,1.0,,,,,2.0,1.0,,,,1.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2021,Club Universidad Nacional,3cwkp4dhzn6h1pe27y4uqyck4,A. Álvarez,Forward,248,7.0,,2.0,2.0,1.0,1.0,8.0,2.0,45.0,5.0,1.0,10.0,13.0,0.0,0.0,0.0,2.0,5.0,3.0,,5.0,6.0,1.0,3.0,1.0,,,1.0,,,,1.0,,,2.0,,,,2.0,1.0,2.0,,,5.0,,5.0,1.0,,,1.0,1.0,2.0,,,3.0,6.0,1.0,1.0,,,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2021,Club Universidad Nacional,3xhgl0jho5nc3wwty990uwlw5,F. Álvarez,Midfielder,10,38.0,,27.0,26.0,2.0,16.0,41.0,30.0,137.0,8.0,2.0,10.0,56.0,0.0,0.0,0.0,6.0,10.0,4.0,1.0,10.0,11.0,,7.0,1.0,,1.0,3.0,2.0,,,15.0,,1.0,6.0,1.0,2.0,9.0,13.0,11.0,4.0,,,9.0,,10.0,2.0,,2.0,2.0,2.0,1.0,,4.0,4.0,16.0,3.0,2.0,1.0,,,,1.0,,,,1.0,2.0,,1.0,3.0,,,,,,1.0,,,,1.0,,,2.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,1.0,
