liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels won,Total Clearances,Successful Passes Own Half,Successful Launches,Total Unsuccessful Passes ( Excl Crosses & Corners ),Unsuccessful Passes Opposition Half,Interceptions,PutThrough/Blocked Distribution,Open Play Passes,Times Tackled,Total Fouls Conceded,Total Successful Passes ( Excl Crosses & Corners ) ,Throw Ins to Own Player,Duels,Time Played,Rightside Passes,Total Tackles,Unsuccessful Crosses open play,Unsuccessful Corners into Box,Total Touches In Opposition Box,PutThrough/Blocked Distribution Won,Unsuccessful Launches,Total Passes,Successful Crosses open play,Substitute Off,Ground Duels,Shots Off Target (inc woodwork),Successful Dribbles,Aerial Duels,Goals Conceded,Corners Won,Total Losses Of Possession,GK Successful Distribution,Throw Ins to Opposition Player,Games Played,Ground Duels won,Unsuccessful Dribbles,Total Fouls Won,Blocks,Forward Passes,Unsuccessful Long Passes,Ground Duels lost,Tackles Lost,Assists (Intentional),Touches,Goals Conceded Inside Box,Duels lost,Total Shots,Unsuccessful Passes Own Half,Successful Short Passes,Unsuccessful Short Passes,Goals Conceded Outside Box,Backward Passes,Successful Long Passes,Yellow Cards,Key Passes (Attempt Assists),Recoveries,Corners Taken (incl short corners),Appearances,Tackles Won,Shots On Target ( inc goals ),Leftside Passes,Successful Open Play Passes,Aerial Duels lost,Successful Passes Opposition Half,Foul Attempted Tackle,Goal Assists,Duels won,Successful Crosses & Corners,Unsuccessful Crosses & Corners,Index,Starts,Home Goals,Away Goals,Winning Goal,Hit Woodwork,Headed Goals,Goals from Inside Box,Penalty Goals Conceded,Goals,Offsides,Blocked Shots,Right Foot Goals,Substitute On,Through balls,Fifty Fifty,Successful Fifty Fifty,Successful Lay-offs,Saves made - parried,Saves Made,Saves Made from Inside Box,Goalkeeper Smother,GK Unsuccessful Distribution,Catches,Saves Made from Outside Box,Successful Corners into Box,Handballs conceded,Red Cards - 2nd Yellow,Clean Sheets,Straight Red Cards,Own Goal Scored,Total Red Cards,Left Foot Goals,Unsuccessful lay-offs,Attempts from Set Pieces,Punches,Saves from Penalty,Penalties Faced,Penalties Saved,Last Man Tackle,Clearances Off the Line,Penalties Conceded,Second Goal Assists,Foul Won Penalty,Drops,Saves made - caught,Penalty Goals,Penalties Taken,Goals from Outside Box,Crosses not Claimed,Other Goals,Set Pieces Goals,Penalties Off Target
USA_USL_Championship,2022,Atlanta United 2,f0fqjc9ziamgluwg9vi45d2vp,M. Ambrose,Defender,33,17.0,28.0,450.0,5.0,110.0,89.0,21.0,17.0,701.0,17.0,9.0,634.0,54.0,98.0,1068.0,257.0,11.0,8.0,2.0,7.0,8.0,8.0,744.0,6.0,1.0,58.0,2.0,9.0,40.0,29.0,1.0,158.0,2.0,3.0,12.0,29.0,10.0,9.0,2.0,302.0,41.0,29.0,5.0,1.0,968.0,26.0,52.0,4.0,33.0,597.0,69.0,3.0,93.0,37.0,3.0,8.0,78.0,5.0,12.0,6.0,2.0,92.0,594.0,23.0,194.0,4.0,1.0,46.0,10.0,12.0,10.0,12.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2022,Atlanta United 2,a63su8pudaernrvj1fi9006qc,L. Brennan,Midfielder,41,7.0,8.0,125.0,1.0,71.0,67.0,9.0,17.0,278.0,28.0,11.0,218.0,37.0,142.0,1072.0,29.0,24.0,16.0,,29.0,5.0,9.0,289.0,8.0,9.0,114.0,4.0,19.0,28.0,32.0,7.0,159.0,,7.0,27.0,65.0,13.0,22.0,4.0,87.0,20.0,49.0,17.0,2.0,550.0,29.0,70.0,9.0,20.0,208.0,51.0,3.0,86.0,10.0,2.0,6.0,66.0,,27.0,7.0,5.0,87.0,208.0,21.0,101.0,5.0,2.0,72.0,8.0,16.0,10.0,11.0,1.0,1.0,0.0,1.0,1.0,2.0,3.0,2.0,5.0,3.0,1.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2022,Atlanta United 2,a29pwoud2d1pgg0f4rroww2s4,M. Brick,Defender,40,1.0,6.0,88.0,3.0,76.0,38.0,7.0,14.0,203.0,2.0,3.0,132.0,28.0,21.0,340.0,44.0,4.0,2.0,1.0,2.0,2.0,5.0,208.0,,2.0,18.0,,,3.0,9.0,1.0,94.0,,7.0,4.0,6.0,2.0,2.0,,127.0,24.0,12.0,1.0,,283.0,8.0,14.0,,43.0,121.0,52.0,1.0,30.0,11.0,2.0,4.0,26.0,1.0,4.0,3.0,,7.0,127.0,2.0,44.0,2.0,,7.0,,5.0,10.0,4.0,0.0,0.0,0.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2022,Atlanta United 2,tz9hyn715y0xdkoax1jd6wdm,C. Bruletti,Midfielder,44,,,7.0,,3.0,1.0,,1.0,10.0,,,7.0,,,16.0,,,,,,1.0,,10.0,,,,,,,1.0,,3.0,,,1.0,,,,,3.0,,,,,12.0,1.0,,,2.0,7.0,3.0,,2.0,,,,2.0,,1.0,,,5.0,7.0,,,,,,,,10.0,,0.0,0.0,0.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2022,Atlanta United 2,astn4ytzoaav30ifi17s4dn8,A. Carleton,Midfielder,48,1.0,1.0,46.0,,15.0,12.0,1.0,4.0,103.0,11.0,6.0,89.0,1.0,57.0,276.0,26.0,10.0,2.0,1.0,5.0,3.0,3.0,104.0,,1.0,53.0,1.0,5.0,4.0,9.0,2.0,43.0,,,12.0,31.0,7.0,16.0,,24.0,6.0,22.0,4.0,,177.0,8.0,25.0,1.0,7.0,84.0,9.0,1.0,32.0,5.0,2.0,2.0,11.0,1.0,12.0,6.0,,22.0,88.0,3.0,43.0,3.0,,32.0,,4.0,10.0,2.0,0.0,0.0,0.0,,,,,,1.0,,,10.0,2.0,6.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2022,Atlanta United 2,31lce55kff3nwd9293h3ii191,D. Castanheira,Goalkeeper,24,,,64.0,,22.0,12.0,1.0,,66.0,,,68.0,,,180.0,15.0,,,,,,6.0,90.0,,,,,,,4.0,,22.0,30.0,,2.0,,,,,37.0,20.0,,,,119.0,4.0,,,10.0,54.0,2.0,,,14.0,,,25.0,,2.0,,,38.0,52.0,,4.0,,,,,,10.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,2.0,7.0,5.0,1.0,4.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2022,Atlanta United 2,cbjd834y2hdx5jr3bda1zz6ga,E. Centeno,Midfielder,31,3.0,14.0,233.0,1.0,87.0,96.0,10.0,32.0,490.0,31.0,22.0,412.0,85.0,149.0,1590.0,35.0,17.0,44.0,1.0,31.0,11.0,5.0,499.0,20.0,14.0,122.0,5.0,24.0,27.0,44.0,11.0,226.0,,13.0,30.0,62.0,20.0,21.0,2.0,123.0,15.0,60.0,6.0,3.0,877.0,39.0,84.0,6.0,36.0,400.0,72.0,5.0,183.0,12.0,5.0,13.0,75.0,2.0,30.0,11.0,1.0,158.0,406.0,24.0,200.0,9.0,3.0,65.0,21.0,45.0,10.0,16.0,0.0,0.0,0.0,1.0,,,4.0,,2.0,2.0,,14.0,,1.0,,5.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2022,Atlanta United 2,89knzhfu5cbjg3iqxcvz00aqy,M. Chol,Forward,30,1.0,,16.0,,6.0,7.0,1.0,4.0,30.0,4.0,3.0,28.0,,16.0,146.0,7.0,2.0,1.0,,7.0,1.0,,34.0,,2.0,14.0,1.0,2.0,2.0,6.0,2.0,14.0,,,2.0,5.0,3.0,1.0,,12.0,1.0,9.0,1.0,,55.0,6.0,10.0,2.0,,27.0,5.0,,10.0,1.0,1.0,,3.0,,2.0,1.0,1.0,5.0,24.0,1.0,12.0,1.0,,6.0,,1.0,10.0,2.0,0.0,0.0,0.0,,,,1.0,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2022,Atlanta United 2,d3gmzmf34c6o8vzngnf7ishlg,N. Cobb,Defender,39,26.0,98.0,832.0,12.0,236.0,125.0,45.0,23.0,1197.0,4.0,18.0,1003.0,5.0,122.0,2042.0,258.0,30.0,,,2.0,14.0,44.0,1239.0,1.0,2.0,75.0,,1.0,47.0,49.0,,255.0,,1.0,26.0,41.0,1.0,10.0,23.0,508.0,133.0,34.0,14.0,,1518.0,44.0,55.0,,111.0,885.0,103.0,5.0,71.0,118.0,2.0,2.0,117.0,,26.0,16.0,,402.0,963.0,21.0,172.0,7.0,,67.0,1.0,,10.0,23.0,0.0,0.0,0.0,,,,3.0,,,,,3.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2022,Atlanta United 2,5t1wvh34lm993otbc3469uzxm,J. Conway,Forward,36,41.0,16.0,133.0,,116.0,95.0,6.0,13.0,364.0,43.0,40.0,312.0,8.0,242.0,2004.0,118.0,11.0,13.0,,80.0,5.0,2.0,428.0,2.0,12.0,150.0,32.0,10.0,92.0,48.0,9.0,234.0,,2.0,25.0,63.0,17.0,44.0,3.0,101.0,17.0,87.0,5.0,,766.0,41.0,138.0,69.0,34.0,294.0,99.0,7.0,129.0,18.0,2.0,9.0,36.0,,25.0,6.0,37.0,80.0,248.0,51.0,181.0,13.0,1.0,104.0,2.0,13.0,10.0,24.0,6.0,5.0,3.0,1.0,4.0,11.0,3.0,11.0,8.0,9.0,4.0,1.0,3.0,,,14.0,,,,,,,,,4.0,,2.0,,,,3.0,2.0,,,,,,,,,,,,,,,,,,,
