root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Open Play Passes,Goals from Inside Box,Successful Open Play Passes,Leftside Passes,Ground Duels lost,Unsuccessful Short Passes,Successful Lay-offs,Unsuccessful Passes Own Half,Aerial Duels won,Penalty Goals Conceded,Goals Conceded Inside Box,Successful Passes Opposition Half,Appearances,Goals Conceded,Goals from Outside Box,Aerial Duels,Left Foot Goals,Total Fouls Won,Index,Backward Passes,Touches,Total Passes,Substitute Off,Handballs conceded,Total Successful Passes ( Excl Crosses & Corners ) ,Substitute On,Successful Passes Own Half,Foul Attempted Tackle,Goals Conceded Outside Box,Times Tackled,Offsides,Total Losses Of Possession,Unsuccessful Dribbles,Duels lost,Total Unsuccessful Passes ( Excl Crosses & Corners ),Total Shots,Starts,Ground Duels,PutThrough/Blocked Distribution Won,Goals,Shots On Target ( inc goals ),Ground Duels won,Right Foot Goals,Total Touches In Opposition Box,Unsuccessful Passes Opposition Half,Rightside Passes,PutThrough/Blocked Distribution,Overruns,Total Fouls Conceded,Aerial Duels lost,Forward Passes,Time Played,Recoveries,Games Played,Duels won,Shots Off Target (inc woodwork),Successful Short Passes,Successful Dribbles,Yellow Cards,Duels,Home Goals,Away Goals,Winning Goal,Key Passes (Attempt Assists),Through balls,Successful Crosses & Corners,Corners Won,Unsuccessful Launches,Successful Launches,Successful Long Passes,Unsuccessful Long Passes,Interceptions,Total Clearances,Blocked Shots,Tackles Lost,Corners Taken (incl short corners),Unsuccessful Crosses open play,Attempts from Set Pieces,Unsuccessful Corners into Box,Successful Corners into Box,Tackles Won,Unsuccessful Crosses & Corners,Throw Ins to Own Player,Total Tackles,Clean Sheets,Successful Crosses open play,Blocks,Goal Assists,Unsuccessful lay-offs,Goal Kicks,GK Successful Distribution,Throw Ins to Opposition Player,GK Unsuccessful Distribution,Saves Made from Outside Box,Saves Made from Inside Box,Saves made - parried,Drops,Saves Made,Catches,Penalties Faced,Penalties Conceded,Straight Red Cards,Total Red Cards,Foul Won Penalty,Assists (Intentional),Hit Woodwork,Headed Goals,Punches,Penalty Goals,Penalties Taken,Set Pieces Goals,Red Cards - 2nd Yellow,Crosses not Claimed,Own Goal Scored,Saves made - caught,Goalkeeper Smother,Clearances Off the Line,Saves from Penalty,Penalties Saved,Last Player Tackle,Second Goal Assists,Penalties Off Target
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2024-2025,Sint Maarten,Sint_Maarten,1bufat0ubgsc88lkybvxb1bs9,C. Amatkarijo,Forward,0,92.0,2.0,73.0,8.0,17.0,16.0,,2.0,2.0,2.0,18.0,64.0,6.0,18.0,,5.0,,10.0,10.0,26.0,205.0,103.0,,,84.0,,27.0,1.0,,12.0,4.0,58.0,6.0,20.0,19.0,13.0,6.0,36.0,1.0,2.0,4.0,19.0,2.0,29.0,32.0,50.0,3.0,1.0,1.0,3.0,19.0,540.0,15.0,6.0,21.0,9.0,78.0,7.0,,41.0,2.0,0.0,1.0,8.0,,7.0,1.0,1.0,,6.0,3.0,5.0,1.0,6.0,2.0,6.0,10.0,3.0,2.0,3.0,,15.0,6.0,2.0,2.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,2.0,,,,1.0,1.0,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2024-2025,Sint Maarten,Sint_Maarten,16kb39snb12xvlgkiv9lzjnro,L. Bleeker,Forward,0,11.0,,7.0,2.0,2.0,3.0,,,2.0,,2.0,5.0,4.0,2.0,,2.0,,,10.0,3.0,19.0,12.0,,,8.0,4.0,4.0,1.0,,1.0,,7.0,1.0,2.0,4.0,,,2.0,,,,,,5.0,4.0,3.0,,,1.0,,4.0,44.0,3.0,4.0,2.0,,8.0,,,4.0,,,0.0,1.0,,1.0,1.0,,,,1.0,,,1.0,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2024-2025,Sint Maarten,Sint_Maarten,8cbt66cruf2o7i097nie9bs9h,Q. Christina,Midfielder,0,186.0,1.0,137.0,34.0,15.0,28.0,6.0,10.0,1.0,2.0,18.0,89.0,6.0,18.0,,3.0,1.0,20.0,10.0,29.0,285.0,190.0,1.0,,141.0,,52.0,3.0,,7.0,1.0,72.0,2.0,17.0,49.0,13.0,6.0,51.0,3.0,1.0,6.0,36.0,,11.0,39.0,38.0,6.0,2.0,3.0,2.0,89.0,532.0,29.0,6.0,37.0,7.0,122.0,2.0,,54.0,0.0,1.0,0.0,6.0,,,1.0,9.0,,19.0,21.0,6.0,2.0,1.0,6.0,,,,,,8.0,,,14.0,1.0,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2024-2025,Sint Maarten,Sint_Maarten,38adz3t7r67vyhed4xyzoou3u,D. Forsythe,Defender,0,96.0,,78.0,36.0,3.0,8.0,,10.0,2.0,1.0,14.0,10.0,4.0,14.0,,6.0,,2.0,10.0,2.0,137.0,97.0,2.0,,79.0,2.0,69.0,,,,,19.0,,7.0,18.0,,2.0,14.0,2.0,,,11.0,,1.0,8.0,21.0,2.0,,,4.0,38.0,212.0,9.0,4.0,13.0,,74.0,,,20.0,,,0.0,,,,,6.0,3.0,5.0,10.0,2.0,17.0,,2.0,,,,,,7.0,,1.0,9.0,,,3.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2024-2025,Sint Maarten,Sint_Maarten,8h1wqzgolysqhq8fax8359hm2,K. Gerritsen,Midfielder,0,54.0,,34.0,9.0,2.0,16.0,,3.0,2.0,,5.0,27.0,6.0,5.0,,5.0,,5.0,10.0,10.0,97.0,60.0,5.0,1.0,38.0,1.0,15.0,1.0,,,,31.0,,5.0,22.0,2.0,5.0,11.0,3.0,,1.0,9.0,,6.0,25.0,13.0,5.0,,2.0,3.0,28.0,353.0,8.0,6.0,11.0,1.0,35.0,,,16.0,,,0.0,3.0,1.0,4.0,1.0,1.0,,3.0,6.0,1.0,2.0,,,5.0,2.0,,3.0,2.0,4.0,6.0,,4.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2024-2025,Sint Maarten,Sint_Maarten,6sng00zrzir5rbfrkxmitzndg,O. Hobgood,Midfielder,0,51.0,,36.0,10.0,6.0,13.0,,8.0,,2.0,13.0,22.0,6.0,13.0,,1.0,,2.0,10.0,8.0,70.0,52.0,1.0,,37.0,5.0,15.0,1.0,,2.0,,20.0,,7.0,15.0,2.0,1.0,12.0,1.0,,,6.0,,3.0,7.0,9.0,5.0,,1.0,1.0,25.0,146.0,9.0,6.0,6.0,2.0,27.0,1.0,,13.0,,,0.0,2.0,,,,2.0,,10.0,2.0,1.0,,,1.0,,,,,,2.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2024-2025,Sint Maarten,Sint_Maarten,8koclfwiy92g7x4hvp1anit0q,S. Hughes,Forward,0,197.0,,163.0,27.0,11.0,20.0,,14.0,5.0,1.0,7.0,51.0,5.0,7.0,,5.0,,5.0,10.0,14.0,294.0,225.0,2.0,,181.0,,130.0,4.0,,3.0,,59.0,1.0,11.0,44.0,2.0,5.0,26.0,1.0,,,15.0,,,31.0,88.0,2.0,,5.0,,96.0,432.0,25.0,5.0,20.0,2.0,155.0,3.0,1.0,31.0,,,0.0,3.0,,,,9.0,2.0,26.0,24.0,9.0,8.0,,2.0,,,,,,5.0,1.0,9.0,7.0,2.0,,3.0,,,8.0,3.0,6.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2024-2025,Sint Maarten,Sint_Maarten,7rfhvghbsimal3l0h5y85s9w4,T. Illidge,Forward,0,43.0,1.0,24.0,13.0,14.0,16.0,,4.0,2.0,2.0,11.0,16.0,6.0,11.0,,7.0,,3.0,10.0,7.0,87.0,43.0,2.0,1.0,24.0,4.0,8.0,2.0,,8.0,,37.0,5.0,19.0,19.0,3.0,2.0,27.0,3.0,1.0,3.0,13.0,1.0,10.0,16.0,9.0,7.0,1.0,5.0,5.0,14.0,215.0,4.0,6.0,15.0,,22.0,,,34.0,0.0,1.0,1.0,,,,3.0,1.0,,2.0,3.0,1.0,1.0,1.0,2.0,,1.0,,,,8.0,1.0,,10.0,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2024-2025,Sint Maarten,Sint_Maarten,d1g9qgq84vo6iqif8kj3euf6y,C. Joseph,Goalkeeper,0,,,,,,,,,,,,,1.0,,,,,,10.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2024-2025,Sint Maarten,Sint_Maarten,2v94yzq3fi35i9jmyim6qov84,T. Kerssies,Midfielder,0,148.0,,122.0,36.0,11.0,11.0,5.0,7.0,2.0,1.0,17.0,62.0,6.0,17.0,,3.0,,1.0,10.0,32.0,197.0,153.0,1.0,,126.0,,67.0,3.0,,3.0,,41.0,1.0,12.0,27.0,2.0,6.0,19.0,4.0,,1.0,8.0,,5.0,22.0,44.0,8.0,,3.0,1.0,41.0,512.0,9.0,6.0,10.0,1.0,111.0,1.0,,22.0,,,0.0,1.0,,3.0,1.0,11.0,2.0,15.0,16.0,3.0,4.0,,2.0,3.0,1.0,,1.0,1.0,4.0,2.0,2.0,6.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
