liga,temporada,equipo,id,nombre,posicion,dorsal,Goal Assists,Yellow Cards,Goals Conceded Inside Box,Duels won,Unsuccessful Launches,Successful Short Passes,Leftside Passes,Times Tackled,Foul Attempted Tackle,Through balls,Unsuccessful Passes Opposition Half,Time Played,Games Played,Ground Duels won,Total Clearances,Substitute On,Backward Passes,Unsuccessful Crosses open play,Penalty Goals Conceded,Unsuccessful Passes Own Half,Index,Total Fouls Conceded,Total Passes,Open Play Passes,Duels,PutThrough/Blocked Distribution Won,Aerial Duels,Right Foot Goals,Rightside Passes,Total Losses Of Possession,Unsuccessful Dribbles,Corners Won,Throw Ins to Opposition Player,Successful Open Play Passes,Key Passes (Attempt Assists),Successful Passes Opposition Half,Substitute Off,Unsuccessful Crosses & Corners,Goals,Tackles Won,Total Successful Passes ( Excl Crosses & Corners ) ,Goals Conceded Outside Box,Unsuccessful Long Passes,Ground Duels,Goals from Inside Box,Assists (Intentional),Duels lost,Interceptions,Blocked Shots,Forward Passes,Successful Dribbles,Touches,Goals Conceded,PutThrough/Blocked Distribution,Successful Passes Own Half,Total Touches In Opposition Box,Penalties Conceded,Successful Long Passes,Recoveries,Appearances,Tackles Lost,Successful Crosses & Corners,Shots On Target ( inc goals ),Total Tackles,Successful Crosses open play,Starts,Ground Duels lost,Total Fouls Won,Throw Ins to Own Player,Clean Sheets,Unsuccessful Short Passes,Total Shots,Blocks,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Launches,Aerial Duels won,Aerial Duels lost,Home Goals,Away Goals,Winning Goal,Goals from Outside Box,Corners Taken (incl short corners),Successful Lay-offs,Left Foot Goals,Offsides,Shots Off Target (inc woodwork),Successful Corners into Box,Unsuccessful Corners into Box,Handballs conceded,Second Goal Assists,Clearances Off the Line,Foul Won Penalty,Penalty Goals,Set Pieces Goals,Attempts from Set Pieces,Penalties Taken,Total Red Cards,Straight Red Cards,GK Unsuccessful Distribution,Red Cards - 2nd Yellow,Hit Woodwork,Unsuccessful lay-offs,Drops,Last Man Tackle,GK Successful Distribution,Saves Made from Inside Box,Penalties Faced,Crosses not Claimed,Saves made - parried,Catches,Saves Made from Outside Box,Saves Made,Punches,Goalkeeper Smother,Saves made - caught,Headed Goals,Other Goals,Own Goal Scored,Saves from Penalty,Penalties Saved
Canada_Canadian_Premier_League,2022,Forge FC,upib1k4jf41nogwoduyqpw4p,J. Grant,Defender,2,,2.0,1.0,8.0,1.0,25.0,20.0,9.0,1.0,,14.0,79.0,7.0,6.0,,7.0,6.0,3.0,,3.0,10.0,2.0,40.0,40.0,22.0,,5.0,,3.0,33.0,5.0,2.0,3.0,26.0,,18.0,,3.0,,,26.0,,3.0,17.0,,,14.0,,,11.0,2.0,82.0,1.0,2.0,8.0,4.0,,1.0,4.0,7.0,,,,,,,11.0,4.0,14.0,,11.0,,,14.0,,2.0,3.0,0.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2022,Forge FC,6of4lxl9haj2csl0hxsbf4slx,J. Hamilton,Forward,77,,,4.0,16.0,1.0,55.0,19.0,16.0,1.0,1.0,13.0,312.0,12.0,12.0,2.0,10.0,28.0,,,1.0,10.0,7.0,69.0,64.0,43.0,,8.0,,15.0,40.0,9.0,1.0,,50.0,2.0,31.0,2.0,,1.0,2.0,55.0,,1.0,35.0,1.0,,27.0,1.0,1.0,7.0,3.0,129.0,4.0,,24.0,12.0,,,15.0,12.0,,,2.0,2.0,,2.0,23.0,7.0,,,13.0,8.0,,14.0,,4.0,4.0,0.0,1.0,0.0,,,3.0,1.0,1.0,6.0,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2022,Forge FC,cdaayu6d9xzn4gyn5jg5p6vl6,T. Henry,Goalkeeper,1,,3.0,22.0,11.0,31.0,453.0,148.0,,1.0,,40.0,2700.0,30.0,7.0,14.0,,,,,30.0,10.0,1.0,587.0,300.0,12.0,,4.0,,171.0,70.0,,1.0,,257.0,,20.0,,,,,517.0,3.0,64.0,8.0,,,1.0,1.0,,268.0,,896.0,25.0,,497.0,,,64.0,248.0,30.0,,,,,,30.0,1.0,10.0,,11.0,6.0,,,70.0,8.0,4.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,6.0,,,,2.0,,386.0,46.0,,,20.0,24.0,23.0,70.0,7.0,4.0,3.0,,,,,
Canada_Canadian_Premier_League,2022,Forge FC,882vd5rnobx3xba2sb99k49gp,A. Hojabrpour,Midfielder,21,2.0,5.0,21.0,103.0,8.0,1167.0,420.0,25.0,15.0,2.0,138.0,2346.0,29.0,91.0,26.0,2.0,203.0,2.0,,36.0,10.0,20.0,1413.0,1367.0,191.0,13.0,33.0,1.0,417.0,222.0,13.0,7.0,,1199.0,12.0,665.0,10.0,3.0,3.0,30.0,1242.0,3.0,36.0,158.0,2.0,2.0,88.0,22.0,3.0,373.0,13.0,1675.0,24.0,27.0,578.0,18.0,,75.0,169.0,29.0,26.0,1.0,3.0,56.0,,27.0,67.0,22.0,2.0,8.0,135.0,10.0,5.0,171.0,2.0,12.0,21.0,1.0,2.0,1.0,1.0,1.0,5.0,,1.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,,
Canada_Canadian_Premier_League,2022,Forge FC,c8d4kyelee6gyrnupxkeh6has,N. Jensen,Midfielder,22,1.0,,6.0,38.0,2.0,320.0,95.0,17.0,4.0,5.0,96.0,771.0,23.0,36.0,6.0,16.0,108.0,23.0,,9.0,10.0,4.0,408.0,394.0,69.0,5.0,6.0,3.0,110.0,144.0,11.0,12.0,,327.0,8.0,226.0,6.0,37.0,3.0,6.0,340.0,1.0,22.0,63.0,2.0,1.0,31.0,2.0,7.0,95.0,9.0,570.0,7.0,17.0,117.0,15.0,,20.0,40.0,23.0,7.0,3.0,4.0,13.0,2.0,7.0,27.0,14.0,1.0,,46.0,11.0,1.0,68.0,,2.0,4.0,1.0,2.0,0.0,1.0,18.0,7.0,,1.0,7.0,1.0,11.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2022,Forge FC,35os1zhrjdtydwvl1oloxiq6s,C. Kalongo,Goalkeeper,29,,,2.0,,2.0,19.0,8.0,,,,1.0,90.0,1.0,,,,,,,1.0,10.0,,23.0,16.0,,,,,9.0,2.0,,,,14.0,,,,,,,21.0,,2.0,,,,,,,6.0,,31.0,2.0,,21.0,,,2.0,7.0,1.0,,,,,,1.0,,,,,,,,2.0,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,12.0,2.0,,,,,1.0,3.0,,,,,,,,
Canada_Canadian_Premier_League,2022,Forge FC,d3uo72swkorck8mo41kv1yp61,D. Krutzen,Defender,5,,,3.0,7.0,7.0,189.0,25.0,,1.0,2.0,30.0,341.0,4.0,5.0,14.0,,9.0,2.0,,8.0,10.0,2.0,250.0,239.0,9.0,2.0,3.0,,119.0,42.0,,1.0,,204.0,2.0,73.0,2.0,2.0,,3.0,214.0,,24.0,6.0,,,2.0,3.0,1.0,97.0,,288.0,3.0,3.0,142.0,6.0,,25.0,25.0,4.0,2.0,1.0,,5.0,1.0,4.0,1.0,,,1.0,12.0,3.0,,36.0,2.0,2.0,1.0,0.0,0.0,0.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2022,Forge FC,dqekbs06e79n3vapj437pwyc,G. Metusala,Defender,23,1.0,4.0,16.0,74.0,19.0,870.0,283.0,5.0,8.0,3.0,90.0,1588.0,25.0,55.0,43.0,8.0,77.0,5.0,,69.0,10.0,18.0,1073.0,1040.0,118.0,8.0,32.0,,333.0,187.0,,,10.0,889.0,5.0,318.0,3.0,5.0,,22.0,919.0,2.0,52.0,86.0,,1.0,44.0,17.0,,380.0,10.0,1293.0,18.0,19.0,602.0,6.0,,49.0,105.0,25.0,10.0,1.0,,32.0,1.0,17.0,31.0,13.0,37.0,5.0,102.0,3.0,5.0,154.0,2.0,19.0,13.0,0.0,0.0,0.0,,,,,,3.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2022,Forge FC,ykzkzazvga55do4buqq0quhh,A. Morgan,Defender,3,1.0,3.0,14.0,60.0,19.0,467.0,33.0,41.0,14.0,,147.0,1571.0,23.0,43.0,40.0,3.0,133.0,38.0,,44.0,10.0,21.0,646.0,634.0,143.0,6.0,34.0,,247.0,273.0,29.0,13.0,12.0,484.0,6.0,291.0,13.0,39.0,1.0,12.0,494.0,1.0,45.0,109.0,1.0,,83.0,12.0,2.0,233.0,9.0,1055.0,15.0,36.0,212.0,18.0,,27.0,65.0,23.0,7.0,9.0,1.0,19.0,9.0,20.0,66.0,15.0,129.0,4.0,107.0,3.0,1.0,152.0,5.0,17.0,17.0,1.0,0.0,1.0,,1.0,,1.0,2.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2022,Forge FC,6pi1u2mdt56ns3pqkdjp772s5,C. Nanco,Forward,11,,,2.0,13.0,2.0,60.0,12.0,19.0,2.0,,26.0,209.0,8.0,13.0,2.0,7.0,25.0,7.0,,5.0,10.0,6.0,83.0,80.0,40.0,,2.0,,18.0,61.0,7.0,3.0,6.0,58.0,1.0,42.0,1.0,9.0,,4.0,61.0,1.0,4.0,38.0,,,27.0,,2.0,28.0,2.0,161.0,3.0,5.0,19.0,11.0,,1.0,8.0,8.0,1.0,,1.0,5.0,,1.0,25.0,6.0,15.0,,18.0,1.0,,22.0,1.0,,2.0,0.0,0.0,0.0,,3.0,1.0,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2022,Forge FC,3m0aejck68m0ovwtatk0acmc4,M. Owolabi-Belewu,Defender,81,,2.0,8.0,94.0,8.0,623.0,125.0,19.0,10.0,1.0,65.0,1166.0,21.0,66.0,26.0,9.0,44.0,3.0,,40.0,10.0,17.0,750.0,722.0,148.0,11.0,45.0,,310.0,139.0,7.0,3.0,4.0,623.0,3.0,215.0,1.0,3.0,1.0,18.0,648.0,1.0,30.0,103.0,1.0,,54.0,18.0,2.0,271.0,13.0,955.0,9.0,22.0,433.0,11.0,,25.0,72.0,21.0,13.0,,1.0,31.0,,12.0,37.0,22.0,9.0,5.0,72.0,4.0,5.0,102.0,2.0,28.0,17.0,1.0,0.0,1.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
Canada_Canadian_Premier_League,2022,Forge FC,c08hvq1hplcct8kxrxucfpqp6,W. Pacius,Forward,17,1.0,3.0,19.0,60.0,1.0,241.0,49.0,46.0,4.0,1.0,61.0,1931.0,30.0,38.0,4.0,6.0,149.0,6.0,,13.0,10.0,24.0,319.0,274.0,158.0,7.0,45.0,7.0,72.0,181.0,20.0,11.0,,206.0,9.0,149.0,20.0,6.0,12.0,6.0,251.0,2.0,4.0,113.0,11.0,1.0,98.0,2.0,10.0,49.0,7.0,564.0,21.0,13.0,103.0,87.0,,10.0,33.0,30.0,2.0,1.0,24.0,8.0,1.0,24.0,75.0,24.0,1.0,,64.0,44.0,2.0,68.0,,22.0,23.0,7.0,5.0,4.0,1.0,,7.0,3.0,10.0,20.0,,,2.0,,,1.0,3.0,,,3.0,,,,,4.0,1.0,,,,,,,,,,,,,,2.0,,,,
Canada_Canadian_Premier_League,2022,Forge FC,ccezbk51pdo61agdtdcxrd9wq,K. Poku,Midfielder,20,,6.0,8.0,74.0,6.0,392.0,37.0,47.0,10.0,,99.0,1067.0,20.0,61.0,13.0,10.0,110.0,24.0,,30.0,10.0,20.0,517.0,507.0,155.0,7.0,20.0,,193.0,229.0,29.0,5.0,18.0,406.0,9.0,266.0,3.0,27.0,1.0,13.0,415.0,1.0,21.0,135.0,,,81.0,10.0,3.0,177.0,30.0,873.0,9.0,27.0,153.0,28.0,,23.0,67.0,20.0,7.0,4.0,3.0,20.0,4.0,10.0,74.0,11.0,100.0,2.0,81.0,7.0,4.0,102.0,3.0,13.0,7.0,1.0,0.0,1.0,1.0,2.0,,1.0,5.0,4.0,,2.0,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2022,Forge FC,4xsc616w7mz1xw45ofyivm6eh,R. Rama,Defender,24,,10.0,14.0,128.0,25.0,1015.0,439.0,49.0,25.0,4.0,205.0,1898.0,22.0,118.0,31.0,,210.0,35.0,,71.0,10.0,39.0,1305.0,1252.0,259.0,17.0,34.0,,85.0,411.0,29.0,11.0,26.0,1012.0,8.0,622.0,4.0,35.0,,35.0,1064.0,1.0,71.0,225.0,,,131.0,32.0,4.0,571.0,24.0,1972.0,15.0,69.0,444.0,24.0,,49.0,127.0,22.0,28.0,2.0,2.0,63.0,2.0,22.0,107.0,31.0,229.0,8.0,170.0,6.0,7.0,241.0,3.0,10.0,24.0,0.0,0.0,0.0,,,,,,4.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2022,Forge FC,6rsihixcpnuyulgk4giwpzvth,D. Samuel,Defender,4,,1.0,10.0,74.0,19.0,639.0,203.0,10.0,3.0,,65.0,1016.0,21.0,51.0,22.0,11.0,66.0,4.0,,46.0,10.0,19.0,774.0,732.0,127.0,6.0,43.0,,208.0,144.0,2.0,1.0,7.0,627.0,7.0,267.0,4.0,4.0,,10.0,667.0,2.0,44.0,84.0,,,53.0,13.0,,297.0,7.0,954.0,12.0,9.0,402.0,4.0,,28.0,83.0,21.0,4.0,2.0,,14.0,2.0,10.0,33.0,30.0,28.0,1.0,63.0,2.0,7.0,107.0,3.0,23.0,20.0,0.0,0.0,0.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2022,Forge FC,3wyn5e0uz5jfilp065m3qynoq,A. Sissoko,Midfielder,33,3.0,5.0,22.0,177.0,5.0,885.0,359.0,77.0,13.0,4.0,235.0,2529.0,30.0,152.0,21.0,,212.0,24.0,,40.0,10.0,29.0,1180.0,1145.0,316.0,18.0,46.0,2.0,203.0,407.0,30.0,11.0,4.0,898.0,18.0,653.0,11.0,24.0,4.0,26.0,929.0,3.0,40.0,270.0,3.0,3.0,139.0,21.0,6.0,406.0,37.0,1699.0,25.0,48.0,280.0,58.0,,44.0,148.0,30.0,19.0,4.0,9.0,45.0,4.0,30.0,118.0,70.0,68.0,6.0,211.0,20.0,3.0,251.0,,25.0,21.0,3.0,1.0,2.0,1.0,,9.0,1.0,7.0,11.0,,,4.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,
Canada_Canadian_Premier_League,2022,Forge FC,72ktic7sf3uuwv5jnisv6tces,D. Stampatori,Defender,28,,,,,,7.0,,,1.0,,4.0,9.0,2.0,,,2.0,3.0,2.0,,,10.0,1.0,9.0,9.0,2.0,,1.0,,1.0,5.0,,,,7.0,,5.0,,2.0,,,7.0,,,1.0,,,2.0,,,5.0,,16.0,,1.0,2.0,,,,1.0,2.0,,,,,,,1.0,,3.0,,2.0,,,2.0,,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2022,Forge FC,5pxg9qijp78vbve2b5eprf4r9,E. Welshman,Forward,14,2.0,2.0,3.0,38.0,2.0,119.0,44.0,28.0,9.0,,46.0,579.0,20.0,29.0,2.0,15.0,43.0,7.0,,6.0,10.0,16.0,167.0,167.0,100.0,6.0,23.0,2.0,41.0,102.0,14.0,5.0,1.0,122.0,5.0,94.0,5.0,7.0,2.0,7.0,122.0,1.0,5.0,77.0,2.0,1.0,62.0,4.0,1.0,39.0,9.0,286.0,4.0,13.0,29.0,38.0,,3.0,22.0,20.0,6.0,1.0,6.0,13.0,1.0,5.0,48.0,7.0,,,40.0,10.0,,45.0,,9.0,14.0,0.0,2.0,0.0,,,7.0,,7.0,4.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
