root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Open Play Passes,Goals from Inside Box,Successful Open Play Passes,Leftside Passes,Ground Duels lost,Unsuccessful Short Passes,Successful Lay-offs,Unsuccessful Passes Own Half,Aerial Duels won,Penalty Goals Conceded,Goals Conceded Inside Box,Successful Passes Opposition Half,Appearances,Goals Conceded,Goals from Outside Box,Aerial Duels,Left Foot Goals,Total Fouls Won,Index,Backward Passes,Touches,Total Passes,Substitute Off,Handballs conceded,Total Successful Passes ( Excl Crosses & Corners ) ,Substitute On,Successful Passes Own Half,Foul Attempted Tackle,Goals Conceded Outside Box,Times Tackled,Offsides,Total Losses Of Possession,Unsuccessful Dribbles,Duels lost,Total Unsuccessful Passes ( Excl Crosses & Corners ),Total Shots,Starts,Ground Duels,PutThrough/Blocked Distribution Won,Goals,Shots On Target ( inc goals ),Ground Duels won,Right Foot Goals,Total Touches In Opposition Box,Unsuccessful Passes Opposition Half,Rightside Passes,PutThrough/Blocked Distribution,Overruns,Total Fouls Conceded,Aerial Duels lost,Forward Passes,Time Played,Recoveries,Games Played,Duels won,Shots Off Target (inc woodwork),Successful Short Passes,Successful Dribbles,Yellow Cards,Duels,Home Goals,Away Goals,Winning Goal,Key Passes (Attempt Assists),Through balls,Successful Crosses & Corners,Corners Won,Unsuccessful Launches,Successful Launches,Successful Long Passes,Unsuccessful Long Passes,Interceptions,Total Clearances,Blocked Shots,Tackles Lost,Corners Taken (incl short corners),Unsuccessful Crosses open play,Attempts from Set Pieces,Unsuccessful Corners into Box,Successful Corners into Box,Tackles Won,Unsuccessful Crosses & Corners,Throw Ins to Own Player,Total Tackles,Clean Sheets,Successful Crosses open play,Blocks,Goal Assists,Unsuccessful lay-offs,Goal Kicks,GK Successful Distribution,Throw Ins to Opposition Player,GK Unsuccessful Distribution,Saves Made from Outside Box,Saves Made from Inside Box,Saves made - parried,Drops,Saves Made,Catches,Penalties Faced,Penalties Conceded,Straight Red Cards,Total Red Cards,Foul Won Penalty,Assists (Intentional),Hit Woodwork,Headed Goals,Punches,Penalty Goals,Penalties Taken,Set Pieces Goals,Red Cards - 2nd Yellow,Crosses not Claimed,Own Goal Scored,Saves made - caught,Goalkeeper Smother,Clearances Off the Line,Saves from Penalty,Penalties Saved,Last Player Tackle,Second Goal Assists,Penalties Off Target
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2024-2025,Jamaica,Jamaica,a1xpw1z47rckplb2asm9ptdec,K. Anderson,Midfielder,0,45.0,,37.0,11.0,5.0,4.0,1.0,1.0,1.0,,,20.0,4.0,,,3.0,,2.0,10.0,12.0,80.0,52.0,,,44.0,3.0,24.0,2.0,,2.0,,19.0,,7.0,8.0,1.0,1.0,12.0,2.0,,,7.0,,2.0,9.0,16.0,4.0,1.0,3.0,2.0,13.0,134.0,7.0,4.0,8.0,1.0,43.0,1.0,,15.0,,,0.0,,,,,1.0,,1.0,4.0,,3.0,,2.0,1.0,,,1.0,,2.0,2.0,1.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2024-2025,Jamaica,Jamaica,61esp7ett8p66f2agq9nuryp6,J. Anglin,Midfielder,0,7.0,,7.0,2.0,,,,,1.0,,,7.0,1.0,,,1.0,,,10.0,1.0,9.0,8.0,,,8.0,1.0,1.0,,,,,,,,,,,1.0,,,,1.0,,,,5.0,,,,,,6.0,,1.0,2.0,,7.0,,,2.0,,,0.0,,,,,,,1.0,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2024-2025,Jamaica,Jamaica,3c7vnmec038bhz5rq36ywi2fp,M. Antonio,Forward,0,32.0,1.0,24.0,13.0,11.0,9.0,3.0,,3.0,,1.0,18.0,3.0,1.0,,6.0,,9.0,10.0,6.0,74.0,34.0,2.0,1.0,25.0,,7.0,2.0,,7.0,,24.0,5.0,14.0,9.0,6.0,3.0,25.0,,1.0,4.0,14.0,1.0,11.0,9.0,10.0,1.0,,5.0,3.0,5.0,257.0,4.0,3.0,17.0,2.0,22.0,3.0,2.0,31.0,0.0,1.0,1.0,1.0,,,,,1.0,3.0,,,,4.0,1.0,,,,,,1.0,,,2.0,1.0,,,,1.0,,,2.0,,,,,,,,,,,,1.0,,1.0,,,1.0,1.0,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2024-2025,Jamaica,Jamaica,4jyrztlaueae7eg18kuvxa489,L. Bailey,Midfielder,0,36.0,,25.0,18.0,7.0,11.0,1.0,,,,4.0,15.0,2.0,5.0,,4.0,,1.0,10.0,8.0,62.0,37.0,1.0,,26.0,,12.0,2.0,1.0,4.0,,27.0,,11.0,11.0,1.0,2.0,9.0,,,,2.0,,6.0,12.0,1.0,2.0,,2.0,4.0,10.0,163.0,13.0,2.0,2.0,1.0,21.0,1.0,1.0,13.0,,,0.0,3.0,,1.0,,,,5.0,,1.0,,2.0,,2.0,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2024-2025,Jamaica,Jamaica,cd9o30ebm183hfyfp79flgixh,A. Bell,Defender,0,140.0,,118.0,13.0,9.0,18.0,,9.0,6.0,,5.0,56.0,4.0,6.0,,8.0,,6.0,10.0,24.0,214.0,149.0,,,126.0,,70.0,1.0,1.0,3.0,,34.0,1.0,11.0,23.0,,4.0,26.0,2.0,,,17.0,,6.0,15.0,54.0,5.0,,5.0,2.0,58.0,360.0,15.0,4.0,23.0,,117.0,1.0,,34.0,,,0.0,4.0,,,1.0,4.0,2.0,9.0,5.0,7.0,8.0,,3.0,,1.0,,,,7.0,1.0,9.0,10.0,1.0,,2.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2024-2025,Jamaica,Jamaica,dneo628ad0z1j9wjiznmlh52h,J. Bell,Defender,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2024-2025,Jamaica,Jamaica,ak8qtklu33xyv7o3ze3b8usq1,K. Bennett,Forward,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2024-2025,Jamaica,Jamaica,5ykgwunfc9pg5iq8h5cihg3xl,D. Bernard,Defender,0,65.0,,57.0,18.0,2.0,5.0,,2.0,2.0,,4.0,8.0,2.0,5.0,,4.0,,,10.0,6.0,88.0,67.0,,,58.0,1.0,50.0,,1.0,2.0,,11.0,1.0,4.0,9.0,,1.0,4.0,1.0,,,2.0,,,7.0,16.0,1.0,,,2.0,27.0,135.0,6.0,2.0,4.0,,56.0,,,8.0,,,0.0,1.0,,,1.0,4.0,,2.0,4.0,2.0,9.0,,1.0,,,,,,1.0,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2024-2025,Jamaica,Jamaica,vii7iwznqiwigznyp13a6505,A. Blake,Goalkeeper,0,135.0,,116.0,55.0,,1.0,,12.0,2.0,,5.0,9.0,6.0,6.0,,2.0,,1.0,10.0,,248.0,183.0,,,151.0,,142.0,,1.0,,,35.0,,,32.0,,6.0,1.0,,,,1.0,,,20.0,43.0,,,,,85.0,540.0,55.0,6.0,3.0,,131.0,,1.0,3.0,,,0.0,,,,1.0,16.0,7.0,20.0,31.0,,2.0,,,,,,,,,,,,3.0,,,,,34.0,62.0,,9.0,13.0,8.0,6.0,1.0,21.0,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2024-2025,Jamaica,Jamaica,e7grlwmadbz3jakq18ldyq1yi,C. Boyce-Clarke,Goalkeeper,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2024-2025,Jamaica,Jamaica,ag40mk09zc8tzbkr7dnnqumay,N. Campbell,Forward,0,36.0,,29.0,10.0,9.0,5.0,2.0,,,,1.0,14.0,4.0,1.0,,3.0,,1.0,10.0,17.0,59.0,36.0,2.0,,29.0,2.0,15.0,,,6.0,1.0,16.0,5.0,12.0,7.0,,2.0,18.0,,,,9.0,,2.0,8.0,4.0,1.0,,3.0,3.0,5.0,123.0,8.0,4.0,9.0,,27.0,3.0,1.0,21.0,,,0.0,2.0,,,,,,2.0,2.0,1.0,1.0,,,,1.0,,,,5.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2024-2025,Jamaica,Jamaica,a9qcjizdvkarl0frwic0bn1ii,R. Cephas,Forward,0,22.0,,16.0,4.0,6.0,4.0,,2.0,1.0,,,6.0,4.0,,,1.0,,5.0,10.0,8.0,60.0,22.0,,,16.0,4.0,10.0,,,5.0,,19.0,3.0,6.0,6.0,5.0,,20.0,1.0,,2.0,14.0,,6.0,5.0,4.0,2.0,2.0,1.0,,6.0,132.0,6.0,4.0,15.0,3.0,15.0,5.0,,21.0,,,0.0,1.0,,,1.0,,,1.0,2.0,1.0,1.0,,3.0,,1.0,,,,1.0,1.0,1.0,4.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
