liga,temporada,equipo,id,nombre,posicion,dorsal,Time Played,Goals Conceded Inside Box,Starts,Appearances,Index,Goals Conceded,Games Played,Substitute Off,Yellow Cards,Substitute On,Goals,Total Red Cards,Straight Red Cards,Red Cards - 2nd Yellow,Open Play Passes,Successful Passes Opposition Half,Aerial Duels lost,Total Passes,Touches,Total Touches In Opposition Box,Successful Long Passes,Duels,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Duels lost,Saves Made,GK Successful Distribution,Unsuccessful Launches,Unsuccessful Long Passes,Total Losses Of Possession,Successful Passes Own Half,Unsuccessful Short Passes,Successful Short Passes,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Recoveries,Unsuccessful Passes Own Half,Catches,Forward Passes,Saves Made from Outside Box,Saves made - parried,Total Clearances,Saves Made from Inside Box,Penalties Faced,Saves made - caught,GK Unsuccessful Distribution,Throw Ins to Own Player,Backward Passes,Interceptions,Penalties Conceded,Successful Launches,Corners Won,Total Tackles,Total Fouls Conceded,Foul Attempted Tackle,Ground Duels,Duels won,Total Fouls Won,Aerial Duels won,Ground Duels lost,Tackles Won,Ground Duels won,Unsuccessful Crosses open play,Unsuccessful Crosses & Corners,Tackles Lost,PutThrough/Blocked Distribution,Blocks,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Total Shots,Handballs conceded,Successful Crosses & Corners,Successful Corners into Box,Blocked Shots,Corners Taken (incl short corners),Shots On Target ( inc goals ),Unsuccessful Corners into Box,Attempts from Set Pieces,Successful Crosses open play,Successful Dribbles,Throw Ins to Opposition Player,Successful Lay-offs,Right Foot Goals,Unsuccessful Dribbles,Goals from Inside Box,Penalties Taken,Penalty Goals,Hit Woodwork,Foul Won Penalty,Offsides,Through balls,Goals Conceded Outside Box,Assists (Intentional),Goal Assists,Unsuccessful lay-offs,Punches,Drops,Headed Goals,Left Foot Goals,Clean Sheets,Goals from Outside Box,Penalties Off Target,Goalkeeper Smother,Clearances Off the Line,Set Pieces Goals,Times Tackled,Home Goals,Away Goals,Winning Goal,Goal Kicks,Second Goal Assists,Own Goal Scored,Other Goals,Last Man Tackle
USA_US_Open_Cup,2017,Fresno FC II,ai5m5y9syg4b4b2qof5d1187p,M. Blanco,Midfielder,10.0,90.0,3.0,1.0,1.0,10.0,3.0,1.0,,,,,,,,80.0,48.0,,85.0,94.0,1.0,4.0,7.0,21.0,71.0,76.0,1.0,2.0,,,,1.0,11.0,28.0,8.0,72.0,9.0,20.0,1.0,9.0,6.0,,,27.0,,,1.0,,,,,,17.0,,,,1.0,1.0,1.0,1.0,6.0,5.0,2.0,1.0,2.0,,4.0,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2017,Fresno FC II,69wj3wr90vmrv8858qb2ckm3t,Bruno Galvão,Defender,29.0,90.0,3.0,1.0,1.0,10.0,3.0,1.0,,,,,,,,54.0,25.0,3.0,57.0,81.0,3.0,2.0,14.0,1.0,46.0,49.0,4.0,7.0,,,1.0,2.0,14.0,26.0,6.0,47.0,8.0,19.0,,7.0,2.0,2.0,,17.0,,,2.0,,,,,7.0,20.0,,,1.0,,3.0,2.0,2.0,10.0,7.0,3.0,1.0,4.0,2.0,6.0,1.0,1.0,1.0,1.0,,1.0,,,,2.0,,,,,,,2.0,,2.0,,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2017,Fresno FC II,75h95szo9lzuihyznutrngbft,R. Bustamante,Midfielder,15.0,82.0,3.0,1.0,1.0,10.0,3.0,1.0,1.0,,,,,,,41.0,23.0,,43.0,54.0,,1.0,7.0,9.0,36.0,37.0,1.0,2.0,,,,,9.0,14.0,6.0,36.0,6.0,13.0,,6.0,2.0,,,11.0,,,2.0,,,,,,10.0,,,,,2.0,1.0,,6.0,5.0,1.0,1.0,2.0,1.0,4.0,,,1.0,2.0,,2.0,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2017,Fresno FC II,dlels7gw9ws0z603xkbudds5x,A. Campos,Midfielder,5.0,82.0,3.0,1.0,1.0,10.0,3.0,1.0,,,,,1.0,1.0,,77.0,46.0,,82.0,89.0,,5.0,2.0,21.0,72.0,76.0,,2.0,,,1.0,2.0,9.0,30.0,4.0,71.0,6.0,29.0,,4.0,4.0,2.0,,25.0,,,1.0,,,,,1.0,7.0,,,,,,2.0,1.0,2.0,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2017,Fresno FC II,a1bd7ilb6cy1lv3i90e34oesp,D. Casillas,Midfielder,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2017,Fresno FC II,65x6ovmrl4dwhoxini6piepyh,J. Chica,Forward,9.0,14.0,,,1.0,10.0,,1.0,,,1.0,,,,,11.0,8.0,,11.0,13.0,,,,3.0,11.0,11.0,,,,,,,2.0,3.0,,11.0,,1.0,1.0,2.0,,,,3.0,,,,,,,,,4.0,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2017,Fresno FC II,afpf7vjaspc0mj6ktd5y4s53p,J. Cuevas,Forward,12.0,76.0,3.0,1.0,1.0,10.0,3.0,1.0,1.0,,,,,,,39.0,23.0,,40.0,53.0,2.0,3.0,5.0,1.0,28.0,29.0,,3.0,,,,,16.0,7.0,11.0,26.0,11.0,15.0,1.0,13.0,1.0,1.0,,16.0,,,,,,,,2.0,8.0,,,,2.0,,1.0,1.0,5.0,2.0,2.0,,3.0,,2.0,,3.0,,2.0,,1.0,,2.0,,1.0,,,3.0,2.0,3.0,1.0,1.0,,,2.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2017,Fresno FC II,a7fq4xj02lv2w9bhk9chucjqh,A. Culwell,Defender,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2017,Fresno FC II,c0hou3tuo1npcq6jrxiuspyw9,J. da Rosa,Midfielder,3.0,8.0,,,1.0,10.0,,1.0,,,1.0,,,,,10.0,6.0,1.0,10.0,10.0,,,1.0,2.0,8.0,8.0,1.0,1.0,,,,,2.0,2.0,2.0,8.0,2.0,2.0,,2.0,1.0,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2017,Fresno FC II,ca29c71rkzmp5ud7gjkmmmf9x,Eng Jason Ryan,Defender,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
