liga,temporada,equipo,id,nombre,posicion,dorsal,PutThrough/Blocked Distribution Won,Successful Passes Own Half,Ground Duels lost,Touches,PutThrough/Blocked Distribution,Total Tackles,Backward Passes,Tackles Lost,Games Played,Successful Open Play Passes,Aerial Duels won,Rightside Passes,Substitute On,Total Unsuccessful Passes ( Excl Crosses & Corners ),Duels lost,Ground Duels won,Ground Duels,Total Fouls Conceded,Time Played,Forward Passes,Total Passes,Total Clearances,Duels won,Foul Attempted Tackle,Aerial Duels,Open Play Passes,Appearances,Goals Conceded Inside Box,Goals Conceded,Total Losses Of Possession,Index,Successful Passes Opposition Half,Unsuccessful Short Passes,Recoveries,Successful Short Passes,Unsuccessful Passes Opposition Half,Duels,Total Successful Passes ( Excl Crosses & Corners ) ,Winning Goal,Times Tackled,Successful Crosses & Corners,Substitute Off,Successful Lay-offs,Interceptions,Leftside Passes,Assists (Intentional),Unsuccessful Long Passes,Unsuccessful Dribbles,Unsuccessful Launches,Unsuccessful Crosses open play,Goal Assists,Unsuccessful Crosses & Corners,Total Fouls Won,Starts,Corners Won,Unsuccessful Passes Own Half,Aerial Duels lost,Tackles Won,Successful Long Passes,Total Touches In Opposition Box,Straight Red Cards,Goals from Inside Box,Total Shots,Total Red Cards,Shots Off Target (inc woodwork),Successful Launches,Penalty Goals Conceded,Blocked Shots,Yellow Cards,Goal Kicks,Goals,Successful Dribbles,GK Successful Distribution,Clearances Off the Line,Goals from Outside Box,Goals Conceded Outside Box,Hit Woodwork,Clean Sheets,Right Foot Goals,Offsides,Throw Ins to Own Player,Key Passes (Attempt Assists),Blocks,Shots On Target ( inc goals ),Home Goals,Away Goals,Foul Won Penalty,Penalties Off Target,Overruns,Penalties Taken,Left Foot Goals,Through balls,Headed Goals,Successful Crosses open play,Unsuccessful lay-offs,Penalty Goals,Handballs conceded,Saves Made from Inside Box,GK Unsuccessful Distribution,Saves Made,Drops,Punches,Corners Taken (incl short corners),Unsuccessful Corners into Box,Successful Corners into Box,Throw Ins to Opposition Player,Second Goal Assists,Attempts from Set Pieces,Last Player Tackle,Saves Made from Outside Box,Saves made - caught,Penalties Faced,Catches,Saves made - parried,Penalties Conceded,Own Goal Scored,Red Cards - 2nd Yellow,Goalkeeper Smother,Set Pieces Goals,Penalties Saved,Saves from Penalty,Crosses not Claimed,Other Goals
USA_USL_Championship,2024,Monterey Bay FC,19addig7dyotjybbwgbjkft2h,L. Archimède,Forward,17,3.0,11.0,26.0,110.0,5.0,3.0,11.0,2.0,9.0,20.0,10.0,10.0,6.0,16.0,51.0,16.0,42.0,16.0,315.0,13.0,43.0,3.0,26.0,9.0,35.0,36.0,9.0,4.0,4.0,46.0,10.0,16.0,16.0,5.0,27.0,17.0,77.0,27.0,0.0,10.0,,3.0,2.0,,9.0,,,2.0,,3.0,,3.0,11.0,3.0,3.0,2.0,25.0,1.0,,9.0,,,4.0,,2.0,,,1.0,3.0,,,2.0,,,,,,,,4.0,,1.0,,2.0,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2024,Monterey Bay FC,1t9thoa7j9ftzkriq2g50w4fe,J. Ayon,Midfielder,64,6.0,108.0,22.0,448.0,16.0,13.0,49.0,5.0,18.0,279.0,8.0,86.0,11.0,52.0,36.0,22.0,44.0,8.0,749.0,105.0,333.0,8.0,30.0,6.0,22.0,331.0,18.0,13.0,17.0,84.0,10.0,173.0,44.0,29.0,270.0,41.0,66.0,281.0,0.0,11.0,,3.0,11.0,7.0,93.0,,8.0,7.0,7.0,3.0,,3.0,3.0,7.0,3.0,14.0,14.0,8.0,11.0,11.0,,,4.0,1.0,3.0,2.0,2.0,3.0,,,,6.0,,,,4.0,1.0,1.0,,,5.0,6.0,2.0,1.0,,,,,,,,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,
USA_USL_Championship,2024,Monterey Bay FC,f47fwbxgm35jx628hwpmfdrrp,R. Baca,Midfielder,10,14.0,471.0,59.0,1407.0,31.0,70.0,143.0,24.0,25.0,906.0,13.0,300.0,,177.0,67.0,91.0,150.0,25.0,2073.0,405.0,1121.0,27.0,104.0,17.0,21.0,1078.0,25.0,28.0,30.0,224.0,10.0,476.0,110.0,163.0,847.0,124.0,171.0,944.0,1.0,14.0,3.0,7.0,17.0,34.0,273.0,,67.0,4.0,41.0,7.0,,8.0,15.0,25.0,,61.0,8.0,46.0,97.0,8.0,,1.0,14.0,1.0,10.0,5.0,2.0,4.0,5.0,,1.0,6.0,,,,2.0,1.0,6.0,,,7.0,16.0,4.0,4.0,1.0,0.0,,,,,1.0,2.0,,2.0,1.0,,1.0,,,,,,2.0,,1.0,,,,,,,,,,1.0,,1.0,,,,,,
USA_USL_Championship,2024,Monterey Bay FC,2pu9yy0x7p01mgv9cubqcy904,C. Boone,Forward,31,6.0,78.0,41.0,393.0,19.0,13.0,77.0,2.0,9.0,167.0,13.0,63.0,2.0,56.0,54.0,40.0,81.0,12.0,650.0,64.0,228.0,8.0,53.0,3.0,26.0,223.0,9.0,11.0,12.0,119.0,10.0,97.0,45.0,31.0,164.0,61.0,107.0,172.0,1.0,24.0,3.0,2.0,5.0,2.0,24.0,1.0,11.0,12.0,3.0,20.0,1.0,20.0,12.0,7.0,8.0,15.0,13.0,11.0,8.0,32.0,,1.0,11.0,,4.0,1.0,,6.0,,1.0,1.0,16.0,1.0,,,1.0,1.0,,1.0,6.0,8.0,6.0,2.0,7.0,0.0,1.0,1.0,,2.0,,,1.0,,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2024,Monterey Bay FC,a5zvb5q87awncgadmlqd0sm0a,O. Bouda,Forward,0,,7.0,13.0,95.0,4.0,1.0,13.0,1.0,3.0,29.0,11.0,13.0,1.0,21.0,20.0,6.0,19.0,3.0,204.0,15.0,53.0,1.0,17.0,1.0,18.0,50.0,3.0,,,40.0,10.0,26.0,18.0,3.0,31.0,17.0,37.0,32.0,1.0,9.0,1.0,,4.0,,12.0,,3.0,2.0,,,,,4.0,2.0,1.0,4.0,7.0,,1.0,11.0,,1.0,5.0,,2.0,,,4.0,,,1.0,1.0,,,,,,2.0,1.0,1.0,1.0,3.0,,3.0,0.0,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
USA_USL_Championship,2024,Monterey Bay FC,85o2ad73wrmmq35embe1wu1as,R. Dieter,Forward,6,1.0,19.0,22.0,130.0,3.0,6.0,27.0,3.0,9.0,53.0,1.0,16.0,8.0,19.0,27.0,10.0,32.0,9.0,230.0,23.0,73.0,,11.0,9.0,6.0,71.0,9.0,5.0,5.0,42.0,10.0,37.0,18.0,9.0,53.0,18.0,38.0,54.0,0.0,9.0,2.0,,,1.0,7.0,,1.0,4.0,1.0,3.0,,5.0,,1.0,2.0,6.0,5.0,3.0,1.0,13.0,,,4.0,,3.0,,,2.0,1.0,,,4.0,,,,,,,,,5.0,5.0,,1.0,,,,,1.0,,,,,1.0,1.0,,,,,,,,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2024,Monterey Bay FC,9glti6ay2zxkigdtjcxtkj7it,A. Dixon,Forward,10,15.0,180.0,52.0,977.0,36.0,18.0,154.0,4.0,25.0,469.0,18.0,172.0,1.0,153.0,85.0,53.0,105.0,9.0,1937.0,184.0,641.0,19.0,71.0,8.0,51.0,618.0,25.0,21.0,25.0,284.0,10.0,330.0,126.0,82.0,456.0,176.0,156.0,488.0,1.0,39.0,22.0,12.0,22.0,10.0,131.0,1.0,27.0,16.0,6.0,21.0,1.0,52.0,20.0,24.0,13.0,29.0,33.0,14.0,32.0,81.0,,4.0,33.0,,23.0,,4.0,8.0,3.0,,4.0,15.0,,,,4.0,2.0,5.0,3.0,8.0,11.0,30.0,,10.0,3.0,1.0,1.0,,3.0,2.0,1.0,1.0,,6.0,1.0,1.0,,,,,,,40.0,23.0,16.0,1.0,,2.0,,,,,,,,,,,,,,,
USA_USL_Championship,2024,Monterey Bay FC,653qyopyxl1qrfmul2n3m5g16,M. Doner,Defender,3,17.0,705.0,82.0,2429.0,58.0,38.0,395.0,13.0,34.0,1331.0,30.0,47.0,,239.0,120.0,145.0,227.0,24.0,3012.0,471.0,1590.0,40.0,175.0,7.0,68.0,1568.0,34.0,38.0,44.0,490.0,10.0,671.0,159.0,154.0,1232.0,259.0,295.0,1351.0,0.0,47.0,25.0,2.0,4.0,8.0,677.0,2.0,80.0,24.0,52.0,133.0,3.0,133.0,73.0,34.0,21.0,113.0,38.0,25.0,119.0,40.0,,1.0,5.0,,2.0,12.0,4.0,3.0,3.0,,1.0,35.0,,2.0,,6.0,,9.0,1.0,2.0,256.0,31.0,13.0,3.0,0.0,1.0,,,4.0,,,,,25.0,,,1.0,,,,,,,,,27.0,,,2.0,,,,,,,,,,,,,,
USA_USL_Championship,2024,Monterey Bay FC,ad8w1ymipywxvgekz79eqjqw9,J. Enríquez,Forward,19,6.0,118.0,45.0,618.0,20.0,20.0,137.0,7.0,16.0,306.0,8.0,69.0,3.0,62.0,68.0,57.0,102.0,6.0,1139.0,98.0,371.0,8.0,65.0,5.0,31.0,365.0,16.0,13.0,14.0,167.0,10.0,207.0,47.0,50.0,294.0,89.0,133.0,309.0,1.0,34.0,16.0,10.0,4.0,5.0,67.0,2.0,15.0,20.0,3.0,22.0,2.0,41.0,24.0,13.0,12.0,14.0,23.0,13.0,15.0,39.0,,1.0,14.0,,7.0,3.0,2.0,4.0,3.0,,1.0,13.0,,,,1.0,,1.0,,5.0,16.0,21.0,,7.0,1.0,0.0,,,2.0,,1.0,2.0,,6.0,1.0,,,,,,,,23.0,14.0,8.0,1.0,,,,,,,,,,,,,,,,,
USA_USL_Championship,2024,Monterey Bay FC,6hdas9nshfgbjhj91y3ob8b11,M. Fehr,Midfielder,13,16.0,568.0,65.0,1670.0,31.0,38.0,287.0,14.0,31.0,1145.0,29.0,360.0,2.0,209.0,97.0,58.0,123.0,27.0,2513.0,423.0,1381.0,31.0,87.0,18.0,61.0,1345.0,31.0,29.0,35.0,275.0,10.0,607.0,127.0,141.0,1078.0,165.0,184.0,1172.0,0.0,20.0,3.0,9.0,39.0,22.0,311.0,2.0,82.0,8.0,22.0,9.0,2.0,11.0,15.0,29.0,5.0,55.0,32.0,24.0,94.0,38.0,,3.0,26.0,,14.0,8.0,2.0,12.0,6.0,1.0,4.0,8.0,1.0,,1.0,6.0,1.0,6.0,4.0,,6.0,24.0,5.0,12.0,1.0,3.0,1.0,,,,,2.0,,3.0,1.0,,1.0,,,,,,2.0,,,,,3.0,,,,,,,,,,,,,,,
