liga,temporada,equipo,id,nombre,posicion,dorsal,Total Losses Of Possession,Ground Duels lost,Shots Off Target (inc woodwork),Successful Dribbles,Total Fouls Conceded,Leftside Passes,Penalty Goals Conceded,Ground Duels won,Throw Ins to Opposition Player,Recoveries,Throw Ins to Own Player,Goals Conceded Outside Box,Total Passes,Clearances Off the Line,Touches,Aerial Duels lost,Shots On Target ( inc goals ),Unsuccessful Passes Own Half,Total Successful Passes ( Excl Crosses & Corners ) ,Time Played,Duels,Total Touches In Opposition Box,Corners Won,Ground Duels,Unsuccessful Crosses open play,Goals Conceded Inside Box,Unsuccessful Crosses & Corners,Index,Duels won,Hit Woodwork,Yellow Cards,Successful Open Play Passes,Successful Passes Own Half,Successful Lay-offs,Successful Short Passes,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Duels lost,Successful Crosses & Corners,Successful Crosses open play,Total Shots,Goals Conceded,Total Unsuccessful Passes ( Excl Crosses & Corners ),Total Tackles,Unsuccessful Short Passes,Backward Passes,Forward Passes,Aerial Duels won,Appearances,Clean Sheets,Successful Passes Opposition Half,Unsuccessful Dribbles,Games Played,Total Clearances,Tackles Won,Tackles Lost,Aerial Duels,Open Play Passes,Key Passes (Attempt Assists),Unsuccessful Launches,Times Tackled,Successful Long Passes,Total Fouls Won,Rightside Passes,Successful Launches,PutThrough/Blocked Distribution,Interceptions,Blocks,Starts,Foul Attempted Tackle,Unsuccessful Passes Opposition Half,Winning Goal,Corners Taken (incl short corners),Through balls,Substitute Off,Substitute On,Unsuccessful Corners into Box,Goals from Inside Box,Handballs conceded,Goals,Right Foot Goals,Blocked Shots,Overruns,Unsuccessful lay-offs,Home Goals,Away Goals,Successful Corners into Box,Last Player Tackle,Left Foot Goals,Offsides,Goals from Outside Box,Headed Goals,Straight Red Cards,Total Red Cards,Assists (Intentional),Goal Assists,Penalties Conceded,Attempts from Set Pieces,Red Cards - 2nd Yellow,Goal Kicks,GK Successful Distribution,Foul Won Penalty,Second Goal Assists,Saves Made from Outside Box,Saves Made,Penalties Faced,GK Unsuccessful Distribution,Punches,Catches,Goalkeeper Smother,Saves Made from Inside Box,Drops,Saves made - parried,Set Pieces Goals,Penalties Taken,Penalty Goals,Own Goal Scored,Saves made - caught,Saves from Penalty,Penalties Saved,Crosses not Claimed,Other Goals,Penalties Off Target
Mexico_Liga_MX,2023-2024,Atlético de San Luis,c6fiv87lm984b7b6huom6mcd0,D. Abitia,Forward,203,,,,,,1.0,,,,,,,1.0,,1.0,,,,1.0,1.0,,,,,,,,10.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,0.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2023-2024,Atlético de San Luis,9x4zu1o3adl4otm7wqzqvz6xh,Unai Bilbao,Defender,20,128.0,16.0,11.0,2.0,7.0,196.0,,25.0,,97.0,2.0,5.0,1205.0,,1478.0,33.0,7.0,38.0,1086.0,1918.0,134.0,29.0,2.0,41.0,,28.0,,10.0,85.0,1.0,3.0,1053.0,785.0,1.0,969.0,59.0,7.0,49.0,1.0,1.0,18.0,33.0,119.0,15.0,60.0,57.0,460.0,60.0,22.0,5.0,302.0,2.0,22.0,132.0,11.0,4.0,93.0,1169.0,6.0,24.0,3.0,117.0,9.0,492.0,9.0,7.0,15.0,27.0,22.0,1.0,81.0,1.0,,1.0,3.0,,,5.0,,5.0,,5.0,,,3.0,2.0,,,3.0,1.0,,2.0,,,,1.0,,,,3.0,3.0,,,,,,,,,,,,,,3.0,3.0,,,,,,,
Mexico_Liga_MX,2023-2024,Atlético de San Luis,90guns09mguhjj0yacn0gsn9x,J. Castro,Forward,2,12.0,10.0,,2.0,5.0,31.0,,11.0,,9.0,2.0,1.0,90.0,,124.0,3.0,1.0,2.0,86.0,130.0,25.0,2.0,,21.0,,7.0,,10.0,12.0,,1.0,82.0,26.0,2.0,83.0,,,13.0,1.0,1.0,1.0,8.0,4.0,4.0,4.0,19.0,20.0,1.0,11.0,,61.0,3.0,11.0,,2.0,2.0,4.0,86.0,,,5.0,3.0,5.0,20.0,,1.0,2.0,,,3.0,2.0,0.0,2.0,,,11.0,,,,,,1.0,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2023-2024,Atlético de San Luis,ctiesvd76yq85nbnwfxvll39x,R. Chávez,Defender,5,256.0,73.0,11.0,13.0,29.0,393.0,1.0,76.0,17.0,90.0,119.0,5.0,902.0,,1391.0,29.0,4.0,56.0,765.0,1740.0,218.0,46.0,13.0,149.0,45.0,25.0,47.0,10.0,116.0,,7.0,753.0,376.0,10.0,725.0,39.0,12.0,102.0,13.0,13.0,15.0,30.0,137.0,40.0,98.0,157.0,272.0,40.0,21.0,4.0,402.0,9.0,21.0,53.0,28.0,12.0,69.0,889.0,18.0,17.0,33.0,40.0,23.0,80.0,4.0,38.0,22.0,10.0,21.0,19.0,128.0,1.0,1.0,,6.0,,1.0,2.0,2.0,2.0,1.0,6.0,1.0,2.0,2.0,0.0,,1.0,,,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2023-2024,Atlético de San Luis,5av0x4no7v8epor7wm4ss371m,A. Cruz,Defender,18,126.0,16.0,,6.0,2.0,16.0,2.0,23.0,10.0,33.0,72.0,2.0,296.0,,486.0,6.0,,34.0,212.0,765.0,50.0,2.0,,39.0,8.0,11.0,8.0,10.0,28.0,,,209.0,107.0,,198.0,31.0,11.0,22.0,6.0,6.0,,13.0,84.0,15.0,53.0,46.0,140.0,5.0,11.0,,111.0,3.0,11.0,11.0,7.0,8.0,11.0,292.0,6.0,13.0,7.0,14.0,2.0,94.0,3.0,30.0,6.0,4.0,9.0,1.0,58.0,0.0,,,4.0,2.0,,,,,,2.0,2.0,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2023-2024,Atlético de San Luis,evk0esdocrzt5zxqmv4ostdcl,J. Damm,Midfielder,25,83.0,30.0,4.0,6.0,10.0,60.0,,22.0,,21.0,5.0,2.0,190.0,1.0,309.0,7.0,4.0,11.0,158.0,456.0,69.0,29.0,7.0,52.0,19.0,8.0,19.0,10.0,32.0,,1.0,157.0,61.0,,155.0,6.0,6.0,37.0,5.0,5.0,8.0,10.0,32.0,11.0,26.0,76.0,35.0,10.0,17.0,,102.0,5.0,17.0,6.0,9.0,2.0,17.0,189.0,8.0,4.0,15.0,3.0,5.0,19.0,1.0,15.0,2.0,1.0,3.0,8.0,40.0,0.0,,,4.0,14.0,,1.0,2.0,1.0,,2.0,1.0,,1.0,0.0,,,1.0,3.0,,,,,3.0,3.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2023-2024,Atlético de San Luis,dmqmxkyprphad4zlbcv0igcet,J. Domínguez,Defender,4,82.0,12.0,2.0,2.0,6.0,368.0,,27.0,,56.0,,5.0,928.0,,1092.0,22.0,2.0,38.0,854.0,1689.0,87.0,13.0,,39.0,,25.0,,10.0,53.0,,3.0,825.0,640.0,,814.0,31.0,3.0,34.0,,,4.0,30.0,74.0,17.0,43.0,52.0,321.0,26.0,20.0,5.0,214.0,,20.0,64.0,10.0,7.0,48.0,898.0,1.0,17.0,1.0,40.0,8.0,187.0,2.0,4.0,11.0,18.0,20.0,3.0,36.0,0.0,,1.0,4.0,,,2.0,,2.0,,4.0,,,1.0,1.0,,,,,,2.0,,,,1.0,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2023-2024,Atlético de San Luis,8z500j8o7agchtuoqjwqvgudx,Rodrigo Dourado,Midfielder,13,156.0,74.0,3.0,7.0,32.0,422.0,1.0,84.0,,113.0,15.0,5.0,1218.0,,1499.0,13.0,4.0,59.0,1100.0,1809.0,197.0,16.0,1.0,158.0,,24.0,,10.0,110.0,,4.0,1036.0,634.0,7.0,1040.0,22.0,19.0,87.0,,,7.0,29.0,118.0,65.0,96.0,116.0,389.0,26.0,21.0,5.0,466.0,6.0,21.0,35.0,40.0,25.0,39.0,1149.0,14.0,5.0,17.0,60.0,12.0,291.0,3.0,30.0,27.0,11.0,21.0,22.0,59.0,1.0,,3.0,4.0,,,1.0,,1.0,1.0,1.0,2.0,,1.0,0.0,,,,1.0,,,,1.0,,1.0,,,1.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2023-2024,Atlético de San Luis,b5pf64v2vu42s1td4u9uh5c7o,Vitinho,Forward,11,197.0,75.0,12.0,28.0,5.0,206.0,1.0,59.0,1.0,50.0,1.0,4.0,423.0,,672.0,5.0,19.0,19.0,343.0,1058.0,140.0,56.0,16.0,134.0,10.0,19.0,11.0,10.0,60.0,1.0,2.0,331.0,99.0,8.0,327.0,10.0,4.0,80.0,2.0,1.0,31.0,23.0,80.0,15.0,70.0,107.0,67.0,1.0,21.0,1.0,246.0,28.0,21.0,1.0,12.0,3.0,6.0,410.0,16.0,1.0,58.0,16.0,16.0,43.0,,18.0,4.0,,9.0,4.0,72.0,3.0,4.0,,6.0,12.0,1.0,6.0,,7.0,1.0,8.0,6.0,2.0,2.0,5.0,2.0,,4.0,3.0,1.0,2.0,,,1.0,1.0,,3.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2023-2024,Atlético de San Luis,14x84apbgj4ztpu0m82hbvsru,B. Galdames,Midfielder,7,5.0,4.0,,1.0,2.0,1.0,,2.0,,1.0,,,10.0,,18.0,,,1.0,9.0,24.0,6.0,,,6.0,,,,10.0,2.0,,1.0,9.0,1.0,1.0,9.0,,,4.0,,,,,1.0,,1.0,5.0,1.0,,2.0,,8.0,1.0,2.0,,,,,10.0,1.0,,2.0,,1.0,3.0,,1.0,,,,2.0,,0.0,,1.0,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
