liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Offsides,Time Played,Throw Ins to Own Player,Successful Launches,Goals,Open Play Passes,Corners Won,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Yellow Cards,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Set Pieces Goals,Unsuccessful Short Passes,Total Passes,Substitute Off,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Corners into Box,Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Throw Ins to Opposition Player,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Corners Taken (incl short corners),Appearances,Ground Duels,Goals from Outside Box,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Attempts from Set Pieces,Successful Long Passes,Successful Crosses open play,Total Fouls Won,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Left Foot Goals,Unsuccessful Crosses & Corners,Games Played,Unsuccessful Corners into Box,Handballs conceded,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Substitute On,Successful Lay-offs,Shots Off Target (inc woodwork),Foul Attempted Tackle,Blocks,Goal Assists,Through balls,Unsuccessful lay-offs,Saves Made,GK Successful Distribution,Punches,Goalkeeper Smother,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Saves made - caught,GK Unsuccessful Distribution,Right Foot Goals,Penalties Off Target,Foul Won Penalty,Hit Woodwork,Assists (Intentional),Goals from Inside Box,Penalties Taken,Penalty Goals,Clean Sheets,Drops,Penalties Faced,Penalties Conceded,Own Goal Scored,Total Red Cards,Red Cards - 2nd Yellow,Headed Goals,Clearances Off the Line,Straight Red Cards,Second Goal Assists,Penalty Goals Conceded,Other Goals,Crosses not Claimed,Penalties Saved,Saves from Penalty,Last Man Tackle,Times Tackled,Home Goals,Away Goals,Winning Goal,Goal Kicks
USA_USL_Championship,2018,FC Tulsa,9i90uqmmz5zmi5m9tod2yse7d,Mohammed Adams,Midfielder,91,,,45.0,,,,15.0,,1.0,,4.0,,,,,,,3.0,9.0,,,2.0,15.0,,2.0,,13.0,1.0,,2.0,,8.0,,1.0,,,1.0,,1.0,1.0,18.0,,1.0,5.0,,1.0,,10.0,2.0,,,,,2.0,,,5.0,,1.0,,,1.0,,,3.0,5.0,13.0,13.0,,,3.0,,,2.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,0.0,
USA_USL_Championship,2018,FC Tulsa,bi1nu38k590b6wzoxvm51vxm1,G. Arce,Forward,20,4.0,2.0,608.0,3.0,,1.0,231.0,3.0,38.0,7.0,143.0,,3.0,13.0,6.0,4.0,14.0,142.0,48.0,7.0,,61.0,258.0,3.0,14.0,26.0,171.0,11.0,18.0,74.0,2.0,54.0,18.0,91.0,3.0,,31.0,7.0,16.0,5.0,432.0,17.0,8.0,97.0,,98.0,9.0,10.0,63.0,5.0,4.0,13.0,1.0,26.0,4.0,4.0,115.0,4.0,15.0,1.0,22.0,8.0,15.0,1.0,38.0,68.0,166.0,184.0,18.0,4.0,52.0,3.0,,59.0,1.0,19.0,13.0,4.0,1.0,,2.0,1.0,,,,,,,,,,,,,,2.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,24.0,1.0,0.0,0.0,
USA_USL_Championship,2018,FC Tulsa,547hoahcy6nbgk48wvovoaind,Jon Bakero,Forward,15,13.0,1.0,630.0,6.0,,3.0,335.0,4.0,74.0,4.0,192.0,1.0,,8.0,8.0,3.0,8.0,131.0,90.0,3.0,,60.0,346.0,4.0,8.0,8.0,250.0,19.0,17.0,68.0,,109.0,15.0,71.0,1.0,,34.0,7.0,17.0,10.0,471.0,,8.0,51.0,,96.0,21.0,10.0,16.0,4.0,,28.0,4.0,1.0,4.0,10.0,63.0,2.0,22.0,,13.0,8.0,,,39.0,67.0,268.0,278.0,12.0,2.0,47.0,1.0,3.0,12.0,1.0,26.0,13.0,3.0,1.0,2.0,4.0,1.0,,,,,,,,,,,3.0,,,,2.0,3.0,,,,,,,,,,,,,,2.0,,,,,,23.0,1.0,2.0,0.0,
USA_USL_Championship,2018,FC Tulsa,62bnn920lbehx9qvzqrm3hl9l,M. Binns,Midfielder,21,11.0,,446.0,6.0,1.0,,145.0,1.0,42.0,1.0,58.0,2.0,,7.0,5.0,2.0,5.0,78.0,56.0,12.0,,29.0,149.0,3.0,7.0,3.0,107.0,6.0,6.0,36.0,,41.0,2.0,40.0,1.0,3.0,33.0,5.0,11.0,10.0,250.0,1.0,10.0,52.0,,43.0,3.0,10.0,30.0,2.0,3.0,6.0,1.0,11.0,4.0,5.0,61.0,3.0,8.0,,14.0,10.0,1.0,,26.0,23.0,110.0,113.0,9.0,10.0,31.0,2.0,4.0,26.0,5.0,3.0,4.0,5.0,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,14.0,,,0.0,
USA_USL_Championship,2018,FC Tulsa,c4xjo4k13llbp5dcs8q78yrpx,F. Cerda,Goalkeeper,12,,,2652.0,,61.0,,565.0,3.0,,,171.0,182.0,7.0,407.0,4.0,6.0,1.0,433.0,522.0,1.0,,10.0,1110.0,2.0,5.0,6.0,414.0,58.0,,417.0,,183.0,3.0,361.0,,,322.0,30.0,5.0,56.0,1452.0,,30.0,20.0,,720.0,,10.0,25.0,,,279.0,,6.0,13.0,1.0,34.0,45.0,64.0,,,30.0,,,8.0,207.0,421.0,693.0,14.0,,9.0,1.0,3.0,12.0,,,,3.0,,,1.0,,125.0,278.0,16.0,4.0,15.0,49.0,41.0,76.0,,135.0,,,,,,,,,2.0,4.0,8.0,3.0,,,,,,,,6.0,,1.0,1.0,1.0,,1.0,,,0.0,302.0
USA_USL_Championship,2018,FC Tulsa,ei4ddhpc4jooivjfq9uw3092h,S. Cleveland,Goalkeeper,30,,,90.0,,1.0,,17.0,,,,4.0,9.0,,18.0,,1.0,,18.0,12.0,,,,34.0,,,,11.0,1.0,,18.0,,3.0,,17.0,,,11.0,1.0,,1.0,47.0,,1.0,1.0,,29.0,,10.0,1.0,,,5.0,,,,,1.0,2.0,2.0,,,1.0,,,,2.0,10.0,16.0,,,,,,1.0,,,,,,,,,4.0,8.0,1.0,1.0,,2.0,,2.0,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,9.0
USA_USL_Championship,2018,FC Tulsa,b8ksowiiohtfnyf5mb01ej8ph,A. Covarrubias,Midfielder,57,1.0,,816.0,1.0,3.0,,483.0,1.0,97.0,1.0,170.0,8.0,1.0,34.0,2.0,3.0,10.0,99.0,259.0,17.0,,37.0,499.0,4.0,14.0,5.0,393.0,20.0,10.0,71.0,,124.0,4.0,54.0,4.0,,77.0,10.0,13.0,19.0,599.0,1.0,13.0,53.0,,170.0,3.0,10.0,31.0,2.0,2.0,35.0,1.0,4.0,6.0,2.0,69.0,8.0,23.0,,2.0,13.0,,3.0,28.0,108.0,413.0,428.0,16.0,8.0,38.0,9.0,11.0,25.0,3.0,5.0,8.0,7.0,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,9.0,,,0.0,
USA_USL_Championship,2018,FC Tulsa,9qsl9n9srvqdegsjnhsw3lbvu,D. Dean,Forward,23,3.0,6.0,403.0,6.0,,,101.0,4.0,47.0,,58.0,,,,2.0,1.0,3.0,45.0,35.0,1.0,,9.0,102.0,3.0,5.0,8.0,92.0,13.0,2.0,9.0,,28.0,5.0,11.0,,,17.0,3.0,6.0,3.0,183.0,2.0,13.0,39.0,,15.0,10.0,10.0,19.0,1.0,,1.0,,9.0,1.0,8.0,43.0,4.0,14.0,,5.0,13.0,2.0,,21.0,12.0,92.0,93.0,4.0,1.0,24.0,,1.0,18.0,10.0,4.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,14.0,,,0.0,
USA_USL_Championship,2018,FC Tulsa,658zbtg09l7zz64ol6d1dm579,I. Díaz,Forward,25,8.0,4.0,967.0,1.0,5.0,1.0,417.0,6.0,99.0,14.0,235.0,1.0,1.0,13.0,10.0,1.0,10.0,167.0,143.0,8.0,,61.0,438.0,5.0,13.0,17.0,345.0,23.0,17.0,74.0,8.0,108.0,16.0,95.0,3.0,,45.0,9.0,22.0,9.0,644.0,31.0,18.0,100.0,1.0,150.0,25.0,10.0,50.0,6.0,,19.0,5.0,21.0,5.0,16.0,115.0,3.0,24.0,,30.0,18.0,19.0,1.0,55.0,81.0,347.0,364.0,15.0,6.0,65.0,2.0,7.0,45.0,9.0,15.0,11.0,6.0,,2.0,,,,,,,,,,,,,1.0,,,1.0,2.0,,,,,,,,,,,,,,,3.0,,,,,,35.0,1.0,0.0,0.0,
USA_USL_Championship,2018,FC Tulsa,5wttdjpftd57c2t5959sm2yg9,J. Ferreira,Forward,27,2.0,5.0,964.0,8.0,1.0,6.0,190.0,4.0,48.0,1.0,111.0,2.0,2.0,4.0,4.0,4.0,10.0,88.0,60.0,26.0,,31.0,205.0,4.0,7.0,5.0,162.0,25.0,19.0,35.0,1.0,46.0,16.0,30.0,8.0,,37.0,10.0,10.0,9.0,350.0,3.0,14.0,68.0,,46.0,41.0,10.0,35.0,13.0,1.0,8.0,,1.0,3.0,11.0,81.0,4.0,29.0,,4.0,14.0,2.0,,36.0,65.0,155.0,170.0,13.0,18.0,46.0,8.0,6.0,32.0,4.0,10.0,6.0,5.0,1.0,2.0,2.0,2.0,,,,,,,,,,,5.0,,,1.0,1.0,6.0,,,,,,,,,,1.0,1.0,,,4.0,,,,,,24.0,0.0,6.0,0.0,
