liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Time Played,Throw Ins to Own Player,Open Play Passes,Backward Passes,Successful Passes Opposition Half,Yellow Cards,Unsuccessful Long Passes,Shots Off Target (inc woodwork),Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Penalty Goals Conceded,Total Passes,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Appearances,Foul Attempted Tackle,Blocks,Ground Duels,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Successful Long Passes,Total Fouls Won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Games Played,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Tackles Won,Duels lost,Interceptions,Ground Duels won,Substitute On,Successful Lay-offs,Successful Launches,Goals,Corners Won,Successful Crosses & Corners,Unsuccessful Launches,PutThrough/Blocked Distribution Won,Goals Conceded Outside Box,Set Pieces Goals,Substitute Off,Successful Corners into Box,Blocked Shots,Throw Ins to Opposition Player,Corners Taken (incl short corners),Goals from Outside Box,Shots On Target ( inc goals ),Attempts from Set Pieces,Successful Crosses open play,Aerial Duels won,Left Foot Goals,Unsuccessful Corners into Box,Assists (Intentional),Goal Assists,Tackles Lost,Handballs conceded,Clean Sheets,Through balls,Right Foot Goals,Goals from Inside Box,Unsuccessful lay-offs,Offsides,Foul Won Penalty,Hit Woodwork,Penalties Taken,Penalty Goals,Own Goal Scored,Total Red Cards,Straight Red Cards,Headed Goals,Last Man Tackle,Second Goal Assists,Saves Made,GK Successful Distribution,Crosses not Claimed,Punches,Goalkeeper Smother,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves made - caught,GK Unsuccessful Distribution,Penalties Conceded,Clearances Off the Line,Penalties Saved,Drops,Saves from Penalty,Red Cards - 2nd Yellow,Penalties Off Target,Other Goals,Times Tackled,Home Goals,Away Goals,Winning Goal,Goal Kicks
USA_USL_Championship,2019,New Mexico United,89c6hnsznxmgix39dwbwwsgh6,K. Akamatsu,Midfielder,26,9.0,718.0,4.0,239.0,75.0,135.0,,6.0,5.0,3.0,85.0,68.0,12.0,37.0,2.0,243.0,6.0,8.0,193.0,10.0,9.0,43.0,55.0,12.0,49.0,33.0,8.0,7.0,6.0,364.0,15.0,2.0,2.0,71.0,59.0,31.0,10.0,37.0,7.0,16.0,3.0,76.0,2.0,14.0,12.0,15.0,36.0,54.0,197.0,200.0,5.0,3.0,39.0,5.0,35.0,7.0,2.0,1.0,,2.0,3.0,,4.0,4.0,,5.0,,1.0,,2.0,,4.0,,3.0,2.0,,2.0,1.0,1.0,9.0,,1.0,1.0,,,,4.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,0.0,
USA_USL_Championship,2019,New Mexico United,dq943thd990jdfpso5wh6gjjd,B. Beaury,Goalkeeper,12,,90.0,,4.0,,3.0,,19.0,,,20.0,1.0,,,,23.0,,,1.0,2.0,,19.0,,,18.0,10.0,1.0,,1.0,31.0,1.0,,,,22.0,,10.0,,3.0,,,,,2.0,,1.0,,1.0,2.0,4.0,,,,,,,,1.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,,,,2.0,2.0,,1.0,,,10.0,,,,,,,,,,,,0.0,11.0
USA_USL_Championship,2019,New Mexico United,g31cspu8sa8eohwakxm28ne2,D. Bruce,Midfielder,25,12.0,564.0,3.0,213.0,87.0,96.0,1.0,10.0,3.0,2.0,89.0,80.0,13.0,32.0,2.0,215.0,13.0,2.0,166.0,9.0,10.0,42.0,33.0,7.0,41.0,35.0,5.0,17.0,13.0,331.0,17.0,4.0,1.0,59.0,47.0,27.0,10.0,23.0,7.0,5.0,7.0,64.0,8.0,9.0,12.0,17.0,39.0,48.0,171.0,173.0,5.0,9.0,41.0,3.0,20.0,12.0,1.0,1.0,2.0,3.0,3.0,5.0,6.0,,,5.0,,4.0,,2.0,1.0,7.0,,3.0,3.0,,,2.0,2.0,4.0,,,1.0,2.0,1.0,,4.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,1.0,1.0,1.0,
USA_USL_Championship,2019,New Mexico United,s2xrhnx17w5swb66vaynmuvp,D. Estrada,Midfielder,19,15.0,1893.0,23.0,826.0,300.0,379.0,1.0,19.0,13.0,25.0,237.0,336.0,31.0,99.0,6.0,831.0,19.0,22.0,699.0,34.0,18.0,118.0,105.0,19.0,97.0,104.0,22.0,39.0,36.0,1183.0,30.0,7.0,6.0,173.0,144.0,47.0,10.0,86.0,14.0,20.0,19.0,212.0,23.0,39.0,15.0,30.0,101.0,282.0,708.0,713.0,39.0,14.0,126.0,17.0,72.0,8.0,17.0,3.0,2.0,5.0,2.0,6.0,21.0,5.0,,9.0,,6.0,2.0,1.0,,5.0,,2.0,14.0,,,,2.0,17.0,1.0,1.0,2.0,1.0,2.0,1.0,8.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,46.0,0.0,2.0,0.0,
USA_USL_Championship,2019,New Mexico United,640e3ewy8ugycjqj7vjq8l5ux,K. Frater,Forward,10,5.0,1967.0,9.0,625.0,179.0,344.0,12.0,16.0,21.0,79.0,319.0,153.0,29.0,136.0,7.0,646.0,72.0,46.0,468.0,32.0,51.0,152.0,133.0,35.0,143.0,81.0,21.0,43.0,14.0,1152.0,30.0,22.0,7.0,311.0,187.0,129.0,10.0,189.0,26.0,78.0,36.0,428.0,16.0,37.0,5.0,30.0,160.0,147.0,474.0,494.0,117.0,20.0,239.0,8.0,151.0,9.0,26.0,,14.0,25.0,3.0,,15.0,5.0,,7.0,,18.0,3.0,,1.0,30.0,7.0,3.0,38.0,9.0,,3.0,5.0,9.0,1.0,2.0,4.0,3.0,13.0,1.0,15.0,,2.0,4.0,3.0,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,78.0,7.0,7.0,3.0,
USA_USL_Championship,2019,New Mexico United,7jj903vemfgj6ip67njv0hy0a,J. Goss,Midfielder,20,,20.0,,5.0,,3.0,,,,1.0,2.0,1.0,2.0,1.0,,5.0,,,4.0,1.0,,1.0,2.0,,1.0,3.0,,,,9.0,2.0,,,3.0,2.0,,10.0,3.0,,,,5.0,1.0,1.0,,2.0,1.0,1.0,4.0,4.0,2.0,,2.0,,2.0,2.0,,,,,,,,,,,,,,,,,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
USA_USL_Championship,2019,New Mexico United,96wp33viywlxo7z7j2ymokqcq,M. Graczyk,Goalkeeper,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2019,New Mexico United,6i6p318hq25ioprkq5dye0cet,J. Guzmán,Midfielder,8,2.0,2264.0,10.0,1626.0,348.0,623.0,8.0,42.0,,10.0,189.0,980.0,52.0,98.0,4.0,1742.0,42.0,4.0,1518.0,36.0,1.0,140.0,433.0,8.0,108.0,165.0,26.0,33.0,34.0,2022.0,29.0,27.0,9.0,183.0,477.0,4.0,10.0,94.0,84.0,22.0,3.0,209.0,26.0,41.0,2.0,29.0,105.0,484.0,1489.0,1602.0,26.0,31.0,115.0,39.0,78.0,3.0,14.0,3.0,,,1.0,8.0,27.0,5.0,,10.0,,5.0,,,,1.0,,1.0,16.0,,,,2.0,21.0,2.0,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,22.0,,,0.0,
USA_USL_Championship,2019,New Mexico United,ag7r3tn7qxymp8c3ohzzlx6nd,S. Hamilton,Midfielder,4,,1431.0,,1050.0,109.0,325.0,4.0,42.0,1.0,36.0,166.0,603.0,37.0,90.0,4.0,1060.0,23.0,13.0,869.0,21.0,6.0,132.0,266.0,9.0,88.0,122.0,16.0,15.0,44.0,1293.0,20.0,13.0,5.0,120.0,358.0,16.0,10.0,105.0,59.0,17.0,3.0,197.0,29.0,23.0,,20.0,56.0,327.0,918.0,928.0,77.0,26.0,92.0,27.0,64.0,4.0,5.0,9.0,2.0,2.0,,8.0,10.0,2.0,,3.0,,1.0,,,,5.0,,,41.0,,,,,11.0,,2.0,1.0,,2.0,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,16.0,1.0,1.0,0.0,
USA_USL_Championship,2019,New Mexico United,3z8ipbwpjow7gdvk7elk97fca,T. Madden,Midfielder,23,2.0,300.0,14.0,164.0,35.0,71.0,2.0,9.0,,4.0,58.0,65.0,4.0,19.0,,164.0,8.0,1.0,133.0,6.0,,28.0,36.0,1.0,14.0,26.0,2.0,7.0,16.0,244.0,13.0,3.0,,29.0,55.0,2.0,10.0,12.0,3.0,2.0,4.0,38.0,3.0,9.0,2.0,13.0,22.0,38.0,136.0,136.0,9.0,2.0,26.0,7.0,7.0,11.0,2.0,,,1.0,,6.0,6.0,3.0,,,,1.0,6.0,,,,,,5.0,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,0.0,
USA_USL_Championship,2019,New Mexico United,dafwwmpmimizpg83kyhogb36d,C. Mizell,Goalkeeper,24,,3060.0,1.0,262.0,,189.0,2.0,400.0,,,405.0,190.0,1.0,1.0,9.0,780.0,,,161.0,49.0,,401.0,54.0,3.0,354.0,277.0,34.0,2.0,47.0,1058.0,34.0,,,8.0,674.0,,10.0,25.0,218.0,10.0,,26.0,26.0,57.0,,34.0,1.0,52.0,137.0,379.0,18.0,,1.0,,7.0,,,74.0,,3.0,,157.0,,8.0,,,,,,,,,,,18.0,,,,,1.0,,4.0,,,,,,,,,,,,,,,,87.0,293.0,,15.0,1.0,17.0,41.0,41.0,46.0,10.0,2.0,181.0,,,1.0,2.0,1.0,,,,,,,0.0,351.0
