liga,temporada,equipo,id,nombre,posicion,dorsal,Total Unsuccessful Passes ( Excl Crosses & Corners ),Unsuccessful Crosses open play,Unsuccessful Crosses & Corners,Through balls,Total Clearances,Penalty Goals Conceded,Unsuccessful Passes Own Half,Successful Long Passes,Index,Clean Sheets,Leftside Passes,Unsuccessful Launches,Successful Dribbles,Open Play Passes,Interceptions,PutThrough/Blocked Distribution Won,Successful Passes Own Half,Successful Open Play Passes,Aerial Duels lost,Total Fouls Won,Key Passes (Attempt Assists),Blocks,Unsuccessful Long Passes,Times Tackled,Tackles Won,Successful Short Passes,Goals Conceded Outside Box,Throw Ins to Own Player,PutThrough/Blocked Distribution,Successful Launches,Goals Conceded Inside Box,Ground Duels lost,Blocked Shots,Total Fouls Conceded,Total Losses Of Possession,Unsuccessful Short Passes,Successful Crosses & Corners,Total Tackles,Starts,Successful Crosses open play,Recoveries,Unsuccessful Passes Opposition Half,Forward Passes,Tackles Lost,Touches,Time Played,Successful Passes Opposition Half,Goals Conceded,Appearances,Substitute Off,Games Played,Duels lost,Aerial Duels,Backward Passes,Substitute On,Foul Attempted Tackle,Corners Won,Total Successful Passes ( Excl Crosses & Corners ) ,Total Passes,Ground Duels,Ground Duels won,Rightside Passes,Duels,Unsuccessful Dribbles,Total Touches In Opposition Box,Duels won,Throw Ins to Opposition Player,Winning Goal,Penalties Faced,Yellow Cards,Saves made - caught,Catches,Goal Kicks,Saves Made from Inside Box,Punches,Saves Made,Saves Made from Outside Box,Crosses not Claimed,Aerial Duels won,GK Unsuccessful Distribution,Drops,Saves made - parried,GK Successful Distribution,Total Shots,Shots Off Target (inc woodwork),Assists (Intentional),Offsides,Foul Won Penalty,Hit Woodwork,Attempts from Set Pieces,Unsuccessful Corners into Box,Goals from Inside Box,Successful Corners into Box,Right Foot Goals,Goals,Shots On Target ( inc goals ),Second Goal Assists,Corners Taken (incl short corners),Headed Goals,Unsuccessful lay-offs,Handballs conceded,Penalties Taken,Successful Lay-offs,Goal Assists,Home Goals,Away Goals,Red Cards - 2nd Yellow,Goals from Outside Box,Total Red Cards,Other Goals,Set Pieces Goals,Penalties Off Target,Penalties Conceded,Own Goal Scored,Left Foot Goals,Clearances Off the Line,Last Man Tackle,Straight Red Cards,Penalty Goals,Saves from Penalty,Penalties Saved,Goalkeeper Smother
USA_USL_League_One,2022,Central Valley Fuego FC,astc0pmj8d8cdkhb2lmn9g86i,T. Akinlosotu,Forward,17,56.0,3.0,3.0,1.0,9.0,1.0,24.0,10.0,10.0,2.0,115.0,6.0,5.0,269.0,14.0,8.0,122.0,213.0,2.0,8.0,6.0,3.0,15.0,15.0,12.0,212.0,3.0,40.0,10.0,1.0,10.0,32.0,1.0,6.0,93.0,41.0,1.0,16.0,8.0,1.0,43.0,35.0,112.0,4.0,437.0,741.0,101.0,13.0,11.0,3.0,11.0,34.0,2.0,30.0,3.0,4.0,1.0,222.0,278.0,61.0,29.0,21.0,63.0,9.0,6.0,29.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2022,Central Valley Fuego FC,76a7tc8jfkb4x4onzfa2k6jmd,O. Antman,Goalkeeper,1,145.0,,,,16.0,2.0,41.0,116.0,10.0,7.0,180.0,37.0,,336.0,1.0,,453.0,276.0,,5.0,2.0,,140.0,,,387.0,7.0,,,16.0,26.0,5.0,,2.0,150.0,5.0,,,24.0,,222.0,104.0,319.0,,903.0,2160.0,50.0,33.0,24.0,,24.0,5.0,9.0,,,1.0,,503.0,648.0,10.0,5.0,149.0,19.0,,,14.0,,0.0,2.0,6.0,3.0,22.0,220.0,43.0,6.0,67.0,24.0,1.0,9.0,46.0,3.0,18.0,312.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2022,Central Valley Fuego FC,53zkrsdzae2gr9wgk45mfc9ka,Keslley,Midfielder,11,1.0,,,,,,1.0,,10.0,,4.0,,,6.0,,,3.0,5.0,,,,,,,,5.0,,,,,,1.0,,1.0,2.0,1.0,,,,,2.0,,1.0,,10.0,23.0,2.0,,2.0,,2.0,1.0,1.0,,2.0,1.0,,5.0,6.0,1.0,,1.0,2.0,,1.0,1.0,,0.0,,1.0,,,,,,,,,1.0,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2022,Central Valley Fuego FC,a2qsmjnfnjm3uwu86k85ek7h1,V. Bijev,Midfielder,20,172.0,48.0,86.0,,8.0,3.0,32.0,79.0,10.0,4.0,99.0,9.0,19.0,614.0,5.0,20.0,190.0,446.0,24.0,32.0,24.0,2.0,35.0,50.0,19.0,398.0,8.0,24.0,42.0,2.0,27.0,94.0,20.0,31.0,379.0,137.0,25.0,33.0,24.0,15.0,81.0,226.0,166.0,14.0,1139.0,2159.0,312.0,35.0,27.0,8.0,27.0,118.0,51.0,143.0,3.0,19.0,22.0,477.0,649.0,178.0,84.0,241.0,229.0,27.0,83.0,111.0,2.0,0.0,,3.0,,,,,,,,,27.0,,,,,52.0,24.0,3.0,17.0,1.0,1.0,4.0,31.0,5.0,6.0,3.0,5.0,28.0,1.0,40.0,2.0,3.0,3.0,1.0,8.0,4.0,1.0,4.0,,,,,,,,,,,,,,,,
USA_USL_League_One,2022,Central Valley Fuego FC,5l5p8tzb0gskdlv6z9t485i0a,N. Boyal,Midfielder,16,1.0,,,,,,,,10.0,,1.0,,,2.0,,,1.0,1.0,,,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,1.0,1.0,,2.0,1.0,,,1.0,,1.0,,,,1.0,,,1.0,2.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2022,Central Valley Fuego FC,75h95szo9lzuihyznutrngbft,R. Bustamante,Forward,23,20.0,,,,3.0,1.0,2.0,4.0,10.0,,21.0,,1.0,76.0,,2.0,31.0,56.0,9.0,6.0,3.0,1.0,1.0,4.0,3.0,64.0,2.0,1.0,3.0,,6.0,16.0,1.0,11.0,33.0,19.0,,4.0,4.0,,11.0,18.0,13.0,1.0,128.0,367.0,37.0,8.0,13.0,3.0,13.0,25.0,12.0,30.0,9.0,5.0,1.0,68.0,88.0,27.0,11.0,24.0,39.0,,6.0,14.0,,0.0,,1.0,,,,,,,,,3.0,,,,,3.0,2.0,1.0,3.0,,,,,,,,,1.0,,,,,1.0,,3.0,1.0,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2022,Central Valley Fuego FC,a1bd7ilb6cy1lv3i90e34oesp,D. Casillas,Midfielder,22,103.0,28.0,30.0,1.0,15.0,2.0,21.0,28.0,10.0,1.0,117.0,10.0,5.0,374.0,21.0,11.0,116.0,271.0,8.0,44.0,16.0,4.0,32.0,31.0,5.0,245.0,3.0,52.0,22.0,4.0,16.0,58.0,5.0,17.0,197.0,71.0,15.0,10.0,15.0,14.0,64.0,112.0,146.0,5.0,688.0,1189.0,172.0,19.0,26.0,12.0,26.0,66.0,14.0,72.0,11.0,6.0,3.0,273.0,376.0,116.0,58.0,41.0,130.0,15.0,28.0,64.0,4.0,0.0,,6.0,,,,,,,,,6.0,,,,,10.0,6.0,,6.0,,,,2.0,2.0,1.0,2.0,3.0,4.0,,3.0,1.0,,1.0,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,
USA_USL_League_One,2022,Central Valley Fuego FC,68tqdxlstpilrkvyvdnbhy31l,A. Cerritos,Midfielder,29,43.0,2.0,5.0,2.0,1.0,2.0,4.0,23.0,10.0,1.0,80.0,4.0,22.0,339.0,1.0,10.0,86.0,297.0,10.0,26.0,19.0,2.0,9.0,37.0,6.0,278.0,2.0,,15.0,,12.0,55.0,4.0,16.0,127.0,34.0,4.0,13.0,12.0,1.0,52.0,44.0,85.0,7.0,540.0,1098.0,219.0,14.0,18.0,10.0,18.0,65.0,13.0,79.0,6.0,12.0,2.0,301.0,344.0,116.0,61.0,100.0,129.0,15.0,47.0,64.0,1.0,0.0,,1.0,,,,,,,,,3.0,,,,,13.0,7.0,2.0,2.0,,,,2.0,1.0,3.0,1.0,1.0,6.0,,5.0,,,1.0,,6.0,2.0,1.0,0.0,,,,,,,,,,,,,,,,
USA_USL_League_One,2022,Central Valley Fuego FC,a9xcv9evxwsmocgnrzz614w5x,C. Chaney,Forward,9,107.0,3.0,3.0,2.0,23.0,2.0,20.0,6.0,10.0,1.0,97.0,2.0,10.0,292.0,1.0,10.0,74.0,185.0,61.0,36.0,7.0,1.0,10.0,40.0,7.0,203.0,5.0,,21.0,1.0,17.0,88.0,14.0,49.0,209.0,97.0,,13.0,13.0,,29.0,90.0,55.0,6.0,618.0,1419.0,135.0,22.0,27.0,10.0,27.0,149.0,121.0,91.0,14.0,20.0,14.0,209.0,316.0,146.0,58.0,73.0,267.0,21.0,98.0,118.0,,4.0,,11.0,,,,,,,,,60.0,,,,,57.0,33.0,4.0,25.0,,2.0,9.0,,8.0,,8.0,10.0,24.0,,,1.0,3.0,3.0,1.0,13.0,4.0,4.0,6.0,,2.0,,1.0,1.0,1.0,,,,,,,,,,
USA_USL_League_One,2022,Central Valley Fuego FC,acd78enllnvzevc7w5oqx20a,J. Chavez,Forward,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
