liga,temporada,equipo,id,nombre,posicion,dorsal,Successful Short Passes,Successful Launches,Goals Conceded,Goal Kicks,Games Played,Saves Made from Inside Box,Appearances,Starts,Unsuccessful Passes Own Half,Successful Long Passes,Total Losses Of Possession,GK Unsuccessful Distribution,Time Played,Successful Passes Opposition Half,Forward Passes,Unsuccessful Long Passes,Total Clearances,Goals Conceded Outside Box,Saves Made,Duels won,Open Play Passes,Successful Open Play Passes,Recoveries,Rightside Passes,Touches,Index,Total Successful Passes ( Excl Crosses & Corners ) ,Duels,Ground Duels won,Unsuccessful Passes Opposition Half,Successful Passes Own Half,Total Unsuccessful Passes ( Excl Crosses & Corners ),GK Successful Distribution,Total Passes,Goalkeeper Smother,Leftside Passes,Goals Conceded Inside Box,Ground Duels,Saves Made from Outside Box,Winning Goal,Duels lost,Aerial Duels lost,Unsuccessful Launches,Penalties Conceded,Foul Attempted Tackle,Unsuccessful Short Passes,PutThrough/Blocked Distribution,Aerial Duels,Yellow Cards,Interceptions,Throw Ins to Own Player,Total Fouls Conceded,Total Fouls Won,Throw Ins to Opposition Player,Backward Passes,Penalty Goals Conceded,Ground Duels lost,Handballs conceded,Substitute Off,PutThrough/Blocked Distribution Won,Times Tackled,Own Goal Scored,Blocks,Goals,Aerial Duels won,Total Shots,Unsuccessful Crosses & Corners,Blocked Shots,Successful Dribbles,Right Foot Goals,Unsuccessful Dribbles,Total Touches In Opposition Box,Unsuccessful Crosses open play,Shots On Target ( inc goals ),Key Passes (Attempt Assists),Goals from Outside Box,Home Goals,Away Goals,Corners Taken (incl short corners),Total Tackles,Substitute On,Successful Corners into Box,Attempts from Set Pieces,Successful Crosses & Corners,Tackles Won,Corners Won,Saves made - parried,Penalties Faced,Successful Crosses open play,Tackles Lost,Overruns,Shots Off Target (inc woodwork),Successful Lay-offs,Offsides,Goals from Inside Box,Unsuccessful lay-offs,Headed Goals,Catches,Punches,Through balls,Penalty Goals,Left Foot Goals,Penalties Taken,Assists (Intentional),Goal Assists,Foul Won Penalty,Unsuccessful Corners into Box,Clean Sheets,Hit Woodwork,Last Player Tackle,Second Goal Assists,Drops,Straight Red Cards,Total Red Cards,Saves made - caught
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Martinique,afpjzmq8dre02vu3inav8bo16,A. Lamasine,Forward,17,4.0,,1.0,,1.0,,1.0,,,,4.0,,21.0,2.0,5.0,,,,,,6.0,3.0,,1.0,9.0,10.0,4.0,1.0,,3.0,2.0,3.0,,7.0,,,1.0,,,0.0,1.0,1.0,,,,3.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Martinique,3pli8kudxxa2vgxw0p99t4bmd,C. Mandouki,Midfielder,14,52.0,,2.0,,2.0,,2.0,2.0,4.0,2.0,21.0,,180.0,24.0,22.0,5.0,1.0,,,9.0,66.0,52.0,13.0,11.0,89.0,10.0,54.0,21.0,8.0,10.0,30.0,14.0,,68.0,,23.0,2.0,19.0,,0.0,12.0,1.0,,,1.0,9.0,6.0,2.0,1.0,,,5.0,3.0,,12.0,,11.0,,,,4.0,,,,1.0,,,,1.0,,1.0,1.0,,,2.0,,,,,4.0,,,,,3.0,,,,,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Martinique,4ks0b7b43io43m630jwppk8gl,J. Marajo,Forward,12,22.0,,2.0,,2.0,,2.0,2.0,1.0,,22.0,,162.0,18.0,4.0,1.0,,,,10.0,31.0,22.0,7.0,14.0,63.0,10.0,22.0,16.0,9.0,15.0,5.0,9.0,,31.0,,5.0,2.0,14.0,,0.0,6.0,1.0,,,1.0,8.0,4.0,2.0,,1.0,,2.0,6.0,,8.0,,5.0,,1.0,1.0,2.0,,,,1.0,2.0,7.0,,2.0,,1.0,5.0,5.0,,1.0,,,,1.0,1.0,,,,1.0,1.0,1.0,,,1.0,,,2.0,2.0,2.0,,,,,,,,,,,,,1.0,,,,,,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Martinique,7shd1qppkr5bmxuvo2j7hktt5,B. Moltenis,Defender,5,18.0,,,,1.0,,1.0,1.0,1.0,1.0,7.0,,69.0,7.0,7.0,2.0,3.0,,,6.0,25.0,18.0,2.0,10.0,35.0,10.0,19.0,10.0,4.0,6.0,12.0,7.0,,26.0,,9.0,,4.0,,0.0,4.0,4.0,,,,5.0,,6.0,,,,,2.0,,,,,,1.0,,,,,,2.0,,,,,,,,,,,,,,,3.0,,,,,1.0,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Martinique,e8zaogn66h5maco1p3v2foefo,H. Méribault,Defender,8,30.0,,1.0,,2.0,,2.0,2.0,4.0,3.0,27.0,,160.0,19.0,25.0,6.0,6.0,,,10.0,49.0,31.0,4.0,22.0,91.0,10.0,33.0,15.0,6.0,17.0,15.0,18.0,,51.0,,3.0,1.0,8.0,,0.0,5.0,3.0,2.0,,,12.0,1.0,7.0,,2.0,13.0,,1.0,2.0,1.0,,2.0,,1.0,,2.0,,1.0,,4.0,,3.0,,1.0,,1.0,1.0,3.0,,1.0,,,,,4.0,,,,1.0,3.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Martinique,efharfsu7vjwewp53yahakhqt,J. Porsan-Clémenté,Forward,20,40.0,,1.0,,2.0,,2.0,2.0,1.0,3.0,10.0,,154.0,20.0,4.0,2.0,,,,12.0,43.0,40.0,7.0,16.0,72.0,10.0,43.0,18.0,11.0,4.0,24.0,5.0,,48.0,,6.0,1.0,15.0,,0.0,6.0,2.0,,,,3.0,1.0,3.0,,1.0,1.0,1.0,4.0,,22.0,,4.0,,2.0,,3.0,,,,1.0,2.0,,1.0,2.0,,2.0,3.0,,,,,,,,5.0,,,1.0,1.0,3.0,1.0,,,,2.0,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Martinique,cu2fv53a6h2dx1rbgfeipw1k9,F. Poulolo,Defender,22,58.0,2.0,2.0,,2.0,,2.0,2.0,3.0,5.0,11.0,,180.0,24.0,34.0,5.0,12.0,,,9.0,66.0,58.0,3.0,15.0,109.0,10.0,63.0,15.0,6.0,5.0,40.0,8.0,,71.0,,20.0,2.0,9.0,,0.0,6.0,3.0,1.0,,,3.0,2.0,6.0,,2.0,1.0,1.0,2.0,,2.0,,3.0,,,2.0,,,4.0,,3.0,2.0,,,,,,1.0,,,,,,,,4.0,,,,1.0,2.0,,,,1.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Martinique,9e4cap4kc6vgihpznw2j2tisq,E. Reuperné,Forward,11,17.0,,1.0,,2.0,,2.0,,,1.0,11.0,,61.0,11.0,10.0,2.0,,,,10.0,22.0,16.0,5.0,1.0,42.0,10.0,18.0,15.0,10.0,6.0,7.0,6.0,,24.0,,8.0,1.0,14.0,,0.0,5.0,1.0,,,1.0,4.0,1.0,1.0,,1.0,,1.0,5.0,,5.0,,4.0,,,1.0,2.0,,,,,1.0,,,2.0,,1.0,2.0,,,,,,,,3.0,2.0,,,,1.0,,,,,2.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Martinique,etpz02nhmtq6um9rqbg2lq7dh,J. Riviérez,Defender,18,70.0,,2.0,5.0,2.0,,2.0,2.0,2.0,10.0,16.0,,180.0,23.0,41.0,7.0,11.0,,,11.0,81.0,71.0,8.0,34.0,126.0,10.0,80.0,16.0,10.0,9.0,57.0,10.0,5.0,90.0,,11.0,2.0,15.0,,0.0,5.0,,4.0,,1.0,3.0,2.0,1.0,,2.0,1.0,1.0,2.0,,4.0,,5.0,,,2.0,,,1.0,,1.0,,1.0,,2.0,,,,1.0,,,,,,,6.0,,,,,1.0,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Martinique,dumandewoj66m93pkrnm5skyc,R. Varane,Forward,9,4.0,,1.0,,2.0,,2.0,,,,2.0,,38.0,3.0,,,1.0,,,2.0,4.0,4.0,,2.0,9.0,10.0,4.0,3.0,1.0,,1.0,,,4.0,,,1.0,2.0,,0.0,1.0,,,,,,,1.0,,,,,1.0,,2.0,,1.0,,,,1.0,,,,1.0,,,,,,,,,,1.0,,,,,,2.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
