root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Touches,Successful Short Passes,Starts,Blocks,Successful Passes Opposition Half,PutThrough/Blocked Distribution,Appearances,Unsuccessful Passes Own Half,Tackles Lost,Tackles Won,Unsuccessful Short Passes,Total Tackles,Unsuccessful Passes Opposition Half,Ground Duels won,PutThrough/Blocked Distribution Won,Index,Clean Sheets,Games Played,Total Clearances,Total Passes,Total Losses Of Possession,Successful Long Passes,Ground Duels,Rightside Passes,Successful Open Play Passes,Recoveries,Total Successful Passes ( Excl Crosses & Corners ) ,Open Play Passes,Time Played,Total Unsuccessful Passes ( Excl Crosses & Corners ),Duels,Leftside Passes,Forward Passes,Interceptions,Successful Passes Own Half,Unsuccessful Launches,Duels won,Unsuccessful Long Passes,Backward Passes,Winning Goal,Ground Duels lost,GK Unsuccessful Distribution,Goals Conceded,Saves Made from Inside Box,Successful Launches,Duels lost,Goal Kicks,Aerial Duels,Saves Made,Catches,Goals Conceded Outside Box,Saves Made from Outside Box,Drops,Aerial Duels won,Saves made - parried,Punches,Goals Conceded Inside Box,GK Successful Distribution,Substitute On,Unsuccessful Crosses open play,Unsuccessful Crosses & Corners,Total Touches In Opposition Box,Total Fouls Won,Throw Ins to Own Player,Successful Lay-offs,Unsuccessful Dribbles,Times Tackled,Substitute Off,Foul Attempted Tackle,Total Fouls Conceded,Key Passes (Attempt Assists),Offsides,Aerial Duels lost,Corners Won,Successful Crosses & Corners,Goal Assists,Successful Crosses open play,Assists (Intentional),Successful Dribbles,Overruns,Throw Ins to Opposition Player,Yellow Cards,Handballs conceded,Corners Taken (incl short corners),Right Foot Goals,Unsuccessful Corners into Box,Shots Off Target (inc woodwork),Successful Corners into Box,Attempts from Set Pieces,Shots On Target ( inc goals ),Goals,Goals from Inside Box,Total Shots,Home Goals,Away Goals,Blocked Shots,Through balls,Foul Won Penalty,Penalties Taken,Headed Goals,Unsuccessful lay-offs,Penalty Goals,Left Foot Goals,Goals from Outside Box,Hit Woodwork,Last Player Tackle,Penalties Conceded,Goalkeeper Smother,Saves from Penalty,Penalties Faced,Penalties Saved,Red Cards - 2nd Yellow,Total Red Cards,Second Goal Assists,Penalty Goals Conceded,Clearances Off the Line,Straight Red Cards,Saves made - caught,Penalties Off Target,Own Goal Scored,Crosses not Claimed
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2024,Atlas FC,Atlas_FC,cb6oodfu9rk751khbomxg2yuh,E. Aguirre,Forward,19,69.0,31.0,3.0,,17.0,4.0,3.0,2.0,,2.0,8.0,2.0,6.0,6.0,3.0,10.0,,3.0,2.0,39.0,15.0,,15.0,6.0,25.0,3.0,31.0,33.0,252.0,8.0,25.0,9.0,8.0,,14.0,,9.0,,16.0,0.0,9.0,,3.0,,,16.0,,10.0,,,,,,3.0,,,3.0,,,,,3.0,4.0,2.0,3.0,2.0,3.0,2.0,3.0,7.0,1.0,1.0,7.0,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2024,Atlas FC,Atlas_FC,ancqubjqqf22bdzlposz8okbt,G. Aguirre,Defender,13,47.0,31.0,1.0,,2.0,1.0,1.0,,,,,,3.0,1.0,1.0,10.0,1.0,1.0,7.0,36.0,4.0,2.0,3.0,5.0,30.0,1.0,33.0,33.0,90.0,3.0,6.0,16.0,14.0,1.0,31.0,1.0,3.0,3.0,1.0,0.0,2.0,,,,1.0,3.0,2.0,3.0,,,,,,2.0,,,,2.0,,,,1.0,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2024,Atlas FC,Atlas_FC,bq2k2eljw2kf5rppuksl15jbo,A. Bass,Midfielder,30,7.0,4.0,,,2.0,,1.0,1.0,,,2.0,,1.0,,,10.0,,1.0,,7.0,2.0,1.0,,3.0,5.0,,5.0,7.0,6.0,2.0,1.0,3.0,1.0,,3.0,,,,,0.0,,,,,,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2024,Atlas FC,Atlas_FC,9c0nn4eotrbbbsje9t82fd8t1,U. Đurđević,Forward,32,2.0,1.0,,,1.0,,1.0,,,,1.0,,1.0,,,10.0,,1.0,,2.0,1.0,,,1.0,1.0,,1.0,2.0,7.0,1.0,1.0,,1.0,,,,1.0,,,0.0,,,,,,,,1.0,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2024,Atlas FC,Atlas_FC,1kggpaz4j0ttrjavw0z6tzjhm,I. Domínguez,Defender,3,11.0,5.0,,1.0,2.0,,2.0,,,1.0,,1.0,1.0,1.0,,10.0,,2.0,,5.0,4.0,,2.0,,5.0,1.0,5.0,5.0,11.0,,3.0,,,,3.0,,1.0,,5.0,0.0,1.0,,,,,2.0,,1.0,,,,,,,,,,,2.0,1.0,1.0,,,,,,,,1.0,1.0,,,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2024,Atlas FC,Atlas_FC,3hspnklskppmobi4ihyg5a09h,Matheus Dória,Defender,5,47.0,19.0,1.0,1.0,6.0,2.0,2.0,6.0,1.0,,6.0,1.0,6.0,3.0,,10.0,,2.0,3.0,35.0,13.0,4.0,6.0,4.0,20.0,4.0,23.0,32.0,84.0,12.0,9.0,11.0,17.0,1.0,17.0,2.0,5.0,6.0,3.0,0.0,3.0,,2.0,,,4.0,1.0,3.0,,,,,,2.0,,,2.0,1.0,1.0,,,1.0,2.0,,,,,1.0,1.0,3.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2024,Atlas FC,Atlas_FC,c6mn8nsx1djyybi6vs3wvd6qy,R. Fulgencio,Midfielder,7,89.0,39.0,2.0,,38.0,4.0,3.0,4.0,3.0,1.0,10.0,4.0,12.0,8.0,,10.0,,3.0,1.0,59.0,26.0,7.0,15.0,22.0,44.0,12.0,46.0,56.0,166.0,13.0,15.0,6.0,15.0,,14.0,2.0,8.0,3.0,16.0,0.0,7.0,,2.0,,,7.0,,,,,,,,,,,2.0,,1.0,1.0,3.0,5.0,,,,2.0,5.0,2.0,,2.0,1.0,,,1.0,6.0,1.0,3.0,1.0,4.0,,,,,3.0,,1.0,,1.0,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2024,Atlas FC,Atlas_FC,7ryaeixwywl05esrvzbm5bjkl,M. García,Midfielder,8,39.0,15.0,,,11.0,2.0,3.0,1.0,2.0,3.0,5.0,5.0,7.0,6.0,2.0,10.0,,3.0,,22.0,12.0,,13.0,7.0,15.0,6.0,15.0,22.0,45.0,7.0,13.0,3.0,8.0,1.0,4.0,,6.0,2.0,4.0,0.0,7.0,,1.0,,,7.0,,,,,1.0,,,,,,,,3.0,1.0,1.0,1.0,1.0,,,2.0,4.0,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2024,Atlas FC,Atlas_FC,549dc7g9a3jeklnex9sqlj97u,C. Guillen,Forward,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2024,Atlas FC,Atlas_FC,2hlfqnms7bs6eiy9gibc4fvft,José Hernández,Goalkeeper,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
