liga,temporada,equipo,id,nombre,posicion,dorsal,Penalty Goals Conceded,Goals Conceded,Games Played,Appearances,Index,Starts,Goals Conceded Inside Box,Time Played,Winning Goal,Yellow Cards,Substitute On,Substitute Off,Goals Conceded Outside Box,Rightside Passes,Successful Open Play Passes,Forward Passes,Touches,Goalkeeper Smother,Punches,Total Passes,Successful Passes Opposition Half,GK Successful Distribution,Leftside Passes,Saves Made from Outside Box,Unsuccessful Passes Own Half,Unsuccessful Passes Opposition Half,Successful Short Passes,Recoveries,Saves Made,Penalties Faced,Goal Kicks,Successful Long Passes,Total Losses Of Possession,Total Unsuccessful Passes ( Excl Crosses & Corners ),Open Play Passes,GK Unsuccessful Distribution,Saves Made from Inside Box,Total Clearances,Successful Launches,Total Successful Passes ( Excl Crosses & Corners ) ,Unsuccessful Long Passes,Unsuccessful Launches,Successful Passes Own Half,Saves made - parried,Tackles Lost,PutThrough/Blocked Distribution,Backward Passes,Total Fouls Won,Tackles Won,Duels,Blocked Shots,Unsuccessful Dribbles,Aerial Duels,Ground Duels lost,Corners Won,Aerial Duels lost,Times Tackled,Unsuccessful Crosses & Corners,PutThrough/Blocked Distribution Won,Total Fouls Conceded,Total Tackles,Ground Duels,Total Touches In Opposition Box,Aerial Duels won,Duels lost,Unsuccessful Crosses open play,Successful Dribbles,Unsuccessful Short Passes,Ground Duels won,Duels won,Successful Lay-offs,Total Shots,Shots Off Target (inc woodwork),Interceptions,Foul Attempted Tackle,Throw Ins to Own Player,Last Man Tackle,Throw Ins to Opposition Player,Blocks,Successful Crosses open play,Key Passes (Attempt Assists),Successful Crosses & Corners,Through balls,Assists (Intentional),Shots On Target ( inc goals ),Goal Assists,Goals,Goals from Inside Box,Offsides,Left Foot Goals,Home Goals,Away Goals,Handballs conceded,Penalties Conceded,Corners Taken (incl short corners),Unsuccessful Corners into Box,Successful Corners into Box,Attempts from Set Pieces,Unsuccessful lay-offs,Catches,Clean Sheets,Headed Goals,Hit Woodwork,Right Foot Goals,Red Cards - 2nd Yellow,Total Red Cards,Goals from Outside Box,Second Goal Assists,Saves made - caught,Own Goal Scored,Penalties Taken,Penalty Goals,Foul Won Penalty,Drops,Clearances Off the Line,Set Pieces Goals,Straight Red Cards,Penalties Saved,Saves from Penalty,Overruns
USA_US_Open_Cup,2023,Chattanooga FC,3aasxinscycmtpysn7ntpo5wp,L. Alvarenga,Midfielder,9,,,2.0,2.0,10.0,,,17.0,0.0,,2.0,,,1.0,8.0,2.0,12.0,,,10.0,8.0,,6.0,,1.0,,9.0,1.0,,,,,1.0,1.0,9.0,,,,,9.0,,,1.0,,,,1.0,,1.0,1.0,,,,,,,,,,,1.0,1.0,,,,,,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2023,Chattanooga FC,7jaa504py8qcx30a2p1vgn8d0,J. Antoine,Goalkeeper,15,,2.0,2.0,2.0,10.0,2.0,,210.0,0.0,,,,2.0,5.0,11.0,38.0,79.0,,,58.0,3.0,21.0,15.0,1.0,5.0,24.0,22.0,21.0,7.0,,26.0,7.0,32.0,29.0,19.0,11.0,6.0,3.0,2.0,29.0,29.0,12.0,26.0,2.0,,,,1.0,,3.0,,,3.0,,,,,,,,,,,3.0,,,,,,3.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2023,Chattanooga FC,bv4magvzhpikrafk2iaowkzu2,A. Bowers,Defender,2,,2.0,2.0,2.0,10.0,2.0,,210.0,0.0,1.0,,,2.0,37.0,99.0,50.0,138.0,,,119.0,20.0,,24.0,,12.0,8.0,93.0,8.0,,,,6.0,23.0,20.0,119.0,,,8.0,1.0,99.0,9.0,4.0,79.0,,,4.0,8.0,1.0,1.0,6.0,,,4.0,,,3.0,,,3.0,,1.0,2.0,1.0,1.0,3.0,,,11.0,2.0,3.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2023,Chattanooga FC,ew3qxbn1ev1qv7wi0iwoc642c,J. Burke,Goalkeeper,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2023,Chattanooga FC,33pqpsacje65m7xhh0x5ln2dx,R. Dixon,Midfielder,4,,2.0,2.0,2.0,10.0,2.0,,210.0,0.0,,,,2.0,22.0,94.0,36.0,154.0,,,115.0,49.0,,30.0,,5.0,11.0,99.0,25.0,,,,,23.0,16.0,110.0,,,3.0,,99.0,5.0,3.0,50.0,,2.0,3.0,27.0,2.0,9.0,24.0,,,3.0,8.0,,2.0,3.0,,3.0,2.0,11.0,21.0,,1.0,10.0,,,11.0,13.0,14.0,1.0,,,6.0,1.0,,,1.0,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2023,Chattanooga FC,5m8hxfvza21t4wfe6v0a18etw,L. García,Midfielder,19,,2.0,2.0,2.0,10.0,2.0,,193.0,0.0,1.0,,2.0,2.0,21.0,107.0,47.0,163.0,,,129.0,65.0,,33.0,,4.0,15.0,108.0,16.0,,,,3.0,25.0,18.0,124.0,,,2.0,,111.0,3.0,2.0,46.0,,1.0,6.0,28.0,5.0,3.0,27.0,1.0,,4.0,10.0,,2.0,4.0,1.0,3.0,,4.0,23.0,2.0,2.0,12.0,1.0,4.0,15.0,13.0,15.0,,,,3.0,,2.0,,,,,2.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2023,Chattanooga FC,4hdai9za2ls03tjpcw0ahu5wq,T. Gray,Forward,11,,2.0,2.0,2.0,10.0,2.0,,210.0,0.0,,,,2.0,29.0,50.0,15.0,130.0,,,71.0,40.0,,4.0,,7.0,14.0,50.0,11.0,,,,1.0,48.0,20.0,70.0,,,,,51.0,2.0,1.0,11.0,,1.0,2.0,23.0,6.0,2.0,51.0,1.0,7.0,12.0,23.0,1.0,7.0,16.0,1.0,1.0,5.0,3.0,39.0,10.0,5.0,30.0,1.0,7.0,18.0,16.0,21.0,1.0,2.0,1.0,3.0,5.0,,,,,,2.0,,,2.0,1.0,2.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
USA_US_Open_Cup,2023,Chattanooga FC,9gk1m714ni2m8n26uybsgadey,E. Koren,Midfielder,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2023,Chattanooga FC,bo0vowpognvbbe26aw3ngubmy,L. Lopez,Forward,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2023,Chattanooga FC,584mtbq769ddrytyolufqc7bo,J. Louis,Midfielder,17,,,2.0,2.0,10.0,,,67.0,0.0,,2.0,,,2.0,14.0,4.0,35.0,,,17.0,11.0,,4.0,,,3.0,14.0,3.0,,,,,11.0,3.0,17.0,,,2.0,,14.0,,,3.0,,,1.0,7.0,2.0,3.0,21.0,,1.0,5.0,11.0,,4.0,5.0,,,4.0,3.0,16.0,1.0,1.0,15.0,,,3.0,5.0,6.0,1.0,1.0,,,1.0,,,,,,,,,,1.0,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
