liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Time Played,Substitute On,Successful Lay-offs,Successful Launches,Goals,Right Foot Goals,Open Play Passes,Corners Won,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Yellow Cards,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Substitute Off,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Corners into Box,Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Corners Taken (incl short corners),Appearances,Foul Attempted Tackle,Blocks,Ground Duels,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Successful Long Passes,Successful Crosses open play,Total Fouls Won,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Games Played,Unsuccessful Corners into Box,Assists (Intentional),Ground Duels lost,Leftside Passes,Goals from Inside Box,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Goal Assists,Through balls,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Throw Ins to Own Player,Throw Ins to Opposition Player,Offsides,Goals from Outside Box,Attempts from Set Pieces,Left Foot Goals,Headed Goals,Handballs conceded,Hit Woodwork,Penalties Taken,Penalty Goals,GK Successful Distribution,Total Red Cards,Red Cards - 2nd Yellow,Penalties Conceded,Unsuccessful lay-offs,Saves Made,Crosses not Claimed,Punches,Goalkeeper Smother,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves made - caught,GK Unsuccessful Distribution,Own Goal Scored,Clearances Off the Line,Straight Red Cards,Penalties Saved,Saves from Penalty,Set Pieces Goals,Foul Won Penalty,Last Man Tackle,Second Goal Assists,Penalties Off Target,Times Tackled,Penalty Goals Conceded,Home Goals,Away Goals,Winning Goal,Overruns,Goal Kicks,Other Goals
Mexico_Liga_MX,2016-2017,CD Guadalajara,93oc9ezl3ybfsei0z4xgkjo45,O. Alanís,Defender,2,,1910.0,,,14.0,2.0,,1004.0,5.0,68.0,,278.0,34.0,,77.0,12.0,11.0,5.0,27.0,168.0,625.0,29.0,73.0,1053.0,2.0,17.0,10.0,789.0,16.0,15.0,150.0,,354.0,3.0,92.0,4.0,91.0,22.0,17.0,58.0,1301.0,,22.0,7.0,14.0,84.0,460.0,13.0,10.0,75.0,4.0,114.0,,10.0,28.0,2.0,139.0,75.0,21.0,,22.0,,1.0,37.0,171.0,1.0,863.0,903.0,55.0,8.0,2.0,,20.0,64.0,9.0,33.0,47.0,6.0,,,1.0,8.0,2.0,,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
Mexico_Liga_MX,2016-2017,CD Guadalajara,4iivsyrv0x14eu11h0fnc9djp,M. Basulto,Defender,28,,96.0,1.0,,1.0,,,36.0,1.0,7.0,,15.0,2.0,1.0,2.0,,,,2.0,8.0,16.0,2.0,5.0,38.0,,3.0,1.0,28.0,3.0,,7.0,,5.0,,7.0,,4.0,1.0,1.0,,60.0,,2.0,3.0,,8.0,17.0,1.0,10.0,6.0,,3.0,,1.0,2.0,,12.0,9.0,3.0,,2.0,,,4.0,9.0,,29.0,31.0,4.0,,,,2.0,6.0,,1.0,4.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2016-2017,CD Guadalajara,7y9k549gjh2183ylplvwg2q5l,M. Benítez,Forward,97,1.0,240.0,4.0,,,,,72.0,,5.0,,41.0,2.0,,5.0,1.0,2.0,1.0,6.0,32.0,12.0,5.0,15.0,73.0,2.0,3.0,5.0,52.0,4.0,2.0,20.0,,24.0,4.0,18.0,1.0,4.0,2.0,1.0,3.0,117.0,,6.0,1.0,,22.0,30.0,9.0,10.0,20.0,,1.0,,4.0,6.0,2.0,34.0,3.0,5.0,1.0,6.0,,,8.0,14.0,,53.0,53.0,12.0,,,,5.0,14.0,,1.0,14.0,7.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2016-2017,CD Guadalajara,52xjaejv3eeiyd2xn5642g2xh,I. Brizuela,Midfielder,11,2.0,274.0,7.0,,1.0,,,89.0,1.0,16.0,1.0,57.0,2.0,1.0,4.0,4.0,7.0,1.0,4.0,42.0,20.0,3.0,12.0,92.0,2.0,3.0,9.0,72.0,2.0,10.0,16.0,,17.0,3.0,13.0,1.0,15.0,2.0,8.0,5.0,184.0,,9.0,2.0,1.0,29.0,33.0,13.0,10.0,21.0,3.0,4.0,1.0,6.0,3.0,3.0,36.0,5.0,3.0,2.0,9.0,,1.0,11.0,26.0,,73.0,76.0,7.0,,1.0,,1.0,15.0,2.0,3.0,18.0,14.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
Mexico_Liga_MX,2016-2017,CD Guadalajara,3sdywftwcj3sitdj7k4qhoamt,N. Calderón,Midfielder,18,26.0,768.0,8.0,4.0,1.0,1.0,1.0,355.0,5.0,65.0,7.0,231.0,7.0,,20.0,6.0,12.0,,1.0,137.0,77.0,13.0,48.0,369.0,6.0,7.0,13.0,271.0,6.0,21.0,68.0,2.0,91.0,15.0,89.0,7.0,36.0,8.0,13.0,16.0,546.0,18.0,16.0,4.0,,69.0,132.0,12.0,10.0,37.0,9.0,30.0,5.0,8.0,3.0,6.0,73.0,7.0,6.0,37.0,16.0,10.0,,35.0,81.0,,287.0,301.0,4.0,,,2.0,12.0,36.0,1.0,11.0,34.0,8.0,,1.0,1.0,2.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
Mexico_Liga_MX,2016-2017,CD Guadalajara,ccshz3fey8ey3gnd6jvxl9ckp,M. Contreras,Midfielder,96,1.0,56.0,,,,,,7.0,,3.0,,3.0,1.0,,1.0,,,1.0,,3.0,3.0,1.0,,7.0,1.0,,,5.0,1.0,,1.0,,2.0,,2.0,,,1.0,,,12.0,,1.0,,,3.0,1.0,,10.0,1.0,,1.0,,,,,3.0,,2.0,1.0,1.0,,,2.0,1.0,,6.0,6.0,,,,,,2.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2016-2017,CD Guadalajara,5jj07az7i7svdgh5egd1s5dqt,R. Cota,Goalkeeper,30,,2070.0,,,35.0,,,314.0,,1.0,,69.0,89.0,2.0,195.0,,,5.0,1.0,211.0,352.0,1.0,5.0,621.0,,1.0,3.0,282.0,19.0,,200.0,,98.0,,157.0,,238.0,23.0,2.0,43.0,886.0,,23.0,1.0,,14.0,409.0,,10.0,11.0,,139.0,,5.0,2.0,1.0,17.0,12.0,24.0,,23.0,,,5.0,113.0,,234.0,421.0,3.0,8.0,1.0,,1.0,6.0,,2.0,9.0,,,,,,,,,,,,257.0,,,1.0,,88.0,2.0,6.0,1.0,1.0,15.0,37.0,18.0,51.0,3.0,8.0,74.0,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2016-2017,CD Guadalajara,d744e265dva4ix71yuv8zzyt,C. Fierro,Forward,21,56.0,1112.0,11.0,8.0,,1.0,1.0,219.0,22.0,60.0,19.0,147.0,,,2.0,10.0,6.0,2.0,13.0,197.0,47.0,15.0,48.0,225.0,4.0,18.0,19.0,168.0,12.0,11.0,50.0,5.0,49.0,10.0,99.0,5.0,32.0,11.0,18.0,8.0,505.0,8.0,22.0,5.0,,136.0,64.0,41.0,10.0,62.0,5.0,7.0,14.0,25.0,3.0,30.0,152.0,5.0,14.0,57.0,22.0,1.0,1.0,77.0,52.0,1.0,169.0,175.0,16.0,3.0,1.0,,10.0,90.0,5.0,1.0,59.0,13.0,1.0,8.0,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2016-2017,CD Guadalajara,b0803yb3nzorkuu22yov1mrc9,J. Godínez,Forward,102,,19.0,1.0,,,,,3.0,,,,2.0,,,,,1.0,,1.0,2.0,,1.0,1.0,3.0,,1.0,,1.0,,1.0,1.0,,,1.0,1.0,,,,,,7.0,,1.0,,,3.0,,1.0,10.0,1.0,,1.0,,,,,4.0,,,,1.0,,,2.0,3.0,,2.0,2.0,1.0,,,,1.0,3.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2016-2017,CD Guadalajara,3tj14uw0unebifz0frd9u2dw5,E. Hernández,Defender,6,33.0,1762.0,,4.0,4.0,1.0,1.0,771.0,8.0,145.0,12.0,408.0,29.0,2.0,55.0,14.0,3.0,5.0,12.0,270.0,269.0,30.0,98.0,818.0,5.0,27.0,33.0,628.0,12.0,10.0,153.0,3.0,275.0,19.0,155.0,2.0,90.0,21.0,31.0,43.0,1288.0,25.0,21.0,15.0,6.0,151.0,329.0,16.0,10.0,91.0,7.0,37.0,8.0,17.0,12.0,7.0,175.0,37.0,17.0,45.0,21.0,8.0,1.0,72.0,69.0,1.0,620.0,665.0,24.0,7.0,1.0,,24.0,84.0,6.0,30.0,79.0,134.0,25.0,1.0,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
