liga,temporada,equipo,id,nombre,posicion,dorsal,Key Passes (Attempt Assists),Substitute Off,Interceptions,Aerial Duels lost,Foul Attempted Tackle,PutThrough/Blocked Distribution,Successful Launches,Unsuccessful Launches,Headed Goals,Forward Passes,Penalty Goals Conceded,Successful Crosses open play,Successful Passes Own Half,Aerial Duels,Ground Duels lost,Successful Crosses & Corners,Total Passes,Unsuccessful Dribbles,Duels lost,Total Touches In Opposition Box,Games Played,Shots On Target ( inc goals ),Blocked Shots,Unsuccessful Long Passes,Backward Passes,Unsuccessful Crosses & Corners,Unsuccessful Passes Opposition Half,Ground Duels won,Starts,Goals Conceded Inside Box,Total Successful Passes ( Excl Crosses & Corners ) ,Total Losses Of Possession,Times Tackled,Time Played,Successful Open Play Passes,Goals,Unsuccessful Short Passes,Successful Short Passes,Shots Off Target (inc woodwork),Goals Conceded Outside Box,Successful Lay-offs,Tackles Lost,Total Clearances,Successful Long Passes,Goals Conceded,Touches,Appearances,Leftside Passes,Unsuccessful Passes Own Half,Total Shots,Recoveries,Hit Woodwork,Rightside Passes,Successful Dribbles,Total Tackles,Duels,Corners Won,Open Play Passes,PutThrough/Blocked Distribution Won,Through balls,Index,Duels won,Aerial Duels won,Yellow Cards,Goals from Inside Box,Successful Passes Opposition Half,Tackles Won,Total Fouls Won,Unsuccessful Crosses open play,Substitute On,Total Unsuccessful Passes ( Excl Crosses & Corners ),Ground Duels,Total Fouls Conceded,Clean Sheets,Home Goals,Away Goals,Winning Goal,Assists (Intentional),Corners Taken (incl short corners),Unsuccessful Corners into Box,Attempts from Set Pieces,Blocks,Offsides,Throw Ins to Own Player,Throw Ins to Opposition Player,Successful Corners into Box,Goal Assists,GK Successful Distribution,Penalties Conceded,GK Unsuccessful Distribution,Handballs conceded,Straight Red Cards,Right Foot Goals,Penalties Taken,Total Red Cards,Unsuccessful lay-offs,Goals from Outside Box,Penalty Goals,Foul Won Penalty,Other Goals,Left Foot Goals,Red Cards - 2nd Yellow,Clearances Off the Line,Penalties Saved,Saves Made,Catches,Saves from Penalty,Saves Made from Outside Box,Saves Made from Inside Box,Punches,Penalties Faced,Saves made - parried,Goalkeeper Smother,Set Pieces Goals,Drops,Saves made - caught,Crosses not Claimed,Own Goal Scored,Last Man Tackle,Second Goal Assists,Successful Fifty Fifty,Fifty Fifty,Penalties Off Target
USA_USL_Championship,2021,Real Monarchs SLC,42hi96pvzz8f69ixlcncn0549,K. Adams,Defender,45,9.0,,42.0,42.0,6.0,23.0,20.0,50.0,,590.0,3.0,,894.0,100.0,29.0,,1388.0,,71.0,17.0,29.0,2.0,4.0,125.0,62.0,2.0,143.0,66.0,27.0,43.0,1158.0,247.0,1.0,2477.0,1086.0,1.0,105.0,1022.0,1.0,8.0,,21.0,140.0,136.0,51.0,1760.0,29.0,243.0,89.0,3.0,107.0,1.0,493.0,3.0,46.0,195.0,2.0,1299.0,18.0,,10.0,124.0,58.0,6.0,1.0,264.0,25.0,18.0,2.0,2.0,230.0,95.0,15.0,3.0,1.0,0.0,0.0,,,,,42.0,,7.0,2.0,,,,1.0,1.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,2.0,3.0,
USA_USL_Championship,2021,Real Monarchs SLC,ds5hwq8so055ytufet6al7hpm,I. Bancé,Midfielder,41,10.0,11.0,26.0,17.0,35.0,32.0,2.0,13.0,,237.0,1.0,,355.0,28.0,86.0,,807.0,4.0,103.0,12.0,24.0,6.0,7.0,43.0,134.0,9.0,107.0,60.0,18.0,28.0,661.0,196.0,13.0,1570.0,643.0,2.0,103.0,597.0,13.0,4.0,2.0,14.0,14.0,64.0,32.0,1042.0,24.0,170.0,48.0,19.0,123.0,1.0,266.0,5.0,44.0,174.0,3.0,788.0,15.0,,10.0,71.0,11.0,7.0,1.0,306.0,30.0,12.0,5.0,6.0,146.0,146.0,45.0,,0.0,2.0,0.0,,3.0,2.0,,6.0,,9.0,,,,,,,1.0,,1.0,,1.0,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,
USA_USL_Championship,2021,Real Monarchs SLC,844k9wmnxkk24xsjd4fdb4rca,G. Beavers,Goalkeeper,80,,,,,,,2.0,3.0,,30.0,,,29.0,,,,55.0,,,,2.0,,,21.0,,,16.0,1.0,2.0,1.0,33.0,24.0,,180.0,10.0,,1.0,23.0,,2.0,,1.0,1.0,10.0,3.0,83.0,2.0,11.0,6.0,,21.0,,14.0,,1.0,1.0,,21.0,,,10.0,1.0,,,,4.0,,,,,22.0,1.0,,,0.0,0.0,0.0,,,,,,,,,,,32.0,,10.0,,,,,,,,,,,,,,,9.0,1.0,,3.0,6.0,,,3.0,,,1.0,3.0,,,,,,,
USA_USL_Championship,2021,Real Monarchs SLC,dppygy8o0csc5z6w5phgpiy38,J. Benitez,Midfielder,65,,6.0,1.0,4.0,5.0,4.0,,,,53.0,,,67.0,4.0,23.0,,142.0,,27.0,,9.0,,,6.0,25.0,1.0,21.0,16.0,7.0,4.0,111.0,38.0,1.0,392.0,108.0,,25.0,108.0,,2.0,2.0,3.0,3.0,3.0,6.0,177.0,9.0,35.0,11.0,,18.0,,29.0,1.0,10.0,43.0,,139.0,2.0,,10.0,16.0,,2.0,,44.0,7.0,5.0,1.0,2.0,31.0,39.0,14.0,,0.0,0.0,0.0,,,,,1.0,,1.0,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2021,Real Monarchs SLC,51klzld7g7b3n2ynfm4ssdb84,A. Briggs,Forward,42,7.0,7.0,2.0,22.0,3.0,12.0,,,,33.0,1.0,,57.0,54.0,37.0,,214.0,14.0,59.0,45.0,19.0,8.0,,,91.0,1.0,49.0,25.0,9.0,17.0,153.0,126.0,23.0,905.0,127.0,3.0,61.0,152.0,10.0,5.0,18.0,6.0,8.0,1.0,22.0,363.0,19.0,48.0,13.0,18.0,25.0,,42.0,2.0,10.0,116.0,3.0,188.0,9.0,2.0,10.0,57.0,32.0,1.0,3.0,96.0,4.0,14.0,1.0,10.0,61.0,62.0,14.0,,2.0,1.0,0.0,1.0,,,,,5.0,,,,2.0,,,,,,2.0,,,4.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2021,Real Monarchs SLC,84v7wkiby3gxavrnoqogo6e39,A. Brody,Midfielder,2,1.0,,1.0,2.0,,1.0,,,,9.0,,2.0,7.0,4.0,3.0,2.0,27.0,2.0,5.0,,1.0,,,1.0,10.0,3.0,11.0,6.0,1.0,,17.0,19.0,3.0,90.0,16.0,,9.0,16.0,,,,2.0,,1.0,,53.0,1.0,,2.0,,8.0,,8.0,2.0,4.0,13.0,1.0,26.0,,,10.0,8.0,2.0,,,12.0,2.0,1.0,3.0,,10.0,9.0,,1.0,0.0,0.0,0.0,,,,,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2021,Real Monarchs SLC,7qujzrprkr6wvvrghlbuudeui,S. Brown,Midfielder,54,13.0,2.0,28.0,11.0,12.0,25.0,2.0,7.0,,261.0,3.0,1.0,421.0,38.0,63.0,1.0,901.0,3.0,74.0,6.0,23.0,2.0,6.0,40.0,140.0,1.0,99.0,81.0,21.0,36.0,755.0,194.0,16.0,1953.0,734.0,,106.0,673.0,4.0,7.0,1.0,21.0,24.0,82.0,43.0,1156.0,23.0,285.0,48.0,6.0,143.0,1.0,215.0,4.0,53.0,182.0,1.0,878.0,16.0,,10.0,108.0,27.0,4.0,,335.0,32.0,26.0,1.0,2.0,146.0,144.0,21.0,2.0,0.0,0.0,0.0,1.0,,,3.0,3.0,,3.0,1.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2021,Real Monarchs SLC,1udt0es1u7ffbh84vdsv2f4yd,M. Chang,Midfielder,16,2.0,2.0,,,1.0,2.0,,1.0,,19.0,,,18.0,,11.0,,57.0,3.0,11.0,4.0,2.0,,,7.0,18.0,3.0,15.0,10.0,2.0,1.0,42.0,29.0,6.0,177.0,42.0,,8.0,41.0,,,1.0,1.0,1.0,1.0,1.0,89.0,2.0,14.0,3.0,,7.0,,6.0,2.0,4.0,21.0,,56.0,,,10.0,10.0,,,,24.0,3.0,4.0,3.0,,15.0,21.0,2.0,,0.0,0.0,0.0,1.0,,,,,,4.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2021,Real Monarchs SLC,7xro49ojdjw9aztwbvg8tlzx0,H. Conteh,Defender,82,1.0,7.0,4.0,6.0,1.0,18.0,2.0,10.0,,53.0,,1.0,69.0,7.0,27.0,1.0,156.0,8.0,33.0,7.0,12.0,1.0,1.0,15.0,31.0,5.0,33.0,23.0,8.0,10.0,110.0,93.0,15.0,560.0,108.0,,31.0,103.0,,1.0,,9.0,4.0,7.0,11.0,297.0,12.0,2.0,18.0,1.0,31.0,,70.0,4.0,17.0,57.0,4.0,154.0,12.0,,10.0,24.0,1.0,2.0,,42.0,8.0,2.0,5.0,4.0,46.0,50.0,6.0,,0.0,0.0,0.0,,,,,2.0,1.0,31.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2021,Real Monarchs SLC,7atl3dsi6uwfk2zjytdwo1aay,E. Coronel,Midfielder,81,,,,2.0,2.0,2.0,,,,12.0,,,15.0,3.0,10.0,,41.0,1.0,12.0,1.0,5.0,,,2.0,12.0,4.0,9.0,7.0,,3.0,32.0,21.0,6.0,90.0,31.0,,7.0,31.0,,,,2.0,,1.0,3.0,64.0,5.0,13.0,4.0,,4.0,,4.0,1.0,3.0,20.0,,40.0,1.0,,10.0,8.0,1.0,1.0,,17.0,1.0,3.0,1.0,5.0,9.0,17.0,3.0,,0.0,0.0,0.0,,2.0,2.0,,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2021,Real Monarchs SLC,9a94jyqwrfa700gtjmo92kfoq,B. Hidalgo,Midfielder,19,15.0,3.0,17.0,9.0,13.0,28.0,6.0,16.0,,218.0,2.0,4.0,232.0,24.0,84.0,6.0,643.0,26.0,93.0,28.0,21.0,8.0,5.0,54.0,125.0,40.0,183.0,97.0,18.0,26.0,446.0,351.0,45.0,1668.0,425.0,2.0,143.0,417.0,7.0,4.0,3.0,19.0,22.0,29.0,30.0,1088.0,21.0,231.0,54.0,15.0,103.0,,69.0,32.0,39.0,205.0,14.0,619.0,16.0,,10.0,112.0,15.0,3.0,1.0,220.0,20.0,26.0,30.0,3.0,197.0,181.0,22.0,2.0,1.0,1.0,0.0,1.0,6.0,4.0,3.0,7.0,3.0,74.0,17.0,1.0,2.0,,1.0,,2.0,,1.0,,1.0,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,
USA_USL_Championship,2021,Real Monarchs SLC,2ig362xub2syd45v3usgymbkk,F. Delgado,Goalkeeper,97,,,,,,,2.0,2.0,,20.0,,,11.0,,,,27.0,,,,1.0,,,10.0,,,8.0,,1.0,3.0,14.0,13.0,,86.0,8.0,,3.0,9.0,,,,,2.0,5.0,3.0,36.0,1.0,4.0,5.0,,8.0,,3.0,,,,,13.0,,,10.0,,,,,3.0,,,,,13.0,,,,0.0,0.0,0.0,,,,,,,,,,,8.0,,3.0,,1.0,,,1.0,,,,,,,,,,4.0,,,1.0,3.0,2.0,,,,,,,,,,,,,
USA_USL_Championship,2021,Real Monarchs SLC,3yzfxvaqxmqa8z0obre3tulpm,J. Dewsnup,Goalkeeper,24,,,3.0,,,,17.0,54.0,,266.0,2.0,,278.0,6.0,1.0,,467.0,,1.0,,19.0,,,142.0,,,107.0,5.0,19.0,33.0,322.0,148.0,,1710.0,143.0,,3.0,239.0,,6.0,,,19.0,83.0,39.0,687.0,19.0,118.0,38.0,,153.0,,83.0,1.0,,12.0,,206.0,,,10.0,11.0,6.0,1.0,,44.0,,4.0,,,145.0,6.0,,1.0,0.0,0.0,0.0,,,,,,,,,,,251.0,,53.0,,,,,,,,,,,,,,2.0,70.0,8.0,2.0,21.0,47.0,5.0,4.0,18.0,4.0,,,,1.0,,,,,,
USA_USL_Championship,2021,Real Monarchs SLC,3wkej06590b61lyqm7vt1kwes,G. Dillon,Midfielder,95,2.0,1.0,3.0,5.0,2.0,7.0,,1.0,,24.0,,,19.0,8.0,11.0,1.0,60.0,3.0,16.0,1.0,7.0,,1.0,6.0,10.0,,14.0,8.0,1.0,3.0,41.0,32.0,4.0,216.0,37.0,,13.0,39.0,1.0,1.0,,3.0,,2.0,4.0,96.0,7.0,11.0,5.0,1.0,5.0,,15.0,1.0,3.0,27.0,1.0,56.0,5.0,,10.0,11.0,3.0,,,23.0,,4.0,,6.0,19.0,19.0,6.0,,0.0,0.0,0.0,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2021,Real Monarchs SLC,eucfpe4m13qtnlsim14qjahka,D. Flores,Defender,87,2.0,6.0,19.0,11.0,10.0,16.0,3.0,13.0,,177.0,2.0,3.0,144.0,22.0,40.0,3.0,385.0,7.0,51.0,9.0,19.0,2.0,2.0,36.0,62.0,17.0,83.0,50.0,13.0,22.0,289.0,170.0,12.0,1111.0,282.0,,60.0,270.0,3.0,3.0,1.0,14.0,25.0,19.0,25.0,701.0,19.0,12.0,30.0,5.0,50.0,,134.0,7.0,33.0,112.0,7.0,375.0,8.0,,10.0,61.0,11.0,5.0,,148.0,19.0,10.0,17.0,6.0,96.0,90.0,26.0,,0.0,0.0,0.0,,,,,2.0,2.0,101.0,28.0,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,
USA_USL_Championship,2021,Real Monarchs SLC,4wgjayv8s85dueh5l88im6lwq,C. Garcia,Midfielder,17,1.0,,,,3.0,2.0,,,,5.0,,,10.0,,14.0,,27.0,3.0,14.0,7.0,3.0,,,,7.0,3.0,6.0,6.0,1.0,3.0,23.0,25.0,6.0,117.0,21.0,,4.0,22.0,2.0,,,1.0,,1.0,3.0,62.0,3.0,12.0,1.0,2.0,9.0,,3.0,1.0,4.0,20.0,1.0,25.0,1.0,,10.0,6.0,,,,13.0,3.0,1.0,2.0,2.0,4.0,20.0,4.0,,0.0,0.0,0.0,,3.0,1.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2021,Real Monarchs SLC,dv978efmyor5x6lr3t70r2uax,B. Gómez,Midfielder,50,1.0,1.0,3.0,,1.0,,,,,14.0,,,8.0,,5.0,,45.0,1.0,5.0,,3.0,,,4.0,4.0,2.0,9.0,5.0,1.0,1.0,36.0,17.0,3.0,105.0,36.0,,5.0,33.0,,,1.0,1.0,1.0,3.0,1.0,64.0,3.0,13.0,2.0,,8.0,,14.0,2.0,2.0,10.0,,45.0,,,10.0,5.0,,,,28.0,1.0,1.0,1.0,2.0,9.0,10.0,2.0,,0.0,0.0,0.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2021,Real Monarchs SLC,44nrrrjr233eellmujjz45h5g,B. Halsey,Defender,27,15.0,5.0,20.0,12.0,9.0,18.0,6.0,14.0,,186.0,2.0,2.0,242.0,20.0,87.0,3.0,618.0,21.0,99.0,19.0,19.0,1.0,3.0,46.0,131.0,10.0,96.0,114.0,16.0,25.0,483.0,243.0,50.0,1438.0,461.0,,89.0,443.0,3.0,5.0,5.0,14.0,20.0,40.0,30.0,984.0,19.0,201.0,49.0,4.0,137.0,,100.0,43.0,43.0,221.0,5.0,594.0,8.0,1.0,10.0,122.0,8.0,2.0,,244.0,29.0,28.0,9.0,3.0,135.0,201.0,21.0,1.0,0.0,0.0,0.0,1.0,3.0,,,4.0,1.0,60.0,13.0,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
USA_USL_Championship,2021,Real Monarchs SLC,est0sfetc6jl1s07kwqy877my,M. Harambasic,Goalkeeper,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2021,Real Monarchs SLC,1z750xyx7stmv6uf51h1y6ehh,E. Holt,Defender,20,,,2.0,4.0,1.0,2.0,1.0,4.0,,38.0,,,57.0,5.0,1.0,,86.0,,5.0,1.0,2.0,,,10.0,4.0,,10.0,3.0,2.0,1.0,69.0,20.0,,180.0,67.0,,7.0,66.0,1.0,,,1.0,10.0,3.0,1.0,111.0,2.0,29.0,7.0,1.0,13.0,,15.0,,3.0,9.0,,84.0,2.0,,10.0,4.0,1.0,,,12.0,2.0,,,,17.0,4.0,1.0,1.0,0.0,0.0,0.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2021,Real Monarchs SLC,e07zv7ag985v8lq9sebfi27l5,M. Iloski,Forward,23,18.0,4.0,15.0,13.0,10.0,32.0,4.0,9.0,,139.0,2.0,2.0,109.0,21.0,69.0,15.0,433.0,20.0,82.0,57.0,18.0,27.0,20.0,30.0,88.0,50.0,143.0,66.0,18.0,22.0,310.0,269.0,40.0,1559.0,284.0,5.0,93.0,273.0,18.0,5.0,5.0,8.0,7.0,37.0,27.0,797.0,18.0,73.0,30.0,45.0,62.0,1.0,133.0,17.0,16.0,156.0,20.0,401.0,12.0,1.0,10.0,74.0,8.0,6.0,3.0,216.0,8.0,34.0,6.0,,123.0,135.0,21.0,2.0,5.0,0.0,3.0,1.0,53.0,37.0,15.0,1.0,1.0,12.0,1.0,9.0,3.0,,,,2.0,,4.0,1.0,,1.0,2.0,1.0,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,
USA_USL_Championship,2021,Real Monarchs SLC,7x150gl6osjwn2t4y7ra5kxqt,M. Johnson,Forward,61,30.0,8.0,12.0,10.0,8.0,36.0,1.0,5.0,,131.0,3.0,11.0,153.0,11.0,131.0,12.0,557.0,43.0,141.0,58.0,31.0,7.0,11.0,25.0,112.0,33.0,136.0,134.0,25.0,39.0,423.0,348.0,87.0,2218.0,418.0,1.0,109.0,377.0,14.0,5.0,5.0,14.0,7.0,46.0,44.0,1073.0,31.0,109.0,31.0,21.0,124.0,1.0,205.0,55.0,32.0,276.0,10.0,551.0,18.0,3.0,10.0,135.0,1.0,,,282.0,18.0,47.0,31.0,6.0,134.0,265.0,30.0,1.0,0.0,1.0,0.0,2.0,3.0,2.0,,4.0,4.0,21.0,4.0,1.0,3.0,,1.0,,5.0,,1.0,,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,2.0,
USA_USL_Championship,2021,Real Monarchs SLC,1qtu7ppqssq1jz3ghx871jjf8,A. Kei,Forward,85,,,,1.0,,1.0,,,,,,,2.0,1.0,1.0,,3.0,,2.0,1.0,1.0,,,,2.0,1.0,1.0,,,,3.0,3.0,,29.0,3.0,,,3.0,1.0,,,,,,,9.0,1.0,,,1.0,1.0,,1.0,,,2.0,,3.0,1.0,,10.0,,,,,1.0,,,1.0,1.0,,1.0,1.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2021,Real Monarchs SLC,6ptcqn5zpw2mg5498ibtdjfh0,B. Kelly,Goalkeeper,98,,1.0,,,,,3.0,4.0,,14.0,1.0,,15.0,,,,24.0,,,,2.0,,,6.0,,,4.0,2.0,2.0,3.0,18.0,7.0,,135.0,7.0,,,10.0,,,,,5.0,8.0,3.0,50.0,2.0,5.0,2.0,,15.0,,5.0,,,2.0,,10.0,,,10.0,2.0,,,,3.0,,1.0,,,6.0,2.0,,,0.0,0.0,0.0,,,,,,,,,,,21.0,,2.0,,,,,,,,,,,,,,,5.0,,,1.0,4.0,1.0,1.0,2.0,1.0,,,,,,,,,,
USA_USL_Championship,2021,Real Monarchs SLC,7qla3o405z7168s9y50oigs7p,Z. MacMath,Goalkeeper,18,,,,,,,3.0,8.0,,45.0,,,45.0,,,,69.0,,,,2.0,,,18.0,,,15.0,,2.0,1.0,50.0,20.0,,180.0,29.0,,1.0,36.0,,,,,3.0,14.0,1.0,92.0,2.0,17.0,4.0,,21.0,,7.0,,,,,38.0,,,10.0,,,,,5.0,,,,,19.0,,,1.0,0.0,0.0,0.0,,,,,,,,,,,27.0,,7.0,,,,,,,,,,,,,,,5.0,1.0,,4.0,1.0,1.0,,3.0,,,,,,1.0,,,,,
USA_USL_Championship,2021,Real Monarchs SLC,f1gj1qng7x6nxfi8lbxa7tvpx,D. Martínez,Forward,12,10.0,8.0,13.0,32.0,14.0,22.0,1.0,2.0,1.0,58.0,1.0,7.0,56.0,54.0,86.0,7.0,271.0,30.0,118.0,49.0,18.0,9.0,5.0,10.0,85.0,25.0,89.0,58.0,14.0,10.0,191.0,202.0,52.0,1215.0,185.0,4.0,70.0,180.0,6.0,4.0,4.0,6.0,16.0,11.0,14.0,571.0,18.0,57.0,16.0,15.0,47.0,1.0,71.0,11.0,19.0,198.0,14.0,265.0,10.0,2.0,10.0,80.0,22.0,4.0,4.0,142.0,13.0,29.0,25.0,4.0,80.0,144.0,22.0,2.0,3.0,1.0,1.0,2.0,,,,2.0,3.0,15.0,2.0,,2.0,,,,,,2.0,,,2.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
