liga,temporada,equipo,id,nombre,posicion,dorsal,Total Fouls Conceded,Duels,Unsuccessful Crosses & Corners,Total Successful Passes ( Excl Crosses & Corners ) ,Throw Ins to Own Player,PutThrough/Blocked Distribution,Open Play Passes,Unsuccessful Crosses open play,Offsides,Aerial Duels won,Fifty Fifty,Unsuccessful Passes Opposition Half,Leftside Passes,Games Played,GK Unsuccessful Distribution,Successful Long Passes,GK Successful Distribution,Shots Off Target (inc woodwork),Total Losses Of Possession,Successful Passes Own Half,Ground Duels,Interceptions,Time Played,Total Touches In Opposition Box,Total Clearances,Rightside Passes,Handballs conceded,Unsuccessful Short Passes,Touches,Backward Passes,Yellow Cards,Total Fouls Won,Duels lost,Total Tackles,Forward Passes,Substitute On,Total Shots,Successful Open Play Passes,Goals Conceded Inside Box,Clean Sheets,Successful Passes Opposition Half,Appearances,Total Passes,Ground Duels won,Corners Won,Tackles Won,Goals Conceded,Unsuccessful Launches,Successful Launches,PutThrough/Blocked Distribution Won,Aerial Duels lost,Foul Attempted Tackle,Times Tackled,Throw Ins to Opposition Player,Index,Successful Fifty Fifty,Aerial Duels,Successful Short Passes,Penalty Goals Conceded,Starts,Recoveries,Blocks,Ground Duels lost,Goals Conceded Outside Box,Unsuccessful Long Passes,Blocked Shots,Substitute Off,Penalties Conceded,Goal Kicks,Key Passes (Attempt Assists),Duels won,Unsuccessful Passes Own Half,Tackles Lost,Total Unsuccessful Passes ( Excl Crosses & Corners ),Winning Goal,Successful Crosses & Corners,Penalty Goals,Corners Taken (incl short corners),Unsuccessful Corners into Box,Hit Woodwork,Right Foot Goals,Set Pieces Goals,Penalties Off Target,Through balls,Successful Dribbles,Successful Crosses open play,Second Goal Assists,Shots On Target ( inc goals ),Assists (Intentional),Successful Corners into Box,Unsuccessful Dribbles,Total Red Cards,Unsuccessful lay-offs,Penalties Taken,Goals from Inside Box,Goal Assists,Attempts from Set Pieces,Successful Lay-offs,Goals,Red Cards - 2nd Yellow,Overruns,Goals from Outside Box,Home Goals,Away Goals,Left Foot Goals,Headed Goals,Saves Made from Inside Box,Saves made - parried,Goalkeeper Smother,Saves Made,Saves Made from Outside Box,Straight Red Cards,Penalties Faced,Drops,Catches,Punches,Last Man Tackle,Own Goal Scored,Foul Won Penalty,Clearances Off the Line,Saves made - caught,Crosses not Claimed,Last Player Tackle,Other Goals,Saves from Penalty,Penalties Saved
USA_MLS,2023,Sporting Kansas City,r0s1fyyxaswujpkrv0yupt78,S. Afrifa,Forward,30,1.0,4.0,,5.0,,1.0,3.0,,,,,,1.0,3.0,,,,,6.0,2.0,3.0,1.0,50.0,3.0,1.0,1.0,,,15.0,3.0,,,3.0,,,2.0,,3.0,2.0,,3.0,3.0,5.0,1.0,,,2.0,,,1.0,1.0,,1.0,,91.0,,1.0,5.0,,1.0,3.0,,2.0,,,,1.0,,,,1.0,,,,0.0,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2023,Sporting Kansas City,2d5q8emajavaqvnofdqrccfoq,W. Agada,Forward,23,12.0,85.0,,126.0,4.0,7.0,139.0,,6.0,9.0,17.0,26.0,36.0,15.0,,3.0,,14.0,66.0,47.0,49.0,2.0,690.0,53.0,1.0,38.0,,29.0,260.0,66.0,1.0,6.0,61.0,3.0,18.0,8.0,23.0,107.0,11.0,2.0,79.0,15.0,158.0,15.0,6.0,2.0,12.0,1.0,,4.0,27.0,4.0,18.0,,45.0,6.0,36.0,123.0,,7.0,18.0,2.0,34.0,1.0,3.0,6.0,3.0,,,9.0,24.0,6.0,1.0,32.0,1.0,,,,,,1.0,,,,6.0,,,9.0,,,1.0,,1.0,,3.0,,,9.0,3.0,,,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,
USA_MLS,2023,Sporting Kansas City,du5dg5x7as3ub1iemjuwdd6uh,R. Castellanos,Defender,19,8.0,74.0,,367.0,1.0,6.0,438.0,,,34.0,7.0,55.0,156.0,13.0,,31.0,1.0,2.0,86.0,296.0,25.0,10.0,705.0,8.0,43.0,125.0,1.0,39.0,543.0,27.0,1.0,3.0,29.0,7.0,138.0,6.0,3.0,360.0,9.0,1.0,71.0,13.0,446.0,11.0,,7.0,12.0,17.0,,1.0,15.0,1.0,4.0,,59.0,2.0,49.0,336.0,1.0,7.0,34.0,9.0,14.0,3.0,40.0,,,1.0,1.0,1.0,45.0,24.0,,79.0,1.0,,,,,,,,,,1.0,,,1.0,,,1.0,1.0,,,1.0,,,,1.0,,,,1.0,0.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,
USA_MLS,2023,Sporting Kansas City,7fow2xwajxenikljzfaixqkbu,J. Davis,Midfielder,17,29.0,242.0,48.0,1045.0,179.0,47.0,1229.0,48.0,,13.0,25.0,188.0,502.0,30.0,,58.0,,6.0,376.0,466.0,211.0,38.0,2392.0,18.0,45.0,54.0,2.0,138.0,1891.0,187.0,3.0,13.0,121.0,75.0,510.0,2.0,7.0,1024.0,33.0,5.0,591.0,30.0,1253.0,108.0,13.0,45.0,36.0,32.0,6.0,22.0,18.0,22.0,27.0,54.0,100.0,13.0,31.0,987.0,3.0,28.0,131.0,8.0,103.0,3.0,70.0,,7.0,,,13.0,121.0,68.0,30.0,208.0,0.0,12.0,,,,,,,,,20.0,12.0,1.0,1.0,1.0,,10.0,,1.0,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,
USA_MLS,2023,Sporting Kansas City,9qhpi9y9iujvkbocafhgrj04q,C. Duke,Midfielder,28,,16.0,4.0,56.0,14.0,2.0,71.0,4.0,,1.0,7.0,14.0,19.0,4.0,,3.0,,,32.0,26.0,14.0,5.0,132.0,,3.0,5.0,,10.0,123.0,15.0,,1.0,8.0,5.0,32.0,3.0,,56.0,3.0,,30.0,4.0,71.0,7.0,,3.0,3.0,1.0,,,1.0,,4.0,2.0,33.0,3.0,2.0,53.0,,1.0,14.0,,7.0,,5.0,,,,,1.0,8.0,5.0,2.0,15.0,0.0,,,,,,,,,,1.0,,,,,,3.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2023,Sporting Kansas City,16dmszlgoxqwzncidglrv9j9x,R. Espinoza,Midfielder,15,19.0,102.0,14.0,328.0,7.0,16.0,410.0,14.0,1.0,15.0,14.0,80.0,113.0,26.0,,33.0,,6.0,127.0,115.0,80.0,8.0,729.0,14.0,7.0,107.0,1.0,64.0,553.0,61.0,4.0,14.0,48.0,18.0,134.0,19.0,11.0,324.0,9.0,,214.0,26.0,415.0,39.0,5.0,8.0,9.0,9.0,1.0,9.0,7.0,9.0,12.0,1.0,16.0,8.0,22.0,295.0,,7.0,48.0,1.0,41.0,,23.0,2.0,6.0,,,8.0,54.0,21.0,10.0,87.0,0.0,1.0,,,,,,,,4.0,8.0,1.0,,5.0,2.0,,3.0,,,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2023,Sporting Kansas City,bhhdcubw5vyxzf0lc1fcfftka,D. Flores,Midfielder,31,,,,1.0,,,2.0,,,,,,1.0,1.0,,1.0,,,2.0,,,,6.0,,,1.0,,1.0,3.0,,,,,,,1.0,,1.0,,,1.0,1.0,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2023,Sporting Kansas City,dvmrpyskb14jzf3kiii5tazth,Andreu Fontàs,Defender,3,23.0,187.0,1.0,1899.0,2.0,25.0,2099.0,1.0,,33.0,9.0,137.0,333.0,32.0,,148.0,1.0,5.0,260.0,1239.0,134.0,46.0,2753.0,24.0,94.0,818.0,3.0,124.0,2468.0,89.0,5.0,12.0,75.0,61.0,896.0,1.0,6.0,1864.0,41.0,7.0,660.0,32.0,2136.0,79.0,4.0,39.0,43.0,44.0,14.0,18.0,20.0,10.0,7.0,,65.0,6.0,53.0,1751.0,3.0,31.0,175.0,23.0,55.0,2.0,113.0,9.0,2.0,,1.0,7.0,112.0,101.0,22.0,237.0,0.0,,,,,2.0,,,,1.0,6.0,,1.0,1.0,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,
USA_MLS,2023,Sporting Kansas City,97v4i8vhlqwj93tth2fknmq51,F. Gutiérrez,Midfielder,13,5.0,30.0,6.0,143.0,2.0,4.0,160.0,2.0,,,,19.0,48.0,8.0,,8.0,,2.0,36.0,59.0,30.0,3.0,291.0,5.0,3.0,33.0,,14.0,215.0,45.0,1.0,5.0,14.0,8.0,35.0,4.0,5.0,142.0,5.0,,85.0,8.0,161.0,16.0,3.0,5.0,6.0,3.0,,1.0,,2.0,5.0,,62.0,,,135.0,1.0,4.0,19.0,,14.0,1.0,4.0,2.0,3.0,,,6.0,16.0,5.0,3.0,18.0,0.0,1.0,,3.0,2.0,,,,,,3.0,,,3.0,,1.0,,,,,,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2023,Sporting Kansas City,9lub99mn6k1lx7gzda946y4fd,F. Hernández,Midfielder,21,5.0,41.0,10.0,78.0,,7.0,96.0,6.0,1.0,1.0,13.0,25.0,13.0,11.0,,4.0,,1.0,51.0,26.0,38.0,4.0,316.0,7.0,1.0,18.0,1.0,15.0,172.0,23.0,,5.0,21.0,12.0,44.0,9.0,4.0,76.0,7.0,,54.0,11.0,98.0,19.0,2.0,7.0,8.0,4.0,1.0,5.0,2.0,4.0,8.0,,34.0,4.0,3.0,74.0,2.0,2.0,21.0,,19.0,1.0,5.0,3.0,2.0,,,4.0,20.0,5.0,5.0,20.0,0.0,2.0,,4.0,2.0,1.0,1.0,,,,2.0,,,3.0,,2.0,3.0,,,,1.0,,,,1.0,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,
