liga,temporada,equipo,id,nombre,posicion,dorsal,PutThrough/Blocked Distribution Won,Successful Passes Own Half,Ground Duels lost,Touches,PutThrough/Blocked Distribution,Total Tackles,Backward Passes,Tackles Lost,Games Played,Successful Open Play Passes,Aerial Duels won,Rightside Passes,Substitute On,Total Unsuccessful Passes ( Excl Crosses & Corners ),Duels lost,Ground Duels won,Ground Duels,Total Fouls Conceded,Time Played,Forward Passes,Total Passes,Total Clearances,Duels won,Foul Attempted Tackle,Aerial Duels,Open Play Passes,Appearances,Goals Conceded Inside Box,Goals Conceded,Total Losses Of Possession,Index,Successful Passes Opposition Half,Unsuccessful Short Passes,Recoveries,Successful Short Passes,Unsuccessful Passes Opposition Half,Duels,Total Successful Passes ( Excl Crosses & Corners ) ,Winning Goal,Times Tackled,Successful Crosses & Corners,Substitute Off,Successful Lay-offs,Interceptions,Leftside Passes,Assists (Intentional),Unsuccessful Long Passes,Unsuccessful Dribbles,Unsuccessful Launches,Unsuccessful Crosses open play,Goal Assists,Unsuccessful Crosses & Corners,Total Fouls Won,Starts,Corners Won,Unsuccessful Passes Own Half,Aerial Duels lost,Tackles Won,Successful Long Passes,Total Touches In Opposition Box,Straight Red Cards,Goals from Inside Box,Total Shots,Total Red Cards,Shots Off Target (inc woodwork),Successful Launches,Penalty Goals Conceded,Blocked Shots,Yellow Cards,Goal Kicks,Goals,Successful Dribbles,GK Successful Distribution,Clearances Off the Line,Goals from Outside Box,Goals Conceded Outside Box,Hit Woodwork,Clean Sheets,Right Foot Goals,Offsides,Throw Ins to Own Player,Key Passes (Attempt Assists),Blocks,Shots On Target ( inc goals ),Home Goals,Away Goals,Foul Won Penalty,Penalties Off Target,Overruns,Penalties Taken,Left Foot Goals,Through balls,Headed Goals,Successful Crosses open play,Unsuccessful lay-offs,Penalty Goals,Handballs conceded,Saves Made from Inside Box,GK Unsuccessful Distribution,Saves Made,Drops,Punches,Corners Taken (incl short corners),Unsuccessful Corners into Box,Successful Corners into Box,Throw Ins to Opposition Player,Second Goal Assists,Attempts from Set Pieces,Last Player Tackle,Saves Made from Outside Box,Saves made - caught,Penalties Faced,Catches,Saves made - parried,Penalties Conceded,Own Goal Scored,Red Cards - 2nd Yellow,Goalkeeper Smother,Set Pieces Goals,Penalties Saved,Saves from Penalty,Crosses not Claimed,Other Goals
USA_USL_Championship,2024,Colorado Springs Switchbacks FC,2mxaagzu9rb92z9880yjllbzd,W. Ackwei,Defender,3,1.0,328.0,13.0,624.0,4.0,13.0,21.0,2.0,14.0,401.0,11.0,139.0,3.0,74.0,28.0,21.0,34.0,5.0,1043.0,163.0,494.0,52.0,32.0,2.0,26.0,473.0,14.0,13.0,14.0,84.0,10.0,92.0,36.0,43.0,400.0,46.0,60.0,420.0,0.0,1.0,,1.0,,8.0,171.0,,38.0,1.0,20.0,2.0,,2.0,8.0,11.0,,30.0,15.0,11.0,20.0,11.0,2.0,1.0,3.0,2.0,2.0,7.0,,,1.0,6.0,1.0,1.0,6.0,,,1.0,,3.0,,2.0,4.0,3.0,11.0,1.0,0.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,
USA_USL_Championship,2024,Colorado Springs Switchbacks FC,6lehq7bt5okf4y9lbxan577x1,C. Adams,Midfielder,34,1.0,414.0,39.0,1092.0,13.0,20.0,149.0,9.0,24.0,761.0,2.0,218.0,12.0,66.0,43.0,61.0,100.0,15.0,1258.0,213.0,865.0,9.0,63.0,13.0,6.0,823.0,24.0,14.0,19.0,153.0,10.0,395.0,45.0,79.0,748.0,102.0,106.0,799.0,0.0,16.0,10.0,10.0,11.0,11.0,285.0,,21.0,8.0,3.0,14.0,,53.0,29.0,12.0,8.0,17.0,4.0,11.0,51.0,5.0,,,9.0,,6.0,1.0,2.0,8.0,4.0,,1.0,12.0,,,1.0,5.0,1.0,,,,4.0,18.0,6.0,3.0,1.0,0.0,,,,,1.0,1.0,,2.0,1.0,,,,,,,,38.0,30.0,6.0,,,8.0,,,,,,,,,,,1.0,,,,
USA_USL_Championship,2024,Colorado Springs Switchbacks FC,8q69ewbw3jqtd2wcuctdhutjo,A. Andersson,Forward,21,1.0,3.0,7.0,38.0,1.0,2.0,6.0,,10.0,7.0,3.0,2.0,10.0,3.0,11.0,4.0,11.0,4.0,86.0,2.0,13.0,,7.0,2.0,7.0,10.0,10.0,4.0,5.0,12.0,10.0,7.0,2.0,,10.0,4.0,18.0,10.0,0.0,3.0,,,,2.0,3.0,,1.0,2.0,1.0,1.0,,1.0,2.0,,,,4.0,2.0,,10.0,,,4.0,,2.0,,,2.0,1.0,,,1.0,,,,1.0,,,,,,1.0,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2024,Colorado Springs Switchbacks FC,4ettsbmpobpo495sn0zd1x6vo,D. Clarke,Defender,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2024,Colorado Springs Switchbacks FC,2rsduabh7r8i29f9i6znwbfu1,R. Damus,Forward,9,12.0,61.0,106.0,665.0,22.0,16.0,104.0,4.0,36.0,168.0,44.0,73.0,6.0,69.0,208.0,93.0,199.0,39.0,2649.0,26.0,252.0,13.0,137.0,17.0,146.0,236.0,36.0,25.0,28.0,219.0,10.0,125.0,65.0,44.0,169.0,60.0,345.0,183.0,4.0,64.0,3.0,19.0,23.0,5.0,49.0,2.0,4.0,23.0,3.0,5.0,2.0,5.0,56.0,30.0,14.0,14.0,102.0,12.0,14.0,140.0,,14.0,63.0,,24.0,1.0,1.0,24.0,4.0,,14.0,22.0,,,,3.0,6.0,6.0,11.0,48.0,1.0,16.0,1.0,39.0,11.0,3.0,4.0,1.0,2.0,8.0,1.0,1.0,2.0,3.0,4.0,7.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2024,Colorado Springs Switchbacks FC,4ccmn07kk0thmg6apfxgivmc5,J. Dhillon,Forward,77,10.0,73.0,85.0,695.0,24.0,8.0,122.0,1.0,32.0,255.0,83.0,118.0,12.0,131.0,182.0,38.0,123.0,31.0,1824.0,84.0,401.0,17.0,121.0,8.0,180.0,386.0,32.0,22.0,26.0,248.0,10.0,197.0,127.0,42.0,264.0,111.0,303.0,270.0,2.0,49.0,,7.0,40.0,1.0,77.0,1.0,4.0,27.0,1.0,7.0,3.0,7.0,26.0,20.0,6.0,27.0,97.0,7.0,6.0,100.0,,5.0,42.0,1.0,21.0,,3.0,9.0,4.0,,5.0,9.0,,,,4.0,,1.0,4.0,21.0,1.0,14.0,3.0,21.0,4.0,1.0,2.0,,3.0,1.0,,,1.0,,9.0,1.0,1.0,,,,,,,,,2.0,,,,,,,,,,,1.0,,,,,,
USA_USL_Championship,2024,Colorado Springs Switchbacks FC,bjm0d2f9er34ymm41sulmkout,S. Echevarria,Midfielder,13,6.0,63.0,15.0,248.0,8.0,14.0,44.0,9.0,15.0,125.0,6.0,41.0,9.0,33.0,20.0,23.0,38.0,5.0,533.0,50.0,171.0,9.0,29.0,4.0,11.0,158.0,15.0,8.0,9.0,46.0,10.0,75.0,24.0,14.0,127.0,28.0,49.0,138.0,0.0,4.0,,4.0,3.0,4.0,36.0,,9.0,2.0,7.0,1.0,,1.0,8.0,6.0,1.0,6.0,5.0,5.0,11.0,5.0,,,2.0,,2.0,4.0,,1.0,2.0,,,1.0,,,,1.0,,,,1.0,6.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
USA_USL_Championship,2024,Colorado Springs Switchbacks FC,ep3o4gaekm9i7gpe5nftk8bv8,C. Estrada,Defender,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2024,Colorado Springs Switchbacks FC,ody1ty0csq2lnatvjwdrrv11,J. Fjeldberg,Midfielder,7,16.0,42.0,68.0,440.0,29.0,19.0,66.0,5.0,23.0,147.0,8.0,61.0,13.0,55.0,74.0,48.0,116.0,17.0,873.0,44.0,205.0,9.0,56.0,9.0,14.0,202.0,23.0,11.0,12.0,140.0,10.0,116.0,48.0,36.0,139.0,66.0,130.0,150.0,1.0,37.0,8.0,10.0,4.0,10.0,34.0,2.0,7.0,20.0,3.0,16.0,2.0,19.0,15.0,10.0,18.0,8.0,6.0,14.0,11.0,56.0,,2.0,25.0,,13.0,2.0,3.0,11.0,3.0,,3.0,14.0,,,1.0,1.0,2.0,,1.0,3.0,6.0,21.0,3.0,12.0,3.0,0.0,,,5.0,,2.0,3.0,,6.0,1.0,,2.0,,,,,,4.0,2.0,2.0,,,2.0,,,,,,,1.0,,,,,,,,
USA_USL_Championship,2024,Colorado Springs Switchbacks FC,d50x000h9o6i8kd8aihie4lx,M. Foster,Forward,99,11.0,138.0,148.0,1252.0,39.0,24.0,189.0,7.0,32.0,556.0,7.0,105.0,4.0,127.0,166.0,128.0,276.0,32.0,2322.0,155.0,698.0,14.0,135.0,13.0,25.0,683.0,32.0,25.0,26.0,349.0,10.0,448.0,107.0,95.0,543.0,150.0,301.0,571.0,0.0,101.0,15.0,18.0,19.0,9.0,249.0,5.0,20.0,67.0,9.0,42.0,5.0,42.0,40.0,28.0,26.0,19.0,18.0,17.0,28.0,139.0,,4.0,43.0,,23.0,1.0,2.0,21.0,6.0,1.0,5.0,64.0,1.0,,1.0,1.0,3.0,3.0,3.0,7.0,38.0,44.0,,20.0,3.0,2.0,1.0,,11.0,,2.0,3.0,,15.0,,,2.0,,,,,,4.0,,,2.0,,,,,,,,,,,,,,,,,
