liga,temporada,equipo,id,nombre,posicion,dorsal,Appearances,Backward Passes,Duels,Duels won,Final Third Touches,Forward Passes,Games Played,Goals Conceded,Goals Conceded Inside Box,Ground Duels,Ground Duels won,Key Passes (Attempt Assists),Leftside Passes,Open Play Passes,Recoveries,Rightside Passes,Shots Created,Shots Off Target (inc woodwork),Substitute On,Successful Crosses & Corners,Successful Crosses open play,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Throw Ins to Own Player,Time Played,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Shots,Total Successful Passes ( Excl Crosses & Corners ) ,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Crosses & Corners,Unsuccessful Launches,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Passes Own Half,Unsuccessful Short Passes,Winning Goal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Corners Won,Duels lost,Handballs conceded,Interceptions,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Starts,Successful Launches,Successful Lay-offs,Successful Long Passes,Tackles Lost,Tackles Won,Total Clearances,Total Fouls Conceded,Total Tackles,Blocks,Corners Taken (incl short corners),Hit Woodwork,Penalties Off Target,Penalties Taken,Substitute Off,Successful Corners into Box,Successful Dribbles,Throw Ins to Opposition Player,Total Big Chances Missed,Unsuccessful Corners into Box,Foul Attempted Tackle,Ground Duels lost,Offsides,Shots On Target ( inc goals ),Yellow Cards,Times Tackled,Unsuccessful Crosses open play,Unsuccessful Dribbles,Blocked Shots,GK Successful Distribution,Goal Kicks,Foul Won Penalty,Catches,Punches,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Saves made - parried,Total Big Chances Saved,Goals Conceded Outside Box,Overruns,Penalty Goals Conceded,Penalties Conceded,GK Unsuccessful Distribution,Penalties Faced,Unsuccessful lay-offs,Carries,Progressive Carries,Total Big Chances Created,Goals,Goals Openplay,Goals from Inside Box,Right Foot Goals,Total Big Chances Scored,Home Goals,Away Goals,Attempts from Set Pieces,Penalty Goals,Assists (Intentional),Goal Assists,Straight Red Cards,Total Red Cards,Clean Sheets,Left Foot Goals,Through balls,Headed Goals,Goalkeeper Smother,Own Goal Scored,Red Cards - 2nd Yellow,Direct Setpiece Goals,Goals from Outside Box,Set Pieces Goals,Drops,Penalties Saved,Saves from Penalty,Clearances Off the Line,Second Goal Assists,Saves made - caught,Crosses not Claimed,Other Goals,Last Player Tackle
USA_US_Open_Cup,2026,Antelope Valley Alta FC,dluh5sw3q9qmaihlwm6p1v9ck,J. Acuña,Forward,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2026,Antelope Valley Alta FC,jur37jjs6esvj9ed495h4npw,A. Aoumaich,Forward,18,1.0,2.0,1.0,1.0,12.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,10.0,3.0,5.0,2.0,1.0,1.0,1.0,1.0,6.0,3.0,4.0,6.0,3.0,32.0,1.0,6.0,10.0,1.0,6.0,2.0,4.0,18.0,1.0,1.0,2.0,4.0,1.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2026,Antelope Valley Alta FC,d2y1o7r8e3133yypb72op14ic,M. Alassane,Midfielder,5,1.0,8.0,8.0,6.0,10.0,16.0,1.0,1.0,1.0,2.0,2.0,,9.0,47.0,3.0,14.0,,1.0,,,,34.0,18.0,16.0,32.0,1.0,90.0,,15.0,47.0,1.0,34.0,3.0,13.0,59.0,,,1.0,8.0,5.0,12.0,0.0,6.0,2.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2026,Antelope Valley Alta FC,d9h35wh77rn8rr46b5i3ctedw,A. Ortiz,Defender,3,1.0,7.0,3.0,2.0,16.0,18.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,39.0,,14.0,2.0,1.0,,2.0,1.0,35.0,19.0,20.0,32.0,4.0,69.0,1.0,10.0,41.0,1.0,37.0,1.0,4.0,59.0,3.0,1.0,2.0,6.0,1.0,2.0,0.0,1.0,1.0,,,1.0,,,,,1.0,,1.0,5.0,,,2.0,,,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2026,Antelope Valley Alta FC,1vqkrt63dzacj168tijew9je2,C. Anderson,Forward,19,1.0,4.0,1.0,,12.0,3.0,1.0,1.0,1.0,1.0,,4.0,1.0,9.0,1.0,1.0,4.0,1.0,,,,7.0,5.0,2.0,6.0,,90.0,,4.0,9.0,2.0,7.0,8.0,2.0,15.0,,,,2.0,,2.0,0.0,,,,,1.0,,,1.0,1.0,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2026,Antelope Valley Alta FC,cfu41iigtl9ecf4g90qev2d5g,G. Antwi,Forward,20,1.0,4.0,5.0,3.0,20.0,6.0,1.0,,,3.0,1.0,1.0,3.0,14.0,,1.0,1.0,1.0,,,,6.0,6.0,,6.0,,58.0,1.0,17.0,14.0,1.0,6.0,3.0,8.0,26.0,2.0,,,9.0,1.0,8.0,0.0,2.0,,2.0,2.0,2.0,,,2.0,,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,,2.0,,,,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2026,Antelope Valley Alta FC,8w2q97y62qno1rpt7mr9ghx5g,C. Bahena,Midfielder,99,1.0,12.0,6.0,4.0,25.0,5.0,1.0,1.0,1.0,5.0,4.0,1.0,8.0,27.0,,4.0,1.0,1.0,,2.0,1.0,22.0,18.0,7.0,22.0,,90.0,2.0,14.0,29.0,2.0,23.0,2.0,6.0,48.0,4.0,1.0,2.0,8.0,2.0,4.0,0.0,1.0,1.0,,,2.0,,,2.0,1.0,1.0,,,1.0,,,,,,,2.0,,,,,,2.0,,,2.0,,1.0,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2026,Antelope Valley Alta FC,8x1m9jmypxtxezmzbc5t9zfh0,E. Ceja Gonzalez,Defender,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2026,Antelope Valley Alta FC,2p6g2orqpma171l31joi9vdas,J. Desdunes,Forward,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2026,Antelope Valley Alta FC,32fghx5a0volzlf34tov0fkdl,D. Doumbia,Goalkeeper,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
