liga,temporada,equipo,id,nombre,posicion,dorsal,Successful Short Passes,Successful Launches,Goals Conceded,Goal Kicks,Games Played,Saves Made from Inside Box,Appearances,Starts,Unsuccessful Passes Own Half,Successful Long Passes,Total Losses Of Possession,GK Unsuccessful Distribution,Time Played,Successful Passes Opposition Half,Forward Passes,Unsuccessful Long Passes,Total Clearances,Goals Conceded Outside Box,Saves Made,Duels won,Open Play Passes,Successful Open Play Passes,Recoveries,Rightside Passes,Touches,Index,Total Successful Passes ( Excl Crosses & Corners ) ,Duels,Ground Duels won,Unsuccessful Passes Opposition Half,Successful Passes Own Half,Total Unsuccessful Passes ( Excl Crosses & Corners ),GK Successful Distribution,Total Passes,Goalkeeper Smother,Leftside Passes,Goals Conceded Inside Box,Ground Duels,Saves Made from Outside Box,Winning Goal,Duels lost,Aerial Duels lost,Unsuccessful Launches,Penalties Conceded,Foul Attempted Tackle,Unsuccessful Short Passes,PutThrough/Blocked Distribution,Aerial Duels,Yellow Cards,Interceptions,Throw Ins to Own Player,Total Fouls Conceded,Total Fouls Won,Throw Ins to Opposition Player,Backward Passes,Penalty Goals Conceded,Ground Duels lost,Handballs conceded,Substitute Off,PutThrough/Blocked Distribution Won,Times Tackled,Own Goal Scored,Blocks,Goals,Aerial Duels won,Total Shots,Unsuccessful Crosses & Corners,Blocked Shots,Successful Dribbles,Right Foot Goals,Unsuccessful Dribbles,Total Touches In Opposition Box,Unsuccessful Crosses open play,Shots On Target ( inc goals ),Key Passes (Attempt Assists),Goals from Outside Box,Home Goals,Away Goals,Corners Taken (incl short corners),Total Tackles,Substitute On,Successful Corners into Box,Attempts from Set Pieces,Successful Crosses & Corners,Tackles Won,Corners Won,Saves made - parried,Penalties Faced,Successful Crosses open play,Tackles Lost,Overruns,Shots Off Target (inc woodwork),Successful Lay-offs,Offsides,Goals from Inside Box,Unsuccessful lay-offs,Headed Goals,Catches,Punches,Through balls,Penalty Goals,Left Foot Goals,Penalties Taken,Assists (Intentional),Goal Assists,Foul Won Penalty,Unsuccessful Corners into Box,Clean Sheets,Hit Woodwork,Last Player Tackle,Second Goal Assists,Drops,Straight Red Cards,Total Red Cards,Saves made - caught
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Costa Rica,dszuj3a23wso9ffm3w6mp4qy2,B. Aguilera,Midfielder,0,27.0,,,,1.0,,1.0,1.0,,2.0,9.0,,58.0,23.0,10.0,1.0,,,,2.0,33.0,28.0,4.0,10.0,44.0,10.0,29.0,8.0,2.0,6.0,6.0,5.0,,34.0,,10.0,,7.0,,0.0,6.0,1.0,,,1.0,4.0,1.0,1.0,1.0,,,3.0,1.0,,4.0,,5.0,,1.0,,1.0,,,,,1.0,1.0,1.0,,,,,1.0,,,,,,,1.0,,,,,1.0,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Costa Rica,a0c7uephm9jijirsv7ho3hjze,J. Alcócer,Forward,0,45.0,,1.0,,2.0,,2.0,1.0,,2.0,8.0,,122.0,35.0,9.0,,1.0,1.0,,7.0,48.0,47.0,5.0,13.0,71.0,10.0,47.0,12.0,6.0,1.0,13.0,1.0,,48.0,,4.0,,11.0,,0.0,5.0,,,,,1.0,1.0,1.0,,,,,1.0,,22.0,,5.0,,,1.0,5.0,,,1.0,1.0,3.0,,2.0,5.0,1.0,4.0,5.0,,1.0,2.0,,0.0,1.0,,,1.0,,,1.0,,3.0,,,1.0,,1.0,2.0,5.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Costa Rica,374d5vwsh5mshcsia66lve579,E. Alvarado,Goalkeeper,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Costa Rica,7g1lvmpww9jrvojy55zengpw4,A. Bran,Midfielder,0,78.0,,1.0,,2.0,,2.0,1.0,,5.0,14.0,,122.0,53.0,22.0,3.0,,1.0,,6.0,89.0,80.0,7.0,27.0,113.0,10.0,83.0,12.0,6.0,10.0,30.0,10.0,,93.0,,32.0,,11.0,,1.0,6.0,1.0,,,,7.0,,1.0,,1.0,,2.0,3.0,,12.0,,5.0,,,,1.0,,1.0,2.0,,4.0,,2.0,2.0,2.0,1.0,,,2.0,,2.0,2.0,0.0,,1.0,1.0,,1.0,,1.0,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Costa Rica,8vjv4ix1zqi58118r6tyqhhhx,F. Calvo,Defender,0,123.0,,1.0,,2.0,,2.0,2.0,3.0,12.0,29.0,,180.0,77.0,70.0,9.0,6.0,1.0,,10.0,156.0,130.0,7.0,78.0,193.0,10.0,135.0,14.0,5.0,23.0,58.0,26.0,,161.0,,9.0,,8.0,,0.0,4.0,1.0,2.0,,3.0,17.0,3.0,6.0,,1.0,6.0,3.0,1.0,,4.0,,3.0,,,1.0,,,1.0,,5.0,2.0,,,,,,4.0,,,2.0,,,,,4.0,,,,,4.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,,1.0,,,,,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Costa Rica,ecd8biit041jkxew2a8a6kdt5,F. Faerron,Defender,0,47.0,,,,1.0,,1.0,1.0,2.0,3.0,5.0,,90.0,14.0,13.0,3.0,6.0,,,7.0,54.0,49.0,,17.0,67.0,10.0,50.0,11.0,3.0,3.0,36.0,5.0,,55.0,,24.0,,5.0,,0.0,4.0,2.0,,,1.0,2.0,,6.0,,,,2.0,1.0,,1.0,,2.0,,,,,,,,4.0,,,,,,,1.0,,,,,,,,2.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Costa Rica,byrnofz2ts7zkw2t6ibrrbdyi,O. Galo,Midfielder,0,40.0,,,,1.0,,1.0,1.0,,2.0,6.0,,58.0,23.0,12.0,1.0,,,,5.0,44.0,40.0,5.0,11.0,55.0,10.0,42.0,6.0,4.0,4.0,19.0,4.0,,46.0,,15.0,,5.0,,0.0,1.0,,,,,3.0,,1.0,,1.0,,2.0,1.0,,8.0,,1.0,1.0,1.0,,,,1.0,,1.0,,,,,,,1.0,,,1.0,,,,,3.0,,,,,3.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Costa Rica,aq748pp3jyntucwe1wk06rgiy,A. Gamboa,Defender,0,68.0,,1.0,,2.0,,2.0,1.0,2.0,1.0,8.0,,106.0,37.0,21.0,2.0,3.0,1.0,,7.0,76.0,68.0,9.0,22.0,88.0,10.0,69.0,10.0,3.0,6.0,32.0,8.0,,77.0,,32.0,,4.0,,0.0,3.0,2.0,,,,6.0,1.0,6.0,,,,1.0,2.0,,2.0,,1.0,,,1.0,,,,,4.0,,,,,,,3.0,,,1.0,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Costa Rica,206pq3zqgobudaa5dfy93psr9,A. Lassiter,Forward,0,38.0,,,,1.0,,1.0,1.0,,1.0,17.0,,90.0,22.0,7.0,,,,,2.0,43.0,38.0,3.0,17.0,71.0,10.0,39.0,2.0,2.0,14.0,20.0,5.0,,44.0,,1.0,,2.0,,0.0,,,,,,5.0,4.0,,,1.0,5.0,,1.0,,19.0,,,,,1.0,,,,,,1.0,9.0,,,,,9.0,8.0,1.0,2.0,,,,3.0,1.0,,1.0,,3.0,1.0,2.0,,,2.0,,,,1.0,,,,,,,1.0,,,,1.0,1.0,,1.0,1.0,,,,,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Costa Rica,dgt8a8g0rm912nxggscmj9isq,A. Lezcano,Goalkeeper,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
