liga,temporada,equipo,id,nombre,posicion,dorsal,Games Played,Goals,Yellow Cards,Total Red Cards,Straight Red Cards,Red Cards - 2nd Yellow,Substitute On,Substitute Off,Unsuccessful Crosses open play,Offsides,Time Played,Throw Ins to Own Player,Successful Lay-offs,Right Foot Goals,Open Play Passes,Corners Won,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Throw Ins to Opposition Player,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Corners Taken (incl short corners),Appearances,Foul Attempted Tackle,Blocks,Ground Duels,Goals from Outside Box,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Successful Long Passes,Successful Crosses open play,Total Fouls Won,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Left Foot Goals,Unsuccessful Crosses & Corners,Foul Won Penalty,Headed Goals,Handballs conceded,Assists (Intentional),Ground Duels lost,Leftside Passes,Goals from Inside Box,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Unsuccessful lay-offs,Goal Assists,Through balls,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Hit Woodwork,Penalties Taken,Successful Launches,Unsuccessful Corners into Box,Clearances Off the Line,Attempts from Set Pieces,Penalties Conceded,Last Man Tackle,Saves Made,GK Successful Distribution,Crosses not Claimed,Punches,Penalties Saved,Goalkeeper Smother,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves from Penalty,Saves made - caught,GK Unsuccessful Distribution,Penalty Goals,Successful Corners into Box,Other Goals,Own Goal Scored,Set Pieces Goals,Penalty Goals Conceded,Second Goal Assists,Penalties Off Target
USA_MLS,2014,Philadelphia Union,eso6w9lwmli3cqbeq5x7drzdh,A. Berry,Defender,4,6.0,,2.0,,,,,2.0,,,497.0,2.0,2.0,,162.0,,13.0,,41.0,10.0,13.0,2.0,2.0,2.0,15.0,52.0,87.0,6.0,29.0,170.0,6.0,,119.0,8.0,2.0,42.0,42.0,,23.0,,,30.0,6.0,9.0,19.0,275.0,,6.0,2.0,1.0,20.0,,87.0,,37.0,36.0,,9.0,,3.0,27.0,2.0,62.0,46.0,10.0,,,,,,1.0,11.0,28.0,,121.0,128.0,42.0,,,1.0,,6.0,26.0,,23.0,9.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2014,Philadelphia Union,vii7iwznqiwigznyp13a6505,A. Blake,Goalkeeper,1,1.0,,,,,,,,,,90.0,,,,9.0,,,,5.0,2.0,11.0,,,1.0,,11.0,10.0,,,26.0,,1.0,9.0,1.0,,11.0,,1.0,11.0,,,18.0,1.0,,,50.0,,1.0,,,3.0,,22.0,,87.0,3.0,,6.0,,,1.0,,4.0,3.0,2.0,,,,,,,1.0,4.0,,9.0,15.0,1.0,,,,,,1.0,,,2.0,,,2.0,,,,,,7.0,11.0,1.0,1.0,,1.0,,3.0,3.0,1.0,4.0,,,1.0,5.0,,,,,,,,
USA_MLS,2014,Philadelphia Union,9m07pgfzvwoikbgd6nmnjidp1,C. Bone,Midfielder,19,2.0,,1.0,1.0,1.0,,2.0,,2.0,,13.0,,1.0,,5.0,1.0,1.0,,1.0,,,,,,,6.0,1.0,,3.0,5.0,4.0,,2.0,1.0,,3.0,,,5.0,,,,,,,8.0,,2.0,2.0,,5.0,,3.0,1.0,1.0,2.0,,,,,2.0,,7.0,,1.0,,2.0,,,,,5.0,1.0,,2.0,2.0,2.0,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2014,Philadelphia Union,6t1iwmt8vwah0kldd5u51fd1x,B. Brown,Forward,17,8.0,2.0,,,,,7.0,1.0,4.0,1.0,230.0,,6.0,1.0,53.0,1.0,11.0,,37.0,1.0,1.0,2.0,2.0,1.0,14.0,31.0,8.0,2.0,11.0,57.0,2.0,,45.0,3.0,5.0,12.0,19.0,1.0,16.0,,,3.0,1.0,3.0,,95.0,,8.0,2.0,,18.0,,12.0,3.0,100.0,7.0,3.0,,,4.0,2.0,5.0,34.0,1.0,4.0,,4.0,,1.0,,,13.0,15.0,2.0,41.0,45.0,16.0,,,1.0,,1.0,27.0,1.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2014,Philadelphia Union,e99csocso4ahlrd4satmytn85,Fred,Midfielder,77,11.0,1.0,,,,,8.0,2.0,2.0,,343.0,,4.0,1.0,170.0,,27.0,,111.0,1.0,5.0,3.0,4.0,2.0,4.0,55.0,32.0,9.0,27.0,175.0,13.0,3.0,133.0,2.0,6.0,32.0,41.0,2.0,30.0,2.0,,21.0,3.0,8.0,5.0,240.0,1.0,11.0,9.0,,50.0,,48.0,,21.0,24.0,2.0,10.0,,11.0,2.0,1.0,56.0,1.0,4.0,,3.0,,,2.0,,28.0,59.0,1.0,140.0,143.0,6.0,1.0,1.0,,2.0,9.0,32.0,,,22.0,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
USA_MLS,2014,Philadelphia Union,bga32zh7ovvj6rlxyztpsngt1,B. Carroll,Midfielder,7,21.0,,,,,,4.0,4.0,1.0,1.0,1467.0,2.0,12.0,,693.0,2.0,70.0,,335.0,17.0,31.0,18.0,8.0,4.0,14.0,154.0,266.0,38.0,82.0,714.0,11.0,3.0,549.0,20.0,10.0,113.0,206.0,13.0,82.0,4.0,,132.0,17.0,24.0,32.0,936.0,,21.0,8.0,5.0,90.0,,246.0,1.0,38.0,61.0,2.0,52.0,,6.0,14.0,2.0,118.0,26.0,24.0,,1.0,,,1.0,,43.0,192.0,,581.0,601.0,28.0,2.0,1.0,,1.0,30.0,57.0,8.0,46.0,47.0,,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2014,Philadelphia Union,50arpsced14ecvl5wj4g2znpx,C. Casey,Forward,6,25.0,8.0,1.0,,,,7.0,16.0,9.0,15.0,1434.0,3.0,40.0,3.0,410.0,11.0,92.0,2.0,216.0,3.0,10.0,7.0,15.0,2.0,77.0,242.0,71.0,6.0,139.0,434.0,37.0,6.0,265.0,20.0,32.0,149.0,134.0,20.0,139.0,7.0,,37.0,18.0,14.0,19.0,663.0,,25.0,8.0,1.0,101.0,1.0,138.0,5.0,90.0,97.0,17.0,20.0,2.0,24.0,68.0,13.0,246.0,18.0,22.0,2.0,9.0,,3.0,1.0,,72.0,70.0,7.0,261.0,285.0,145.0,,13.0,1.0,,4.0,149.0,2.0,4.0,29.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
USA_MLS,2014,Philadelphia Union,7ah0ltnl9jhi85psn94ty91at,D. Cruz,Midfielder,44,26.0,3.0,3.0,,,,10.0,14.0,40.0,2.0,1352.0,8.0,23.0,3.0,384.0,14.0,92.0,5.0,230.0,6.0,5.0,10.0,11.0,4.0,17.0,190.0,90.0,23.0,65.0,385.0,27.0,18.0,305.0,23.0,27.0,70.0,97.0,13.0,103.0,8.0,,68.0,16.0,18.0,7.0,666.0,,26.0,16.0,1.0,139.0,1.0,83.0,,87.0,76.0,16.0,10.0,5.0,23.0,12.0,31.0,168.0,2.0,27.0,,40.0,,,3.0,1.0,75.0,113.0,2.0,314.0,315.0,29.0,,2.0,1.0,2.0,20.0,92.0,3.0,16.0,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2014,Philadelphia Union,1ya2ts0uy9nrc590fn7bir5xx,M. Edu,Midfielder,8,31.0,3.0,5.0,1.0,1.0,,,,4.0,,2789.0,4.0,29.0,1.0,1249.0,7.0,142.0,1.0,476.0,33.0,67.0,29.0,17.0,5.0,50.0,319.0,602.0,90.0,167.0,1311.0,46.0,14.0,943.0,37.0,26.0,234.0,335.0,16.0,181.0,11.0,,268.0,31.0,45.0,57.0,1848.0,,31.0,19.0,21.0,236.0,,492.0,4.0,55.0,188.0,9.0,134.0,1.0,41.0,48.0,6.0,334.0,88.0,42.0,1.0,4.0,1.0,1.0,9.0,1.0,96.0,342.0,3.0,1019.0,1077.0,98.0,6.0,,1.0,9.0,78.0,146.0,12.0,69.0,140.0,1.0,1.0,17.0,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,
USA_MLS,2014,Philadelphia Union,4ua2bfowedufy5hilbxb3cul1,Leo Fernandes,Midfielder,22,13.0,2.0,,,,,6.0,4.0,6.0,4.0,697.0,2.0,19.0,,214.0,3.0,63.0,6.0,135.0,1.0,4.0,5.0,7.0,2.0,10.0,127.0,49.0,17.0,44.0,226.0,8.0,5.0,170.0,14.0,14.0,48.0,57.0,13.0,58.0,6.0,1.0,50.0,7.0,13.0,7.0,398.0,10.0,13.0,5.0,1.0,86.0,1.0,63.0,2.0,36.0,45.0,7.0,8.0,2.0,15.0,11.0,11.0,107.0,5.0,16.0,2.0,17.0,,,1.0,1.0,52.0,43.0,1.0,166.0,178.0,21.0,1.0,1.0,1.0,3.0,16.0,62.0,1.0,7.0,34.0,,,,5.0,1.0,1.0,,,,,,,,,,,,,,,,,,,3.0,,,1.0,,,
