root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Total Shots,Total Losses Of Possession,Index,Total Fouls Conceded,Substitute Off,Yellow Cards,Games Played,Foul Attempted Tackle,Successful Passes Own Half,PutThrough/Blocked Distribution Won,Total Tackles,Shots Off Target (inc woodwork),Ground Duels lost,Unsuccessful Long Passes,Total Touches In Opposition Box,Successful Open Play Passes,Substitute On,Unsuccessful Passes Opposition Half,Forward Passes,Penalty Goals Conceded,Tackles Won,Successful Short Passes,Touches,Successful Passes Opposition Half,Ground Duels won,PutThrough/Blocked Distribution,Duels,Recoveries,Backward Passes,Time Played,Duels won,Times Tackled,Unsuccessful Passes Own Half,Ground Duels,Open Play Passes,Goals Conceded,Starts,Leftside Passes,Unsuccessful Dribbles,Unsuccessful Short Passes,Appearances,Shots On Target ( inc goals ),Total Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Goals Conceded Inside Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Aerial Duels lost,Corners Won,Aerial Duels won,Aerial Duels,Rightside Passes,Duels lost,Key Passes (Attempt Assists),Home Goals,Away Goals,Winning Goal,Successful Long Passes,Total Fouls Won,Foul Won Penalty,Tackles Lost,Assists (Intentional),Successful Crosses & Corners,Total Clearances,Successful Dribbles,Hit Woodwork,Offsides,Goals from Inside Box,Goal Assists,Goals,Interceptions,Unsuccessful Crosses open play,Successful Lay-offs,Successful Crosses open play,Unsuccessful Crosses & Corners,Right Foot Goals,Throw Ins to Opposition Player,Throw Ins to Own Player,Blocked Shots,Unsuccessful Launches,Punches,Penalties Saved,Successful Launches,Catches,Saves Made,Saves from Penalty,Clean Sheets,Penalties Faced,Saves Made from Outside Box,GK Unsuccessful Distribution,GK Successful Distribution,Saves Made from Inside Box,Saves made - parried,Through balls,Corners Taken (incl short corners),Blocks,Set Pieces Goals,Unsuccessful Corners into Box,Successful Corners into Box,Attempts from Set Pieces,Goals from Outside Box,Penalties Conceded,Penalty Goals,Unsuccessful lay-offs,Penalties Taken,Handballs conceded,Left Foot Goals,Headed Goals,Goalkeeper Smother,Total Red Cards,Straight Red Cards,Goals Conceded Outside Box,Fifty Fifty,Successful Fifty Fifty,Drops,Clearances Off the Line,Red Cards - 2nd Yellow,Own Goal Scored,Crosses not Claimed,Saves made - caught,Last Man Tackle,Second Goal Assists,Penalties Off Target
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2021,Suriname,Suriname,aariritcb0nvmsnv6je0koul1,R. Alberg,Midfielder,8,,2.0,10.0,1.0,,1.0,1.0,,8.0,1.0,,,1.0,1.0,,13.0,1.0,1.0,4.0,,,14.0,19.0,7.0,1.0,1.0,3.0,1.0,4.0,33.0,2.0,,1.0,2.0,15.0,,,4.0,,1.0,1.0,,17.0,15.0,,2.0,,,1.0,1.0,5.0,1.0,,0.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2021,Suriname,Suriname,e5urpcjqz3dqwbjg7vvhuhhhx,A. Amoeferie,Defender,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2021,Suriname,Suriname,69yxk09ki675kde2xwv87zpw5,D. Apai,Forward,17,5.0,8.0,10.0,1.0,1.0,,1.0,,8.0,,1.0,1.0,5.0,,7.0,28.0,,4.0,6.0,,1.0,28.0,47.0,20.0,1.0,2.0,6.0,3.0,15.0,57.0,1.0,4.0,,6.0,32.0,1.0,1.0,3.0,3.0,4.0,1.0,4.0,32.0,28.0,1.0,4.0,,1.0,,,8.0,5.0,,0.0,0.0,0.0,,,,,,,,,1.0,1.0,,,,,,1.0,,,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2021,Suriname,Suriname,cywgibmici8hwp1ad1nhk3ufp,S. Becker,Forward,11,7.0,30.0,10.0,,1.0,,3.0,,14.0,1.0,1.0,4.0,6.0,6.0,9.0,46.0,1.0,17.0,6.0,,,46.0,99.0,34.0,7.0,4.0,14.0,13.0,19.0,184.0,7.0,6.0,5.0,13.0,60.0,4.0,2.0,5.0,5.0,8.0,3.0,3.0,61.0,47.0,2.0,14.0,1.0,2.0,,1.0,31.0,7.0,4.0,0.0,0.0,0.0,1.0,2.0,,1.0,,1.0,,4.0,,1.0,,,,1.0,8.0,1.0,1.0,8.0,,,2.0,1.0,3.0,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2021,Suriname,Suriname,4g7462wk1v4u60k1bc9atq8yd,D. Biseswar,Midfielder,21,3.0,40.0,10.0,4.0,,,3.0,4.0,48.0,1.0,2.0,2.0,10.0,5.0,7.0,126.0,,33.0,48.0,,1.0,126.0,206.0,89.0,18.0,2.0,30.0,14.0,26.0,270.0,19.0,4.0,,28.0,151.0,5.0,3.0,44.0,2.0,21.0,3.0,1.0,161.0,135.0,3.0,26.0,1.0,2.0,1.0,2.0,43.0,11.0,6.0,0.0,0.0,0.0,9.0,13.0,,1.0,,2.0,,3.0,,1.0,,,,,1.0,1.0,1.0,7.0,,,2.0,1.0,,,,,,,,,,,,,,,2.0,7.0,,,4.0,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2021,Suriname,Suriname,1m1m080i29tnb70zao6z9e7hm,I. Comvalius,Midfielder,22,4.0,24.0,10.0,3.0,,,3.0,3.0,7.0,,2.0,4.0,12.0,2.0,11.0,26.0,2.0,12.0,11.0,,1.0,25.0,71.0,20.0,11.0,1.0,24.0,3.0,6.0,128.0,11.0,7.0,,23.0,36.0,1.0,1.0,18.0,5.0,8.0,3.0,,36.0,26.0,1.0,10.0,1.0,2.0,,1.0,1.0,13.0,2.0,0.0,0.0,0.0,1.0,6.0,,1.0,2.0,1.0,,3.0,1.0,,,2.0,,,2.0,,1.0,2.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2021,Suriname,Suriname,brqptr56zeku3bgqbixje0hxx,D. Dankerlui,Defender,2,1.0,18.0,10.0,,1.0,,3.0,,44.0,3.0,4.0,,6.0,1.0,3.0,79.0,1.0,9.0,22.0,,2.0,77.0,132.0,38.0,10.0,4.0,17.0,6.0,24.0,207.0,10.0,4.0,2.0,16.0,89.0,4.0,2.0,30.0,2.0,9.0,3.0,1.0,91.0,81.0,2.0,10.0,1.0,2.0,,1.0,15.0,7.0,1.0,0.0,0.0,0.0,4.0,1.0,,2.0,1.0,1.0,3.0,5.0,,,,1.0,,4.0,1.0,1.0,1.0,1.0,,,7.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2021,Suriname,Suriname,evhd5u3atypmb9ihd2nsoi5lh,M. Donald,Midfielder,16,,1.0,10.0,,,,1.0,,,1.0,,,,1.0,,4.0,1.0,1.0,3.0,,,3.0,6.0,4.0,,1.0,,,,7.0,,,,,5.0,,,1.0,,,1.0,,5.0,4.0,,1.0,,,,,1.0,,,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2021,Suriname,Suriname,8cv9sagvq1nrk8md579xlbkd1,R. Donk,Defender,15,,17.0,10.0,4.0,,2.0,2.0,2.0,55.0,1.0,,,6.0,7.0,,94.0,,12.0,60.0,,,92.0,145.0,46.0,6.0,2.0,18.0,12.0,3.0,180.0,9.0,2.0,3.0,12.0,107.0,4.0,2.0,19.0,1.0,8.0,2.0,,116.0,101.0,2.0,15.0,3.0,,3.0,6.0,34.0,9.0,2.0,0.0,0.0,0.0,9.0,5.0,,,,,13.0,1.0,,,,,,1.0,,,,,,,1.0,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2021,Suriname,Suriname,6a4jmorda77x4hq7z8r7mmbbp,S. Eduard,Midfielder,14,,6.0,10.0,2.0,1.0,,1.0,1.0,12.0,,2.0,,2.0,1.0,3.0,27.0,,3.0,10.0,,,25.0,37.0,15.0,2.0,1.0,5.0,1.0,6.0,67.0,3.0,,3.0,4.0,33.0,1.0,1.0,8.0,,5.0,1.0,,33.0,27.0,1.0,6.0,,1.0,1.0,1.0,9.0,2.0,1.0,0.0,0.0,0.0,2.0,,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
