liga,temporada,equipo,id,nombre,posicion,dorsal,Games Played,Tackles Won,Unsuccessful Launches,Successful Long Passes,Recoveries,Aerial Duels lost,Successful Open Play Passes,Successful Passes Own Half,Total Passes,Total Clearances,Total Losses Of Possession,Unsuccessful Passes Own Half,Backward Passes,Duels lost,Goals Conceded Inside Box,Aerial Duels won,Duels won,Key Passes (Attempt Assists),Throw Ins to Own Player,Successful Launches,Touches,Total Unsuccessful Passes ( Excl Crosses & Corners ),Duels,Goals Conceded,Substitute Off,Successful Passes Opposition Half,Throw Ins to Opposition Player,Unsuccessful Short Passes,Goals Conceded Outside Box,Forward Passes,Unsuccessful Crosses open play,Leftside Passes,Foul Attempted Tackle,Index,Starts,Total Fouls Conceded,Ground Duels won,Unsuccessful Passes Opposition Half,Aerial Duels,Appearances,Unsuccessful Long Passes,Open Play Passes,Interceptions,Unsuccessful Crosses & Corners,Total Successful Passes ( Excl Crosses & Corners ) ,Ground Duels lost,Successful Short Passes,Rightside Passes,Time Played,Tackles Lost,Total Tackles,Ground Duels,Winning Goal,Times Tackled,Blocks,Substitute On,Unsuccessful lay-offs,Shots Off Target (inc woodwork),Clean Sheets,PutThrough/Blocked Distribution,Blocked Shots,Overruns,Successful Dribbles,Through balls,Total Touches In Opposition Box,Penalty Goals Conceded,PutThrough/Blocked Distribution Won,Handballs conceded,Unsuccessful Dribbles,Corners Taken (incl short corners),Successful Crosses & Corners,Yellow Cards,Total Shots,Corners Won,Total Fouls Won,Successful Lay-offs,Shots On Target ( inc goals ),Successful Crosses open play,Offsides,Unsuccessful Corners into Box,Penalties Conceded,Goals,Goals from Outside Box,Left Foot Goals,Home Goals,Away Goals,Penalties Taken,Goals from Inside Box,Headed Goals,Attempts from Set Pieces,Straight Red Cards,Total Red Cards,Assists (Intentional),Goal Assists,Right Foot Goals,Successful Corners into Box,Set Pieces Goals,Second Goal Assists,Hit Woodwork,Penalty Goals,Clearances Off the Line,Red Cards - 2nd Yellow,Foul Won Penalty,Saves from Penalty,GK Unsuccessful Distribution,Punches,Saves Made from Inside Box,Penalties Saved,Saves Made from Outside Box,Penalties Faced,Saves made - parried,Own Goal Scored,Goal Kicks,Saves Made,Saves made - caught,GK Successful Distribution,Last Player Tackle,Goalkeeper Smother,Catches,Penalties Off Target,Crosses not Claimed,Drops,Other Goals
Mexico_Liga_MX,2019-2020,Club León,2ufp5icqczg2wvcxl5axnxu96,F. Ambríz,Midfielder,256,1.0,,,2.0,1.0,2.0,19.0,12.0,22.0,,3.0,1.0,1.0,2.0,,,1.0,,,,23.0,3.0,3.0,,,7.0,,3.0,,4.0,,10.0,,10.0,,,1.0,2.0,2.0,1.0,,22.0,,,19.0,,17.0,7.0,29.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2019-2020,Club León,9h4vvepqxghptj4mak1v8nsnp,P. Aquino,Midfielder,18,9.0,10.0,1.0,25.0,51.0,9.0,360.0,204.0,417.0,17.0,81.0,18.0,46.0,60.0,10.0,10.0,50.0,3.0,1.0,2.0,557.0,53.0,110.0,11.0,2.0,160.0,,43.0,1.0,120.0,1.0,127.0,14.0,10.0,8.0,19.0,40.0,36.0,19.0,9.0,10.0,413.0,12.0,1.0,364.0,51.0,339.0,124.0,710.0,6.0,16.0,91.0,,,2.0,1.0,,3.0,1.0,13.0,,,8.0,,6.0,3.0,11.0,1.0,7.0,,,2.0,4.0,2.0,16.0,2.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2019-2020,Club León,84r1msh0g1qj25wss1n4fv74l,S. Barreiro,Defender,28,8.0,2.0,16.0,28.0,28.0,9.0,249.0,175.0,338.0,25.0,82.0,18.0,22.0,24.0,10.0,20.0,39.0,,1.0,2.0,425.0,67.0,63.0,11.0,,96.0,,24.0,1.0,172.0,1.0,95.0,5.0,10.0,8.0,11.0,19.0,50.0,29.0,8.0,43.0,313.0,11.0,1.0,271.0,15.0,243.0,49.0,720.0,4.0,6.0,34.0,,,2.0,,,1.0,1.0,7.0,,,2.0,,5.0,3.0,4.0,1.0,2.0,,,3.0,2.0,1.0,11.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2019-2020,Club León,av5uo0p5jq933l06f12zt9mtx,G. Burón,Defender,3,4.0,4.0,3.0,5.0,7.0,3.0,89.0,53.0,110.0,3.0,26.0,12.0,19.0,10.0,5.0,2.0,16.0,,23.0,,170.0,18.0,26.0,5.0,1.0,39.0,3.0,11.0,,43.0,2.0,39.0,4.0,10.0,3.0,5.0,14.0,8.0,5.0,4.0,7.0,106.0,,2.0,92.0,7.0,87.0,9.0,270.0,1.0,5.0,21.0,,,1.0,1.0,,,,3.0,,,3.0,,,2.0,,,,,,,,,6.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2019-2020,Club León,bzb96y82gcod1quxxvz6csvyt,J. Campbell,Forward,8,7.0,3.0,,7.0,13.0,1.0,108.0,35.0,134.0,,52.0,3.0,43.0,22.0,4.0,2.0,30.0,4.0,3.0,,217.0,21.0,52.0,4.0,,81.0,,20.0,,27.0,7.0,37.0,2.0,10.0,1.0,7.0,28.0,28.0,3.0,7.0,1.0,129.0,2.0,10.0,113.0,21.0,106.0,27.0,236.0,1.0,4.0,49.0,,,,6.0,,4.0,,8.0,,,16.0,,10.0,1.0,2.0,,4.0,7.0,3.0,,8.0,3.0,8.0,3.0,4.0,2.0,,3.0,,1.0,,1.0,,,,1.0,,1.0,,,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2019-2020,Club León,38q39x751xvhjbdqmtdwd78ph,J. Cardona,Midfielder,20,1.0,,,,2.0,,2.0,2.0,5.0,,7.0,1.0,1.0,4.0,,,1.0,,,,13.0,3.0,5.0,,,,1.0,3.0,,1.0,,,,10.0,,1.0,1.0,2.0,,1.0,,5.0,,,2.0,4.0,2.0,3.0,8.0,,,5.0,,,,1.0,,,,,,,1.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2019-2020,Club León,5jj07az7i7svdgh5egd1s5dqt,R. Cota,Goalkeeper,30,10.0,,11.0,34.0,67.0,2.0,94.0,175.0,226.0,7.0,40.0,15.0,,3.0,13.0,3.0,5.0,,,8.0,304.0,38.0,8.0,14.0,,13.0,,2.0,1.0,109.0,,77.0,,10.0,10.0,,2.0,23.0,5.0,10.0,36.0,105.0,,,188.0,1.0,154.0,40.0,900.0,,,3.0,,,,,,,1.0,1.0,,,2.0,,,3.0,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,2.0,15.0,,7.0,3.0,8.0,,,22.0,,112.0,,,1.0,,1.0,2.0,
Mexico_Liga_MX,2019-2020,Club León,1ksgnqwyrps2rvof8cm9qofyt,S. Fassi,Goalkeeper,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2019-2020,Club León,b0803yb3nzorkuu22yov1mrc9,J. Godínez,Forward,14,4.0,1.0,,,2.0,6.0,30.0,9.0,35.0,1.0,10.0,,12.0,11.0,2.0,1.0,8.0,,,,57.0,4.0,19.0,2.0,,22.0,,4.0,,4.0,,10.0,,10.0,,3.0,7.0,4.0,7.0,4.0,,34.0,,,31.0,5.0,31.0,9.0,84.0,1.0,2.0,12.0,,,,4.0,,,,3.0,,,3.0,,4.0,,3.0,,1.0,,,,1.0,1.0,2.0,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2019-2020,Club León,32mw6pls6mltxk1o1xa2387v9,J. González,Defender,35,2.0,1.0,2.0,4.0,5.0,2.0,35.0,33.0,43.0,6.0,7.0,4.0,2.0,6.0,1.0,2.0,7.0,,,1.0,59.0,6.0,13.0,2.0,2.0,4.0,,2.0,1.0,15.0,,17.0,,10.0,2.0,4.0,5.0,2.0,4.0,2.0,4.0,41.0,1.0,,37.0,4.0,33.0,9.0,143.0,2.0,3.0,9.0,,,1.0,,,,,,,,,,,,,,,,,1.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
