root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Games Played,Goals,Yellow Cards,Total Red Cards,Straight Red Cards,Red Cards - 2nd Yellow,Substitute On,Substitute Off
testeo_ligas_norteamerica,USA_MLS,2012,Club de Foot Montréal,Club_de_Foot_Montréal,dk2os90gh98ssokt3wey4rpat,B. Arguez,Midfielder,27.0,0,0,0,0,0,0,0,0
testeo_ligas_norteamerica,USA_MLS,2012,Club de Foot Montréal,Club_de_Foot_Montréal,8znveya9u1qadcqomkwfydwph,D. Arnaud,Midfielder,22.0,33,4,7,0,0,0,2,5
testeo_ligas_norteamerica,USA_MLS,2012,Club de Foot Montréal,Club_de_Foot_Montréal,erxzwfp0cehy3y4j98hajixg5,P. Bernier,Midfielder,8.0,27,9,5,0,0,0,2,5
testeo_ligas_norteamerica,USA_MLS,2012,Club de Foot Montréal,Club_de_Foot_Montréal,66la204nyyjcu5pje1jtha3f9,J. Braun,Attacker,17.0,14,0,0,0,0,0,8,4
testeo_ligas_norteamerica,USA_MLS,2012,Club de Foot Montréal,Club_de_Foot_Montréal,el1ts4ek1oww3u0bylaxu8fyt,J. Brovsky,Defender,15.0,28,0,1,1,1,0,3,3
testeo_ligas_norteamerica,USA_MLS,2012,Club de Foot Montréal,Club_de_Foot_Montréal,6kb6kwmwjh4c6oyed5upl266t,E. Bush,Goalkeeper,30.0,1,0,0,0,0,0,0,0
testeo_ligas_norteamerica,USA_MLS,2012,Club de Foot Montréal,Club_de_Foot_Montréal,cdqzhq868bbsfj58azaiiufo5,H. Camara,Defender,6.0,20,1,2,1,1,0,1,0
testeo_ligas_norteamerica,USA_MLS,2012,Club de Foot Montréal,Club_de_Foot_Montréal,172v1833vp0m9ffu399j6l9ed,Felipe Martins,Midfielder,7.0,30,4,5,0,0,0,0,2
testeo_ligas_norteamerica,USA_MLS,2012,Club de Foot Montréal,Club_de_Foot_Montréal,cpawuslllqmqgkq7wrdgrwg5x,B. Corradi,Attacker,23.0,11,4,3,0,0,0,4,7
testeo_ligas_norteamerica,USA_MLS,2012,Club de Foot Montréal,Club_de_Foot_Montréal,3farlei93wg8vcijuc0aolmfp,M. Di Vaio,Attacker,9.0,17,5,1,0,0,0,1,7
testeo_ligas_norteamerica,USA_MLS,2012,Club de Foot Montréal,Club_de_Foot_Montréal,a0pxule4evfroiu30euxkkset,M. Ferrari,Defender,13.0,25,0,3,0,0,0,2,3
testeo_ligas_norteamerica,USA_MLS,2012,Club de Foot Montréal,Club_de_Foot_Montréal,9q3nwsjbkcgq68ijhyk5rjlxx,M. Fucito,Attacker,26.0,13,0,0,0,0,0,10,1
testeo_ligas_norteamerica,USA_MLS,2012,Club de Foot Montréal,Club_de_Foot_Montréal,5s3rfrehffjyw3vb6w8uofyt,J. Gardner,Midfielder,31.0,6,0,1,0,0,0,1,0
testeo_ligas_norteamerica,USA_MLS,2012,Club de Foot Montréal,Club_de_Foot_Montréal,3hlfpv0bb49qpqj8j1i4js3px,D. Iapichino,Defender,17.0,7,0,2,0,0,0,2,1
testeo_ligas_norteamerica,USA_MLS,2012,Club de Foot Montréal,Club_de_Foot_Montréal,684lz3q52pfcdeb0vfx4c2rpx,E. James,Attacker,36.0,0,0,0,0,0,0,0,0
testeo_ligas_norteamerica,USA_MLS,2012,Club de Foot Montréal,Club_de_Foot_Montréal,awawticpoc1h45hkw32dlbx05,C. Mallace,Midfielder,29.0,4,0,0,0,0,0,0,2
testeo_ligas_norteamerica,USA_MLS,2012,Club de Foot Montréal,Club_de_Foot_Montréal,d3xf5ibta7pmn8vn4mboxdgb9,J. Mapp,Midfielder,21.0,27,2,0,0,0,0,6,18
testeo_ligas_norteamerica,USA_MLS,2012,Club de Foot Montréal,Club_de_Foot_Montréal,ez9zzuapx7nbhkrcq7xshd9zp,M. Montaño,Attacker,32.0,3,0,0,0,0,0,2,0
testeo_ligas_norteamerica,USA_MLS,2012,Club de Foot Montréal,Club_de_Foot_Montréal,70velpmyqr0x9onav4kgfjlxx,L. Neagle,Midfielder,25.0,23,2,1,0,0,0,12,9
testeo_ligas_norteamerica,USA_MLS,2012,Club de Foot Montréal,Club_de_Foot_Montréal,civqxm6fttghazl93s0nueggl,A. Nesta,Defender,14.0,8,0,0,0,0,0,0,3
