root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Appearances,Goals Conceded Inside Box,Starts,Total Tackles,Duels won,Ground Duels won,Goals Conceded,Total Fouls Conceded,Recoveries,Total Passes,Touches,Unsuccessful Short Passes,Ground Duels,Index,Unsuccessful Passes Opposition Half,Games Played,Total Losses Of Possession,Leftside Passes,Successful Passes Opposition Half,Duels lost,Forward Passes,Duels,Total Successful Passes ( Excl Crosses & Corners ) ,Successful Passes Own Half,Total Unsuccessful Passes ( Excl Crosses & Corners ),Time Played,Backward Passes,Open Play Passes,Penalty Goals Conceded,Tackles Won,Ground Duels lost,Successful Short Passes,Successful Open Play Passes,Substitute Off,Interceptions,Total Fouls Won,Winning Goal,Rightside Passes,Saves Made,Saves Made from Inside Box,GK Successful Distribution,Unsuccessful Passes Own Half,Catches,GK Unsuccessful Distribution,Penalties Faced,Goal Kicks,Unsuccessful Long Passes,Successful Long Passes,Saves Made from Outside Box,Saves made - parried,Total Clearances,PutThrough/Blocked Distribution,Aerial Duels lost,PutThrough/Blocked Distribution Won,Foul Attempted Tackle,Substitute On,Aerial Duels,Successful Launches,Throw Ins to Own Player,Aerial Duels won,Tackles Lost,Throw Ins to Opposition Player,Blocks,Times Tackled,Successful Crosses & Corners,Successful Dribbles,Successful Corners into Box,Successful Lay-offs,Yellow Cards,Unsuccessful Crosses & Corners,Corners Won,Overruns,Unsuccessful Corners into Box,Unsuccessful Crosses open play,Corners Taken (incl short corners),Key Passes (Attempt Assists),Unsuccessful Dribbles,Successful Crosses open play,Total Touches In Opposition Box,Total Shots,Offsides,Shots On Target ( inc goals ),Unsuccessful Launches,Penalties Conceded,Handballs conceded,Shots Off Target (inc woodwork),Clearances Off the Line,Drops,Total Red Cards,Straight Red Cards,Attempts from Set Pieces,Blocked Shots,Red Cards - 2nd Yellow,Goals Conceded Outside Box,Through balls,Goal Assists,Goals,Left Foot Goals,Goals from Inside Box,Assists (Intentional),Right Foot Goals,Home Goals,Away Goals,Foul Won Penalty,Penalties Taken,Penalty Goals,Saves made - caught,Headed Goals,Hit Woodwork,Unsuccessful lay-offs,Goals from Outside Box,Own Goal Scored,Punches,Saves from Penalty,Penalties Saved,Set Pieces Goals,Clean Sheets,Goalkeeper Smother,Second Goal Assists,Last Man Tackle,Other Goals,Last Player Tackle
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2023-2024,British Virgin Islands,British_Virgin_Islands,1xbibsrtikk7w9qteujremgb8,J. Abrams,Defender,0,4.0,5.0,4.0,7.0,14.0,11.0,6.0,3.0,11.0,81.0,120.0,14.0,18.0,10.0,12.0,4.0,28.0,6.0,17.0,10.0,53.0,24.0,56.0,39.0,25.0,318.0,1.0,73.0,2.0,7.0,7.0,48.0,50.0,2.0,1.0,4.0,0.0,21.0,,,,13.0,,,,,11.0,8.0,,,17.0,3.0,3.0,1.0,2.0,,6.0,2.0,,3.0,,1.0,3.0,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2023-2024,British Virgin Islands,British_Virgin_Islands,f0x7tfo3lf72f1y8p9e8fmln8,Jadon Abrams,Midfielder,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2023-2024,British Virgin Islands,British_Virgin_Islands,7abh82s0dt607v0f7p4klz6ui,J. Bertie,Defender,0,3.0,3.0,3.0,7.0,20.0,15.0,4.0,5.0,8.0,45.0,80.0,11.0,26.0,10.0,13.0,3.0,23.0,8.0,20.0,13.0,16.0,33.0,32.0,13.0,13.0,222.0,10.0,41.0,2.0,4.0,11.0,30.0,28.0,3.0,,5.0,0.0,11.0,,,,1.0,,,,,2.0,2.0,,,,4.0,2.0,2.0,2.0,,7.0,,,5.0,3.0,,1.0,5.0,1.0,3.0,,1.0,,1.0,3.0,1.0,,1.0,,4.0,3.0,,4.0,3.0,1.0,3.0,1.0,,,,,,,,,1.0,,1.0,,,1.0,1.0,,,,0.0,1.0,,,,,,,,1.0,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2023-2024,British Virgin Islands,British_Virgin_Islands,c8kis35rfw7e76bds4gn90p91,T. Caesar,Midfielder,0,1.0,1.0,1.0,3.0,6.0,4.0,2.0,3.0,6.0,24.0,43.0,3.0,7.0,10.0,2.0,1.0,7.0,3.0,6.0,3.0,16.0,9.0,20.0,14.0,4.0,90.0,1.0,22.0,1.0,3.0,3.0,17.0,18.0,,2.0,1.0,0.0,4.0,,,,2.0,,,,,1.0,3.0,,,6.0,1.0,,1.0,2.0,,2.0,1.0,,2.0,,2.0,1.0,,,,,,1.0,,,1.0,,,,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2023-2024,British Virgin Islands,British_Virgin_Islands,6jes3eaf1enho7715e23mremt,T. Caesar,Midfielder,0,2.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,6.0,37.0,56.0,3.0,4.0,10.0,4.0,2.0,9.0,18.0,3.0,3.0,15.0,8.0,31.0,28.0,6.0,180.0,,33.0,1.0,,2.0,27.0,27.0,,2.0,1.0,0.0,4.0,,,,2.0,,,,,3.0,4.0,,,6.0,1.0,1.0,1.0,1.0,,4.0,1.0,1.0,3.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,1.0,,1.0,,,1.0,0.0,,,,,1.0,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2023-2024,British Virgin Islands,British_Virgin_Islands,ah12bnaub2m4kjm83kdkxg07o,A. Callwood,Forward,0,2.0,,,2.0,5.0,5.0,,2.0,2.0,3.0,15.0,1.0,9.0,10.0,1.0,2.0,6.0,,2.0,4.0,3.0,9.0,2.0,,1.0,20.0,,3.0,,1.0,4.0,1.0,2.0,,,2.0,0.0,,,,,,,,,,,1.0,,,,1.0,,1.0,2.0,2.0,,,,,1.0,,,2.0,,1.0,,,1.0,,,2.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2023-2024,British Virgin Islands,British_Virgin_Islands,98h0atb0x7auv03q72qjmndhw,L. Chalwell,Forward,0,4.0,5.0,4.0,8.0,27.0,24.0,6.0,6.0,27.0,86.0,167.0,13.0,44.0,10.0,17.0,4.0,44.0,19.0,35.0,23.0,29.0,50.0,67.0,33.0,19.0,350.0,16.0,84.0,2.0,7.0,20.0,59.0,66.0,1.0,5.0,12.0,1.0,22.0,,,,2.0,,,,,6.0,8.0,,,2.0,5.0,3.0,3.0,5.0,,6.0,,2.0,3.0,1.0,,1.0,12.0,1.0,4.0,,3.0,1.0,,1.0,2.0,,,,2.0,8.0,1.0,9.0,7.0,3.0,4.0,,,,3.0,,,,,1.0,1.0,,1.0,,,3.0,,3.0,,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2023-2024,British Virgin Islands,British_Virgin_Islands,akwumdmbmx1rx79o41erbraqc,S. Cross,Goalkeeper,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2023-2024,British Virgin Islands,British_Virgin_Islands,a8lmtybrjr5qyndnol7eh0ljo,J. Forbes,Forward,0,2.0,,,1.0,2.0,2.0,1.0,2.0,2.0,18.0,33.0,5.0,11.0,10.0,7.0,2.0,17.0,6.0,6.0,10.0,6.0,12.0,12.0,6.0,6.0,55.0,3.0,18.0,,1.0,9.0,12.0,12.0,,,1.0,0.0,3.0,,,,1.0,,,,,1.0,,,,,1.0,1.0,,1.0,2.0,1.0,,,,,,,5.0,,,,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,2.0,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2023-2024,British Virgin Islands,British_Virgin_Islands,eqhkbad32utl3xyw7vxjjc4tm,T. Forbes,Forward,0,4.0,5.0,4.0,2.0,27.0,22.0,6.0,9.0,23.0,77.0,172.0,22.0,54.0,10.0,29.0,4.0,69.0,20.0,40.0,34.0,20.0,61.0,51.0,14.0,26.0,334.0,18.0,71.0,2.0,1.0,32.0,48.0,45.0,2.0,6.0,5.0,0.0,19.0,,,,5.0,,,,,4.0,3.0,,,1.0,2.0,2.0,1.0,4.0,,7.0,,2.0,5.0,1.0,,1.0,21.0,3.0,15.0,3.0,,1.0,8.0,2.0,1.0,4.0,3.0,7.0,3.0,14.0,,22.0,10.0,3.0,4.0,3.0,,,6.0,,,,,,,,1.0,,4.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
