liga,temporada,equipo,id,nombre,posicion,dorsal,Total Losses Of Possession,Ground Duels lost,Shots Off Target (inc woodwork),Successful Dribbles,Total Fouls Conceded,Leftside Passes,Penalty Goals Conceded,Ground Duels won,Throw Ins to Opposition Player,Recoveries,Throw Ins to Own Player,Goals Conceded Outside Box,Total Passes,Clearances Off the Line,Touches,Aerial Duels lost,Shots On Target ( inc goals ),Unsuccessful Passes Own Half,Total Successful Passes ( Excl Crosses & Corners ) ,Time Played,Duels,Total Touches In Opposition Box,Corners Won,Ground Duels,Unsuccessful Crosses open play,Goals Conceded Inside Box,Unsuccessful Crosses & Corners,Index,Duels won,Hit Woodwork,Yellow Cards,Successful Open Play Passes,Successful Passes Own Half,Successful Lay-offs,Successful Short Passes,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Duels lost,Successful Crosses & Corners,Successful Crosses open play,Total Shots,Goals Conceded,Total Unsuccessful Passes ( Excl Crosses & Corners ),Total Tackles,Unsuccessful Short Passes,Backward Passes,Forward Passes,Aerial Duels won,Appearances,Clean Sheets,Successful Passes Opposition Half,Unsuccessful Dribbles,Games Played,Total Clearances,Tackles Won,Tackles Lost,Aerial Duels,Open Play Passes,Key Passes (Attempt Assists),Unsuccessful Launches,Times Tackled,Successful Long Passes,Total Fouls Won,Rightside Passes,Successful Launches,PutThrough/Blocked Distribution,Interceptions,Blocks,Starts,Foul Attempted Tackle,Unsuccessful Passes Opposition Half,Winning Goal,Corners Taken (incl short corners),Through balls,Substitute Off,Substitute On,Unsuccessful Corners into Box,Goals from Inside Box,Handballs conceded,Goals,Right Foot Goals,Blocked Shots,Overruns,Unsuccessful lay-offs,Home Goals,Away Goals,Successful Corners into Box,Last Player Tackle,Left Foot Goals,Offsides,Goals from Outside Box,Headed Goals,Straight Red Cards,Total Red Cards,Assists (Intentional),Goal Assists,Penalties Conceded,Attempts from Set Pieces,Red Cards - 2nd Yellow,Goal Kicks,GK Successful Distribution,Foul Won Penalty,Second Goal Assists,Saves Made from Outside Box,Saves Made,Penalties Faced,GK Unsuccessful Distribution,Punches,Catches,Goalkeeper Smother,Saves Made from Inside Box,Drops,Saves made - parried,Set Pieces Goals,Penalties Taken,Penalty Goals,Own Goal Scored,Saves made - caught,Saves from Penalty,Penalties Saved,Crosses not Claimed,Other Goals,Penalties Off Target
Mexico_Liga_MX,2023-2024,Atlas FC,apsv0c0r1zc7q3bjqex8033kl,J. Abella,Defender,4,245,48,3,3,15,260,4,50,39,69,132,7,702,1,1114,21,3,37,562,1530,131,9,11,98,35,17,35,10,62,1,3,547,250,2,499,55,8,69,14,14,6,24,140,33,85,105,297,12,17,5,326,6,17,37,18,15,33,684,12,24,13,63,14,40,9,28,22,3,17,8,138,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2023-2024,Atlas FC,cb6oodfu9rk751khbomxg2yuh,E. Aguirre,Forward,19,102,40,10,4,11,34,1,22,,15,2,2,138,,300,27,4,4,103,608,102,30,7,62,15,7,16,10,35,,2,100,25,8,100,,11,67,3,3,14,9,35,7,35,44,29,13,12,,81,8,12,7,2,5,40,135,6,,25,3,12,31,,18,4,1,6,5,47,1,1,1,5,6,1,1,1,1,1,5,3,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2023-2024,Atlas FC,ancqubjqqf22bdzlposz8okbt,G. Aguirre,Defender,13,27,11,,1,10,72,2,10,,33,,2,292,,349,8,,10,267,469,41,3,2,21,,6,,10,22,,1,261,205,,250,10,2,19,1,,,8,25,7,15,25,85,12,8,1,63,,8,17,3,4,20,285,2,5,,17,2,110,1,3,13,4,4,2,15,0,1,,,4,,,,,,2,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2023-2024,Atlas FC,bq2k2eljw2kf5rppuksl15jbo,A. Bass,Midfielder,30,33,8,3,3,4,43,1,16,,18,1,,154,,201,8,,10,126,246,41,3,2,24,1,3,1,10,25,,3,122,55,,112,6,2,16,,,3,3,28,8,22,25,52,9,5,,71,,5,5,5,3,17,150,4,2,,14,5,34,2,6,7,,3,2,19,0,,,3,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2023-2024,Atlas FC,34w0dseqk24955er7shltiggl,J. Caicedo,Forward,23,146,56,15,10,23,50,4,24,,24,,6,204,,394,36,19,9,146,1156,153,71,8,80,4,14,4,10,61,,3,113,55,12,140,2,2,92,,,34,20,58,5,56,84,18,37,14,1,91,11,14,14,3,2,73,171,10,,29,6,9,52,,10,3,1,14,5,53,0,,,8,,,4,1,5,3,2,4,6,2,3,,,1,11,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2023-2024,Atlas FC,9op8h3796bxbdd2rw9sjv6vze,L. Correa,Forward,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2023-2024,Atlas FC,1kggpaz4j0ttrjavw0z6tzjhm,I. Domínguez,Defender,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2023-2024,Atlas FC,c6mn8nsx1djyybi6vs3wvd6qy,R. Fulgencio,Midfielder,7,87,32,3,9,5,41,1,17,,28,1,3,213,,339,3,6,8,188,621,53,21,3,49,24,4,26,10,18,,,185,64,2,168,5,4,35,6,4,9,7,25,5,20,43,35,1,15,1,130,7,15,5,5,,4,210,9,2,19,20,3,94,3,10,3,,6,2,43,0,5,,4,9,2,3,,3,3,6,2,,2,1,2,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2023-2024,Atlas FC,2xchh8ku8lm05p0sd89y6gjit,J. Furch,Forward,9,23,2,3,,,8,,2,,6,1,,55,,80,8,2,2,39,178,22,14,,4,2,1,2,10,12,,,35,13,2,38,2,,10,,,5,1,16,,14,16,14,10,2,,26,1,2,2,,,18,51,4,1,2,1,2,17,,2,,,2,,16,0,,1,1,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2023-2024,Atlas FC,7ryaeixwywl05esrvzbm5bjkl,M. García,Midfielder,8,84,31,,16,2,86,4,43,,41,4,2,258,,384,3,3,12,218,483,81,11,1,74,3,6,5,10,47,,,216,65,3,212,5,12,34,1,,3,8,40,14,35,51,59,4,12,,154,8,12,3,10,4,7,256,5,3,21,6,13,62,1,15,2,,3,1,33,0,2,,3,9,1,,,,,2,4,1,,,1,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
