liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Time Played,Throw Ins to Own Player,Successful Launches,Open Play Passes,Backward Passes,Successful Passes Opposition Half,Unsuccessful Launches,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Total Fouls Conceded,Successful Short Passes,Goals Conceded Inside Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Throw Ins to Opposition Player,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Appearances,Blocks,Ground Duels,Forward Passes,Index,Duels won,Successful Long Passes,Total Fouls Won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Games Played,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,GK Successful Distribution,Substitute On,Successful Lay-offs,Goals,Right Foot Goals,Successful Crosses & Corners,Yellow Cards,Shots Off Target (inc woodwork),Substitute Off,Successful Dribbles,Total Shots,Total Red Cards,Blocked Shots,Red Cards - 2nd Yellow,Foul Attempted Tackle,Total Touches In Opposition Box,Shots On Target ( inc goals ),Successful Crosses open play,Aerial Duels won,Handballs conceded,Hit Woodwork,Goals from Inside Box,Unsuccessful lay-offs,Through balls,Offsides,Corners Won,Successful Corners into Box,Corners Taken (incl short corners),Goals from Outside Box,Left Foot Goals,Unsuccessful Corners into Box,Assists (Intentional),Clearances Off the Line,Goal Assists,Saves Made,Crosses not Claimed,Punches,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Saves made - caught,GK Unsuccessful Distribution,Second Goal Assists,Own Goal Scored,Headed Goals,Foul Won Penalty,Set Pieces Goals,Attempts from Set Pieces,Penalties Taken,Penalty Goals,Straight Red Cards,Penalties Conceded,Goalkeeper Smother,Penalties Faced,Times Tackled,Penalty Goals Conceded,Home Goals,Away Goals,Winning Goal,Other Goals,Goal Kicks,Last Man Tackle,Saves from Penalty,Penalties Saved,Penalties Off Target
USA_USL_Championship,2017,Penn FC,a5egzbbpthf3cx8z2z0b1932t,C. Benbow,Midfielder,0,18.0,1017.0,8.0,,292.0,60.0,156.0,3.0,16.0,11.0,1.0,11.0,195.0,60.0,19.0,65.0,292.0,25.0,201.0,13.0,81.0,91.0,13.0,92.0,,52.0,13.0,26.0,10.0,533.0,21.0,,128.0,84.0,10.0,57.0,10.0,11.0,25.0,140.0,2.0,14.0,21.0,21.0,72.0,57.0,211.0,211.0,12.0,,12.0,83.0,7.0,8.0,56.0,,8.0,5.0,1.0,1.0,5.0,2.0,10.0,10.0,27.0,18.0,1.0,9.0,,17.0,48.0,8.0,4.0,1.0,3.0,,1.0,,1.0,4.0,14.0,1.0,4.0,,,3.0,2.0,,2.0,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,
USA_USL_Championship,2017,Penn FC,6jvps1gnaib9sa6n18ewnxi3t,J. Bond,Defender,16,19.0,898.0,28.0,4.0,283.0,89.0,129.0,5.0,12.0,8.0,,32.0,141.0,80.0,22.0,70.0,286.0,14.0,192.0,14.0,82.0,18.0,7.0,84.0,3.0,28.0,10.0,24.0,17.0,473.0,14.0,1.0,65.0,95.0,10.0,45.0,12.0,4.0,5.0,114.0,19.0,14.0,19.0,14.0,37.0,84.0,201.0,204.0,49.0,,16.0,69.0,6.0,13.0,28.0,,4.0,6.0,2.0,2.0,5.0,1.0,3.0,5.0,2.0,8.0,,2.0,,6.0,27.0,5.0,5.0,17.0,1.0,,2.0,,,1.0,11.0,,3.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2017,Penn FC,2twrmmeqhuff0szypk3wutz2t,Tiago,Defender,5,1.0,2210.0,1.0,17.0,1000.0,69.0,299.0,50.0,108.0,9.0,3.0,18.0,216.0,591.0,45.0,85.0,1082.0,32.0,789.0,34.0,193.0,204.0,6.0,136.0,,113.0,24.0,18.0,58.0,1391.0,26.0,12.0,125.0,555.0,10.0,112.0,100.0,24.0,2.0,180.0,102.0,37.0,1.0,26.0,50.0,254.0,825.0,889.0,55.0,8.0,38.0,68.0,7.0,65.0,75.0,,2.0,1.0,1.0,1.0,1.0,11.0,1.0,2.0,8.0,5.0,,1.0,,19.0,8.0,4.0,1.0,37.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
USA_USL_Championship,2017,Penn FC,affrbdg701c5r00uxf977ous5,T. Brent,Defender,4,,1839.0,45.0,12.0,754.0,52.0,167.0,25.0,51.0,7.0,4.0,17.0,158.0,502.0,25.0,76.0,796.0,20.0,598.0,27.0,127.0,225.0,2.0,78.0,8.0,94.0,21.0,14.0,49.0,1061.0,21.0,8.0,78.0,362.0,10.0,61.0,71.0,13.0,,114.0,72.0,31.0,,21.0,36.0,157.0,636.0,669.0,36.0,6.0,17.0,53.0,8.0,32.0,42.0,,,,,,,4.0,2.0,2.0,4.0,3.0,,,,7.0,6.0,1.0,,19.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2017,Penn FC,4mrcwdc6kac651lpgxt14g44p,M. Dabo,Midfielder,8,2.0,1802.0,3.0,4.0,1016.0,150.0,340.0,19.0,42.0,17.0,2.0,27.0,214.0,503.0,45.0,141.0,1026.0,41.0,793.0,24.0,183.0,277.0,6.0,126.0,,170.0,21.0,25.0,59.0,1247.0,21.0,,122.0,336.0,10.0,87.0,50.0,9.0,1.0,177.0,16.0,26.0,2.0,21.0,63.0,263.0,834.0,843.0,55.0,7.0,30.0,90.0,15.0,78.0,59.0,,,21.0,,,,6.0,,2.0,6.0,,,,,28.0,1.0,,,28.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2017,Penn FC,4l8khbrrvihqnp6plmfnqpsyd,D. DiPrima,Midfielder,14,7.0,985.0,2.0,1.0,333.0,66.0,149.0,3.0,16.0,7.0,2.0,15.0,145.0,120.0,7.0,66.0,343.0,14.0,245.0,20.0,82.0,84.0,15.0,75.0,,42.0,11.0,17.0,24.0,471.0,23.0,,56.0,106.0,10.0,33.0,16.0,12.0,5.0,83.0,5.0,22.0,17.0,23.0,35.0,87.0,252.0,261.0,27.0,,7.0,50.0,,8.0,21.0,,12.0,9.0,1.0,1.0,8.0,1.0,2.0,7.0,4.0,4.0,,1.0,,5.0,16.0,2.0,,12.0,1.0,,,,2.0,2.0,5.0,8.0,18.0,1.0,,9.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
USA_USL_Championship,2017,Penn FC,2ca0j91fvnhp5qshds6cp19t5,J. Grosh,Midfielder,0,14.0,1446.0,3.0,,514.0,89.0,272.0,6.0,27.0,8.0,1.0,30.0,213.0,144.0,23.0,81.0,521.0,19.0,386.0,23.0,108.0,158.0,21.0,103.0,1.0,76.0,17.0,17.0,22.0,741.0,21.0,2.0,114.0,145.0,10.0,59.0,27.0,9.0,6.0,162.0,13.0,24.0,17.0,21.0,73.0,129.0,407.0,413.0,48.0,1.0,19.0,103.0,4.0,17.0,41.0,,4.0,19.0,,,3.0,3.0,6.0,12.0,9.0,8.0,,5.0,,12.0,16.0,2.0,2.0,18.0,2.0,1.0,,,2.0,1.0,3.0,1.0,5.0,,,3.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2017,Penn FC,cekvt3nquw87q32t349wwg5pl,C. Hill,Defender,19,,5.0,,,2.0,1.0,3.0,,,,,,1.0,,,,2.0,,2.0,1.0,,,,,,,,,,5.0,1.0,,1.0,,10.0,,,,,1.0,,1.0,,1.0,1.0,1.0,2.0,2.0,,,,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2017,Penn FC,e8gm9eq1o6gonq3blbesa16g9,S. Lewis,Goalkeeper,13,,540.0,,19.0,89.0,,35.0,49.0,83.0,,,,87.0,51.0,,1.0,170.0,,41.0,9.0,84.0,12.0,,70.0,,64.0,6.0,,14.0,240.0,6.0,,,138.0,10.0,3.0,45.0,,,3.0,4.0,9.0,,6.0,,20.0,46.0,86.0,3.0,2.0,,,,,,62.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,21.0,,2.0,,6.0,7.0,7.0,14.0,1.0,20.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,
USA_USL_Championship,2017,Penn FC,d9k8gphwlpnf2zbdcdnss0n3d,G. Libhart,Defender,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
