liga,temporada,equipo,id,nombre,posicion,dorsal,Time Played,Throw Ins to Own Player,Open Play Passes,Backward Passes,Successful Passes Opposition Half,Unsuccessful Launches,Unsuccessful Long Passes,Own Goal Scored,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Unsuccessful Passes Opposition Half,Recoveries,Starts,Unsuccessful Passes Own Half,Touches,Appearances,Ground Duels,Forward Passes,Index,Duels won,Successful Long Passes,Total Fouls Won,Aerial Duels won,Duels,Total Clearances,Goals Conceded,Games Played,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Successful Launches,Shots Off Target (inc woodwork),Total Fouls Conceded,Total Shots,PutThrough/Blocked Distribution,Foul Attempted Tackle,Blocks,Total Touches In Opposition Box,Shots On Target ( inc goals ),Attempts from Set Pieces,Substitute On,Goals,Right Foot Goals,Yellow Cards,Goals from Inside Box,Assists (Intentional),Goal Assists,Unsuccessful Crosses open play,PutThrough/Blocked Distribution Won,Substitute Off,Key Passes (Attempt Assists),Unsuccessful Dribbles,Unsuccessful Crosses & Corners,Corners Won,Goals from Outside Box,Penalties Taken,Penalty Goals,Corners Taken (incl short corners),Unsuccessful Corners into Box,Saves Made,GK Successful Distribution,Saves Made from Inside Box,Saves made - caught,GK Unsuccessful Distribution,Goalkeeper Smother,Successful Lay-offs,Total Red Cards,Blocked Shots,Straight Red Cards,Foul Won Penalty,Throw Ins to Opposition Player,Goals Conceded Outside Box,Clean Sheets,Successful Crosses & Corners,Successful Crosses open play,Left Foot Goals,Offsides,Handballs conceded,Hit Woodwork,Unsuccessful lay-offs,Punches,Catches,Saves Made from Outside Box,Through balls,Successful Corners into Box,Saves made - parried,Penalty Goals Conceded,Drops,Penalties Faced,Headed Goals,Penalties Conceded,Second Goal Assists,Red Cards - 2nd Yellow
Concacaf_Leagues_Cup_2019_2022,2019,Club Tijuana Xoloitzcuintles de Caliente,ehj1pabo9ovixh46axxz0bglx,F. Arce,Midfielder,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2019,Club Tijuana Xoloitzcuintles de Caliente,4h09e5cjwdxlps0hhr89rry6t,K. Balanta,Midfielder,5,90.0,,48.0,4.0,18.0,,3.0,,1.0,12.0,23.0,3.0,7.0,51.0,,37.0,2.0,10.0,17.0,7.0,4.0,1.0,3.0,60.0,1.0,7.0,12.0,10.0,8.0,4.0,1.0,4.0,12.0,,2.0,1.0,3.0,18.0,38.0,41.0,5.0,2.0,4.0,1.0,1.0,4.0,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2019,Club Tijuana Xoloitzcuintles de Caliente,dmwxlqucazmduaf7pg4p5vkyd,M. Bolaños,Forward,10,90.0,1.0,45.0,13.0,27.0,1.0,1.0,,,20.0,16.0,,4.0,46.0,,39.0,2.0,5.0,6.0,10.0,5.0,1.0,2.0,72.0,1.0,8.0,7.0,10.0,2.0,2.0,2.0,,8.0,1.0,2.0,1.0,6.0,20.0,40.0,41.0,,,6.0,,1.0,2.0,,2.0,2.0,3.0,,1.0,,4.0,1.0,1.0,,,,,,,,3.0,,,3.0,1.0,7.0,1.0,,,,3.0,2.0,,,,,,,3.0,,1.0,,,,,,2.0,,,,1.0,1.0,,,,,,1.0,,,,,,,1.0,
Concacaf_Leagues_Cup_2019_2022,2019,Club Tijuana Xoloitzcuintles de Caliente,9cpcsx3gif1oioywg4tcwsgyd,D. Braghieri,Defender,6,90.0,1.0,48.0,2.0,13.0,,2.0,,3.0,9.0,29.0,3.0,5.0,49.0,,38.0,2.0,7.0,15.0,3.0,3.0,1.0,4.0,65.0,1.0,5.0,14.0,10.0,8.0,4.0,2.0,3.0,11.0,,2.0,1.0,,18.0,41.0,42.0,6.0,3.0,3.0,,3.0,5.0,,1.0,,1.0,1.0,,1.0,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2019,Club Tijuana Xoloitzcuintles de Caliente,8tie13geoxkt9v05snpc8yx91,W. Camacho,Midfielder,11,85.0,,42.0,4.0,25.0,,,,,25.0,9.0,5.0,10.0,42.0,1.0,26.0,2.0,10.0,20.0,12.0,4.0,1.0,1.0,71.0,1.0,18.0,15.0,10.0,8.0,6.0,2.0,,18.0,,2.0,1.0,10.0,3.0,32.0,32.0,,4.0,10.0,1.0,,8.0,,1.0,2.0,2.0,1.0,2.0,,4.0,1.0,,,1.0,1.0,,1.0,,,3.0,,1.0,2.0,4.0,3.0,1.0,,,,,,,,,,,,,,1.0,,,,,,2.0,2.0,,2.0,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2019,Club Tijuana Xoloitzcuintles de Caliente,bh5emxazjkbwd6i86qx30hfit,L. Fuentes,Defender,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2019,Club Tijuana Xoloitzcuintles de Caliente,7e0gqoexhr0a1nlysflla04id,G. Lajud,Goalkeeper,25,90.0,,9.0,,2.0,2.0,2.0,,,2.0,12.0,,,16.0,,10.0,2.0,2.0,4.0,,3.0,1.0,2.0,19.0,1.0,,8.0,10.0,,4.0,,,,,2.0,1.0,,4.0,7.0,14.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,8.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2019,Club Tijuana Xoloitzcuintles de Caliente,52snk5ulvq9ziwe64jk9re95h,O. Mendoza,Defender,28,90.0,10.0,47.0,8.0,25.0,,4.0,,1.0,16.0,17.0,,6.0,50.0,,37.0,2.0,10.0,3.0,10.0,7.0,1.0,2.0,76.0,1.0,6.0,16.0,10.0,5.0,3.0,3.0,2.0,9.0,,2.0,1.0,3.0,23.0,38.0,40.0,3.0,,4.0,,1.0,3.0,1.0,1.0,2.0,1.0,3.0,2.0,,3.0,,,,,,,,1.0,1.0,2.0,2.0,,3.0,,2.0,1.0,,,,,,,,,,,,,,,,,1.0,,,2.0,2.0,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2019,Club Tijuana Xoloitzcuintles de Caliente,ev4n9y702d2tp5bvpwblk4gk5,L. Michel,Goalkeeper,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2019,Club Tijuana Xoloitzcuintles de Caliente,3egw8vgvwd0nj4xseubfemvv9,L. Miranda,Midfielder,33,90.0,1.0,86.0,7.0,47.0,1.0,4.0,,1.0,17.0,26.0,3.0,9.0,86.0,4.0,68.0,2.0,13.0,24.0,14.0,10.0,1.0,,104.0,1.0,8.0,30.0,10.0,8.0,5.0,,1.0,10.0,1.0,2.0,1.0,1.0,25.0,73.0,73.0,2.0,1.0,2.0,2.0,2.0,7.0,,1.0,,1.0,5.0,,,1.0,,,,,,,,,,1.0,2.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
