liga,temporada,equipo,id,nombre,posicion,dorsal,Time Played,Throw Ins to Own Player,Open Play Passes,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Unsuccessful Long Passes,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Substitute Off,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Corners into Box,Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Corners Taken (incl short corners),Appearances,Blocks,Ground Duels,Forward Passes,Index,Duels won,Successful Long Passes,Total Fouls Won,Aerial Duels won,Duels,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Games Played,Unsuccessful Corners into Box,Assists (Intentional),Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Goal Assists,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Successful Launches,Yellow Cards,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Aerial Duels lost,Total Shots,Foul Attempted Tackle,Total Touches In Opposition Box,Unsuccessful Dribbles,Unsuccessful Crosses open play,Corners Won,Blocked Shots,Throw Ins to Opposition Player,Shots On Target ( inc goals ),Through balls,Substitute On,Successful Lay-offs,Successful Crosses open play,Handballs conceded,Hit Woodwork,Saves Made,GK Successful Distribution,Punches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,GK Unsuccessful Distribution,Foul Won Penalty,Offsides,Goals,Headed Goals,Goals from Inside Box,Right Foot Goals,Clearances Off the Line,Penalties Taken,Unsuccessful lay-offs,Penalty Goals,Penalty Goals Conceded,Goals Conceded Outside Box,Catches,Penalties Faced,Penalties Off Target,Left Foot Goals,Attempts from Set Pieces,Goals from Outside Box,Penalties Conceded,Set Pieces Goals,Total Red Cards,Red Cards - 2nd Yellow,Goalkeeper Smother,Drops,Own Goal Scored,Saves made - caught,Second Goal Assists,Other Goals,Last Man Tackle
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,United States,cvz7rxusmcxxv17fij7dxx6mt,J. Altidore,Forward,17,219.0,,55.0,8.0,,29.0,,3.0,20.0,11.0,,12.0,55.0,3.0,3.0,1.0,39.0,,15.0,,15.0,1.0,13.0,4.0,3.0,1.0,2.0,79.0,,4.0,,14.0,15.0,10.0,8.0,1.0,6.0,1.0,19.0,1.0,,,4.0,,,7.0,17.0,40.0,40.0,5.0,,1.0,,11.0,,1.0,7.0,,1.0,,4.0,4.0,6.0,2.0,11.0,1.0,,,,,2.0,,1.0,3.0,,,,,,,,,,,,,1.0,,1.0,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,1.0,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,United States,6glxg9gvqn1uc1jmwisnml68l,P. Arriola,Midfielder,7,447.0,6.0,160.0,43.0,3.0,93.0,2.0,4.0,59.0,35.0,6.0,31.0,160.0,2.0,10.0,3.0,123.0,2.0,35.0,,65.0,6.0,36.0,12.0,5.0,6.0,6.0,247.0,1.0,5.0,,36.0,45.0,10.0,23.0,2.0,10.0,4.0,43.0,3.0,2.0,7.0,5.0,1.0,,17.0,7.0,125.0,125.0,7.0,2.0,1.0,3.0,20.0,3.0,2.0,19.0,,,2.0,8.0,3.0,15.0,8.0,32.0,4.0,6.0,4.0,3.0,,7.0,,,,3.0,,1.0,,,,,,,,,1.0,2.0,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,United States,eypyejxr4xry8cwm51ex77c9h,T. Boyd,Forward,21,234.0,,57.0,15.0,3.0,37.0,1.0,2.0,36.0,14.0,9.0,9.0,59.0,2.0,3.0,1.0,40.0,,11.0,2.0,4.0,4.0,17.0,8.0,3.0,3.0,4.0,118.0,6.0,4.0,,33.0,14.0,10.0,15.0,8.0,3.0,2.0,35.0,,,10.0,4.0,3.0,,20.0,26.0,46.0,48.0,2.0,1.0,,7.0,20.0,2.0,,13.0,,,2.0,7.0,,11.0,2.0,14.0,1.0,7.0,2.0,1.0,,4.0,,1.0,1.0,1.0,,,,,,,,,,,2.0,2.0,,1.0,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,United States,2c8lm8pc33blr2596jt0fxkgl,M. Bradley,Midfielder,4,422.0,,253.0,47.0,,92.0,1.0,12.0,41.0,151.0,9.0,21.0,276.0,1.0,4.0,1.0,221.0,2.0,33.0,,81.0,2.0,25.0,27.0,5.0,6.0,9.0,316.0,,5.0,1.0,29.0,79.0,10.0,14.0,22.0,3.0,1.0,31.0,6.0,2.0,1.0,5.0,,1.0,16.0,69.0,220.0,243.0,2.0,2.0,1.0,6.0,17.0,3.0,4.0,13.0,,,3.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,United States,3ebyf23azgbktpf7dgwlphkvd,R. Cannon,Defender,14,276.0,18.0,136.0,45.0,2.0,55.0,2.0,6.0,40.0,62.0,8.0,19.0,140.0,,3.0,4.0,109.0,2.0,25.0,,1.0,3.0,20.0,10.0,3.0,3.0,9.0,205.0,,4.0,,23.0,32.0,10.0,17.0,6.0,4.0,1.0,26.0,5.0,2.0,4.0,4.0,,,7.0,62.0,111.0,115.0,3.0,1.0,,5.0,9.0,3.0,1.0,16.0,1.0,,1.0,1.0,2.0,1.0,1.0,8.0,1.0,4.0,2.0,,3.0,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,United States,5ywmuj75fpflsqyne41dsgpg5,O. González,Defender,3,91.0,,76.0,2.0,,30.0,2.0,3.0,10.0,38.0,,7.0,78.0,,3.0,,61.0,,10.0,,30.0,,6.0,2.0,1.0,,4.0,83.0,,2.0,,3.0,29.0,10.0,6.0,7.0,1.0,5.0,10.0,3.0,,,2.0,,,2.0,17.0,66.0,68.0,7.0,1.0,,,4.0,,1.0,1.0,,,,,2.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,United States,4249onic3pa4kkqg7v00ro3x1,S. Johnson,Goalkeeper,12,90.0,,16.0,,,1.0,,3.0,4.0,19.0,,1.0,24.0,,,,15.0,,4.0,,4.0,,2.0,6.0,1.0,,2.0,31.0,,1.0,,,16.0,10.0,,5.0,,,,,,,1.0,,,,4.0,14.0,20.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,10.0,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,United States,1s1fyh1gza8ll4aeenib2vmcp,J. Lewis,Midfielder,18,65.0,,20.0,7.0,,12.0,,1.0,11.0,2.0,1.0,5.0,20.0,1.0,2.0,1.0,13.0,,6.0,,7.0,,6.0,3.0,1.0,2.0,1.0,32.0,,1.0,,7.0,3.0,10.0,2.0,1.0,,,7.0,,,1.0,1.0,,,5.0,3.0,14.0,14.0,,,,,5.0,1.0,,2.0,,,2.0,,,,2.0,7.0,3.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,United States,8mjjt1miy57nwm5iy8usck4q1,N. Lima,Defender,2,264.0,17.0,93.0,20.0,3.0,36.0,,2.0,24.0,52.0,3.0,9.0,96.0,1.0,4.0,2.0,83.0,,11.0,,2.0,2.0,10.0,14.0,3.0,1.0,5.0,150.0,,3.0,1.0,15.0,36.0,10.0,11.0,2.0,2.0,4.0,23.0,6.0,,4.0,3.0,,1.0,8.0,38.0,82.0,85.0,8.0,2.0,1.0,3.0,12.0,,2.0,7.0,,,,1.0,4.0,2.0,,2.0,2.0,4.0,1.0,,1.0,1.0,,,,3.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,United States,cgq6c4c89nrl1nfucnb6x785,A. Long,Defender,23,450.0,3.0,324.0,20.0,,51.0,3.0,14.0,38.0,246.0,3.0,21.0,332.0,,3.0,,286.0,2.0,35.0,,116.0,1.0,21.0,19.0,5.0,2.0,15.0,384.0,,5.0,1.0,11.0,112.0,10.0,27.0,11.0,6.0,19.0,41.0,19.0,2.0,1.0,5.0,,,3.0,84.0,290.0,297.0,30.0,3.0,,3.0,14.0,,6.0,8.0,1.0,,1.0,1.0,11.0,4.0,,5.0,,1.0,,,,3.0,,,,,,,,,,,,,,,,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,
