liga,temporada,equipo,id,nombre,posicion,dorsal,Time Played,Throw Ins to Own Player,Open Play Passes,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Unsuccessful Long Passes,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Substitute Off,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Corners into Box,Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Corners Taken (incl short corners),Appearances,Blocks,Ground Duels,Forward Passes,Index,Duels won,Successful Long Passes,Total Fouls Won,Aerial Duels won,Duels,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Games Played,Unsuccessful Corners into Box,Assists (Intentional),Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Goal Assists,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Successful Launches,Yellow Cards,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Aerial Duels lost,Total Shots,Foul Attempted Tackle,Total Touches In Opposition Box,Unsuccessful Dribbles,Unsuccessful Crosses open play,Corners Won,Blocked Shots,Throw Ins to Opposition Player,Shots On Target ( inc goals ),Through balls,Substitute On,Successful Lay-offs,Successful Crosses open play,Handballs conceded,Hit Woodwork,Saves Made,GK Successful Distribution,Punches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,GK Unsuccessful Distribution,Foul Won Penalty,Offsides,Goals,Headed Goals,Goals from Inside Box,Right Foot Goals,Clearances Off the Line,Penalties Taken,Unsuccessful lay-offs,Penalty Goals,Penalty Goals Conceded,Goals Conceded Outside Box,Catches,Penalties Faced,Penalties Off Target,Left Foot Goals,Attempts from Set Pieces,Goals from Outside Box,Penalties Conceded,Set Pieces Goals,Total Red Cards,Red Cards - 2nd Yellow,Goalkeeper Smother,Drops,Own Goal Scored,Saves made - caught,Second Goal Assists,Other Goals,Last Man Tackle
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,Haiti,ecaofku4htx8if4kk2teq1rrp,R. Adé,Midfielder,4,90.0,,39.0,4.0,,10.0,2.0,6.0,13.0,21.0,,5.0,42.0,,1.0,1.0,23.0,1.0,11.0,,8.0,2.0,9.0,7.0,1.0,,2.0,53.0,,1.0,1.0,5.0,20.0,10.0,3.0,8.0,,2.0,11.0,3.0,1.0,,1.0,,,4.0,10.0,29.0,31.0,6.0,,,,8.0,,2.0,1.0,1.0,,,1.0,4.0,1.0,1.0,,2.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,Haiti,6c4j48upih9edutxqf7fopadx,B. Alcéus,Midfielder,21,469.0,1.0,145.0,22.0,1.0,56.0,4.0,7.0,55.0,54.0,9.0,30.0,146.0,1.0,14.0,,104.0,5.0,37.0,,29.0,6.0,22.0,25.0,5.0,11.0,16.0,216.0,,5.0,6.0,40.0,63.0,10.0,23.0,5.0,7.0,7.0,48.0,5.0,5.0,1.0,5.0,,,24.0,32.0,108.0,109.0,8.0,1.0,,4.0,25.0,5.0,8.0,16.0,1.0,1.0,8.0,1.0,1.0,1.0,12.0,,1.0,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,Haiti,5fzov10nf3gwrx9hf44u05rhm,D. Alexis,Defender,5,90.0,3.0,16.0,2.0,,5.0,1.0,1.0,10.0,7.0,3.0,5.0,18.0,,,1.0,10.0,1.0,6.0,,,1.0,3.0,6.0,1.0,,4.0,45.0,,1.0,,7.0,6.0,10.0,6.0,2.0,2.0,,8.0,7.0,1.0,1.0,1.0,,,1.0,10.0,10.0,12.0,1.0,,,3.0,2.0,,3.0,6.0,,,,,1.0,1.0,,1.0,,1.0,,,3.0,1.0,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,Haiti,d3qx3gwypipcl2azrj9ing9ud,C. Arcus,Defender,2,390.0,28.0,123.0,10.0,4.0,48.0,2.0,6.0,57.0,52.0,19.0,24.0,126.0,,5.0,2.0,93.0,4.0,30.0,,4.0,4.0,26.0,24.0,4.0,7.0,11.0,240.0,,4.0,2.0,41.0,61.0,10.0,25.0,3.0,2.0,2.0,52.0,5.0,4.0,7.0,4.0,,,18.0,51.0,93.0,96.0,11.0,1.0,,11.0,27.0,8.0,15.0,23.0,1.0,1.0,3.0,1.0,9.0,1.0,4.0,2.0,2.0,7.0,1.0,,8.0,,1.0,,,4.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,Haiti,83tlhxghkvh6n5vubmhpcgj4l,H. Bazile,Forward,7,285.0,,64.0,11.0,3.0,33.0,1.0,6.0,50.0,23.0,2.0,10.0,69.0,1.0,3.0,5.0,47.0,4.0,16.0,3.0,15.0,2.0,21.0,16.0,3.0,3.0,1.0,140.0,5.0,3.0,,34.0,22.0,10.0,16.0,6.0,7.0,3.0,39.0,3.0,4.0,6.0,3.0,2.0,,21.0,21.0,50.0,53.0,5.0,,,1.0,23.0,1.0,,13.0,,,1.0,5.0,2.0,7.0,1.0,4.0,5.0,4.0,,1.0,,2.0,1.0,,2.0,,1.0,1.0,,,,,,,,1.0,,1.0,,1.0,,,1.0,,1.0,1.0,,,,,1.0,1.0,,1.0,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,Haiti,32j84vpf75baas096m6dnurmy,B. Bissainthe,Midfielder,13,12.0,,2.0,,,,,,1.0,1.0,,1.0,2.0,,,,1.0,,1.0,,,,1.0,,,,,4.0,,2.0,,,1.0,10.0,1.0,,,1.0,1.0,1.0,,,2.0,,,,1.0,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,Haiti,7tednz7d4xzxjpuqct8iyttjp,M. Cantave,Midfielder,15,64.0,1.0,18.0,2.0,,9.0,,1.0,11.0,1.0,,7.0,18.0,,3.0,1.0,10.0,,8.0,,,1.0,6.0,3.0,,,2.0,27.0,,3.0,,5.0,3.0,10.0,3.0,,,2.0,9.0,1.0,,,3.0,,,4.0,13.0,10.0,10.0,4.0,,,,6.0,,,1.0,,,,1.0,2.0,1.0,2.0,2.0,1.0,,,,,,,3.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,Haiti,eqcmp2cqpy33d0rqbz1eg2vo5,C. Hérold,Midfielder,14,60.0,,18.0,5.0,,11.0,,3.0,10.0,3.0,,3.0,20.0,1.0,2.0,1.0,12.0,1.0,6.0,,1.0,,7.0,4.0,1.0,,,26.0,1.0,2.0,,6.0,9.0,10.0,1.0,2.0,,,6.0,,1.0,1.0,2.0,,,5.0,5.0,13.0,14.0,,,,,5.0,,,1.0,,,,,,,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,Haiti,73uj84zylf96tprjejckru221,A. Christian,Defender,22,309.0,27.0,66.0,14.0,2.0,25.0,6.0,9.0,47.0,30.0,4.0,8.0,70.0,,8.0,4.0,49.0,4.0,17.0,,20.0,3.0,17.0,11.0,3.0,3.0,6.0,161.0,,4.0,1.0,29.0,34.0,10.0,17.0,4.0,6.0,3.0,39.0,5.0,4.0,6.0,4.0,,,15.0,2.0,50.0,53.0,10.0,,,1.0,22.0,3.0,6.0,14.0,,,,1.0,7.0,1.0,5.0,1.0,5.0,6.0,,,15.0,,,1.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,Haiti,7zmd1o48tj6v6y5onp8eyg416,D. Clerveaux,Midfielder,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
