liga,temporada,equipo,id,nombre,posicion,dorsal,Successful Open Play Passes,Total Passes,Time Played,Goals Conceded,PutThrough/Blocked Distribution,Unsuccessful Passes Opposition Half,Total Shots,Total Losses Of Possession,Backward Passes,Times Tackled,Appearances,Aerial Duels won,Aerial Duels lost,Foul Attempted Tackle,Successful Passes Own Half,Aerial Duels,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Duels,Games Played,Rightside Passes,Corners Won,Forward Passes,Duels lost,Substitute On,Ground Duels,Starts,Tackles Won,Shots Off Target (inc woodwork),Successful Lay-offs,Total Fouls Conceded,Shots On Target ( inc goals ),Successful Passes Opposition Half,Tackles Lost,Total Unsuccessful Passes ( Excl Crosses & Corners ),Open Play Passes,Total Clearances,Leftside Passes,Unsuccessful Short Passes,Ground Duels won,Unsuccessful Dribbles,Assists (Intentional),Recoveries,Offsides,Goals Conceded Inside Box,Total Touches In Opposition Box,Substitute Off,Interceptions,Successful Short Passes,Touches,Goal Assists,Ground Duels lost,Blocked Shots,Index,Key Passes (Attempt Assists),Duels won,Winning Goal,Goals from Inside Box,Total Fouls Won,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Handballs conceded,Successful Launches,Left Foot Goals,Goals,Successful Long Passes,Throw Ins to Opposition Player,Overruns,Successful Dribbles,Yellow Cards,Unsuccessful Passes Own Half,Home Goals,Away Goals,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Throw Ins to Own Player,Blocks,Unsuccessful Launches,Successful Corners into Box,Through balls,Successful Crosses open play,Successful Crosses & Corners,Unsuccessful lay-offs,Corners Taken (incl short corners),Unsuccessful Corners into Box,Right Foot Goals,Hit Woodwork,Attempts from Set Pieces,Penalties Taken,Penalty Goals,Foul Won Penalty,Goals from Outside Box,Headed Goals,Goal Kicks,GK Unsuccessful Distribution,GK Successful Distribution,Total Red Cards,Red Cards - 2nd Yellow,Saves made - parried,Saves Made from Outside Box,Saves Made,Saves Made from Inside Box,Catches,Goals Conceded Outside Box,Drops,Clean Sheets,Penalty Goals Conceded,Goals Openplay,Straight Red Cards,Penalties Conceded,Penalties Faced,Punches,Clearances Off the Line,Goalkeeper Smother,Set Pieces Goals,Second Goal Assists,Saves from Penalty,Penalties Saved,Saves made - caught,Own Goal Scored,Last Player Tackle
USA_US_Open_Cup,2025,FC Cincinnati 2,3s4h75bf1gezsbwcn51lpjs6i,N. Adnan,Defender,32,74.0,83.0,64.0,,,5.0,,11.0,4.0,1.0,1.0,,2.0,,23.0,2.0,74.0,,5.0,1.0,4.0,,38.0,4.0,,3.0,1.0,,,,,,51.0,,9.0,83.0,1.0,37.0,8.0,1.0,,,6.0,,,2.0,1.0,3.0,70.0,96.0,,2.0,1.0,10.0,1.0,1.0,0.0,,1.0,1.0,,,,,,4.0,,,,,4.0,,,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2025,FC Cincinnati 2,cxltrkrsxe4v19gqj9wg55ilm,B. Augee,Midfielder,0,33.0,36.0,57.0,,2.0,4.0,,11.0,7.0,3.0,1.0,1.0,,,5.0,1.0,33.0,1.0,11.0,1.0,11.0,,13.0,6.0,1.0,10.0,,1.0,,,1.0,,29.0,,3.0,36.0,,5.0,3.0,4.0,1.0,,4.0,,,,,,33.0,53.0,,6.0,1.0,10.0,,5.0,0.0,,1.0,,,,,,,,,,2.0,,,,,1.0,1.0,2.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2025,FC Cincinnati 2,dnwlhph2xwhl86173441lc6qc,Y. Caicedo,Defender,77,37.0,46.0,101.0,,2.0,12.0,2.0,18.0,19.0,2.0,1.0,3.0,,,14.0,3.0,37.0,3.0,11.0,1.0,13.0,1.0,13.0,2.0,,8.0,1.0,2.0,1.0,,,1.0,25.0,1.0,9.0,46.0,1.0,1.0,6.0,6.0,2.0,,1.0,2.0,,5.0,1.0,,37.0,72.0,,2.0,,10.0,4.0,9.0,0.0,,2.0,3.0,1.0,,,,,,,,1.0,,3.0,,,6.0,6.0,4.0,,,,,2.0,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2025,FC Cincinnati 2,7ot9ngo8usbdkhjlim9omaj9w,A. Chávez,Midfielder,61,14.0,22.0,56.0,,1.0,10.0,,19.0,5.0,3.0,1.0,,,,1.0,,14.0,1.0,10.0,1.0,2.0,,6.0,5.0,1.0,10.0,,1.0,,,1.0,,14.0,,8.0,22.0,,9.0,7.0,5.0,1.0,,,1.0,,3.0,,,13.0,44.0,,5.0,,10.0,1.0,5.0,0.0,,,1.0,1.0,,1.0,,,1.0,,1.0,4.0,,1.0,,,3.0,2.0,2.0,,1.0,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2025,FC Cincinnati 2,ejztyr0yny1hh0eukahp8mpec,A. Chirilă,Defender,88,96.0,115.0,120.0,,1.0,11.0,1.0,17.0,4.0,,1.0,7.0,2.0,1.0,42.0,9.0,100.0,3.0,14.0,1.0,47.0,1.0,42.0,3.0,,5.0,1.0,2.0,1.0,,2.0,,58.0,1.0,15.0,111.0,3.0,22.0,12.0,4.0,,,9.0,,,2.0,,1.0,96.0,134.0,,1.0,1.0,10.0,,11.0,0.0,,1.0,3.0,1.0,1.0,,,,4.0,,,,1.0,5.0,,,1.0,1.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
USA_US_Open_Cup,2025,FC Cincinnati 2,34sqazs1lps0d86p7v5d4ezca,N. Crockford,Goalkeeper,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2025,FC Cincinnati 2,537wchdjwoclm8vcaaiyquxas,D. Hurtado,Defender,40,24.0,34.0,75.0,,5.0,16.0,,22.0,9.0,3.0,1.0,,1.0,2.0,5.0,1.0,24.0,1.0,9.0,1.0,,1.0,12.0,8.0,,8.0,1.0,1.0,,,3.0,,22.0,,10.0,34.0,1.0,13.0,9.0,1.0,2.0,,3.0,1.0,,,1.0,,24.0,62.0,,7.0,1.0,10.0,2.0,1.0,0.0,,,1.0,1.0,,,,,,1.0,,,,,,,6.0,6.0,9.0,,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2025,FC Cincinnati 2,1l275l4mj1o6y4ntho7bap016,T. Ikoba,Forward,45,11.0,16.0,120.0,,2.0,3.0,6.0,9.0,4.0,4.0,1.0,4.0,1.0,,4.0,5.0,13.0,1.0,14.0,1.0,5.0,1.0,,8.0,,9.0,1.0,1.0,2.0,,2.0,4.0,9.0,,3.0,14.0,,7.0,3.0,2.0,1.0,,3.0,2.0,,8.0,,,12.0,34.0,,7.0,,10.0,,6.0,0.0,,,,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
USA_US_Open_Cup,2025,FC Cincinnati 2,2p7kzoufvblew4wvqvf1sb09g,B. Kristel,Forward,0,9.0,9.0,15.0,,,1.0,,4.0,4.0,2.0,1.0,,,,,,9.0,,2.0,1.0,,,2.0,2.0,1.0,2.0,,,,,,,10.0,,,9.0,,3.0,,,1.0,,1.0,,,,,,8.0,19.0,,2.0,,10.0,2.0,,0.0,,,,,,,,,1.0,,1.0,,,,,,1.0,1.0,5.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2025,FC Cincinnati 2,cv05cz78z9nsbgj98hnw7o4yc,W. Kuisel,Defender,60,10.0,11.0,19.0,,,5.0,,5.0,5.0,,1.0,,,,,,10.0,,,1.0,5.0,,1.0,,1.0,,,,,,,,10.0,,1.0,11.0,,,1.0,,,,,,,,,1.0,10.0,20.0,,,,10.0,,,0.0,,,,,,,,,,,,,,,,,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2025,FC Cincinnati 2,4eh46qse8ocmutobremniuolw,C. Locker,Midfielder,63,17.0,23.0,63.0,,1.0,4.0,1.0,8.0,5.0,1.0,1.0,,,1.0,6.0,,17.0,1.0,5.0,1.0,5.0,,8.0,3.0,,5.0,1.0,,1.0,,2.0,,11.0,1.0,6.0,23.0,,5.0,6.0,2.0,,,4.0,,,1.0,1.0,,16.0,31.0,,3.0,2.0,10.0,,2.0,0.0,,,,,,,,,1.0,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2025,FC Cincinnati 2,8za8xvdiyduedk2i99bdqv4es,J. Machado,Defender,48,45.0,50.0,56.0,,,4.0,,5.0,2.0,,1.0,,,,12.0,,45.0,1.0,4.0,1.0,23.0,,23.0,2.0,1.0,4.0,,1.0,,,1.0,,33.0,,5.0,50.0,1.0,2.0,4.0,2.0,,,6.0,,,,,,43.0,55.0,,2.0,,10.0,1.0,2.0,0.0,,,1.0,,,,,,2.0,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
