liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Short Passes,Appearances,Successful Open Play Passes,PutThrough/Blocked Distribution Won,Successful Passes Opposition Half,Total Fouls Conceded,Times Tackled,Total Passes,Touches,Duels,Goals Conceded Inside Box,Successful Long Passes,Ground Duels lost,Fifty Fifty,Foul Attempted Tackle,Backward Passes,Goals Conceded,Total Unsuccessful Passes ( Excl Crosses & Corners ),Unsuccessful Dribbles,Index,Total Tackles,Successful Passes Own Half,Aerial Duels,PutThrough/Blocked Distribution,Time Played,Unsuccessful Long Passes,Aerial Duels lost,Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Goals Conceded Outside Box,Substitute Off,Successful Short Passes,Tackles Won,Unsuccessful Launches,Throw Ins to Own Player,Unsuccessful Passes Opposition Half,Duels lost,Total Losses Of Possession,Rightside Passes,Games Played,Substitute On,Total Touches In Opposition Box,Duels won,Blocked Shots,Forward Passes,Tackles Lost,Handballs conceded,Leftside Passes,Interceptions,Ground Duels,Successful Dribbles,Yellow Cards,Recoveries,Starts,Ground Duels won,Successful Fifty Fifty,Unsuccessful Passes Own Half,Home Goals,Away Goals,Winning Goal,Aerial Duels won,Unsuccessful Crosses open play,Corners Won,Unsuccessful Crosses & Corners,Total Clearances,Successful Crosses & Corners,Offsides,Key Passes (Attempt Assists),Set Pieces Goals,Left Foot Goals,Penalties Taken,Hit Woodwork,Throw Ins to Opposition Player,Attempts from Set Pieces,Successful Lay-offs,Shots Off Target (inc woodwork),Second Goal Assists,Shots On Target ( inc goals ),Goals from Outside Box,Goals,Goals from Inside Box,Through balls,Assists (Intentional),Goal Assists,Total Fouls Won,Unsuccessful lay-offs,Right Foot Goals,Successful Crosses open play,Penalty Goals Conceded,Total Shots,Straight Red Cards,Successful Corners into Box,Corners Taken (incl short corners),Total Red Cards,Unsuccessful Corners into Box,Clean Sheets,Penalty Goals,Successful Launches,Blocks,Headed Goals,Red Cards - 2nd Yellow,Penalties Conceded,GK Successful Distribution,Catches,Saves made - parried,GK Unsuccessful Distribution,Saves Made from Outside Box,Goalkeeper Smother,Saves Made,Punches,Saves Made from Inside Box,Saves made - caught,Drops,Penalties Faced,Foul Won Penalty,Last Man Tackle,Own Goal Scored,Clearances Off the Line,Penalties Off Target,Penalties Saved,Saves from Penalty,Crosses not Claimed,Overruns,Goals Openplay,Other Goals,Goal Kicks,Last Player Tackle
USA_MLS,2021,New York City Football Club,6rwoy67xc63esstfeg2horc6i,N. Acevedo,Midfielder,26,101.0,24.0,670.0,15.0,369.0,23.0,16.0,821.0,1026.0,158.0,17.0,35.0,64.0,48.0,13.0,71.0,21.0,136.0,5.0,87.0,37.0,316.0,27.0,26.0,1350.0,35.0,16.0,805.0,685.0,4.0,7.0,650.0,26.0,19.0,1.0,92.0,80.0,174.0,196.0,24.0,9.0,6.0,78.0,4.0,284.0,11.0,1.0,270.0,30.0,131.0,13.0,5.0,123.0,15.0,67.0,27.0,44.0,0.0,0.0,0.0,11.0,,3.0,,13.0,,,12.0,,,,,,,3.0,6.0,,2.0,,,,4.0,,,17.0,2.0,,,2.0,8.0,,,,1.0,,1.0,,3.0,3.0,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
USA_MLS,2021,New York City Football Club,7e6yfbpspg1vzcaa7rw5dameh,M. Amundsen,Defender,12,136.0,36.0,614.0,22.0,370.0,24.0,28.0,815.0,1334.0,177.0,20.0,43.0,72.0,46.0,16.0,176.0,22.0,196.0,14.0,86.0,49.0,260.0,37.0,54.0,1663.0,60.0,19.0,808.0,619.0,2.0,7.0,576.0,30.0,30.0,139.0,181.0,91.0,321.0,271.0,36.0,19.0,29.0,86.0,3.0,340.0,19.0,1.0,28.0,35.0,140.0,11.0,2.0,122.0,17.0,68.0,25.0,59.0,1.0,0.0,0.0,18.0,44.0,11.0,44.0,43.0,11.0,1.0,16.0,,1.0,,1.0,21.0,,,7.0,,3.0,,1.0,1.0,,2.0,3.0,8.0,,,11.0,3.0,10.0,,,,,,4.0,,11.0,5.0,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,
USA_MLS,2021,New York City Football Club,cnkf5c3rncn9is1s7h81m7yl1,Héber,Forward,9,11.0,8.0,29.0,1.0,18.0,4.0,5.0,40.0,60.0,31.0,,1.0,10.0,6.0,2.0,18.0,,11.0,3.0,80.0,1.0,11.0,18.0,1.0,153.0,,14.0,40.0,29.0,,1.0,28.0,,,,9.0,24.0,19.0,8.0,8.0,7.0,9.0,7.0,,4.0,1.0,,10.0,,13.0,,,3.0,1.0,3.0,3.0,2.0,0.0,0.0,0.0,4.0,,2.0,,,,2.0,,,,,,,,2.0,1.0,,3.0,,,,,,,2.0,1.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2021,New York City Football Club,8rxwwv5nvmf9rd4oesd4rh5re,Talles Magno,Forward,43,38.0,18.0,136.0,2.0,105.0,8.0,28.0,182.0,316.0,98.0,7.0,4.0,44.0,25.0,3.0,42.0,8.0,41.0,18.0,78.0,9.0,36.0,15.0,12.0,506.0,3.0,10.0,177.0,141.0,1.0,6.0,137.0,5.0,,1.0,38.0,54.0,102.0,52.0,18.0,13.0,32.0,44.0,3.0,47.0,4.0,,41.0,3.0,83.0,14.0,,24.0,5.0,39.0,14.0,9.0,1.0,2.0,2.0,5.0,6.0,3.0,6.0,1.0,,3.0,6.0,,1.0,,,,,3.0,2.0,,6.0,,3.0,3.0,2.0,,,16.0,3.0,2.0,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
USA_MLS,2021,New York City Football Club,d7efidcaz053ml8l4h19i7fmx,L. Barraza,Goalkeeper,13,,5.0,61.0,,14.0,,,118.0,145.0,3.0,4.0,20.0,1.0,,,,5.0,32.0,,46.0,,72.0,2.0,,450.0,32.0,1.0,81.0,86.0,1.0,,66.0,,10.0,,23.0,2.0,32.0,26.0,5.0,,,1.0,,62.0,,,30.0,,1.0,,,28.0,5.0,,,9.0,0.0,0.0,0.0,1.0,,,,5.0,,,,,,,,,,,,,,,,,,,1.0,,,,,2.0,,,,,,,2.0,,2.0,,,,,33.0,1.0,1.0,10.0,2.0,1.0,7.0,2.0,5.0,,,2.0,,,,,,,,,,,,,
USA_MLS,2021,New York City Football Club,cabhrleu1pd1z0aarmf1zgkwl,A. Callens,Defender,6,99.0,30.0,1150.0,10.0,376.0,30.0,4.0,1411.0,1732.0,186.0,22.0,79.0,42.0,48.0,12.0,58.0,25.0,203.0,1.0,66.0,36.0,832.0,80.0,21.0,2518.0,104.0,32.0,1346.0,1208.0,3.0,6.0,1129.0,24.0,57.0,7.0,116.0,74.0,231.0,463.0,30.0,1.0,22.0,112.0,2.0,667.0,12.0,,223.0,35.0,106.0,6.0,3.0,182.0,29.0,64.0,31.0,87.0,2.0,0.0,0.0,48.0,,2.0,,112.0,,2.0,4.0,,,,,,,1.0,11.0,1.0,4.0,,2.0,2.0,1.0,,,22.0,,,,2.0,15.0,,,,,,7.0,,19.0,12.0,2.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,
USA_MLS,2021,New York City Football Club,27hwtukeqxh91ch1f3qr1it49,V. Castellanos,Forward,11,257.0,35.0,514.0,31.0,419.0,94.0,77.0,827.0,1472.0,548.0,25.0,10.0,195.0,123.0,43.0,210.0,31.0,278.0,38.0,75.0,28.0,131.0,225.0,69.0,3083.0,21.0,119.0,792.0,549.0,6.0,12.0,539.0,19.0,8.0,5.0,251.0,314.0,491.0,239.0,35.0,,218.0,234.0,29.0,216.0,9.0,2.0,162.0,7.0,323.0,32.0,9.0,73.0,35.0,128.0,58.0,38.0,12.0,10.0,6.0,106.0,11.0,28.0,11.0,35.0,1.0,26.0,32.0,,1.0,5.0,2.0,2.0,,50.0,55.0,,61.0,2.0,22.0,20.0,9.0,6.0,8.0,69.0,18.0,15.0,1.0,3.0,116.0,,,,1.0,,5.0,4.0,1.0,3.0,6.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
USA_MLS,2021,New York City Football Club,40lk020a1p1cvmj86ids7k05x,M. Chanot,Defender,4,145.0,34.0,1196.0,14.0,298.0,33.0,8.0,1540.0,1940.0,217.0,26.0,80.0,50.0,53.0,14.0,97.0,32.0,268.0,2.0,51.0,37.0,974.0,113.0,25.0,3023.0,123.0,35.0,1455.0,1272.0,6.0,2.0,1192.0,24.0,59.0,6.0,153.0,85.0,291.0,275.0,34.0,1.0,26.0,132.0,4.0,612.0,13.0,1.0,556.0,55.0,104.0,7.0,5.0,186.0,33.0,54.0,31.0,117.0,0.0,0.0,0.0,78.0,2.0,,2.0,156.0,,3.0,3.0,,,,,1.0,,,11.0,,4.0,,,,1.0,,,10.0,,,,2.0,15.0,,,,1.0,,11.0,,11.0,22.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2021,New York City Football Club,9za3fwnri7qk1dutb4iwmh6g9,C. Gloster,Defender,2,4.0,4.0,38.0,2.0,24.0,,4.0,47.0,80.0,10.0,1.0,3.0,5.0,3.0,,13.0,2.0,9.0,4.0,87.0,4.0,14.0,1.0,5.0,66.0,5.0,1.0,47.0,38.0,1.0,1.0,35.0,4.0,5.0,9.0,5.0,6.0,17.0,6.0,4.0,3.0,1.0,4.0,,12.0,,,16.0,3.0,9.0,,,9.0,1.0,4.0,1.0,6.0,0.0,0.0,0.0,,2.0,,2.0,3.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2021,New York City Football Club,3dt4cojmf1ahkayoeob2ryl4a,T. Gray,Defender,24,47.0,14.0,226.0,1.0,115.0,10.0,8.0,302.0,520.0,61.0,6.0,10.0,20.0,18.0,3.0,84.0,6.0,73.0,4.0,100.0,15.0,120.0,13.0,13.0,795.0,26.0,10.0,299.0,229.0,,2.0,219.0,9.0,17.0,62.0,63.0,30.0,131.0,11.0,14.0,7.0,21.0,31.0,2.0,95.0,6.0,1.0,112.0,7.0,48.0,6.0,1.0,38.0,7.0,28.0,12.0,30.0,0.0,0.0,0.0,3.0,20.0,3.0,20.0,25.0,6.0,,5.0,,,,,10.0,,,2.0,,2.0,,,,2.0,2.0,2.0,7.0,,,6.0,,4.0,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
