liga,temporada,equipo,id,nombre,posicion,dorsal,Goal Assists,Ground Duels lost,Index,Handballs conceded,Aerial Duels lost,Corners Taken (incl short corners),Penalties Taken,Goals from Inside Box,Substitute Off,Left Foot Goals,Total Touches In Opposition Box,Successful Short Passes,Tackles Lost,Appearances,Successful Open Play Passes,Open Play Passes,Corners Won,Total Shots,Duels won,Ground Duels,Key Passes (Attempt Assists),Rightside Passes,Unsuccessful Dribbles,Leftside Passes,Time Played,Unsuccessful Long Passes,Unsuccessful Short Passes,Games Played,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Successful Dribbles,Times Tackled,Goals from Outside Box,Right Foot Goals,Hit Woodwork,Total Unsuccessful Passes ( Excl Crosses & Corners ),Duels lost,Aerial Duels,Total Tackles,Total Clearances,Foul Attempted Tackle,Successful Launches,Aerial Duels won,Ground Duels won,Total Successful Passes ( Excl Crosses & Corners ) ,Successful Passes Opposition Half,Tackles Won,Blocked Shots,Unsuccessful Crosses & Corners,Successful Long Passes,PutThrough/Blocked Distribution,Total Fouls Won,Unsuccessful lay-offs,Shots On Target ( inc goals ),Backward Passes,Through balls,Goals,Unsuccessful Corners into Box,Forward Passes,Successful Passes Own Half,Successful Lay-offs,Duels,Penalty Goals,Touches,Unsuccessful Crosses open play,Yellow Cards,Unsuccessful Passes Own Half,Penalty Goals Conceded,Successful Crosses & Corners,Total Losses Of Possession,Successful Crosses open play,Unsuccessful Passes Opposition Half,Total Fouls Conceded,Goals Conceded,Goals Conceded Inside Box,Starts,Recoveries,Substitute On,Clean Sheets,Offsides,Assists (Intentional),Interceptions,Total Passes,Goals Conceded Outside Box,Home Goals,Away Goals,Winning Goal,Unsuccessful Launches,Throw Ins to Opposition Player,Blocks,Throw Ins to Own Player,GK Successful Distribution,Headed Goals,Penalties Conceded,Clearances Off the Line,Second Goal Assists,Foul Won Penalty,Penalties Saved,Saves Made from Inside Box,Punches,Penalties Faced,Catches,Saves from Penalty,Drops,Crosses not Claimed,Saves made - parried,Saves made - caught,Saves Made,GK Unsuccessful Distribution,Goalkeeper Smother,Saves Made from Outside Box,Attempts from Set Pieces,Successful Corners into Box,Red Cards - 2nd Yellow,Total Red Cards,Last Man Tackle,Set Pieces Goals,Straight Red Cards,Own Goal Scored,Penalties Off Target
Mexico_Liga_MX,2015-2016,CF Cruz Azul,by4t4rs2gy19p0rvhucdv5d5h,G. Allison,Goalkeeper,12,,,10.0,,,,,,,,,13.0,1.0,2.0,8.0,15.0,,,1.0,1.0,,3.0,,9.0,180.0,15.0,,2.0,,,,,,,,15.0,,,1.0,1.0,,1.0,,1.0,25.0,9.0,,,,12.0,,,,,,,,,28.0,16.0,,1.0,,59.0,,,4.0,,,16.0,,11.0,,3.0,3.0,2.0,13.0,,,,,,40.0,,,,,6.0,,,,20.0,,,,,,,4.0,,,1.0,,,,4.0,,7.0,7.0,,3.0,,,,,,,,,
Mexico_Liga_MX,2015-2016,CF Cruz Azul,f47fwbxgm35jx628hwpmfdrrp,R. Baca,Midfielder,22,,40.0,10.0,,4.0,,,,1.0,,,732.0,2.0,17.0,766.0,846.0,4.0,2.0,53.0,86.0,7.0,307.0,3.0,230.0,1516.0,21.0,59.0,17.0,11.0,,7.0,,,,,80.0,44.0,11.0,25.0,13.0,10.0,3.0,7.0,46.0,784.0,448.0,23.0,2.0,5.0,52.0,18.0,14.0,,2.0,87.0,,,,240.0,336.0,1.0,97.0,,1047.0,5.0,1.0,22.0,,,129.0,,63.0,18.0,24.0,22.0,17.0,70.0,,4.0,,,38.0,864.0,2.0,,,,10.0,,3.0,4.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2015-2016,CF Cruz Azul,11n67yqbyrtjbupvquahzb1sl,J. Benítez,Forward,27,4.0,68.0,10.0,1.0,33.0,,,9.0,5.0,1.0,,162.0,,14.0,147.0,202.0,18.0,45.0,69.0,118.0,3.0,69.0,26.0,50.0,1119.0,1.0,54.0,14.0,3.0,21.0,28.0,,,8.0,3.0,55.0,101.0,52.0,2.0,7.0,8.0,,19.0,50.0,166.0,117.0,2.0,14.0,5.0,4.0,16.0,22.0,1.0,24.0,58.0,,9.0,,44.0,52.0,5.0,170.0,,468.0,5.0,3.0,5.0,,3.0,150.0,3.0,55.0,12.0,17.0,15.0,13.0,22.0,1.0,,1.0,3.0,2.0,221.0,2.0,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,1.0,,,,,
Mexico_Liga_MX,2015-2016,CF Cruz Azul,3j5itq7h2505o5p3f4hq49cr9,A. Castro,Defender,0,,25.0,10.0,1.0,7.0,,,,4.0,,,325.0,4.0,12.0,342.0,417.0,1.0,5.0,31.0,48.0,2.0,129.0,1.0,117.0,913.0,31.0,45.0,12.0,8.0,5.0,,,,,,76.0,32.0,15.0,19.0,27.0,11.0,6.0,8.0,23.0,364.0,165.0,15.0,2.0,1.0,39.0,10.0,5.0,,,44.0,1.0,,,150.0,199.0,3.0,63.0,,568.0,1.0,1.0,15.0,,,96.0,,62.0,15.0,13.0,11.0,11.0,48.0,1.0,1.0,,,30.0,440.0,2.0,,,,13.0,,7.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2015-2016,CF Cruz Azul,k0x8tczwakwcvudiyhjq9k9h,R. Chávez,Defender,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2015-2016,CF Cruz Azul,2lsqo8x3mbz4shb8nuv5catp1,Jesús Corona,Goalkeeper,1,,1.0,10.0,,1.0,,,,,,,76.0,,15.0,64.0,112.0,,,7.0,2.0,,30.0,,15.0,1350.0,159.0,1.0,15.0,,,,,,,,160.0,2.0,7.0,,7.0,,24.0,6.0,1.0,154.0,55.0,,,,78.0,,3.0,,,,,,,269.0,99.0,,9.0,,467.0,,4.0,19.0,,,168.0,,141.0,,21.0,19.0,15.0,133.0,,4.0,,,,314.0,2.0,,,,67.0,,,,123.0,,,,,,,22.0,5.0,,6.0,,2.0,,23.0,3.0,51.0,72.0,,29.0,,,,,,,,,
Mexico_Liga_MX,2015-2016,CF Cruz Azul,8b4hklavcf16tw99zrn9r8355,R. Cota,Midfielder,135,,7.0,10.0,,1.0,3.0,,,1.0,,,27.0,2.0,3.0,27.0,42.0,4.0,,6.0,12.0,4.0,20.0,5.0,5.0,167.0,,15.0,3.0,2.0,,,,,,,15.0,8.0,2.0,3.0,1.0,,,1.0,5.0,27.0,26.0,1.0,,17.0,,7.0,2.0,,,10.0,,,2.0,7.0,8.0,,14.0,,93.0,15.0,1.0,5.0,,7.0,42.0,6.0,27.0,,2.0,2.0,2.0,7.0,1.0,,1.0,,2.0,42.0,,,,,,,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
Mexico_Liga_MX,2015-2016,CF Cruz Azul,dmqmxkyprphad4zlbcv0igcet,J. Domínguez,Defender,4,1.0,26.0,10.0,,15.0,,,1.0,,,,558.0,9.0,17.0,552.0,648.0,2.0,16.0,74.0,85.0,6.0,103.0,3.0,209.0,1530.0,33.0,67.0,17.0,5.0,12.0,8.0,,,,3.0,100.0,41.0,30.0,31.0,45.0,11.0,6.0,15.0,59.0,587.0,292.0,22.0,1.0,2.0,29.0,12.0,21.0,,4.0,44.0,,1.0,,331.0,295.0,,115.0,,896.0,2.0,3.0,31.0,,,128.0,,71.0,18.0,24.0,22.0,17.0,54.0,,4.0,,1.0,37.0,687.0,2.0,,,,14.0,,10.0,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2015-2016,CF Cruz Azul,aqmdhq5y3jd2hik6ckffupyhh,J. García,Defender,25,,5.0,10.0,,2.0,,,,1.0,,,42.0,,2.0,45.0,61.0,,,8.0,10.0,,18.0,,15.0,157.0,7.0,10.0,2.0,2.0,,1.0,,,,,17.0,7.0,5.0,2.0,4.0,3.0,2.0,3.0,5.0,47.0,21.0,2.0,,1.0,5.0,3.0,3.0,,,,,,,31.0,26.0,,15.0,,87.0,1.0,,5.0,,,21.0,,13.0,4.0,2.0,2.0,2.0,8.0,,,,,6.0,64.0,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,
Mexico_Liga_MX,2015-2016,CF Cruz Azul,bp09n8g1rj8syqya1llzu0251,C. Giménez,Midfielder,10,1.0,24.0,10.0,1.0,8.0,19.0,2.0,5.0,8.0,,,228.0,2.0,13.0,254.0,310.0,8.0,13.0,37.0,53.0,12.0,147.0,5.0,48.0,689.0,14.0,48.0,13.0,6.0,5.0,7.0,,,4.0,2.0,62.0,32.0,16.0,13.0,3.0,5.0,,8.0,29.0,259.0,177.0,11.0,4.0,25.0,31.0,7.0,9.0,1.0,8.0,65.0,,5.0,13.0,61.0,91.0,4.0,69.0,1.0,448.0,7.0,2.0,7.0,,9.0,113.0,3.0,80.0,6.0,8.0,7.0,8.0,39.0,5.0,,6.0,1.0,5.0,321.0,1.0,,,,2.0,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,3.0,5.0,,,,,,,1.0
