liga,temporada,equipo,id,nombre,posicion,dorsal,Successful Open Play Passes,Time Played,Recoveries,Unsuccessful Passes Own Half,Successful Passes Opposition Half,Successful Passes Own Half,Total Passes,Ground Duels won,Starts,Throw Ins to Own Player,Unsuccessful Launches,Ground Duels lost,Aerial Duels lost,Successful Dribbles,Aerial Duels won,Unsuccessful Short Passes,Goals Conceded Inside Box,Unsuccessful Long Passes,Games Played,Aerial Duels,Ground Duels,Total Successful Passes ( Excl Crosses & Corners ) ,Successful Short Passes,Substitute Off,Duels lost,Total Losses Of Possession,Backward Passes,Appearances,Index,Open Play Passes,Successful Long Passes,PutThrough/Blocked Distribution Won,PutThrough/Blocked Distribution,Rightside Passes,Unsuccessful Passes Opposition Half,Overruns,Throw Ins to Opposition Player,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Duels,Unsuccessful Crosses open play,Forward Passes,Duels won,Winning Goal,Times Tackled,Foul Attempted Tackle,Tackles Won,Total Fouls Conceded,Leftside Passes,Total Tackles,Successful Launches,Blocks,Interceptions,Unsuccessful Dribbles,Handballs conceded,Substitute On,Total Shots,Total Fouls Won,Shots On Target ( inc goals ),Yellow Cards,Key Passes (Attempt Assists),Successful Lay-offs,Saves Made,Goal Kicks,GK Successful Distribution,Saves Made from Inside Box,GK Unsuccessful Distribution,Offsides,Shots Off Target (inc woodwork),Through balls,Total Touches In Opposition Box,Tackles Lost,Total Red Cards,Straight Red Cards,Attempts from Set Pieces,Saves Made from Outside Box,Punches,Goals from Outside Box,Goals,Right Foot Goals,Home Goals,Away Goals,Successful Crosses & Corners,Corners Won,Unsuccessful Corners into Box,Successful Crosses open play,Corners Taken (incl short corners),Goal Assists,Successful Corners into Box,Blocked Shots,Saves made - parried,Goalkeeper Smother,Assists (Intentional),Red Cards - 2nd Yellow,Goals from Inside Box,Headed Goals,Own Goal Scored,Catches,Clean Sheets,Hit Woodwork,Unsuccessful lay-offs,Penalty Goals Conceded,Left Foot Goals,Foul Won Penalty,Penalties Taken,Penalty Goals,Clearances Off the Line,Other Goals,Penalties Faced,Penalties Conceded,Goals Conceded Outside Box,Saves made - caught,Carries,Final Third Touches,Progressive Carries,Total Big Chances Saved,Total Big Chances Missed,Goals Openplay,Total Big Chances Created,Total Big Chances Scored,Direct Setpiece Goals,Set Pieces Goals,Penalties Off Target,Drops,Second Goal Assists,Penalties Saved,Saves from Penalty
USA_US_Open_Cup,2024,Duluth FC,dcrmiui0sewed0uvwwu0ar9ey,T. Akinola,Forward,0,15.0,90.0,2.0,1.0,9.0,8.0,21.0,1.0,1.0,,,2.0,2.0,,1.0,4.0,2.0,,1.0,3.0,3.0,17.0,16.0,,4.0,9.0,7.0,1.0,10.0,19.0,1.0,1.0,1.0,4.0,4.0,,,4.0,29.0,,2.0,1.0,6.0,1.0,7.0,2.0,0.0,2.0,,,,3.0,1.0,,,,1.0,,,,,,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2024,Duluth FC,2cze6ff9a1ijh2ed5dican2fo,F. Arteaga,Forward,0,9.0,75.0,3.0,2.0,3.0,6.0,14.0,,1.0,,,,,,1.0,5.0,2.0,,1.0,1.0,,9.0,8.0,1.0,,8.0,2.0,1.0,10.0,14.0,1.0,,,5.0,3.0,,,5.0,21.0,1.0,2.0,,1.0,,6.0,1.0,0.0,,,,,1.0,,1.0,,2.0,,,,,,,,,,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2024,Duluth FC,9t0hai8byluld4zopcvl3kd1w,J. Bellamy,Defender,0,28.0,90.0,3.0,,8.0,20.0,29.0,3.0,1.0,8.0,1.0,5.0,,,,,2.0,1.0,1.0,,8.0,28.0,27.0,,5.0,9.0,9.0,1.0,10.0,29.0,1.0,1.0,1.0,,6.0,,,1.0,52.0,1.0,2.0,5.0,8.0,5.0,11.0,3.0,0.0,2.0,2.0,2.0,2.0,9.0,3.0,,,2.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2024,Duluth FC,cm6k6rdtb2a8sjqyn1jojmhp0,P. Bobai,Midfielder,0,11.0,63.0,1.0,,4.0,7.0,15.0,1.0,1.0,,,2.0,1.0,,,4.0,2.0,,1.0,1.0,3.0,11.0,11.0,1.0,3.0,7.0,5.0,1.0,10.0,15.0,,,1.0,3.0,4.0,,,4.0,21.0,,2.0,,4.0,,4.0,1.0,0.0,2.0,,,,3.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2024,Duluth FC,9y2tqrzwpp4cu3s2ln0adu49g,Felipe Oliveira,Midfielder,0,6.0,27.0,1.0,2.0,3.0,3.0,10.0,2.0,,,,3.0,,1.0,,4.0,,,1.0,,5.0,6.0,5.0,,3.0,6.0,1.0,1.0,10.0,10.0,1.0,,,3.0,2.0,,,4.0,15.0,1.0,,,5.0,,2.0,2.0,0.0,1.0,2.0,1.0,2.0,4.0,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2024,Duluth FC,4t37qj7rneuwid22g0gb1s44p,S. Erazo,Defender,0,49.0,85.0,7.0,4.0,4.0,49.0,62.0,5.0,1.0,,,,,1.0,,9.0,2.0,,1.0,,5.0,53.0,46.0,1.0,,11.0,4.0,1.0,10.0,58.0,7.0,,1.0,21.0,5.0,,,9.0,80.0,4.0,2.0,,5.0,,26.0,5.0,0.0,,,3.0,,11.0,3.0,2.0,,6.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2024,Duluth FC,7g3d61fqpqf5t09uxpm65zcb8,E. Foltz,Goalkeeper,0,7.0,90.0,8.0,1.0,1.0,12.0,18.0,,1.0,,3.0,,,,,,2.0,5.0,1.0,,,13.0,8.0,,,6.0,,1.0,10.0,10.0,5.0,,,3.0,4.0,,,5.0,31.0,4.0,2.0,,,,10.0,,0.0,,,,,5.0,,1.0,,,,,,,,,,,,1.0,7.0,12.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2024,Duluth FC,5dazmbkx6emtmm4d9e472r310,T. Limmer,Forward,0,12.0,90.0,5.0,2.0,3.0,10.0,17.0,2.0,1.0,1.0,1.0,3.0,,1.0,,3.0,2.0,1.0,1.0,,5.0,13.0,13.0,,3.0,11.0,3.0,1.0,10.0,16.0,,1.0,2.0,,5.0,,1.0,4.0,30.0,,2.0,3.0,5.0,2.0,4.0,2.0,0.0,2.0,,1.0,,10.0,1.0,,,,1.0,,,1.0,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2024,Duluth FC,2oiwyzglshg0tste99hlciwpg,J. Morgan,Midfielder,0,,5.0,,,,,1.0,,,,,,,,,1.0,,,1.0,,,,,,,2.0,1.0,1.0,10.0,1.0,,,,,1.0,,,1.0,2.0,,,,,,,,0.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2024,Duluth FC,3ahaowsm9xp1v4pd43sdhft3o,Ali Nakhid,Midfielder,0,42.0,90.0,7.0,1.0,6.0,37.0,50.0,3.0,1.0,,,6.0,1.0,1.0,1.0,6.0,2.0,1.0,1.0,2.0,9.0,43.0,42.0,,7.0,12.0,14.0,1.0,10.0,49.0,1.0,,,13.0,6.0,,,7.0,59.0,,2.0,,11.0,,13.0,4.0,0.0,3.0,2.0,,2.0,10.0,,1.0,,1.0,1.0,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
