root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Appearances,Goals Conceded Inside Box,Starts,Total Tackles,Duels won,Ground Duels won,Goals Conceded,Total Fouls Conceded,Recoveries,Total Passes,Touches,Unsuccessful Short Passes,Ground Duels,Index,Unsuccessful Passes Opposition Half,Games Played,Total Losses Of Possession,Leftside Passes,Successful Passes Opposition Half,Duels lost,Forward Passes,Duels,Total Successful Passes ( Excl Crosses & Corners ) ,Successful Passes Own Half,Total Unsuccessful Passes ( Excl Crosses & Corners ),Time Played,Backward Passes,Open Play Passes,Penalty Goals Conceded,Tackles Won,Ground Duels lost,Successful Short Passes,Successful Open Play Passes,Substitute Off,Interceptions,Total Fouls Won,Winning Goal,Rightside Passes,Saves Made,Saves Made from Inside Box,GK Successful Distribution,Unsuccessful Passes Own Half,Catches,GK Unsuccessful Distribution,Penalties Faced,Goal Kicks,Unsuccessful Long Passes,Successful Long Passes,Saves Made from Outside Box,Saves made - parried,Total Clearances,PutThrough/Blocked Distribution,Aerial Duels lost,PutThrough/Blocked Distribution Won,Foul Attempted Tackle,Substitute On,Aerial Duels,Successful Launches,Throw Ins to Own Player,Aerial Duels won,Tackles Lost,Throw Ins to Opposition Player,Blocks,Times Tackled,Successful Crosses & Corners,Successful Dribbles,Successful Corners into Box,Successful Lay-offs,Yellow Cards,Unsuccessful Crosses & Corners,Corners Won,Overruns,Unsuccessful Corners into Box,Unsuccessful Crosses open play,Corners Taken (incl short corners),Key Passes (Attempt Assists),Unsuccessful Dribbles,Successful Crosses open play,Total Touches In Opposition Box,Total Shots,Offsides,Shots On Target ( inc goals ),Unsuccessful Launches,Penalties Conceded,Handballs conceded,Shots Off Target (inc woodwork),Clearances Off the Line,Drops,Total Red Cards,Straight Red Cards,Attempts from Set Pieces,Blocked Shots,Red Cards - 2nd Yellow,Goals Conceded Outside Box,Through balls,Goal Assists,Goals,Left Foot Goals,Goals from Inside Box,Assists (Intentional),Right Foot Goals,Home Goals,Away Goals,Foul Won Penalty,Penalties Taken,Penalty Goals,Saves made - caught,Headed Goals,Hit Woodwork,Unsuccessful lay-offs,Goals from Outside Box,Own Goal Scored,Punches,Saves from Penalty,Penalties Saved,Set Pieces Goals,Clean Sheets,Goalkeeper Smother,Second Goal Assists,Last Man Tackle,Other Goals,Last Player Tackle
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2023-2024,St. Lucia,St._Lucia,40tw4q3huepz7pc8vsa2nkedx,C. Alexander,Defender,0,1.0,1.0,1.0,,1.0,1.0,1.0,,5.0,63.0,77.0,5.0,3.0,10.0,11.0,1.0,17.0,21.0,16.0,2.0,25.0,3.0,50.0,34.0,13.0,90.0,17.0,62.0,,,2.0,47.0,49.0,,,,0.0,,,,,3.0,,,,,8.0,3.0,,,,1.0,,,,,,,8.0,,,1.0,,1.0,,1.0,,,,1.0,1.0,,,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2023-2024,St. Lucia,St._Lucia,1laino29en569qfkl4sshebfu,V. Barclett,Goalkeeper,0,6.0,5.0,6.0,,1.0,1.0,6.0,2.0,66.0,173.0,245.0,1.0,2.0,10.0,33.0,6.0,44.0,32.0,12.0,1.0,115.0,2.0,130.0,118.0,43.0,540.0,,113.0,1.0,,1.0,99.0,93.0,,,,0.0,26.0,24.0,13.0,62.0,11.0,3.0,14.0,1.0,39.0,42.0,31.0,11.0,8.0,4.0,,,,1.0,,,3.0,,,,,,,,1.0,,,,1.0,,,,1.0,,,,,,,,,3.0,1.0,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,2.0,,,,2.0,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2023-2024,St. Lucia,St._Lucia,q80t3hqj8ar9o7sw9t0fh8us,E. Butcher,Midfielder,0,1.0,,,,,,,,,,1.0,,,10.0,,1.0,,,,,,,,,,6.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2023-2024,St. Lucia,St._Lucia,6bejhzrjgg7dz6cp6s45rah91,J. Donacien,Defender,0,2.0,3.0,2.0,3.0,4.0,4.0,3.0,4.0,10.0,72.0,88.0,16.0,9.0,10.0,15.0,2.0,22.0,15.0,24.0,5.0,26.0,9.0,54.0,31.0,18.0,173.0,8.0,70.0,1.0,2.0,5.0,48.0,53.0,1.0,,,0.0,23.0,,,,3.0,,,,,2.0,6.0,,,4.0,2.0,,,4.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2023-2024,St. Lucia,St._Lucia,bm2qrdnzjsf76xtg3ipws5250,D. Donaie,Goalkeeper,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2023-2024,St. Lucia,St._Lucia,18em1b2j6k5ca381xmrcncyui,M. Doxilly,Defender,0,6.0,5.0,6.0,7.0,16.0,11.0,6.0,3.0,39.0,309.0,360.0,21.0,15.0,10.0,43.0,6.0,65.0,100.0,67.0,6.0,140.0,22.0,249.0,182.0,60.0,540.0,29.0,298.0,1.0,6.0,4.0,207.0,239.0,,3.0,3.0,0.0,40.0,,,,18.0,,,,,39.0,42.0,,,13.0,3.0,2.0,2.0,3.0,,7.0,3.0,1.0,5.0,1.0,1.0,9.0,1.0,,1.0,,,1.0,1.0,,,,1.0,,2.0,,,,,,,9.0,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2023-2024,St. Lucia,St._Lucia,3wmk5wfn28u5vhyllh40uzor8,B. Edward,Forward,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2023-2024,St. Lucia,St._Lucia,9r4k86cagxlk8og4ewuh98stl,C. Elva,Forward,0,4.0,5.0,4.0,,16.0,8.0,5.0,3.0,10.0,82.0,122.0,23.0,21.0,10.0,22.0,4.0,34.0,5.0,38.0,20.0,28.0,36.0,59.0,21.0,23.0,359.0,28.0,76.0,1.0,,13.0,53.0,53.0,1.0,1.0,6.0,0.0,21.0,,,,1.0,,,,,,6.0,,,1.0,1.0,7.0,,1.0,,15.0,,3.0,8.0,,1.0,,7.0,,2.0,,1.0,,,4.0,,,,,3.0,3.0,,18.0,13.0,5.0,9.0,,,,4.0,,,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,,,1.0,0.0,,,,,,,,,,,,,,1.0,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2023-2024,St. Lucia,St._Lucia,ddga6s9d3pgkbgiwghh7tp32t,S. Evans,Defender,0,1.0,,,,,,,1.0,,6.0,6.0,,1.0,10.0,,1.0,,,1.0,1.0,3.0,1.0,6.0,5.0,,3.0,2.0,6.0,,,1.0,5.0,6.0,,,,0.0,1.0,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2023-2024,St. Lucia,St._Lucia,263czm4z1x66tb60ayp9ujxzp,K. Frederick,Defender,0,6.0,5.0,6.0,8.0,23.0,22.0,6.0,3.0,41.0,263.0,412.0,34.0,29.0,10.0,74.0,6.0,108.0,20.0,108.0,9.0,114.0,32.0,199.0,106.0,64.0,540.0,22.0,245.0,1.0,5.0,7.0,165.0,185.0,,7.0,9.0,0.0,107.0,,,,17.0,,,,,30.0,34.0,,,15.0,3.0,2.0,1.0,3.0,,3.0,1.0,35.0,1.0,3.0,12.0,,2.0,15.0,5.0,6.0,,1.0,27.0,1.0,,16.0,9.0,23.0,16.0,1.0,5.0,7.0,4.0,2.0,2.0,8.0,,,2.0,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2023-2024,St. Lucia,St._Lucia,2iy84h1v8wt8l6prv701uohk9,R. Hackett,Forward,0,1.0,,1.0,3.0,6.0,6.0,1.0,4.0,2.0,21.0,48.0,5.0,12.0,10.0,9.0,1.0,16.0,7.0,9.0,6.0,5.0,12.0,15.0,6.0,6.0,75.0,7.0,21.0,,2.0,6.0,15.0,15.0,1.0,1.0,,0.0,2.0,,,,,,,,,1.0,,,,2.0,6.0,,3.0,1.0,,,,,,1.0,,,2.0,,3.0,,2.0,,3.0,,1.0,,3.0,,1.0,,,2.0,3.0,,2.0,1.0,,,1.0,,,,,,,,1.0,,,1.0,1.0,1.0,,,0.0,1.0,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2023-2024,St. Lucia,St._Lucia,80tm9v6itgi2ijx9acawqr3tg,L. Henville,Midfielder,0,5.0,,,4.0,6.0,6.0,,2.0,1.0,26.0,38.0,2.0,11.0,10.0,1.0,5.0,5.0,6.0,11.0,5.0,5.0,11.0,24.0,13.0,2.0,50.0,8.0,26.0,,4.0,5.0,23.0,24.0,,,2.0,0.0,7.0,,,,1.0,,,,,,1.0,,,1.0,,,,2.0,5.0,,,1.0,,,,,2.0,,,,,,,,,,,,1.0,2.0,,2.0,1.0,,,,,,1.0,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2023-2024,St. Lucia,St._Lucia,5twi1fqcjhwtkzter2gsz0c89,L. Joseph,Midfielder,0,6.0,5.0,6.0,11.0,18.0,16.0,6.0,4.0,45.0,240.0,284.0,31.0,27.0,10.0,31.0,6.0,49.0,52.0,103.0,11.0,82.0,29.0,200.0,98.0,40.0,530.0,40.0,236.0,1.0,8.0,11.0,186.0,196.0,2.0,2.0,2.0,0.0,66.0,,,,11.0,,,,,9.0,14.0,,,1.0,5.0,,4.0,4.0,,2.0,,4.0,2.0,3.0,1.0,,2.0,1.0,3.0,,4.0,1.0,2.0,,,,2.0,,5.0,2.0,1.0,2.0,1.0,,1.0,1.0,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2023-2024,St. Lucia,St._Lucia,davf4ro83zl6x23977cxhu02x,L. Joseph-Johnson,Goalkeeper,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2023-2024,St. Lucia,St._Lucia,4tivpmta5s228nkufdgrjefpw,D. Lionel,Defender,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2023-2024,St. Lucia,St._Lucia,amvc1soy3eryg7pxfddjwr9qs,R. Lionel,Midfielder,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2023-2024,St. Lucia,St._Lucia,dbcxt99tfsabho4aitxpc00yd,J. MacFarlane,Forward,0,6.0,3.0,3.0,6.0,17.0,17.0,4.0,3.0,6.0,73.0,129.0,11.0,33.0,10.0,17.0,6.0,33.0,14.0,41.0,21.0,20.0,38.0,60.0,23.0,13.0,293.0,26.0,69.0,,4.0,16.0,53.0,56.0,3.0,,7.0,1.0,13.0,,,,,,,,,2.0,7.0,,,2.0,3.0,5.0,1.0,1.0,3.0,5.0,,3.0,,2.0,,1.0,11.0,4.0,4.0,1.0,,,4.0,3.0,,,4.0,1.0,4.0,6.0,3.0,12.0,5.0,3.0,2.0,,,,3.0,,,,,,,,1.0,1.0,,1.0,,1.0,,1.0,1.0,0.0,,,,,,1.0,,,,,,,,,,,,,
