liga,temporada,equipo,id,nombre,posicion,dorsal,Tackles Won,Straight Red Cards,Total Shots,Aerial Duels won,Successful Passes Opposition Half,Tackles Lost,Unsuccessful Short Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Total Unsuccessful Passes ( Excl Crosses & Corners ),Goals Conceded Inside Box,Successful Passes Own Half,Successful Open Play Passes,Unsuccessful Launches,Unsuccessful Long Passes,Clean Sheets,Games Played,Total Clearances,Unsuccessful Crosses & Corners,Touches,Aerial Duels,Successful Crosses & Corners,Recoveries,Unsuccessful Crosses open play,Successful Crosses open play,Aerial Duels lost,Ground Duels won,Unsuccessful Dribbles,PutThrough/Blocked Distribution Won,Total Tackles,Throw Ins to Opposition Player,Red Cards - 2nd Yellow,Foul Attempted Tackle,Ground Duels,Index,Shots Off Target (inc woodwork),Blocks,Duels lost,Ground Duels lost,Successful Short Passes,Total Fouls Won,Duels won,Rightside Passes,Duels,Successful Long Passes,PutThrough/Blocked Distribution,Penalties Conceded,Goals Conceded Outside Box,Total Successful Passes ( Excl Crosses & Corners ) ,Successful Launches,Goals Conceded,Total Passes,Total Losses Of Possession,Substitute On,Total Fouls Conceded,Times Tackled,Total Touches In Opposition Box,Substitute Off,Interceptions,Appearances,Time Played,Backward Passes,Starts,Total Red Cards,Forward Passes,Throw Ins to Own Player,Leftside Passes,Unsuccessful Passes Own Half,Open Play Passes,Penalty Goals Conceded,Yellow Cards,Clearances Off the Line,Winning Goal,Through balls,Unsuccessful Corners into Box,Goals,Offsides,Right Foot Goals,Corners Taken (incl short corners),Shots On Target ( inc goals ),Attempts from Set Pieces,Goals from Inside Box,Successful Corners into Box,Blocked Shots,Successful Dribbles,Second Goal Assists,Handballs conceded,Goal Assists,Corners Won,Hit Woodwork,Assists (Intentional),Goals from Outside Box,Penalties Taken,Successful Lay-offs,Set Pieces Goals,Home Goals,Away Goals,Headed Goals,Unsuccessful lay-offs,Own Goal Scored,Left Foot Goals,GK Successful Distribution,Drops,Punches,Saves Made,GK Unsuccessful Distribution,Saves made - parried,Saves made - caught,Saves Made from Outside Box,Goal Kicks,Catches,Saves Made from Inside Box,Foul Won Penalty,Penalties Faced,Goalkeeper Smother,Penalty Goals,Saves from Penalty,Penalties Saved,Last Man Tackle,Crosses not Claimed,Penalties Off Target,Other Goals
USA_USL_League_One,2021,North Carolina FC,64dhvm0ah5g8fq5c1g4k68ic5,Nazmi Albadawi,Midfielder,10,15.0,,10.0,1.0,237.0,8.0,48.0,20.0,71.0,67.0,18.0,218.0,412.0,5.0,19.0,3.0,12.0,8.0,23.0,661.0,11.0,8.0,57.0,2.0,1.0,10.0,39.0,3.0,3.0,23.0,,,6.0,72.0,10.0,4.0,1.0,43.0,33.0,413.0,6.0,40.0,172.0,83.0,34.0,13.0,,1.0,447.0,1.0,19.0,514.0,119.0,2.0,10.0,16.0,13.0,4.0,11.0,12.0,900.0,74.0,10.0,,140.0,1.0,128.0,19.0,472.0,2.0,2.0,,0.0,,15.0,2.0,1.0,2.0,28.0,6.0,1.0,1.0,7.0,2.0,10.0,,,,5.0,,,1.0,,12.0,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2021,North Carolina FC,iw8qwhb1vafrs9lbptiuquei,L. Arriaga,Midfielder,7,19.0,,10.0,11.0,280.0,5.0,70.0,14.0,79.0,105.0,25.0,228.0,498.0,18.0,35.0,4.0,22.0,17.0,3.0,779.0,27.0,2.0,95.0,1.0,2.0,16.0,44.0,3.0,10.0,24.0,,,2.0,74.0,10.0,2.0,4.0,46.0,30.0,470.0,18.0,55.0,156.0,101.0,36.0,18.0,,2.0,506.0,4.0,27.0,611.0,144.0,6.0,6.0,8.0,25.0,2.0,14.0,22.0,1528.0,143.0,16.0,,152.0,3.0,160.0,29.0,602.0,1.0,3.0,,0.0,1.0,1.0,1.0,2.0,1.0,1.0,8.0,,1.0,,6.0,2.0,,,2.0,5.0,1.0,1.0,,,7.0,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2021,North Carolina FC,c481wk3de3opu190d8z99w8yy,N. Flores,Defender,3,35.0,,11.0,17.0,420.0,19.0,127.0,12.0,201.0,219.0,39.0,546.0,917.0,32.0,92.0,8.0,27.0,38.0,49.0,1759.0,34.0,12.0,119.0,44.0,10.0,17.0,95.0,12.0,22.0,54.0,32.0,,18.0,171.0,10.0,10.0,9.0,93.0,76.0,886.0,28.0,112.0,526.0,205.0,68.0,46.0,,3.0,954.0,4.0,42.0,1173.0,365.0,2.0,34.0,23.0,17.0,2.0,41.0,27.0,2247.0,203.0,25.0,,405.0,158.0,39.0,67.0,1134.0,3.0,6.0,2.0,0.0,2.0,,,3.0,,,1.0,,,,1.0,14.0,,2.0,3.0,10.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2021,North Carolina FC,61ltuwhg1tynt0rp3yzvwqjqi,J. Coan,Midfielder,17,11.0,,23.0,8.0,252.0,6.0,97.0,20.0,165.0,136.0,27.0,129.0,349.0,8.0,39.0,,28.0,8.0,56.0,835.0,19.0,22.0,79.0,39.0,15.0,11.0,53.0,29.0,9.0,17.0,,,7.0,128.0,10.0,11.0,1.0,86.0,75.0,331.0,20.0,61.0,107.0,147.0,28.0,21.0,,2.0,359.0,2.0,29.0,495.0,293.0,11.0,12.0,48.0,37.0,11.0,10.0,28.0,1614.0,105.0,17.0,,162.0,22.0,121.0,27.0,481.0,3.0,6.0,,1.0,1.0,8.0,3.0,,2.0,14.0,12.0,1.0,2.0,4.0,4.0,17.0,,,4.0,9.0,1.0,2.0,1.0,,5.0,,3.0,0.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2021,North Carolina FC,ag96lywf3luqm6il6tt88ir8q,C. De Leon,Midfielder,23,,,,,,,,,,1.0,,,,,1.0,,1.0,,,2.0,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,1.0,1.0,,,,1.0,,,1.0,1.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2021,North Carolina FC,9lqkxtfg2criva7xpnoca8d1,Pecka,Midfielder,8,10.0,1.0,6.0,11.0,251.0,12.0,55.0,4.0,49.0,73.0,22.0,303.0,536.0,8.0,18.0,,19.0,15.0,,791.0,18.0,,68.0,,,7.0,59.0,10.0,5.0,22.0,,,11.0,101.0,10.0,4.0,4.0,49.0,42.0,526.0,28.0,70.0,218.0,119.0,28.0,12.0,,1.0,554.0,1.0,23.0,627.0,106.0,5.0,19.0,18.0,5.0,7.0,16.0,19.0,1205.0,111.0,14.0,1.0,142.0,1.0,156.0,24.0,609.0,,1.0,,0.0,1.0,,1.0,,1.0,,2.0,,1.0,,3.0,9.0,,,,2.0,,,,,7.0,,1.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2021,North Carolina FC,1795jw1oc3pkthyq0kqexh65m,B. Fischer,Defender,99,8.0,,3.0,25.0,145.0,5.0,55.0,3.0,54.0,97.0,20.0,478.0,609.0,16.0,42.0,3.0,16.0,70.0,1.0,885.0,40.0,,59.0,1.0,,15.0,20.0,3.0,5.0,13.0,,,1.0,41.0,10.0,3.0,15.0,36.0,21.0,595.0,2.0,45.0,238.0,81.0,28.0,10.0,,1.0,623.0,3.0,21.0,720.0,116.0,3.0,7.0,7.0,9.0,3.0,12.0,16.0,1132.0,44.0,13.0,,240.0,3.0,198.0,44.0,705.0,1.0,,,0.0,,,,,,,,,,,2.0,6.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2021,North Carolina FC,32nxcfulbllhw7pajnn444xec,M. Flick,Defender,22,21.0,,10.0,36.0,311.0,12.0,102.0,3.0,110.0,183.0,43.0,931.0,1208.0,36.0,81.0,7.0,25.0,99.0,6.0,1774.0,69.0,2.0,132.0,6.0,2.0,33.0,55.0,1.0,6.0,33.0,5.0,,16.0,112.0,10.0,6.0,23.0,90.0,57.0,1156.0,15.0,91.0,435.0,181.0,84.0,21.0,1.0,3.0,1240.0,7.0,46.0,1423.0,222.0,,26.0,9.0,13.0,1.0,32.0,25.0,2202.0,104.0,25.0,,424.0,51.0,460.0,79.0,1389.0,3.0,9.0,,0.0,2.0,,2.0,,1.0,,4.0,,2.0,,2.0,7.0,,,,,,,,,1.0,,1.0,1.0,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,,1.0,,,
USA_USL_League_One,2021,North Carolina FC,axfv8isnopy7tfq22tbzj4l0q,C. Frame,Forward,11,3.0,,10.0,8.0,193.0,5.0,67.0,14.0,71.0,71.0,32.0,77.0,263.0,3.0,4.0,3.0,26.0,7.0,14.0,547.0,20.0,3.0,48.0,14.0,3.0,12.0,45.0,15.0,9.0,8.0,,,6.0,105.0,10.0,4.0,1.0,72.0,60.0,265.0,28.0,53.0,46.0,125.0,2.0,22.0,,2.0,267.0,,34.0,338.0,167.0,12.0,15.0,36.0,29.0,6.0,5.0,26.0,1476.0,120.0,14.0,,70.0,5.0,102.0,14.0,334.0,2.0,1.0,,0.0,1.0,,3.0,8.0,1.0,,6.0,,2.0,,1.0,9.0,,1.0,1.0,2.0,1.0,1.0,1.0,,3.0,,2.0,1.0,,2.0,,2.0,,,,,,,,,,,,1.0,,,,,,,,,
USA_USL_League_One,2021,North Carolina FC,ddyudctrqh7j4vqoofwg0oull,M. Hamilton,Defender,2,4.0,,,4.0,72.0,2.0,28.0,3.0,13.0,30.0,14.0,88.0,154.0,1.0,2.0,,10.0,5.0,3.0,266.0,7.0,2.0,32.0,3.0,2.0,3.0,16.0,5.0,2.0,6.0,2.0,,3.0,37.0,10.0,,,24.0,21.0,153.0,5.0,20.0,10.0,44.0,5.0,4.0,1.0,,158.0,,14.0,188.0,50.0,7.0,7.0,7.0,1.0,1.0,7.0,10.0,363.0,33.0,3.0,,58.0,21.0,87.0,20.0,184.0,1.0,2.0,,0.0,,,,,,,,,,,,5.0,,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2021,North Carolina FC,4npcsyrhri5kmeks8gfon146i,N. Holliday,Goalkeeper,1,,,,,16.0,,,,33.0,57.0,10.0,88.0,58.0,31.0,57.0,,5.0,5.0,,213.0,,,28.0,,,,,,,,,,,,10.0,,,,,73.0,,,34.0,,31.0,1.0,,1.0,104.0,9.0,11.0,161.0,58.0,,,,,,,5.0,450.0,,5.0,,99.0,,28.0,24.0,86.0,,2.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,,3.0,29.0,18.0,13.0,,7.0,54.0,,21.0,,,,,,,,,,
USA_USL_League_One,2021,North Carolina FC,2u05snfruohp5sqhdpy5vvlnu,A. Jackson,Forward,22,1.0,,15.0,1.0,109.0,8.0,20.0,9.0,26.0,25.0,18.0,71.0,154.0,1.0,5.0,,12.0,1.0,6.0,349.0,19.0,5.0,27.0,5.0,,18.0,48.0,13.0,4.0,9.0,,,5.0,99.0,10.0,7.0,1.0,69.0,51.0,168.0,23.0,49.0,45.0,118.0,7.0,8.0,,1.0,175.0,,19.0,200.0,82.0,1.0,14.0,29.0,23.0,11.0,3.0,12.0,834.0,76.0,11.0,,30.0,1.0,49.0,5.0,179.0,1.0,3.0,,0.0,2.0,1.0,1.0,6.0,,5.0,8.0,2.0,1.0,4.0,2.0,16.0,,,3.0,3.0,,2.0,,,9.0,,1.0,0.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2021,North Carolina FC,2jbcmz368q7694p3hju1r4ydw,J. Kamara,Midfielder,19,12.0,,25.0,,248.0,5.0,109.0,29.0,140.0,136.0,22.0,83.0,317.0,1.0,27.0,2.0,21.0,,17.0,770.0,6.0,7.0,79.0,6.0,2.0,6.0,97.0,39.0,5.0,17.0,1.0,,11.0,195.0,10.0,8.0,,104.0,98.0,283.0,26.0,97.0,61.0,201.0,41.0,11.0,,2.0,324.0,,24.0,460.0,269.0,5.0,21.0,67.0,45.0,10.0,6.0,21.0,1391.0,64.0,16.0,,158.0,5.0,177.0,13.0,453.0,1.0,5.0,,1.0,17.0,10.0,4.0,1.0,,14.0,17.0,5.0,3.0,4.0,7.0,54.0,,2.0,5.0,10.0,,3.0,1.0,,7.0,,2.0,2.0,,1.0,,4.0,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2021,North Carolina FC,26bsonqpvwjv3xc7qiyksc9as,D. Kerr,Midfielder,22,,,,,2.0,,,,1.0,,,1.0,3.0,,,,1.0,,1.0,4.0,,,1.0,1.0,,,,,,,,,,,10.0,,,,,3.0,,,,,,,,,3.0,,,3.0,1.0,1.0,,,,,,1.0,6.0,,,,1.0,,2.0,,3.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
