root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Throw Ins to Own Player,Ground Duels,Aerial Duels won,Unsuccessful Passes Opposition Half,Attempts from Set Pieces,Aerial Duels,Blocks,Goals Conceded Outside Box,Duels,Shots On Target ( inc goals ),Index,Unsuccessful Passes Own Half,Total Tackles,Tackles Won,Total Losses Of Possession,Tackles Lost,Appearances,Starts,Times Tackled,Goals Conceded,Backward Passes,Interceptions,Unsuccessful Short Passes,Leftside Passes,Duels won,Ground Duels lost,Successful Dribbles,Rightside Passes,Total Passes,Successful Passes Opposition Half,Games Played,Total Successful Passes ( Excl Crosses & Corners ) ,Ground Duels won,Duels lost,Unsuccessful Launches,Penalty Goals Conceded,Successful Long Passes,Touches,Successful Short Passes,Total Unsuccessful Passes ( Excl Crosses & Corners ),Aerial Duels lost,Forward Passes,Total Shots,Successful Launches,Open Play Passes,Throw Ins to Opposition Player,Successful Open Play Passes,Unsuccessful Crosses & Corners,Goals Conceded Inside Box,Time Played,Unsuccessful Long Passes,Total Clearances,Successful Passes Own Half,Recoveries,Total Fouls Won,Winning Goal,Successful Crosses & Corners,Unsuccessful Dribbles,Total Fouls Conceded,Substitute On,Key Passes (Attempt Assists),Foul Attempted Tackle,Clearances Off the Line,Yellow Cards,Substitute Off,PutThrough/Blocked Distribution,Total Touches In Opposition Box,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Goals from Outside Box,Successful Crosses open play,Goals,Successful Lay-offs,Left Foot Goals,Blocked Shots,Home Goals,Away Goals,Penalties Conceded,Corners Taken (incl short corners),Unsuccessful Corners into Box,Unsuccessful Crosses open play,Saves Made,Penalties Faced,GK Successful Distribution,Saves made - parried,GK Unsuccessful Distribution,Catches,Saves Made from Outside Box,Goal Kicks,Penalties Saved,Saves Made from Inside Box,Saves from Penalty,Drops,Corners Won,Goal Assists,Offsides,Unsuccessful lay-offs,Assists (Intentional),Straight Red Cards,Total Red Cards,Crosses not Claimed,Clean Sheets,Saves made - caught,Punches,Foul Won Penalty,Penalties Taken,Right Foot Goals,Goals from Inside Box,Penalty Goals,Successful Corners into Box,Second Goal Assists,Through balls,Handballs conceded,Headed Goals,Set Pieces Goals,Hit Woodwork,Last Man Tackle,Own Goal Scored,Goalkeeper Smother,Red Cards - 2nd Yellow,Other Goals
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2023 Guatemala,Suriname Under 17,Suriname_Under_17,5847h4zqzsurwour0mn66vbo,F. Amelo,Forward,15,3.0,10.0,,3.0,,,2.0,,10.0,,10.0,4.0,3.0,3.0,15.0,,2.0,1.0,2.0,4.0,,4.0,6.0,2.0,4.0,6.0,,5.0,16.0,2.0,2.0,10.0,4.0,6.0,,,,45.0,10.0,6.0,,9.0,,,15.0,5.0,10.0,1.0,4.0,99.0,,4.0,8.0,5.0,1.0,0.0,,,2.0,1.0,1.0,2.0,,,1.0,2.0,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2023 Guatemala,Suriname Under 17,Suriname_Under_17,85htkw4l7u0gomwp33oc9mpzo,R. Antomoi,Forward,10,,17.0,,7.0,,,,,17.0,,10.0,,6.0,5.0,17.0,1.0,3.0,1.0,6.0,5.0,7.0,,6.0,4.0,9.0,8.0,1.0,,21.0,8.0,3.0,14.0,9.0,8.0,,,1.0,42.0,13.0,7.0,,10.0,,,20.0,,13.0,,5.0,95.0,1.0,,6.0,5.0,2.0,0.0,,3.0,,2.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2023 Guatemala,Suriname Under 17,Suriname_Under_17,5nrezghjxpp1vml6e4fx6xlp0,C. Bona,Goalkeeper,20,,1.0,,1.0,,,,1.0,1.0,,10.0,3.0,,,5.0,,1.0,1.0,,6.0,,,3.0,6.0,,1.0,,7.0,29.0,1.0,1.0,25.0,,1.0,,1.0,3.0,41.0,22.0,4.0,,16.0,,,12.0,,9.0,,5.0,90.0,1.0,,24.0,9.0,,0.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,21.0,,1.0,1.0,1.0,15.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2023 Guatemala,Suriname Under 17,Suriname_Under_17,6mvy3sxa0oacm4b5zlxzm8pp0,L. Campagne,Midfielder,8,,23.0,2.0,14.0,2.0,2.0,,1.0,25.0,,10.0,11.0,1.0,1.0,40.0,,3.0,3.0,7.0,12.0,9.0,1.0,13.0,20.0,10.0,15.0,3.0,26.0,89.0,37.0,3.0,71.0,8.0,15.0,2.0,1.0,8.0,128.0,63.0,18.0,,34.0,3.0,1.0,86.0,,69.0,7.0,11.0,259.0,5.0,3.0,35.0,14.0,4.0,0.0,1.0,4.0,1.0,,,1.0,,,1.0,2.0,1.0,,3.0,,,,,,,,,,5.0,4.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2023 Guatemala,Suriname Under 17,Suriname_Under_17,1appvp7gk6kyintc09qp9cydw,T. Chaar,Goalkeeper,1,,,,6.0,,1.0,,,1.0,,10.0,5.0,,,11.0,,2.0,2.0,,7.0,,1.0,,16.0,,,,17.0,55.0,2.0,2.0,44.0,,1.0,4.0,,6.0,84.0,38.0,11.0,1.0,22.0,,,19.0,,18.0,,7.0,180.0,11.0,2.0,42.0,22.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,35.0,1.0,6.0,,8.0,29.0,,4.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2023 Guatemala,Suriname Under 17,Suriname_Under_17,9q6brpade8t6735p0gf5s721g,I. Dalfour,Defender,14,13.0,30.0,1.0,9.0,,1.0,,1.0,31.0,,10.0,10.0,13.0,8.0,34.0,5.0,2.0,2.0,3.0,8.0,1.0,4.0,14.0,3.0,17.0,14.0,1.0,12.0,42.0,10.0,2.0,23.0,16.0,14.0,2.0,1.0,3.0,106.0,20.0,19.0,,26.0,,,39.0,8.0,21.0,,7.0,154.0,5.0,5.0,13.0,11.0,2.0,0.0,,,7.0,,1.0,3.0,,1.0,1.0,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2023 Guatemala,Suriname Under 17,Suriname_Under_17,bocdkzvbwhwndhns1fgf60wes,J. Fonteni,Defender,2,23.0,41.0,1.0,21.0,2.0,2.0,2.0,1.0,43.0,,10.0,16.0,15.0,11.0,58.0,4.0,3.0,3.0,5.0,13.0,8.0,11.0,18.0,27.0,22.0,20.0,4.0,2.0,92.0,26.0,3.0,58.0,21.0,21.0,5.0,1.0,13.0,194.0,45.0,34.0,1.0,55.0,3.0,1.0,88.0,8.0,54.0,3.0,12.0,270.0,16.0,9.0,33.0,16.0,2.0,0.0,1.0,4.0,9.0,,,5.0,,2.0,,7.0,2.0,1.0,3.0,,1.0,,,,2.0,,,,,,3.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2023 Guatemala,Suriname Under 17,Suriname_Under_17,6shlq5tsup93n43tt7uzwnbis,S. Francis,Defender,16,2.0,9.0,,7.0,,,2.0,,9.0,,10.0,5.0,3.0,2.0,15.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,6.0,8.0,3.0,6.0,,18.0,47.0,6.0,1.0,35.0,3.0,6.0,2.0,,3.0,67.0,32.0,12.0,,20.0,,,45.0,1.0,33.0,,4.0,90.0,6.0,4.0,29.0,5.0,,0.0,,,1.0,,,1.0,,1.0,,3.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2023 Guatemala,Suriname Under 17,Suriname_Under_17,3mt7fasthblppt410qspwwufo,J. Goodett,Forward,9,,25.0,,9.0,,2.0,,1.0,27.0,1.0,10.0,1.0,3.0,,31.0,3.0,3.0,3.0,11.0,11.0,18.0,1.0,7.0,5.0,9.0,16.0,2.0,4.0,33.0,6.0,3.0,25.0,9.0,18.0,,1.0,,68.0,25.0,8.0,2.0,6.0,2.0,,20.0,,12.0,2.0,10.0,231.0,1.0,,19.0,9.0,4.0,0.0,,4.0,4.0,,,2.0,,,2.0,1.0,8.0,,1.0,,,1.0,,,,0.0,1.0,,,,2.0,,,,,,,,,,,,,1.0,,2.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2023 Guatemala,Suriname Under 17,Suriname_Under_17,813ko95a0yqfptpvn6k3pfzf8,C. Kartosontono,Defender,12,,1.0,,2.0,,,,,1.0,,10.0,1.0,1.0,1.0,3.0,,1.0,,,1.0,,1.0,2.0,2.0,1.0,,,,6.0,2.0,1.0,3.0,1.0,,,,,11.0,3.0,3.0,,4.0,,,5.0,,3.0,,1.0,17.0,1.0,3.0,1.0,2.0,,0.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
