liga,temporada,equipo,id,nombre,posicion,dorsal,Ground Duels,Unsuccessful Passes Opposition Half,Starts,Leftside Passes,Penalty Goals Conceded,Total Touches In Opposition Box,Corners Taken (incl short corners),Shots On Target ( inc goals ),Appearances,Unsuccessful Passes Own Half,Aerial Duels,Unsuccessful Long Passes,Total Shots,Rightside Passes,Ground Duels won,Successful Open Play Passes,Total Unsuccessful Passes ( Excl Crosses & Corners ),Yellow Cards,Successful Short Passes,Aerial Duels won,Backward Passes,Substitute Off,Recoveries,Goals Conceded Outside Box,Throw Ins to Own Player,Unsuccessful Corners into Box,Total Passes,Interceptions,PutThrough/Blocked Distribution,Duels lost,Time Played,Unsuccessful Dribbles,Total Successful Passes ( Excl Crosses & Corners ) ,Duels,Forward Passes,Unsuccessful Crosses open play,Successful Passes Own Half,Through balls,Aerial Duels lost,Substitute On,Successful Lay-offs,Total Losses Of Possession,Total Fouls Conceded,Goals Conceded Inside Box,Touches,Times Tackled,Shots Off Target (inc woodwork),Corners Won,Successful Passes Opposition Half,Ground Duels lost,Goals Conceded,Key Passes (Attempt Assists),Unsuccessful Launches,Games Played,Index,Successful Long Passes,Unsuccessful Short Passes,Unsuccessful Crosses & Corners,Foul Attempted Tackle,Open Play Passes,Total Fouls Won,Duels won,Winning Goal,Blocks,Tackles Lost,Handballs conceded,Total Tackles,Throw Ins to Opposition Player,Total Clearances,Goals,Tackles Won,Straight Red Cards,PutThrough/Blocked Distribution Won,Total Red Cards,Overruns,Goals Openplay,Goals from Inside Box,Headed Goals,Home Goals,Away Goals,Successful Dribbles,Successful Launches,Penalties Conceded,Successful Crosses open play,Successful Crosses & Corners,Successful Corners into Box,Attempts from Set Pieces,Set Pieces Goals,Left Foot Goals,Goals from Outside Box,Offsides,Blocked Shots,Last Player Tackle,GK Successful Distribution,Goal Kicks,GK Unsuccessful Distribution,Saves made - parried,Saves Made,Saves Made from Inside Box,Goalkeeper Smother,Saves Made from Outside Box,Penalties Faced,Punches,Clean Sheets,Unsuccessful lay-offs,Goal Assists,Assists (Intentional),Right Foot Goals,Hit Woodwork,Catches,Saves from Penalty,Penalties Saved,Foul Won Penalty,Penalties Taken,Penalty Goals,Clearances Off the Line,Red Cards - 2nd Yellow,Own Goal Scored,Drops,Saves made - caught,Second Goal Assists,Other Goals,Penalties Off Target
Concacaf_Leagues_Cup,2025,Atlético de San Luis,42w1fj2n8ubc7of8feg5z5p90,F. Barajas,Forward,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup,2025,Atlético de San Luis,5av0x4no7v8epor7wm4ss371m,A. Cruz,Defender,18,14.0,9.0,2.0,27.0,,1.0,,,3.0,11.0,3.0,5.0,,34.0,8.0,81.0,18.0,,80.0,1.0,7.0,1.0,10.0,2.0,10.0,,103.0,1.0,5.0,8.0,159.0,,85.0,17.0,35.0,2.0,42.0,,2.0,1.0,,24.0,3.0,1.0,141.0,2.0,,,43.0,6.0,3.0,,4.0,3.0,10.0,5.0,13.0,2.0,1.0,99.0,3.0,9.0,0.0,2.0,1.0,,4.0,1.0,9.0,,3.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup,2025,Atlético de San Luis,dmqmxkyprphad4zlbcv0igcet,J. Domínguez,Defender,4,3.0,3.0,1.0,36.0,,1.0,,,1.0,3.0,2.0,5.0,,13.0,1.0,64.0,6.0,,65.0,1.0,2.0,,3.0,1.0,,,71.0,,,3.0,90.0,,65.0,5.0,20.0,,41.0,,1.0,,,8.0,2.0,3.0,74.0,,,,24.0,2.0,4.0,,3.0,1.0,10.0,,1.0,,2.0,70.0,,2.0,0.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup,2025,Atlético de San Luis,8z500j8o7agchtuoqjwqvgudx,Rodrigo Dourado,Midfielder,13,21.0,5.0,2.0,23.0,,3.0,,,3.0,6.0,3.0,2.0,,25.0,16.0,81.0,11.0,1.0,79.0,2.0,14.0,1.0,10.0,2.0,,,96.0,3.0,4.0,6.0,190.0,,85.0,24.0,34.0,,30.0,,1.0,1.0,2.0,11.0,3.0,3.0,128.0,,,,55.0,5.0,5.0,,,3.0,10.0,6.0,9.0,,1.0,92.0,5.0,18.0,0.0,1.0,4.0,,11.0,,2.0,,7.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup,2025,Atlético de San Luis,14x84apbgj4ztpu0m82hbvsru,B. Galdames,Midfielder,7,11.0,4.0,2.0,7.0,,2.0,1.0,,3.0,4.0,2.0,,1.0,10.0,7.0,25.0,6.0,2.0,24.0,1.0,7.0,2.0,7.0,2.0,,1.0,32.0,2.0,1.0,5.0,180.0,2.0,26.0,13.0,8.0,1.0,7.0,1.0,1.0,1.0,,17.0,,1.0,61.0,4.0,1.0,,20.0,4.0,3.0,4.0,,3.0,10.0,2.0,6.0,2.0,,31.0,4.0,8.0,1.0,,1.0,,3.0,,3.0,,2.0,,1.0,,,,,,,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup,2025,Atlético de San Luis,ejul2h2hmuflsob9f0ddlvi1g,Miguel García,Midfielder,14,12.0,12.0,1.0,22.0,,13.0,,3.0,3.0,5.0,2.0,,6.0,19.0,7.0,57.0,15.0,1.0,57.0,1.0,14.0,,7.0,2.0,,,72.0,,4.0,6.0,180.0,1.0,57.0,14.0,17.0,2.0,22.0,,1.0,2.0,,25.0,3.0,3.0,106.0,2.0,3.0,3.0,36.0,5.0,5.0,1.0,,3.0,10.0,,15.0,2.0,2.0,72.0,5.0,8.0,0.0,,,,1.0,,6.0,1.0,1.0,,,,,1.0,1.0,1.0,0.0,1.0,1.0,,,1.0,1.0,,,,,,1.0,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup,2025,Atlético de San Luis,9jh9z45qfka056tneemg2o57u,J. González,Forward,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup,2025,Atlético de San Luis,cx2zyexwxy0nqw9u6yzmnpqp6,D. Guillén,Defender,15,6.0,3.0,1.0,9.0,,,,,1.0,3.0,,4.0,,4.0,4.0,19.0,6.0,,17.0,,2.0,,1.0,,,,25.0,3.0,,2.0,90.0,,19.0,6.0,10.0,,17.0,,,,,7.0,1.0,,42.0,,,,2.0,2.0,,,3.0,1.0,10.0,2.0,2.0,,1.0,23.0,1.0,4.0,0.0,,2.0,,3.0,,8.0,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup,2025,Atlético de San Luis,eqg3xn8mplfpc9ys8kb6dch6,M. Klimowicz,Midfielder,10,19.0,7.0,3.0,12.0,,12.0,,2.0,3.0,5.0,6.0,1.0,3.0,13.0,9.0,39.0,12.0,1.0,39.0,3.0,11.0,3.0,3.0,1.0,,,52.0,,4.0,13.0,179.0,3.0,40.0,25.0,16.0,,11.0,,3.0,,1.0,23.0,2.0,2.0,85.0,7.0,1.0,1.0,29.0,10.0,3.0,3.0,,3.0,10.0,1.0,11.0,,2.0,51.0,2.0,12.0,0.0,,1.0,,3.0,,1.0,,2.0,,2.0,,,,,,,,4.0,,,,,,,,,,,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup,2025,Atlético de San Luis,eclrpz6phap3g9v02yfsvktex,C. López,Goalkeeper,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
