root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Total Touches In Opposition Box,Unsuccessful Launches,Ground Duels,Total Successful Passes ( Excl Crosses & Corners ) ,Total Passes,Substitute On,Unsuccessful Crosses & Corners,Open Play Passes,Total Tackles,Goals Conceded,Successful Dribbles,Successful Crosses open play,Index,Successful Open Play Passes,Rightside Passes,Shots On Target ( inc goals ),Time Played,PutThrough/Blocked Distribution Won,Ground Duels won,Throw Ins to Opposition Player,Foul Attempted Tackle,Successful Passes Opposition Half,Total Losses Of Possession,Duels,Times Tackled,Forward Passes,Tackles Lost,Unsuccessful Short Passes,Leftside Passes,Unsuccessful lay-offs,Duels lost,Tackles Won,Touches,Unsuccessful Passes Own Half,Shots Off Target (inc woodwork),Total Unsuccessful Passes ( Excl Crosses & Corners ),Total Shots,Appearances,Total Fouls Won,Starts,Unsuccessful Long Passes,Throw Ins to Own Player,Successful Launches,Unsuccessful Dribbles,PutThrough/Blocked Distribution,Unsuccessful Crosses open play,Hit Woodwork,Goals Conceded Inside Box,Games Played,Duels won,Unsuccessful Passes Opposition Half,Substitute Off,Successful Long Passes,Successful Lay-offs,Total Clearances,Successful Short Passes,Successful Crosses & Corners,Goals Conceded Outside Box,Aerial Duels lost,Aerial Duels won,Recoveries,Ground Duels lost,Aerial Duels,Total Fouls Conceded,Backward Passes,Overruns,Corners Won,Successful Passes Own Half,Winning Goal,Offsides,Red Cards - 2nd Yellow,Total Red Cards,Key Passes (Attempt Assists),Through balls,Goal Kicks,GK Successful Distribution,Interceptions,Yellow Cards,Second Goal Assists,Successful Corners into Box,Corners Taken (incl short corners),Blocked Shots,Handballs conceded,Clean Sheets,Unsuccessful Corners into Box,Goal Assists,Goals,Assists (Intentional),Goals from Inside Box,Penalty Goals,Left Foot Goals,Penalties Taken,Home Goals,Away Goals,Blocks,Attempts from Set Pieces,Foul Won Penalty,Straight Red Cards,Right Foot Goals,Last Player Tackle,Clearances Off the Line,Goals from Outside Box,Headed Goals,Saves made - parried,Saves Made from Outside Box,Saves made - caught,Drops,Catches,Saves Made from Inside Box,Saves Made,GK Unsuccessful Distribution,Crosses not Claimed,Punches,Set Pieces Goals,Goalkeeper Smother,Penalties Conceded,Penalties Saved,Saves from Penalty,Penalties Faced,Penalty Goals Conceded,Other Goals,Own Goal Scored
testeo_ligas_norteamerica,USA_USL_Cup,2024,Greenville Triumph SC,Greenville_Triumph_SC,5sjyqe4344kkdx6v15jbb0is4,H. Anderson,Defender,20,17.0,4.0,47.0,93.0,119.0,1.0,14.0,118.0,11.0,5.0,7.0,8.0,10.0,92.0,3.0,2.0,496.0,18.0,24.0,20.0,1.0,62.0,83.0,58.0,10.0,33.0,2.0,19.0,41.0,,31.0,9.0,281.0,7.0,4.0,26.0,6.0,7.0,6.0,6.0,7.0,18.0,,4.0,22.0,14.0,,4.0,7.0,27.0,33.0,4.0,3.0,1.0,4.0,90.0,8.0,1.0,8.0,3.0,18.0,23.0,11.0,4.0,42.0,3.0,4.0,39.0,1.0,2.0,,,3.0,,,,5.0,1.0,,,,3.0,,,,,1.0,,1.0,,,,0.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_USL_Cup,2024,Greenville Triumph SC,Greenville_Triumph_SC,9vw8izvdgvl9afa5cjwrrx2lm,C. Anguiano,Midfielder,6,8.0,3.0,32.0,166.0,186.0,3.0,7.0,178.0,9.0,5.0,2.0,3.0,10.0,159.0,36.0,1.0,355.0,3.0,21.0,,,84.0,37.0,36.0,5.0,57.0,4.0,16.0,47.0,,14.0,5.0,252.0,9.0,2.0,20.0,3.0,7.0,10.0,4.0,4.0,1.0,1.0,,4.0,3.0,,3.0,7.0,22.0,18.0,3.0,6.0,2.0,5.0,160.0,4.0,2.0,3.0,1.0,17.0,11.0,4.0,3.0,46.0,,1.0,86.0,0.0,,,,10.0,,,,3.0,,,,4.0,2.0,,1.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_USL_Cup,2024,Greenville Triumph SC,Greenville_Triumph_SC,74kulsc49v28gagdio1exxv4l,L. Castro,Forward,25,34.0,,33.0,75.0,110.0,2.0,1.0,100.0,3.0,5.0,6.0,,10.0,65.0,22.0,7.0,443.0,1.0,13.0,,2.0,51.0,60.0,71.0,12.0,28.0,2.0,34.0,24.0,1.0,42.0,1.0,181.0,1.0,6.0,35.0,13.0,7.0,4.0,5.0,1.0,1.0,,4.0,5.0,1.0,1.0,4.0,7.0,29.0,35.0,2.0,,11.0,1.0,75.0,,1.0,22.0,16.0,8.0,20.0,38.0,10.0,36.0,1.0,4.0,24.0,0.0,1.0,,,8.0,2.0,,,,1.0,,,,7.0,2.0,,,,1.0,,1.0,,,,0.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_USL_Cup,2024,Greenville Triumph SC,Greenville_Triumph_SC,arl1q2uuag2scjv8vt406lrtg,P. Corvino,Midfielder,16,5.0,2.0,27.0,108.0,126.0,4.0,6.0,123.0,5.0,4.0,3.0,,10.0,105.0,39.0,2.0,291.0,,15.0,,,62.0,32.0,31.0,4.0,34.0,2.0,15.0,33.0,,15.0,3.0,178.0,7.0,2.0,18.0,4.0,7.0,7.0,3.0,3.0,3.0,1.0,3.0,3.0,4.0,,3.0,7.0,16.0,17.0,2.0,14.0,1.0,1.0,94.0,2.0,1.0,3.0,1.0,16.0,12.0,4.0,3.0,20.0,,2.0,48.0,0.0,,,,4.0,,,,3.0,2.0,,,2.0,5.0,1.0,,2.0,,1.0,,,,,,0.0,1.0,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_USL_Cup,2024,Greenville Triumph SC,Greenville_Triumph_SC,ee12f0u7m07sw81xkozouyd3p,B. Fricke,Defender,5,4.0,8.0,7.0,152.0,172.0,2.0,,167.0,2.0,3.0,1.0,,10.0,147.0,26.0,,281.0,1.0,4.0,,1.0,37.0,20.0,25.0,,67.0,1.0,9.0,73.0,,14.0,1.0,201.0,4.0,,20.0,,5.0,1.0,3.0,11.0,3.0,1.0,,3.0,,,2.0,5.0,11.0,16.0,,9.0,,7.0,143.0,,1.0,11.0,7.0,15.0,3.0,18.0,5.0,6.0,,,115.0,0.0,,,,,1.0,,,5.0,2.0,,,,2.0,2.0,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_USL_Cup,2024,Greenville Triumph SC,Greenville_Triumph_SC,1oi0xwbvvnlerq9ykqj0taqne,H. Gabo,Defender,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_USL_Cup,2024,Greenville Triumph SC,Greenville_Triumph_SC,5htuxrszecd448kld1yguwpas,C. Garner,Goalkeeper,23,,9.0,1.0,89.0,104.0,,,58.0,,3.0,,,10.0,51.0,37.0,,270.0,,,,1.0,14.0,15.0,6.0,,41.0,,,26.0,,1.0,,140.0,5.0,,15.0,,3.0,1.0,3.0,15.0,,6.0,,,,,2.0,3.0,5.0,10.0,,20.0,,9.0,69.0,,1.0,,5.0,20.0,1.0,5.0,1.0,,,,75.0,0.0,,,,,,31.0,40.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,6.0,1.0,,,4.0,7.0,8.0,5.0,,7.0,,,1.0,1.0,1.0,1.0,,,
testeo_ligas_norteamerica,USA_USL_Cup,2024,Greenville Triumph SC,Greenville_Triumph_SC,178gyi6o1t8c0rqwdhg7xzims,A. Grudko,Midfielder,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_USL_Cup,2024,Greenville Triumph SC,Greenville_Triumph_SC,bflpt62hxbdklsnmsbouxsl0q,O. Hald,Defender,15,,6.0,9.0,224.0,251.0,,6.0,247.0,3.0,6.0,2.0,,10.0,220.0,103.0,,357.0,1.0,6.0,1.0,,96.0,37.0,12.0,,94.0,1.0,16.0,42.0,,4.0,2.0,296.0,13.0,,27.0,,4.0,1.0,4.0,11.0,11.0,3.0,,2.0,6.0,,4.0,4.0,8.0,20.0,1.0,23.0,,8.0,201.0,,2.0,1.0,2.0,13.0,3.0,3.0,1.0,12.0,,2.0,128.0,0.0,,,,1.0,,,,3.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_USL_Cup,2024,Greenville Triumph SC,Greenville_Triumph_SC,5nwr0jfy6na631d30mcp9ndre,C. Herrera,Midfielder,8,3.0,,33.0,201.0,227.0,,2.0,219.0,4.0,4.0,1.0,2.0,10.0,193.0,62.0,2.0,360.0,6.0,20.0,,1.0,94.0,39.0,47.0,7.0,55.0,3.0,22.0,61.0,,20.0,1.0,284.0,4.0,2.0,26.0,4.0,4.0,15.0,4.0,4.0,,,3.0,7.0,2.0,,3.0,4.0,27.0,24.0,,8.0,1.0,3.0,193.0,2.0,1.0,7.0,7.0,15.0,13.0,14.0,2.0,49.0,,,109.0,0.0,,,,1.0,,,,4.0,1.0,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_USL_Cup,2024,Greenville Triumph SC,Greenville_Triumph_SC,8mnq6su69w3xyujz7n03n4zqh,E. Lee,Defender,12,16.0,4.0,34.0,255.0,301.0,,,287.0,5.0,8.0,5.0,,10.0,242.0,73.0,3.0,711.0,7.0,19.0,2.0,1.0,136.0,68.0,71.0,8.0,94.0,2.0,38.0,69.0,,33.0,3.0,399.0,13.0,2.0,46.0,5.0,8.0,9.0,8.0,8.0,10.0,1.0,3.0,9.0,,,6.0,8.0,38.0,33.0,2.0,12.0,12.0,9.0,243.0,,2.0,18.0,19.0,32.0,15.0,37.0,3.0,65.0,,4.0,119.0,0.0,2.0,,,8.0,1.0,,,9.0,1.0,,,,3.0,,1.0,,,1.0,,1.0,,,,1.0,0.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_USL_Cup,2024,Greenville Triumph SC,Greenville_Triumph_SC,6ydk69km9oe49cg6plrc6u0wk,L. MacKinnon,Forward,9,37.0,2.0,81.0,103.0,166.0,,30.0,154.0,12.0,8.0,16.0,2.0,10.0,91.0,54.0,8.0,720.0,6.0,44.0,,3.0,89.0,140.0,101.0,27.0,39.0,5.0,54.0,24.0,3.0,48.0,7.0,364.0,13.0,15.0,63.0,23.0,8.0,17.0,8.0,9.0,5.0,,13.0,14.0,14.0,2.0,6.0,8.0,53.0,80.0,,5.0,6.0,1.0,98.0,7.0,2.0,11.0,9.0,16.0,37.0,20.0,6.0,49.0,,13.0,21.0,1.0,3.0,,,15.0,3.0,,,1.0,,,4.0,21.0,16.0,1.0,2.0,12.0,1.0,4.0,1.0,3.0,,1.0,,1.0,3.0,1.0,7.0,1.0,,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_USL_Cup,2024,Greenville Triumph SC,Greenville_Triumph_SC,35wb4ujehz3nx4kgvxcn4ndn9,T. Polak,Defender,3,2.0,14.0,39.0,252.0,307.0,,2.0,298.0,20.0,7.0,4.0,2.0,10.0,244.0,116.0,,630.0,2.0,29.0,8.0,3.0,132.0,72.0,53.0,1.0,131.0,8.0,29.0,15.0,,17.0,12.0,430.0,19.0,4.0,55.0,4.0,7.0,6.0,7.0,26.0,37.0,3.0,,7.0,2.0,,5.0,7.0,36.0,38.0,,21.0,,11.0,231.0,2.0,2.0,7.0,7.0,29.0,10.0,14.0,6.0,45.0,,1.0,122.0,0.0,,,,5.0,,,,9.0,1.0,,,,,,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
