liga,temporada,equipo,id,nombre,posicion,dorsal,Rightside Passes,Fifty Fifty,Backward Passes,Unsuccessful Launches,Substitute On,Starts,Total Losses Of Possession,Ground Duels,Total Unsuccessful Passes ( Excl Crosses & Corners ),Times Tackled,Total Tackles,Duels,Forward Passes,Total Fouls Won,Successful Dribbles,Goals Conceded Outside Box,Interceptions,Duels lost,Goal Assists,Successful Lay-offs,Total Fouls Conceded,Successful Short Passes,Games Played,Unsuccessful Dribbles,Appearances,Unsuccessful Passes Own Half,Unsuccessful Crosses open play,Total Shots,Total Passes,Unsuccessful Short Passes,Successful Fifty Fifty,Aerial Duels won,Aerial Duels lost,Total Successful Passes ( Excl Crosses & Corners ) ,Open Play Passes,Throw Ins to Own Player,Time Played,Yellow Cards,Substitute Off,Duels won,Unsuccessful Passes Opposition Half,Goals Conceded,Successful Passes Opposition Half,Unsuccessful Crosses & Corners,Successful Long Passes,Blocks,Total Clearances,Successful Open Play Passes,Shots Off Target (inc woodwork),Corners Won,Tackles Lost,Foul Attempted Tackle,Index,Goals Conceded Inside Box,Recoveries,Key Passes (Attempt Assists),PutThrough/Blocked Distribution Won,Touches,Aerial Duels,Unsuccessful Long Passes,Tackles Won,Ground Duels won,Ground Duels lost,Assists (Intentional),Leftside Passes,Successful Passes Own Half,PutThrough/Blocked Distribution,Total Touches In Opposition Box,Home Goals,Away Goals,Winning Goal,Throw Ins to Opposition Player,Blocked Shots,Second Goal Assists,Unsuccessful lay-offs,Corners Taken (incl short corners),Right Foot Goals,Goals from Inside Box,Penalties Taken,Successful Corners into Box,Goals from Outside Box,Through balls,Goals,Attempts from Set Pieces,Shots On Target ( inc goals ),Unsuccessful Corners into Box,Offsides,Successful Crosses & Corners,Clean Sheets,Hit Woodwork,Clearances Off the Line,Successful Crosses open play,Left Foot Goals,Successful Launches,Handballs conceded,Foul Won Penalty,Red Cards - 2nd Yellow,Total Red Cards,Last Man Tackle,GK Successful Distribution,Headed Goals,Punches,Saves Made from Outside Box,Saves Made from Inside Box,Saves made - caught,GK Unsuccessful Distribution,Saves made - parried,Goalkeeper Smother,Catches,Saves Made,Crosses not Claimed,Drops,Penalty Goals,Straight Red Cards,Penalty Goals Conceded,Own Goal Scored,Penalties Conceded,Penalties Faced,Overruns,Goal Kicks,Penalties Saved,Saves from Penalty,Set Pieces Goals,Penalties Off Target,Carries,Progressive Carries,Final Third Touches,Goals Openplay,Total Big Chances Created,Total Big Chances Missed,Total Big Chances Scored,Last Player Tackle,Total Big Chances Saved,Other Goals
USA_MLS,2020,Toronto FC,3c1xz4vpfoum0jbq6bmtdrtux,I. Achara,Forward,99,17.0,,6.0,,,1.0,18.0,14.0,4.0,7.0,2.0,15.0,5.0,1.0,2.0,,,10.0,,,1.0,22.0,1.0,5.0,1.0,,1.0,2.0,29.0,4.0,,,1.0,25.0,29.0,,89.0,,1.0,5.0,5.0,,17.0,1.0,3.0,,1.0,25.0,,1.0,,1.0,85.0,,12.0,1.0,1.0,54.0,1.0,,2.0,5.0,9.0,,1.0,8.0,1.0,2.0,1.0,0.0,1.0,,,,,,,1.0,,,,,1.0,,2.0,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2020,Toronto FC,7c3asx73extld50awe557y3ft,A. Akinola,Forward,9,34.0,27.0,76.0,,5.0,11.0,110.0,75.0,46.0,28.0,3.0,128.0,28.0,7.0,8.0,3.0,1.0,90.0,,18.0,28.0,125.0,16.0,10.0,16.0,6.0,4.0,32.0,175.0,45.0,18.0,20.0,33.0,129.0,160.0,,1121.0,1.0,7.0,38.0,44.0,14.0,91.0,4.0,4.0,1.0,4.0,114.0,13.0,1.0,2.0,8.0,48.0,11.0,13.0,7.0,1.0,320.0,53.0,1.0,1.0,18.0,57.0,,37.0,39.0,9.0,60.0,4.0,5.0,2.0,,5.0,,4.0,,5.0,8.0,,,1.0,,9.0,,19.0,,13.0,1.0,1.0,,,1.0,2.0,,4.0,,,,,,2.0,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,
USA_MLS,2020,Toronto FC,cvz7rxusmcxxv17fij7dxx6mt,J. Altidore,Forward,17,69.0,9.0,56.0,,3.0,11.0,109.0,47.0,64.0,15.0,4.0,75.0,52.0,13.0,1.0,1.0,1.0,40.0,,18.0,12.0,172.0,14.0,5.0,14.0,4.0,4.0,24.0,250.0,58.0,4.0,18.0,10.0,186.0,244.0,3.0,828.0,3.0,10.0,35.0,64.0,7.0,159.0,4.0,14.0,1.0,5.0,180.0,9.0,10.0,1.0,7.0,47.0,6.0,9.0,10.0,2.0,368.0,28.0,6.0,3.0,17.0,30.0,,73.0,29.0,7.0,50.0,1.0,1.0,1.0,,5.0,1.0,5.0,,2.0,,,,2.0,1.0,2.0,1.0,15.0,,5.0,2.0,1.0,,,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
USA_MLS,2020,Toronto FC,boojy2a86m5qkyqqzxvdk9jv9,A. Bono,Goalkeeper,25,6.0,,,21.0,,3.0,49.0,3.0,46.0,,,5.0,79.0,2.0,1.0,,,,,,,25.0,3.0,,3.0,8.0,,,93.0,,,2.0,,47.0,43.0,,270.0,,,5.0,38.0,,18.0,,22.0,,7.0,26.0,,,,,89.0,,35.0,,,140.0,2.0,46.0,,3.0,,,8.0,29.0,,,,,0.0,,,,,,,,,,,,,,,,,,3.0,,,,,11.0,,,,,,22.0,,2.0,6.0,10.0,,13.0,5.0,1.0,3.0,16.0,1.0,1.0,,,,,,1.0,,22.0,,,,,,,,,,,,,,
USA_MLS,2020,Toronto FC,2c8lm8pc33blr2596jt0fxkgl,M. Bradley,Midfielder,4,322.0,13.0,116.0,1.0,1.0,12.0,130.0,72.0,97.0,13.0,21.0,79.0,351.0,11.0,7.0,2.0,12.0,38.0,,4.0,9.0,947.0,13.0,3.0,13.0,21.0,3.0,4.0,1094.0,77.0,4.0,2.0,5.0,997.0,1032.0,3.0,1179.0,2.0,,41.0,80.0,16.0,484.0,4.0,50.0,1.0,13.0,937.0,2.0,1.0,7.0,7.0,61.0,14.0,108.0,6.0,8.0,1231.0,7.0,20.0,14.0,39.0,33.0,,305.0,513.0,13.0,2.0,,,0.0,,3.0,1.0,,1.0,,,,,,,,,2.0,,,,4.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
USA_MLS,2020,Toronto FC,9tvviubdnw847lrexh88yue39,L. Ciman,Defender,26,126.0,11.0,23.0,8.0,7.0,5.0,52.0,27.0,46.0,1.0,7.0,43.0,114.0,5.0,1.0,3.0,13.0,21.0,,,9.0,230.0,12.0,1.0,12.0,25.0,,2.0,302.0,25.0,8.0,9.0,7.0,256.0,291.0,1.0,530.0,2.0,1.0,22.0,22.0,13.0,60.0,1.0,26.0,5.0,26.0,245.0,1.0,,1.0,2.0,68.0,10.0,36.0,,2.0,375.0,16.0,21.0,6.0,13.0,14.0,,39.0,196.0,6.0,1.0,,,0.0,,,,,,,,,,,,,2.0,1.0,,,,2.0,,,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,
USA_MLS,2020,Toronto FC,3vscyl50qba385iuu4odsu505,N. DeLeon,Midfielder,18,111.0,22.0,98.0,5.0,12.0,10.0,139.0,97.0,74.0,28.0,16.0,122.0,105.0,13.0,20.0,4.0,13.0,66.0,2.0,11.0,12.0,296.0,22.0,14.0,22.0,25.0,11.0,15.0,384.0,64.0,14.0,8.0,17.0,310.0,381.0,2.0,985.0,2.0,10.0,56.0,61.0,14.0,207.0,12.0,14.0,1.0,5.0,307.0,10.0,7.0,5.0,10.0,93.0,10.0,43.0,9.0,13.0,587.0,25.0,10.0,11.0,48.0,49.0,2.0,70.0,103.0,26.0,42.0,1.0,0.0,0.0,3.0,7.0,,1.0,1.0,1.0,1.0,,,,2.0,1.0,,5.0,1.0,5.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,
USA_MLS,2020,Toronto FC,a7e4giaiuvuakmt7iw09mh9lh,M. Delgado,Midfielder,8,259.0,11.0,135.0,15.0,1.0,18.0,239.0,103.0,183.0,17.0,30.0,117.0,402.0,19.0,5.0,5.0,29.0,56.0,1.0,15.0,16.0,855.0,19.0,4.0,19.0,49.0,6.0,10.0,1094.0,142.0,9.0,7.0,7.0,911.0,1086.0,8.0,1448.0,1.0,8.0,61.0,140.0,18.0,618.0,6.0,56.0,5.0,10.0,904.0,6.0,6.0,15.0,12.0,50.0,13.0,106.0,16.0,16.0,1311.0,14.0,41.0,15.0,54.0,49.0,,298.0,298.0,43.0,25.0,,,0.0,2.0,1.0,,,,,,,,,1.0,,,4.0,,1.0,5.0,2.0,,,5.0,,3.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,2.0,,,,,,,,,,,,,,,
USA_MLS,2020,Toronto FC,1y25f0qsrctfq6wjckzzrl1m2,G. Dorsey,Midfielder,19,1.0,,1.0,,1.0,,3.0,1.0,1.0,,,2.0,,1.0,,,1.0,,,,,2.0,1.0,,1.0,1.0,,,3.0,1.0,,1.0,,2.0,3.0,1.0,4.0,,,2.0,,1.0,2.0,,,,,2.0,,,,,100.0,1.0,,,,9.0,1.0,,,1.0,,,1.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
USA_MLS,2020,Toronto FC,1l6i2bcz1rgvkgo3dtxe9yrjd,T. Endoh,Midfielder,31,46.0,12.0,70.0,1.0,10.0,7.0,70.0,49.0,33.0,9.0,8.0,60.0,44.0,20.0,3.0,4.0,6.0,25.0,,7.0,6.0,180.0,17.0,3.0,17.0,5.0,8.0,7.0,219.0,32.0,6.0,4.0,7.0,186.0,215.0,11.0,615.0,1.0,4.0,35.0,45.0,15.0,136.0,17.0,6.0,1.0,3.0,182.0,3.0,6.0,3.0,1.0,22.0,11.0,21.0,8.0,5.0,347.0,11.0,1.0,5.0,31.0,18.0,,59.0,58.0,9.0,20.0,0.0,1.0,0.0,,4.0,,1.0,16.0,1.0,1.0,,6.0,,1.0,1.0,,4.0,8.0,1.0,8.0,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
