liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Offsides,Time Played,Throw Ins to Own Player,Substitute On,Successful Lay-offs,Goals,Open Play Passes,Corners Won,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Yellow Cards,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Substitute Off,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Corners into Box,Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Throw Ins to Opposition Player,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Corners Taken (incl short corners),Appearances,Foul Attempted Tackle,Ground Duels,Goals from Outside Box,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Attempts from Set Pieces,Successful Long Passes,Successful Crosses open play,Total Fouls Won,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Left Foot Goals,Unsuccessful Crosses & Corners,Games Played,Unsuccessful Corners into Box,Handballs conceded,Hit Woodwork,Assists (Intentional),Ground Duels lost,Leftside Passes,Goals from Inside Box,Penalties Taken,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Unsuccessful lay-offs,Goal Assists,Penalty Goals,Through balls,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Successful Launches,Blocks,Right Foot Goals,Total Red Cards,Straight Red Cards,GK Successful Distribution,Headed Goals,GK Unsuccessful Distribution,Penalties Conceded,Clearances Off the Line,Saves Made,Punches,Goalkeeper Smother,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves made - caught,Set Pieces Goals,Other Goals,Own Goal Scored,Foul Won Penalty,Penalty Goals Conceded,Second Goal Assists,Red Cards - 2nd Yellow,Penalties Off Target,Last Man Tackle,Penalties Saved,Saves from Penalty,Crosses not Claimed,Home Goals,Away Goals,Winning Goal,Times Tackled
USA_MLS,2017,New York City Football Club,3c6wehei7yzqs80q3g6x652ad,R. Allen,Defender,27,21.0,,1009.0,113.0,5.0,1.0,,504.0,6.0,83.0,9.0,219.0,10.0,3.0,28.0,6.0,3.0,2.0,17.0,172.0,196.0,31.0,77.0,511.0,3.0,24.0,5.0,385.0,10.0,3.0,105.0,,27.0,12.0,100.0,3.0,20.0,55.0,10.0,22.0,26.0,807.0,,15.0,10.0,86.0,,221.0,19.0,42.0,54.0,,,21.0,9.0,4.0,14.0,5.0,117.0,20.0,12.0,,21.0,15.0,,,,1.0,46.0,180.0,,,400.0,406.0,31.0,2.0,,2.0,,,26.0,63.0,5.0,18.0,40.0,2.0,2.0,,,,,,,2.0,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,
USA_MLS,2017,New York City Football Club,7ehcrcdv82ib5fkpo3498gpgp,K. Awuah,Midfielder,14,,,26.0,,4.0,,,19.0,,4.0,,12.0,,,,,,,,3.0,4.0,1.0,3.0,19.0,,1.0,1.0,16.0,2.0,,3.0,,6.0,,,,,1.0,,,3.0,22.0,,4.0,1.0,4.0,,4.0,,89.0,2.0,,,,,,,,4.0,,2.0,,,4.0,,,,,2.0,5.0,,,16.0,16.0,,,,,,,1.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2017,New York City Football Club,6k0onvkpo84py83rbc28852ol,F. Brillant,Defender,13,,1.0,1703.0,18.0,7.0,,1.0,910.0,1.0,68.0,,175.0,29.0,3.0,65.0,14.0,9.0,5.0,14.0,165.0,608.0,30.0,91.0,939.0,,14.0,1.0,724.0,23.0,14.0,156.0,,149.0,5.0,79.0,1.0,7.0,65.0,18.0,24.0,77.0,1210.0,,25.0,6.0,54.0,,397.0,22.0,100.0,87.0,5.0,,59.0,,7.0,49.0,,117.0,112.0,28.0,,,25.0,,2.0,,,16.0,325.0,1.0,,756.0,783.0,63.0,4.0,1.0,1.0,,1.0,15.0,30.0,15.0,40.0,38.0,7.0,12.0,,,,,1.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,
USA_MLS,2017,New York City Football Club,cabhrleu1pd1z0aarmf1zgkwl,A. Callens,Defender,6,3.0,,3112.0,10.0,,,2.0,1938.0,2.0,114.0,,448.0,88.0,4.0,155.0,17.0,6.0,6.0,35.0,320.0,1279.0,46.0,120.0,2002.0,,28.0,13.0,1570.0,38.0,9.0,275.0,,728.0,1.0,159.0,6.0,,147.0,35.0,29.0,119.0,2460.0,,35.0,11.0,134.0,,897.0,21.0,58.0,130.0,3.0,,157.0,,29.0,43.0,4.0,212.0,151.0,44.0,1.0,3.0,35.0,,1.0,,,47.0,263.0,2.0,,1675.0,1727.0,78.0,7.0,,,,,37.0,82.0,9.0,77.0,87.0,33.0,22.0,1.0,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,
USA_MLS,2017,New York City Football Club,6qfn3y69qpd9vvyr069ry8n2t,M. Camargo,Midfielder,99,,,176.0,1.0,6.0,4.0,1.0,81.0,1.0,22.0,,38.0,,1.0,1.0,4.0,2.0,1.0,5.0,42.0,20.0,5.0,24.0,83.0,2.0,4.0,4.0,58.0,2.0,3.0,25.0,,21.0,,22.0,,,12.0,2.0,4.0,5.0,135.0,3.0,8.0,2.0,29.0,,20.0,4.0,85.0,15.0,1.0,,,,4.0,2.0,5.0,36.0,2.0,3.0,,2.0,8.0,2.0,2.0,,,16.0,20.0,1.0,,57.0,58.0,7.0,,,,,,1.0,21.0,4.0,6.0,13.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2017,New York City Football Club,40lk020a1p1cvmj86ids7k05x,M. Chanot,Defender,4,,,1710.0,11.0,,,2.0,1004.0,2.0,78.0,2.0,140.0,25.0,3.0,69.0,13.0,11.0,1.0,29.0,157.0,772.0,25.0,68.0,1047.0,,17.0,12.0,839.0,23.0,14.0,137.0,,195.0,3.0,88.0,2.0,2.0,126.0,19.0,16.0,49.0,1336.0,,19.0,6.0,79.0,,391.0,25.0,66.0,105.0,3.0,,71.0,2.0,17.0,54.0,1.0,162.0,103.0,24.0,1.0,,19.0,,,,,28.0,383.0,2.0,,878.0,910.0,83.0,4.0,,,,,19.0,57.0,6.0,43.0,51.0,8.0,7.0,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
USA_MLS,2017,New York City Football Club,6kih58n0fzlod6c792xpey57t,J. Harrison,Midfielder,11,61.0,7.0,2926.0,15.0,1.0,48.0,10.0,929.0,29.0,228.0,22.0,489.0,16.0,3.0,45.0,29.0,26.0,4.0,35.0,545.0,247.0,47.0,178.0,937.0,14.0,29.0,60.0,677.0,36.0,58.0,223.0,3.0,92.0,41.0,258.0,12.0,2.0,149.0,35.0,55.0,35.0,1601.0,10.0,36.0,15.0,329.0,,267.0,117.0,52.0,148.0,32.0,,37.0,19.0,30.0,11.0,58.0,375.0,18.0,40.0,9.0,70.0,36.0,5.0,4.0,2.0,1.0,192.0,350.0,10.0,,707.0,714.0,46.0,4.0,1.0,3.0,,5.0,34.0,227.0,13.0,15.0,137.0,2.0,5.0,,,,,1.0,,,,,,,,,,,,,,,,,,3.0,3.0,,,,,,,,,,
USA_MLS,2017,New York City Football Club,c320492cbp1otejfp1i1oane1,Y. Herrera,Midfielder,30,6.0,,1403.0,1.0,4.0,31.0,1.0,729.0,5.0,110.0,,347.0,2.0,6.0,24.0,14.0,10.0,2.0,19.0,215.0,254.0,64.0,110.0,735.0,2.0,47.0,22.0,558.0,18.0,19.0,134.0,,139.0,18.0,110.0,6.0,,104.0,16.0,29.0,30.0,1043.0,,20.0,33.0,228.0,,254.0,44.0,100.0,157.0,9.0,,43.0,,39.0,33.0,14.0,280.0,18.0,20.0,,6.0,20.0,,1.0,,1.0,104.0,232.0,1.0,,595.0,601.0,52.0,3.0,3.0,2.0,,1.0,41.0,123.0,23.0,21.0,124.0,,2.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,
USA_MLS,2017,New York City Football Club,d1p2mgz94oi55fa1wd2uhx5ud,E. Holmen Johansen,Goalkeeper,25,,,180.0,,,,,45.0,,,,1.0,16.0,,21.0,,,1.0,,22.0,42.0,,,64.0,,,,37.0,3.0,,21.0,,12.0,,12.0,,,19.0,2.0,,9.0,87.0,,2.0,,1.0,,36.0,,31.0,1.0,,,6.0,,1.0,,,1.0,1.0,4.0,,,2.0,,,,,,16.0,,,30.0,43.0,,,,,,,,,,1.0,1.0,1.0,,,,,22.0,,4.0,,,3.0,,,,3.0,3.0,1.0,,,1.0,,,,,,,,,,,,,,,,
USA_MLS,2017,New York City Football Club,4249onic3pa4kkqg7v00ro3x1,S. Johnson,Goalkeeper,1,,,3060.0,,,,,674.0,3.0,,,98.0,182.0,2.0,355.0,,,5.0,1.0,374.0,653.0,,6.0,1112.0,,,,533.0,38.0,,361.0,,239.0,,260.0,,,332.0,34.0,,101.0,1468.0,,34.0,,3.0,,617.0,,66.0,9.0,,,218.0,,4.0,7.0,,11.0,28.0,43.0,,,34.0,,,,,1.0,256.0,,,498.0,751.0,8.0,8.0,,,,,,2.0,,2.0,2.0,69.0,,,,,374.0,,108.0,,,100.0,13.0,2.0,2.0,20.0,41.0,43.0,59.0,4.0,7.0,,,,,3.0,,,,,,,,,,,
