liga,temporada,equipo,id,nombre,posicion,dorsal,Games Played,Goals,Yellow Cards,Total Red Cards,Straight Red Cards,Red Cards - 2nd Yellow,Substitute On,Substitute Off,Unsuccessful Crosses open play,Time Played,Successful Lay-offs,Right Foot Goals,Open Play Passes,Corners Won,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Unsuccessful Short Passes,Total Passes,Total Fouls Conceded,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Unsuccessful Passes Opposition Half,Blocked Shots,Recoveries,Starts,PutThrough/Blocked Distribution,Touches,Appearances,Foul Attempted Tackle,Ground Duels,Forward Passes,Index,Duels won,Shots On Target ( inc goals ),Successful Long Passes,Successful Crosses open play,Total Fouls Won,Aerial Duels won,Unsuccessful Dribbles,Duels,Goals Conceded,Unsuccessful Crosses & Corners,Assists (Intentional),Ground Duels lost,Leftside Passes,Goals from Inside Box,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Goal Assists,Duels lost,Interceptions,Ground Duels won,Offsides,Throw Ins to Own Player,Shots Off Target (inc woodwork),Key Passes (Attempt Assists),Unsuccessful Passes Own Half,Corners Taken (incl short corners),Attempts from Set Pieces,Unsuccessful Corners into Box,Unsuccessful lay-offs,Through balls,Unsuccessful Launches,Total Tackles,Successful Dribbles,Successful Corners into Box,Throw Ins to Opposition Player,Total Clearances,Tackles Won,Successful Launches,Saves Made,GK Successful Distribution,Saves Made from Outside Box,Saves made - parried,Saves made - caught,Goals from Outside Box,Left Foot Goals,Foul Won Penalty,Handballs conceded,Penalties Taken,Penalty Goals,Blocks,Headed Goals,Tackles Lost,Second Goal Assists,Own Goal Scored,Other Goals,Set Pieces Goals,Punches,Catches,Saves Made from Inside Box,Penalties Faced,GK Unsuccessful Distribution,Penalties Conceded,Hit Woodwork
Concacaf_Concacaf_Champions_Cup,2014-2015,Real CD España,1yhtzq33ssznnl1pkg6fjz26t,B. Acosta,Midfielder,0.0,2.0,,,,,,,,,180.0,1.0,,72.0,1.0,9.0,,27.0,1.0,,,,11.0,38.0,8.0,74.0,7.0,59.0,6.0,4.0,9.0,22.0,7.0,,16.0,2.0,,97.0,2.0,4.0,16.0,25.0,51.0,8.0,1.0,6.0,,4.0,1.0,,17.0,6.0,,,9.0,18.0,,63.0,65.0,1.0,,9.0,4.0,7.0,,,3.0,3.0,2.0,,,,,,1.0,3.0,,,,3.0,3.0,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,1.0
Concacaf_Concacaf_Champions_Cup,2014-2015,Real CD España,5g5hwux0qh8j9b1x0377s7vth,J. Aguirre,Midfielder,0.0,2.0,,,,,,,1.0,2.0,148.0,3.0,,61.0,2.0,14.0,1.0,24.0,1.0,,,1.0,27.0,26.0,12.0,62.0,1.0,45.0,6.0,1.0,13.0,6.0,11.0,1.0,16.0,2.0,2.0,87.0,2.0,,18.0,22.0,62.0,6.0,1.0,4.0,1.0,1.0,,3.0,19.0,6.0,3.0,1.0,12.0,20.0,,48.0,49.0,1.0,1.0,13.0,,6.0,,,,2.0,5.0,1.0,,1.0,,,,1.0,4.0,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2014-2015,Real CD España,akljqg4mqjjbtwk24xaobrphx,P. Ávila,Defender,0.0,2.0,,1.0,,,,,,,180.0,,,31.0,1.0,6.0,,8.0,3.0,1.0,,4.0,10.0,17.0,5.0,33.0,2.0,21.0,6.0,,8.0,3.0,5.0,,5.0,2.0,1.0,53.0,2.0,1.0,6.0,21.0,12.0,2.0,,4.0,,,,,10.0,6.0,,,4.0,3.0,,24.0,25.0,4.0,,8.0,2.0,2.0,,,,,3.0,,,,,,5.0,2.0,,,,11.0,2.0,5.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2014-2015,Real CD España,ai24aowqprm19k997277fe3md,W. Barahona,Defender,44.0,1.0,,,,,,,,,90.0,,,23.0,1.0,1.0,2.0,12.0,1.0,,,2.0,9.0,9.0,3.0,23.0,,19.0,4.0,1.0,4.0,1.0,1.0,,3.0,1.0,1.0,43.0,1.0,,7.0,13.0,22.0,2.0,,,2.0,2.0,,,9.0,4.0,,,5.0,8.0,,19.0,19.0,2.0,,7.0,2.0,2.0,,3.0,1.0,1.0,3.0,,,,,,,,,,5.0,3.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2014-2015,Real CD España,82g30af5h2uux55q2zyitpmtx,J. Benavidez,Midfielder,38.0,1.0,,,,,,1.0,,,32.0,,,7.0,,1.0,,4.0,,,,,4.0,,3.0,7.0,1.0,4.0,,1.0,3.0,1.0,2.0,,2.0,,1.0,12.0,1.0,1.0,3.0,2.0,15.0,1.0,,,,,,,3.0,,,,2.0,3.0,,4.0,4.0,,,2.0,1.0,1.0,,1.0,1.0,,1.0,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2014-2015,Real CD España,893xb41dhyttwdh9pr2t9krf9,C. Cardozo,Forward,35.0,2.0,,,,,,,1.0,3.0,160.0,1.0,,34.0,1.0,9.0,,11.0,1.0,3.0,,7.0,26.0,9.0,17.0,38.0,10.0,19.0,6.0,3.0,18.0,13.0,20.0,2.0,2.0,2.0,3.0,61.0,2.0,6.0,9.0,12.0,21.0,9.0,2.0,1.0,,4.0,8.0,,24.0,6.0,3.0,1.0,8.0,4.0,,16.0,20.0,15.0,1.0,15.0,,1.0,7.0,,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2014-2015,Real CD España,dau8rinm2otlcu2bf3dgdtd5h,E. Delgado,Midfielder,23.0,2.0,2.0,,,,,,,2.0,180.0,,1.0,39.0,,10.0,1.0,19.0,1.0,,,1.0,9.0,19.0,4.0,42.0,4.0,34.0,6.0,6.0,5.0,12.0,5.0,1.0,5.0,2.0,,67.0,2.0,1.0,12.0,16.0,77.0,8.0,4.0,3.0,1.0,2.0,1.0,,14.0,6.0,2.0,,5.0,4.0,1.0,34.0,37.0,2.0,,6.0,3.0,7.0,1.0,,2.0,3.0,2.0,,1.0,,,,,4.0,1.0,,,2.0,4.0,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2014-2015,Real CD España,586c2s8ikqy4lah3vk0booxqt,K. Espinoza,Midfielder,0.0,1.0,1.0,1.0,,,,,1.0,1.0,80.0,,,29.0,1.0,2.0,3.0,18.0,,1.0,,2.0,10.0,9.0,7.0,31.0,1.0,21.0,2.0,1.0,7.0,12.0,8.0,,5.0,1.0,1.0,43.0,1.0,,5.0,10.0,66.0,3.0,1.0,3.0,1.0,,,,7.0,2.0,3.0,,2.0,7.0,,22.0,24.0,2.0,,4.0,,3.0,,,,1.0,2.0,2.0,,1.0,,,,3.0,,1.0,,1.0,3.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2014-2015,Real CD España,794k9dybbhma757wdky3cy4t1,J. Flores,Defender,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2014-2015,Real CD España,79twe1sw54rfdbo59mgpjiv2t,R. Flores,Forward,0.0,1.0,,,,,,1.0,,,31.0,,,8.0,,4.0,,6.0,,,,1.0,1.0,2.0,,8.0,1.0,8.0,,1.0,,,,,1.0,,,11.0,1.0,,2.0,2.0,52.0,1.0,,,,1.0,,,3.0,,,,1.0,2.0,,8.0,8.0,1.0,,2.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2014-2015,Real CD España,bq1my63a9issklhdx4kd5mpqt,O. Fortin,Defender,0.0,2.0,,,,,,,1.0,1.0,156.0,,,28.0,,7.0,1.0,8.0,6.0,1.0,,2.0,16.0,14.0,2.0,29.0,3.0,21.0,6.0,,8.0,8.0,8.0,,6.0,2.0,1.0,61.0,2.0,2.0,17.0,14.0,14.0,9.0,,,,3.0,1.0,,20.0,6.0,3.0,,9.0,,,21.0,21.0,3.0,,11.0,4.0,8.0,,6.0,,,3.0,1.0,,1.0,,,3.0,6.0,,,3.0,2.0,3.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2014-2015,Real CD España,ecdde832nme7gntz9hcstc8ut,I. Gómez,Midfielder,0.0,1.0,,,,,,,1.0,,58.0,,,8.0,1.0,,,9.0,,1.0,,,8.0,,3.0,12.0,1.0,9.0,4.0,,3.0,5.0,4.0,,1.0,1.0,2.0,23.0,1.0,,6.0,2.0,17.0,3.0,,,,1.0,,1.0,6.0,4.0,2.0,,3.0,5.0,,5.0,9.0,,,3.0,,3.0,,,,2.0,1.0,2.0,,2.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2014-2015,Real CD España,1u1lddji46se5qe1rwlke9s5x,K. Hernández,Goalkeeper,1.0,1.0,,,,,,,,,90.0,,,14.0,,,,12.0,21.0,,,1.0,25.0,5.0,2.0,40.0,,3.0,4.0,,23.0,4.0,22.0,,9.0,1.0,,49.0,1.0,,,34.0,12.0,,,14.0,,,,,1.0,4.0,,,,2.0,,5.0,17.0,1.0,,1.0,,,,,,,1.0,,,,,,11.0,,,,,,,4.0,3.0,12.0,1.0,,,,,,,,,,,,,,,,,1.0,2.0,,9.0,,
Concacaf_Concacaf_Champions_Cup,2014-2015,Real CD España,1693ncf4sq8d8r1puyltqsb11,L. Lobo,Forward,11.0,1.0,,,,,,,1.0,,59.0,,,20.0,,5.0,,11.0,,,,1.0,8.0,6.0,4.0,21.0,,17.0,2.0,2.0,4.0,6.0,4.0,,2.0,1.0,1.0,30.0,1.0,,3.0,3.0,53.0,2.0,1.0,,,1.0,,1.0,4.0,2.0,,,1.0,7.0,,16.0,17.0,1.0,,2.0,,2.0,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2014-2015,Real CD España,cbyp6fbp6x44572n87udspqz9,L. López,Goalkeeper,0.0,1.0,,,,,,,,,90.0,,,8.0,,,,4.0,11.0,,,,12.0,7.0,,22.0,,4.0,2.0,,11.0,2.0,11.0,,10.0,1.0,,35.0,1.0,,,18.0,52.0,1.0,,7.0,,,1.0,,1.0,2.0,,,,2.0,,5.0,11.0,1.0,,,,,,,,,,,,,,,5.0,,,,,1.0,,2.0,3.0,11.0,1.0,,1.0,,,,,,,,,,,,,,,2.0,2.0,,6.0,,
Concacaf_Concacaf_Champions_Cup,2014-2015,Real CD España,1b3bn2c3lm8jw2515vc02fn4l,J. Mejía,Forward,0.0,1.0,,1.0,,,,1.0,,1.0,20.0,,,3.0,,2.0,,3.0,,,,,2.0,,,3.0,1.0,3.0,,,,,1.0,,,,,7.0,1.0,1.0,3.0,1.0,10.0,1.0,,,,1.0,,,3.0,,1.0,,2.0,,,3.0,3.0,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2014-2015,Real CD España,39dk0mtwrv593fmqqmpv4oiqd,S. Mendoza,Midfielder,0.0,2.0,,,,,,1.0,,,100.0,,,25.0,,3.0,,4.0,2.0,,,,8.0,21.0,3.0,30.0,2.0,21.0,4.0,,5.0,7.0,3.0,,3.0,1.0,,44.0,2.0,2.0,6.0,12.0,19.0,3.0,,4.0,,,,,6.0,4.0,,,3.0,8.0,,23.0,25.0,,,3.0,1.0,3.0,,,,,2.0,,,,,,1.0,3.0,,,,3.0,1.0,,,,,,,,,,,,,2.0,,2.0,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2014-2015,Real CD España,cnt2fxer7w0smwehdsyn1wvkl,M. Peña,Defender,0.0,2.0,,,,,,1.0,,,114.0,,,22.0,,3.0,,4.0,7.0,,,2.0,11.0,10.0,4.0,25.0,3.0,13.0,2.0,,11.0,4.0,5.0,,6.0,1.0,1.0,48.0,2.0,1.0,8.0,14.0,38.0,5.0,,1.0,,,1.0,,11.0,2.0,,,4.0,4.0,,13.0,14.0,3.0,,6.0,6.0,4.0,,,,,6.0,,,,,,4.0,4.0,,,,10.0,4.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,
