liga,temporada,equipo,id,nombre,posicion,dorsal,Through balls,Time Played,Shots On Target ( inc goals ),Successful Short Passes,Ground Duels lost,Aerial Duels lost,Handballs conceded,Headed Goals,Duels,Goal Assists,Aerial Duels won,Total Losses Of Possession,Penalty Goals Conceded,Total Fouls Won,Successful Long Passes,Yellow Cards,Goals Conceded Inside Box,Forward Passes,Foul Attempted Tackle,Ground Duels,Goals from Inside Box,Throw Ins to Opposition Player,Total Unsuccessful Passes ( Excl Crosses & Corners ),Shots Off Target (inc woodwork),Total Successful Passes ( Excl Crosses & Corners ) ,Clean Sheets,Duels won,Rightside Passes,Games Played,Right Foot Goals,Total Fouls Conceded,Unsuccessful Long Passes,Successful Passes Opposition Half,Tackles Won,Leftside Passes,Substitute On,Open Play Passes,Ground Duels won,Unsuccessful Short Passes,Starts,Unsuccessful Passes Own Half,PutThrough/Blocked Distribution Won,Tackles Lost,Successful Passes Own Half,Blocked Shots,Key Passes (Attempt Assists),Goals Conceded,Overruns,Successful Launches,Goals,Unsuccessful Crosses & Corners,Interceptions,Recoveries,Index,PutThrough/Blocked Distribution,Hit Woodwork,Unsuccessful lay-offs,Total Touches In Opposition Box,Assists (Intentional),Unsuccessful Crosses open play,Aerial Duels,Unsuccessful Passes Opposition Half,Total Passes,Total Clearances,Duels lost,Blocks,Total Shots,Successful Crosses & Corners,Unsuccessful Launches,Successful Crosses open play,Corners Won,Times Tackled,Goals Conceded Outside Box,Touches,Appearances,Offsides,Successful Open Play Passes,Throw Ins to Own Player,Total Tackles,Substitute Off,Unsuccessful Dribbles,Backward Passes,Successful Dribbles,Successful Lay-offs,Home Goals,Away Goals,Winning Goal,Left Foot Goals,Goals from Outside Box,Clearances Off the Line,Penalties Conceded,Penalty Goals,Penalties Taken,Attempts from Set Pieces,Foul Won Penalty,Successful Corners into Box,Corners Taken (incl short corners),Set Pieces Goals,Unsuccessful Corners into Box,GK Successful Distribution,Goal Kicks,Own Goal Scored,Total Red Cards,Red Cards - 2nd Yellow,Other Goals,Second Goal Assists,Catches,Saves Made from Outside Box,GK Unsuccessful Distribution,Drops,Punches,Saves Made,Saves Made from Inside Box,Penalties Faced,Saves made - caught,Saves made - parried,Saves from Penalty,Penalties Saved,Goalkeeper Smother,Straight Red Cards,Last Man Tackle,Penalties Off Target,Last Player Tackle,Crosses not Claimed
USA_USL_Championship,2023,San Diego Loyal SC,52wv7a0dknss7v3sitamb2j8p,E. Ackon,Defender,21,,171.0,1.0,36.0,9.0,1.0,1.0,,26.0,,3.0,19.0,,3.0,1.0,1.0,,28.0,1.0,22.0,,1.0,15.0,1.0,37.0,1.0,16.0,4.0,2.0,,7.0,3.0,9.0,3.0,14.0,,52.0,13.0,12.0,2.0,7.0,,1.0,28.0,,1.0,,,,,1.0,2.0,9.0,10.0,1.0,,,2.0,,1.0,4.0,9.0,52.0,2.0,10.0,2.0,2.0,,1.0,,,1.0,,80.0,2.0,,37.0,3.0,4.0,1.0,,6.0,6.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2023,San Diego Loyal SC,6lehq7bt5okf4y9lbxan577x1,C. Adams,Midfielder,6,,1824.0,9.0,740.0,63.0,5.0,,,161.0,6.0,2.0,283.0,2.0,42.0,45.0,4.0,20.0,246.0,12.0,154.0,1.0,,106.0,14.0,785.0,4.0,93.0,222.0,27.0,,14.0,32.0,437.0,15.0,203.0,5.0,832.0,91.0,74.0,22.0,27.0,11.0,12.0,383.0,8.0,25.0,22.0,1.0,3.0,1.0,123.0,12.0,112.0,10.0,28.0,1.0,,10.0,5.0,59.0,7.0,202.0,891.0,13.0,68.0,4.0,23.0,35.0,8.0,9.0,23.0,26.0,2.0,1297.0,27.0,,732.0,7.0,27.0,11.0,15.0,220.0,22.0,7.0,0.0,1.0,0.0,1.0,,,,1.0,2.0,8.0,,18.0,70.0,,44.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,
USA_USL_Championship,2023,San Diego Loyal SC,42hi96pvzz8f69ixlcncn0549,K. Adams,Defender,32,2.0,2615.0,5.0,1286.0,48.0,48.0,,,223.0,,85.0,331.0,6.0,21.0,136.0,6.0,42.0,753.0,8.0,90.0,,7.0,300.0,7.0,1422.0,5.0,127.0,637.0,32.0,,32.0,134.0,545.0,7.0,240.0,4.0,1659.0,42.0,166.0,28.0,98.0,10.0,8.0,878.0,3.0,10.0,44.0,,9.0,,5.0,31.0,165.0,10.0,24.0,,,30.0,,5.0,133.0,207.0,1722.0,87.0,96.0,27.0,12.0,1.0,33.0,1.0,3.0,10.0,2.0,2074.0,32.0,,1368.0,74.0,15.0,1.0,3.0,92.0,7.0,,,,0.0,,,1.0,2.0,,,,,,,,,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2023,San Diego Loyal SC,8vcytrkvxzki08gxqpulol3hl,B. Bodily,Midfielder,7,1.0,2318.0,9.0,683.0,82.0,20.0,1.0,3.0,221.0,9.0,26.0,365.0,4.0,31.0,28.0,1.0,32.0,209.0,8.0,175.0,5.0,9.0,171.0,8.0,711.0,4.0,119.0,345.0,32.0,1.0,21.0,53.0,407.0,30.0,30.0,5.0,873.0,93.0,118.0,27.0,67.0,17.0,11.0,331.0,5.0,13.0,35.0,4.0,2.0,5.0,95.0,22.0,121.0,10.0,36.0,,,40.0,8.0,93.0,46.0,199.0,882.0,33.0,102.0,7.0,17.0,27.0,27.0,24.0,14.0,40.0,3.0,1446.0,32.0,1.0,702.0,110.0,41.0,11.0,24.0,298.0,21.0,4.0,3.0,2.0,1.0,1.0,,,,,,,,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2023,San Diego Loyal SC,5a14hgcyexcxegx7yxswuh562,M. Chilaka,Defender,0,,303.0,,138.0,15.0,2.0,,,39.0,,8.0,41.0,,2.0,11.0,2.0,1.0,70.0,5.0,29.0,,6.0,29.0,1.0,149.0,1.0,22.0,40.0,10.0,,10.0,7.0,45.0,8.0,47.0,8.0,171.0,14.0,22.0,2.0,9.0,2.0,2.0,104.0,,,2.0,,1.0,,,4.0,14.0,10.0,3.0,,,1.0,,,10.0,20.0,178.0,12.0,17.0,2.0,1.0,,1.0,,,2.0,1.0,249.0,10.0,,142.0,18.0,10.0,1.0,,21.0,2.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2023,San Diego Loyal SC,1nl79aq9il743hgoaijmupmmt,E. Collier,Forward,18,2.0,881.0,5.0,148.0,60.0,19.0,,,139.0,3.0,18.0,148.0,4.0,15.0,2.0,2.0,16.0,79.0,2.0,102.0,2.0,1.0,69.0,9.0,150.0,,60.0,51.0,23.0,1.0,13.0,6.0,105.0,2.0,49.0,15.0,208.0,42.0,63.0,8.0,10.0,6.0,1.0,45.0,2.0,8.0,18.0,7.0,,2.0,4.0,1.0,30.0,10.0,13.0,,1.0,54.0,2.0,4.0,37.0,63.0,219.0,9.0,79.0,1.0,14.0,,1.0,,11.0,42.0,2.0,397.0,23.0,2.0,139.0,7.0,3.0,7.0,25.0,40.0,24.0,3.0,0.0,2.0,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2023,San Diego Loyal SC,6u93ok0drr4byri2lu5g6rq0a,E. Conway,Forward,9,,2367.0,21.0,300.0,121.0,53.0,3.0,3.0,299.0,2.0,21.0,290.0,2.0,42.0,9.0,6.0,28.0,146.0,17.0,225.0,10.0,2.0,134.0,18.0,309.0,1.0,125.0,88.0,33.0,2.0,39.0,8.0,243.0,18.0,91.0,5.0,430.0,104.0,126.0,28.0,24.0,15.0,15.0,73.0,13.0,17.0,31.0,6.0,,10.0,12.0,7.0,67.0,10.0,34.0,,3.0,88.0,1.0,12.0,74.0,122.0,443.0,12.0,174.0,4.0,39.0,7.0,3.0,7.0,9.0,64.0,3.0,859.0,33.0,4.0,296.0,12.0,33.0,14.0,28.0,118.0,29.0,8.0,4.0,6.0,3.0,4.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2023,San Diego Loyal SC,c1pfk47z2ozitpqhxmbe98jbp,Joe Corona,Midfielder,15,2.0,2087.0,9.0,811.0,104.0,35.0,2.0,1.0,281.0,3.0,28.0,332.0,4.0,30.0,61.0,5.0,28.0,343.0,18.0,218.0,4.0,,190.0,9.0,872.0,4.0,142.0,242.0,32.0,3.0,33.0,49.0,512.0,26.0,313.0,8.0,1002.0,114.0,141.0,24.0,53.0,24.0,21.0,391.0,9.0,42.0,31.0,6.0,3.0,4.0,57.0,22.0,149.0,10.0,48.0,2.0,1.0,25.0,3.0,17.0,63.0,194.0,1062.0,25.0,139.0,4.0,18.0,31.0,9.0,9.0,8.0,43.0,3.0,1522.0,32.0,1.0,820.0,23.0,47.0,12.0,20.0,164.0,37.0,10.0,3.0,1.0,2.0,,,1.0,,2.0,3.0,6.0,,15.0,45.0,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2023,San Diego Loyal SC,2rsduabh7r8i29f9i6znwbfu1,R. Damus,Forward,8,,1964.0,32.0,139.0,125.0,46.0,3.0,2.0,275.0,2.0,14.0,193.0,4.0,56.0,3.0,6.0,31.0,25.0,16.0,215.0,12.0,,56.0,27.0,142.0,2.0,104.0,49.0,32.0,12.0,45.0,4.0,84.0,12.0,43.0,13.0,170.0,90.0,52.0,19.0,10.0,5.0,6.0,59.0,8.0,12.0,34.0,4.0,,15.0,6.0,4.0,65.0,10.0,16.0,2.0,3.0,123.0,1.0,5.0,60.0,52.0,198.0,2.0,171.0,,59.0,1.0,1.0,1.0,6.0,60.0,3.0,541.0,32.0,25.0,114.0,1.0,18.0,8.0,34.0,81.0,16.0,9.0,11.0,4.0,1.0,1.0,3.0,,,2.0,2.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2023,San Diego Loyal SC,4yt1fm35fgy1ynk7ew59u5dlg,D. Ferree,Goalkeeper,60,,270.0,,91.0,,,,,1.0,,1.0,17.0,,,18.0,,4.0,40.0,,,,,17.0,,109.0,1.0,1.0,30.0,3.0,,,15.0,10.0,,56.0,,93.0,,2.0,3.0,8.0,,,99.0,,,5.0,,,,,,25.0,10.0,2.0,,,,,,1.0,9.0,126.0,,,,,,4.0,,,,1.0,144.0,3.0,,84.0,,,,,,,,,,0.0,,,,,,,,,,,,,31.0,23.0,,,,,,3.0,,3.0,,,4.0,4.0,,,,,,,,,,,
