root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Time Played,Throw Ins to Own Player,Substitute On,Successful Launches,Open Play Passes,Corners Won,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Unsuccessful Long Passes,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Throw Ins to Opposition Player,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Appearances,Blocks,Ground Duels,Forward Passes,Index,Duels won,Successful Long Passes,Successful Crosses open play,Total Fouls Won,Duels,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Games Played,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Saves Made,GK Successful Distribution,Penalties Conceded,Total Fouls Conceded,Rightside Passes,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves made - caught,GK Unsuccessful Distribution,Yellow Cards,PutThrough/Blocked Distribution Won,Substitute Off,Corners Taken (incl short corners),Foul Attempted Tackle,Aerial Duels won,Unsuccessful Dribbles,Offsides,Shots Off Target (inc woodwork),Total Shots,Total Touches In Opposition Box,Unsuccessful Corners into Box,Handballs conceded,Assists (Intentional),Goal Assists,Goals,Blocked Shots,Shots On Target ( inc goals ),Left Foot Goals,Headed Goals,Goals from Inside Box,Set Pieces Goals,Successful Corners into Box,Goals from Outside Box,Attempts from Set Pieces,Clearances Off the Line,Hit Woodwork,Unsuccessful lay-offs,Successful Lay-offs,Clean Sheets,Punches,Total Red Cards,Straight Red Cards,Crosses not Claimed,Through balls,Own Goal Scored,Right Foot Goals,Foul Won Penalty,Penalties Taken,Penalty Goals,Goals Conceded Outside Box,Goalkeeper Smother,Red Cards - 2nd Yellow,Penalties Saved,Saves from Penalty,Last Man Tackle,Other Goals
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,Alianza FC,Alianza_FC,32an4uk8i1dr9bx19z1r80ru1,E. Abarca,Defender,30,4.0,201.0,11.0,1.0,2.0,70.0,1.0,9.0,1.0,27.0,8.0,11.0,2.0,34.0,23.0,6.0,12.0,72.0,1.0,41.0,3.0,23.0,2.0,16.0,2.0,9.0,2.0,3.0,11.0,119.0,3.0,2.0,17.0,44.0,23.0,11.0,8.0,1.0,4.0,19.0,3.0,3.0,4.0,3.0,6.0,19.0,47.0,49.0,2.0,4.0,8.0,2.0,6.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,Alianza FC,Alianza_FC,ekj6dh2wz1wna3iqnqqoovbo5,O. Arroyo,Goalkeeper,25,,360.0,,,10.0,22.0,,,,18.0,18.0,54.0,1.0,56.0,13.0,,,85.0,,8.0,4.0,54.0,,48.0,,27.0,4.0,,6.0,113.0,4.0,,2.0,76.0,51.0,1.0,23.0,,1.0,3.0,,4.0,,4.0,1.0,2.0,11.0,31.0,1.0,,2.0,,,1.0,14.0,18.0,1.0,1.0,7.0,1.0,2.0,4.0,4.0,10.0,1.0,1.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,Alianza FC,Alianza_FC,9hx6lws09g3qsbgybjdb1ost1,R. Batres,Midfielder,7,,249.0,,,,69.0,,7.0,1.0,30.0,1.0,2.0,2.0,23.0,26.0,6.0,14.0,71.0,1.0,48.0,2.0,16.0,1.0,11.0,,16.0,3.0,1.0,5.0,96.0,3.0,,22.0,24.0,16.0,10.0,7.0,1.0,1.0,26.0,,2.0,,3.0,14.0,12.0,53.0,55.0,4.0,4.0,16.0,2.0,6.0,8.0,,,,5.0,28.0,,,,,,,,,3.0,1.0,1.0,1.0,4.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,Alianza FC,Alianza_FC,11vqsu7sts8o9gfgx2wnmjf11,Ó. Cerén,Forward,9,8.0,339.0,,,,129.0,2.0,29.0,4.0,61.0,1.0,4.0,3.0,77.0,36.0,9.0,34.0,131.0,7.0,82.0,3.0,38.0,4.0,38.0,,25.0,4.0,5.0,9.0,213.0,4.0,,53.0,47.0,46.0,28.0,11.0,4.0,12.0,56.0,1.0,3.0,9.0,4.0,25.0,35.0,91.0,93.0,3.0,7.0,28.0,2.0,2.0,28.0,,,,8.0,20.0,,,,,,,,,1.0,2.0,1.0,1.0,4.0,,10.0,3.0,3.0,3.0,7.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,Alianza FC,Alianza_FC,c7l7712a32boqnpvd7239spg5,A. Flores Jaco,Defender,4,1.0,90.0,8.0,,,33.0,1.0,,,18.0,,1.0,,14.0,10.0,,6.0,35.0,1.0,28.0,1.0,7.0,,5.0,4.0,4.0,1.0,1.0,3.0,60.0,1.0,,8.0,25.0,72.0,4.0,,,3.0,8.0,,1.0,1.0,1.0,4.0,1.0,26.0,28.0,,,4.0,,5.0,4.0,,,,2.0,9.0,,,,,,,,,,,,,2.0,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,Alianza FC,Alianza_FC,9f3k5p0n7mce5f44cgztvx711,R. Fuentes,Goalkeeper,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,Alianza FC,Alianza_FC,4qr8zpz666rrkjn0oman5yymt,I. Garrido,Defender,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,Alianza FC,Alianza_FC,6ml6mcm1i2f6xinixzgx29h3p,Ó. Guerrero,Midfielder,10,,121.0,,2.0,,30.0,3.0,10.0,,18.0,,,1.0,20.0,4.0,4.0,9.0,31.0,1.0,21.0,2.0,9.0,,8.0,,2.0,1.0,2.0,1.0,63.0,3.0,,17.0,6.0,98.0,9.0,1.0,,3.0,19.0,,2.0,,3.0,9.0,7.0,21.0,22.0,2.0,2.0,10.0,2.0,1.0,8.0,,,,2.0,8.0,,,,,,,,,,1.0,1.0,,1.0,1.0,4.0,1.0,2.0,7.0,11.0,,,,,4.0,2.0,5.0,3.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,Alianza FC,Alianza_FC,10peakpjybzcylf6t5zkxxk2d,E. Iglesias,Goalkeeper,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,Alianza FC,Alianza_FC,9k6pgi7u3rj2dqzt8n2nbu0gl,A. Larín,Midfielder,17,5.0,270.0,20.0,,7.0,118.0,3.0,10.0,5.0,42.0,25.0,32.0,4.0,88.0,42.0,5.0,16.0,127.0,1.0,57.0,3.0,48.0,2.0,42.0,15.0,11.0,3.0,2.0,21.0,225.0,3.0,3.0,19.0,76.0,49.0,13.0,22.0,1.0,4.0,26.0,4.0,3.0,15.0,3.0,9.0,7.0,74.0,79.0,7.0,3.0,13.0,2.0,7.0,10.0,,,,5.0,34.0,,,,,,,,,2.0,1.0,,11.0,3.0,3.0,2.0,,2.0,3.0,1.0,7.0,,,,1.0,,1.0,1.0,,,1.0,4.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,Alianza FC,Alianza_FC,5f6brhj1z3yjfa84eie6gn1t5,P. Benítez,Goalkeeper,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,Alianza FC,Alianza_FC,13c4094f5f4456j5o1kqxgtzp,I. Portillo,Midfielder,27,1.0,291.0,,1.0,2.0,101.0,,18.0,,34.0,3.0,4.0,2.0,33.0,48.0,4.0,18.0,104.0,2.0,71.0,4.0,22.0,,9.0,1.0,18.0,3.0,6.0,14.0,136.0,4.0,1.0,19.0,31.0,23.0,9.0,11.0,,2.0,22.0,,4.0,1.0,4.0,11.0,31.0,79.0,82.0,3.0,4.0,13.0,,4.0,8.0,,,,6.0,24.0,,,,,,,,,1.0,4.0,,,3.0,1.0,1.0,,1.0,2.0,3.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,Alianza FC,Alianza_FC,2ved5q40f3ht7e4xdui1flcd1,J. Portillo,Midfielder,11,6.0,206.0,,2.0,,65.0,2.0,19.0,5.0,37.0,2.0,2.0,,45.0,18.0,3.0,15.0,67.0,1.0,47.0,3.0,17.0,3.0,17.0,,14.0,2.0,4.0,8.0,117.0,4.0,1.0,15.0,21.0,98.0,10.0,3.0,5.0,4.0,17.0,1.0,3.0,8.0,4.0,7.0,5.0,48.0,50.0,2.0,2.0,7.0,1.0,2.0,8.0,,,,,22.0,,,,,,,,,,3.0,,2.0,,2.0,2.0,1.0,,2.0,7.0,2.0,,,,,1.0,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,Alianza FC,Alianza_FC,4e38ltn0rot1oa9zusaez0el1,C. Ramírez,Forward,12,,4.0,,2.0,,2.0,,,,1.0,,,,2.0,,,1.0,2.0,,1.0,,1.0,,1.0,,,,,,3.0,2.0,,1.0,1.0,1.0,,,,,1.0,,,,2.0,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,Alianza FC,Alianza_FC,4jcrke0ew7xorgjwhw6hs00yd,R. Rivera,Midfielder,8,,270.0,,,1.0,83.0,1.0,10.0,1.0,36.0,1.0,6.0,5.0,35.0,31.0,4.0,18.0,90.0,,59.0,3.0,24.0,2.0,20.0,,12.0,3.0,1.0,5.0,119.0,3.0,,18.0,36.0,20.0,7.0,7.0,,1.0,25.0,3.0,3.0,1.0,3.0,13.0,21.0,61.0,66.0,7.0,4.0,18.0,,9.0,5.0,,,,8.0,23.0,,,,,,,,,1.0,1.0,,,4.0,2.0,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
