liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Time Played,Throw Ins to Own Player,Successful Launches,Open Play Passes,Backward Passes,Successful Passes Opposition Half,Unsuccessful Launches,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Total Fouls Conceded,Successful Short Passes,Goals Conceded Inside Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Throw Ins to Opposition Player,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Appearances,Blocks,Ground Duels,Forward Passes,Index,Duels won,Successful Long Passes,Total Fouls Won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Games Played,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,GK Successful Distribution,Substitute On,Successful Lay-offs,Goals,Right Foot Goals,Successful Crosses & Corners,Yellow Cards,Shots Off Target (inc woodwork),Substitute Off,Successful Dribbles,Total Shots,Total Red Cards,Blocked Shots,Red Cards - 2nd Yellow,Foul Attempted Tackle,Total Touches In Opposition Box,Shots On Target ( inc goals ),Successful Crosses open play,Aerial Duels won,Handballs conceded,Hit Woodwork,Goals from Inside Box,Unsuccessful lay-offs,Through balls,Offsides,Corners Won,Successful Corners into Box,Corners Taken (incl short corners),Goals from Outside Box,Left Foot Goals,Unsuccessful Corners into Box,Assists (Intentional),Clearances Off the Line,Goal Assists,Saves Made,Crosses not Claimed,Punches,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Saves made - caught,GK Unsuccessful Distribution,Second Goal Assists,Own Goal Scored,Headed Goals,Foul Won Penalty,Set Pieces Goals,Attempts from Set Pieces,Penalties Taken,Penalty Goals,Straight Red Cards,Penalties Conceded,Goalkeeper Smother,Penalties Faced,Times Tackled,Penalty Goals Conceded,Home Goals,Away Goals,Winning Goal,Other Goals,Goal Kicks,Last Man Tackle,Saves from Penalty,Penalties Saved,Penalties Off Target
USA_USL_Championship,2017,Philadelphia Union II,8rrcscn29rs1gk8mi1pwpu92i,B. Aaronson,Midfielder,63,1.0,214.0,,,60.0,13.0,32.0,1.0,1.0,2.0,,3.0,21.0,23.0,8.0,6.0,62.0,5.0,53.0,4.0,7.0,17.0,3.0,8.0,,14.0,2.0,4.0,1.0,96.0,6.0,,25.0,19.0,10.0,14.0,2.0,1.0,1.0,29.0,3.0,4.0,2.0,6.0,12.0,13.0,53.0,55.0,4.0,,7.0,15.0,1.0,2.0,13.0,,4.0,4.0,,,,1.0,,1.0,4.0,,,,,2.0,2.0,,,1.0,,,,,1.0,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2017,Philadelphia Union II,9sbave1jz44pkb2a9vw471dd5,A. Brown,Forward,39,1.0,65.0,2.0,,13.0,2.0,9.0,,,1.0,,1.0,8.0,1.0,,5.0,13.0,4.0,8.0,,5.0,2.0,2.0,6.0,,1.0,,1.0,,22.0,3.0,,5.0,1.0,10.0,,,,,6.0,,,1.0,3.0,5.0,8.0,8.0,8.0,1.0,,,6.0,,,,,3.0,,,,2.0,2.0,1.0,,,1.0,,,,4.0,3.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2017,Philadelphia Union II,bvmqiuxeyjf68mz3jbm6i295h,C. Burke,Forward,0,23.0,2040.0,8.0,,527.0,111.0,249.0,6.0,23.0,20.0,5.0,86.0,422.0,91.0,37.0,181.0,538.0,64.0,316.0,30.0,204.0,139.0,18.0,203.0,,99.0,22.0,44.0,24.0,1068.0,25.0,2.0,268.0,189.0,10.0,201.0,18.0,48.0,24.0,433.0,18.0,35.0,23.0,25.0,146.0,99.0,323.0,334.0,165.0,3.0,29.0,232.0,8.0,17.0,122.0,,3.0,17.0,9.0,8.0,6.0,10.0,37.0,5.0,40.0,61.0,1.0,15.0,1.0,35.0,117.0,24.0,6.0,79.0,3.0,2.0,7.0,8.0,1.0,16.0,21.0,,,2.0,1.0,,1.0,,2.0,,,,,,,,,,,,,,2.0,,1.0,5.0,4.0,,,,,,,,,,,,,,,
USA_USL_Championship,2017,Philadelphia Union II,bga32zh7ovvj6rlxyztpsngt1,B. Carroll,Midfielder,7,1.0,152.0,1.0,,122.0,17.0,42.0,,4.0,,,,24.0,65.0,2.0,16.0,126.0,1.0,94.0,4.0,20.0,38.0,4.0,16.0,,12.0,2.0,1.0,5.0,137.0,2.0,,6.0,37.0,10.0,2.0,12.0,,,6.0,,4.0,1.0,2.0,4.0,34.0,102.0,106.0,,,2.0,4.0,,2.0,2.0,,,1.0,,,1.0,,1.0,1.0,,1.0,,,,,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2017,Philadelphia Union II,80z4ohi5co0ttnwardz2h2311,J. Chambers,Midfielder,45,11.0,2341.0,3.0,10.0,1401.0,153.0,606.0,47.0,135.0,15.0,7.0,15.0,374.0,623.0,29.0,172.0,1523.0,33.0,1035.0,30.0,307.0,442.0,23.0,250.0,1.0,171.0,26.0,30.0,75.0,1828.0,28.0,10.0,126.0,586.0,10.0,92.0,181.0,33.0,1.0,171.0,29.0,37.0,18.0,28.0,64.0,342.0,1105.0,1216.0,45.0,5.0,25.0,79.0,4.0,36.0,62.0,,2.0,38.0,5.0,4.0,13.0,6.0,18.0,1.0,3.0,31.0,,12.0,,18.0,20.0,13.0,3.0,30.0,1.0,2.0,4.0,1.0,,1.0,4.0,11.0,24.0,1.0,1.0,4.0,1.0,,1.0,,,,,,,,,,,,,,1.0,,3.0,2.0,2.0,,1.0,,,,,,,,,,,,,
USA_USL_Championship,2017,Philadelphia Union II,9b0965zjf6z50wbaj1otv5psl,S. Conneh,Midfielder,36,11.0,1783.0,1.0,,386.0,148.0,200.0,1.0,6.0,12.0,4.0,52.0,298.0,80.0,18.0,117.0,402.0,49.0,265.0,21.0,123.0,104.0,18.0,120.0,1.0,35.0,19.0,22.0,14.0,766.0,26.0,3.0,194.0,66.0,10.0,99.0,14.0,49.0,12.0,265.0,5.0,25.0,11.0,26.0,114.0,84.0,264.0,279.0,71.0,3.0,13.0,166.0,5.0,3.0,80.0,,7.0,35.0,10.0,9.0,1.0,6.0,27.0,8.0,18.0,49.0,,7.0,,14.0,74.0,22.0,1.0,19.0,2.0,,8.0,25.0,1.0,33.0,15.0,,,2.0,1.0,,,,2.0,,,,,,,,,,,,,,2.0,,10.0,3.0,2.0,,,,,,,,,,,,,,,
USA_USL_Championship,2017,Philadelphia Union II,ncf4istx07zcs21x7pdb0gyd,C. Davies,Forward,9,,90.0,,,8.0,6.0,6.0,,,,,,7.0,4.0,,2.0,12.0,,10.0,3.0,2.0,4.0,1.0,2.0,,1.0,1.0,,,22.0,1.0,,4.0,1.0,10.0,2.0,,1.0,,4.0,,3.0,,1.0,2.0,1.0,6.0,10.0,,,,2.0,,,2.0,,,1.0,1.0,1.0,,,,,1.0,2.0,,,,,4.0,2.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
USA_USL_Championship,2017,Philadelphia Union II,eqn2mk4rzrvzgc13vvu3bcsiy,F. Dwamena,Defender,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2017,Philadelphia Union II,1ya2ts0uy9nrc590fn7bir5xx,M. Edu,Midfielder,8,,155.0,1.0,,79.0,9.0,36.0,1.0,2.0,,1.0,1.0,10.0,37.0,4.0,5.0,80.0,2.0,61.0,4.0,7.0,24.0,,4.0,,6.0,3.0,3.0,3.0,100.0,3.0,,13.0,16.0,10.0,9.0,12.0,4.0,,15.0,4.0,5.0,,3.0,5.0,31.0,72.0,73.0,2.0,,3.0,6.0,1.0,1.0,8.0,,,1.0,,,,,1.0,3.0,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
USA_USL_Championship,2017,Philadelphia Union II,b4e6lsrz4cmr2q50235620qnd,J. Elliott,Defender,3,,75.0,,,65.0,7.0,23.0,3.0,10.0,,,1.0,20.0,25.0,3.0,8.0,66.0,1.0,39.0,,18.0,18.0,,14.0,,3.0,1.0,,4.0,75.0,1.0,,7.0,25.0,10.0,7.0,9.0,,,11.0,,,,1.0,3.0,16.0,48.0,48.0,4.0,,2.0,4.0,1.0,2.0,4.0,,,,,,,,,1.0,1.0,,,,,,,,,3.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
