liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Time Played,Throw Ins to Own Player,Substitute On,Successful Lay-offs,Successful Launches,Open Play Passes,Corners Won,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Substitute Off,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Corners Taken (incl short corners),Appearances,Foul Attempted Tackle,Blocks,Ground Duels,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Attempts from Set Pieces,Successful Long Passes,Successful Crosses open play,Total Fouls Won,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Games Played,Unsuccessful Corners into Box,Hit Woodwork,Assists (Intentional),Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Goal Assists,Through balls,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Throw Ins to Opposition Player,Offsides,Goals,Right Foot Goals,Yellow Cards,Successful Corners into Box,Left Foot Goals,Foul Won Penalty,Handballs conceded,Goals from Inside Box,Penalties Taken,Penalty Goals,Penalties Conceded,Total Red Cards,Straight Red Cards,Unsuccessful lay-offs,Headed Goals,Saves Made,GK Successful Distribution,Punches,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves made - caught,GK Unsuccessful Distribution,Clearances Off the Line,Penalty Goals Conceded,Winning Goal,Times Tackled,Overruns,Own Goal Scored,Second Goal Assists,Home Goals,Away Goals,Saves from Penalty,Penalties Saved,Goal Kicks,Goals from Outside Box,Goalkeeper Smother,Crosses not Claimed,Red Cards - 2nd Yellow,Set Pieces Goals,Last Player Tackle,Penalties Off Target,Other Goals
Mexico_Liga_MX,2018-2019,CF Monterrey,bei486ox42219hyokmlee8kq1,A. Alvarado,Forward,19,,11.0,,1.0,,,2.0,1.0,,,,,,,,,,2.0,,,2.0,2.0,,1.0,,,,,2.0,,,2.0,1.0,,,,,4.0,,1.0,1.0,,2.0,1.0,1.0,10.0,1.0,,,,,1.0,,,2.0,,,,1.0,,,,1.0,1.0,,,,,,,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2018-2019,CF Monterrey,exi29g84yg4gaptqo55lhmqj9,M. Barovero,Goalkeeper,1,,1890.0,,,,30.0,184.0,,,,80.0,60.0,181.0,,,1.0,,189.0,222.0,2.0,3.0,486.0,,1.0,,156.0,19.0,,184.0,76.0,,141.0,,138.0,21.0,1.0,43.0,650.0,,21.0,1.0,,4.0,352.0,,10.0,10.0,,,146.0,,2.0,7.0,,11.0,19.0,20.0,,21.0,,,,1.0,58.0,137.0,302.0,7.0,9.0,,,2.0,1.0,,1.0,3.0,,,,,2.0,,,,,,,,1.0,,,,,58.0,170.0,9.0,1.0,10.0,30.0,18.0,28.0,4.0,,80.0,,3.0,0.0,,,,,,,,,184.0,,,,,,,,
Mexico_Liga_MX,2018-2019,CF Monterrey,algbhkns08ibwpdc4sehpem6t,J. Basanta,Defender,15,3.0,1342.0,3.0,1.0,,8.0,486.0,2.0,33.0,,151.0,28.0,55.0,10.0,,1.0,18.0,129.0,252.0,26.0,53.0,511.0,2.0,16.0,8.0,358.0,12.0,2.0,108.0,202.0,1.0,74.0,2.0,44.0,16.0,20.0,37.0,716.0,,17.0,9.0,13.0,77.0,214.0,8.0,10.0,79.0,2.0,,45.0,,18.0,27.0,1.0,122.0,66.0,13.0,3.0,17.0,,,,25.0,62.0,383.0,403.0,45.0,6.0,,,18.0,43.0,8.0,14.0,52.0,2.0,,,,3.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,2.0,0.0,7.0,1.0,,,,,,,,,,,,,,,
Mexico_Liga_MX,2018-2019,CF Monterrey,dyvaiyl178toh3exww7qz0nl6,É. Cantú,Midfielder,35,2.0,528.0,14.0,4.0,,,192.0,1.0,22.0,,82.0,8.0,12.0,4.0,1.0,1.0,4.0,57.0,79.0,24.0,24.0,197.0,2.0,5.0,2.0,151.0,7.0,1.0,36.0,49.0,3.0,27.0,1.0,36.0,5.0,8.0,11.0,290.0,,9.0,4.0,2.0,55.0,71.0,6.0,10.0,31.0,,,10.0,,3.0,2.0,2.0,61.0,5.0,8.0,2.0,9.0,,,,26.0,55.0,156.0,161.0,6.0,1.0,,,17.0,30.0,7.0,5.0,29.0,3.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,9.0,1.0,,,,,,,,,,,,,,,
Mexico_Liga_MX,2018-2019,CF Monterrey,76gjivenm6wud6wc6c4vox9zp,J. Carrizo,Goalkeeper,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2018-2019,CF Monterrey,8urkitc19yftx182gfaa8may1,M. Domínguez,Midfielder,0,1.0,14.0,,1.0,,,4.0,,,,2.0,,,,,,,4.0,1.0,1.0,1.0,4.0,,1.0,1.0,3.0,,,1.0,2.0,,2.0,,1.0,,,,11.0,,1.0,1.0,,6.0,2.0,,10.0,3.0,,,,,1.0,,,6.0,,,1.0,1.0,,,,3.0,,3.0,3.0,,,1.0,,1.0,3.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2018-2019,CF Monterrey,12fkwhjtu3w5l6lo64dkxn74l,R. Funes Mori,Forward,7,1.0,734.0,,3.0,5.0,1.0,146.0,3.0,42.0,,85.0,2.0,6.0,2.0,16.0,,18.0,88.0,30.0,,39.0,160.0,6.0,11.0,5.0,109.0,5.0,27.0,45.0,55.0,5.0,38.0,5.0,26.0,9.0,6.0,8.0,282.0,,12.0,5.0,1.0,46.0,31.0,40.0,10.0,44.0,11.0,,6.0,,15.0,25.0,2.0,89.0,10.0,5.0,1.0,12.0,,1.0,,27.0,32.0,102.0,115.0,43.0,1.0,,1.0,,45.0,,3.0,19.0,,6.0,5.0,4.0,2.0,,1.0,,1.0,4.0,,,,1.0,1.0,2.0,,,,,,,,,,,,,,2.0,3.0,17.0,,,,3.0,2.0,,,,1.0,,,,,,,
Mexico_Liga_MX,2018-2019,CF Monterrey,306gjy5xp2u15gh9qwrek551x,J. Gallardo,Defender,17,26.0,1419.0,48.0,7.0,8.0,2.0,461.0,10.0,113.0,10.0,223.0,12.0,22.0,10.0,10.0,,33.0,214.0,155.0,23.0,77.0,467.0,2.0,17.0,16.0,352.0,16.0,23.0,99.0,175.0,17.0,99.0,3.0,82.0,14.0,25.0,26.0,803.0,,21.0,11.0,2.0,127.0,137.0,35.0,10.0,72.0,13.0,,16.0,10.0,14.0,19.0,14.0,179.0,26.0,16.0,26.0,21.0,,,,74.0,42.0,362.0,368.0,52.0,5.0,1.0,2.0,19.0,107.0,4.0,19.0,53.0,5.0,4.0,3.0,,1.0,,3.0,,1.0,3.0,,,,,,,,,,,,,,,,,,,1.0,3.0,0.0,50.0,3.0,,,3.0,0.0,,,,,,,,,,,
Mexico_Liga_MX,2018-2019,CF Monterrey,dj0mnh206bmg6g2980038frp,A. González,Forward,20,,87.0,,3.0,,,45.0,,8.0,,23.0,,1.0,2.0,,,1.0,19.0,13.0,2.0,9.0,46.0,,4.0,3.0,33.0,,,10.0,19.0,1.0,8.0,,6.0,,4.0,2.0,69.0,,3.0,3.0,,19.0,11.0,2.0,10.0,7.0,,,3.0,,1.0,1.0,2.0,21.0,1.0,,,3.0,,,,13.0,8.0,35.0,36.0,2.0,,,,1.0,14.0,1.0,5.0,6.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2018-2019,CF Monterrey,8hvgcyrjla6crn2toiqflxn85,H. González,Goalkeeper,1,,1350.0,,,,12.0,127.0,,,,34.0,23.0,75.0,,,1.0,,81.0,200.0,,2.0,311.0,,,1.0,150.0,24.0,,77.0,46.0,,56.0,,126.0,15.0,,21.0,478.0,,15.0,,,4.0,211.0,,10.0,6.0,,,84.0,,3.0,3.0,,7.0,12.0,25.0,,15.0,,,,1.0,54.0,111.0,234.0,3.0,3.0,,,,1.0,,,3.0,,,,,2.0,,,,,,,,,,,,,44.0,185.0,4.0,1.0,9.0,20.0,9.0,24.0,3.0,2.0,43.0,,3.0,0.0,,,,,,,,,142.0,,5.0,,,,,,
