root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Touches,Successful Short Passes,Starts,Blocks,Successful Passes Opposition Half,PutThrough/Blocked Distribution,Appearances,Unsuccessful Passes Own Half,Tackles Lost,Tackles Won,Unsuccessful Short Passes,Total Tackles,Unsuccessful Passes Opposition Half,Ground Duels won,PutThrough/Blocked Distribution Won,Index,Clean Sheets,Games Played,Total Clearances,Total Passes,Total Losses Of Possession,Successful Long Passes,Ground Duels,Rightside Passes,Successful Open Play Passes,Recoveries,Total Successful Passes ( Excl Crosses & Corners ) ,Open Play Passes,Time Played,Total Unsuccessful Passes ( Excl Crosses & Corners ),Duels,Leftside Passes,Forward Passes,Interceptions,Successful Passes Own Half,Unsuccessful Launches,Duels won,Unsuccessful Long Passes,Backward Passes,Winning Goal,Ground Duels lost,GK Unsuccessful Distribution,Goals Conceded,Saves Made from Inside Box,Successful Launches,Duels lost,Goal Kicks,Aerial Duels,Saves Made,Catches,Goals Conceded Outside Box,Saves Made from Outside Box,Drops,Aerial Duels won,Saves made - parried,Punches,Goals Conceded Inside Box,GK Successful Distribution,Substitute On,Unsuccessful Crosses open play,Unsuccessful Crosses & Corners,Total Touches In Opposition Box,Total Fouls Won,Throw Ins to Own Player,Successful Lay-offs,Unsuccessful Dribbles,Times Tackled,Substitute Off,Foul Attempted Tackle,Total Fouls Conceded,Key Passes (Attempt Assists),Offsides,Aerial Duels lost,Corners Won,Successful Crosses & Corners,Goal Assists,Successful Crosses open play,Assists (Intentional),Successful Dribbles,Overruns,Throw Ins to Opposition Player,Yellow Cards,Handballs conceded,Corners Taken (incl short corners),Right Foot Goals,Unsuccessful Corners into Box,Shots Off Target (inc woodwork),Successful Corners into Box,Attempts from Set Pieces,Shots On Target ( inc goals ),Goals,Goals from Inside Box,Total Shots,Home Goals,Away Goals,Blocked Shots,Through balls,Foul Won Penalty,Penalties Taken,Headed Goals,Unsuccessful lay-offs,Penalty Goals,Left Foot Goals,Goals from Outside Box,Hit Woodwork,Last Player Tackle,Penalties Conceded,Goalkeeper Smother,Saves from Penalty,Penalties Faced,Penalties Saved,Red Cards - 2nd Yellow,Total Red Cards,Second Goal Assists,Penalty Goals Conceded,Clearances Off the Line,Straight Red Cards,Saves made - caught,Penalties Off Target,Own Goal Scored,Crosses not Claimed
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2024,CD Guadalajara,CD_Guadalajara,bqc9q35pmfzele2x6xb9z6tm2,D. Aguirre,Midfielder,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2024,CD Guadalajara,CD_Guadalajara,9vvleh9yqqcm955432lsl8c7p,R. Alvarado,Forward,25,109.0,56.0,1.0,,60.0,1.0,2.0,,,,6.0,,16.0,5.0,1.0,10.0,,2.0,,67.0,33.0,4.0,15.0,15.0,57.0,6.0,60.0,64.0,135.0,7.0,16.0,23.0,12.0,,5.0,,6.0,1.0,17.0,0.0,10.0,,2.0,,,10.0,,1.0,,,,,,1.0,,,2.0,,1.0,3.0,9.0,7.0,3.0,1.0,,5.0,8.0,,1.0,1.0,6.0,,,4.0,5.0,,3.0,,2.0,1.0,,,,8.0,,6.0,2.0,1.0,,2.0,1.0,1.0,4.0,1.0,0.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2024,CD Guadalajara,CD_Guadalajara,42w1fj2n8ubc7of8feg5z5p90,F. Barajas,Midfielder,29,11.0,8.0,,,8.0,,2.0,,,,,,,1.0,,10.0,,2.0,,8.0,1.0,,2.0,2.0,8.0,,8.0,8.0,18.0,,2.0,3.0,2.0,,1.0,,1.0,,1.0,0.0,1.0,,,,,1.0,,,,,,,,,,,,,2.0,,,1.0,1.0,,,,1.0,,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2024,CD Guadalajara,CD_Guadalajara,c52rbcdu5hiukdhoshthvctbe,F. Beltrán,Midfielder,20,102.0,65.0,1.0,,56.0,2.0,2.0,1.0,,,9.0,,19.0,4.0,,10.0,,2.0,,82.0,23.0,4.0,5.0,28.0,68.0,7.0,69.0,79.0,114.0,13.0,6.0,21.0,26.0,,15.0,,4.0,4.0,7.0,0.0,1.0,,2.0,,,2.0,,1.0,,,,,,,,,2.0,,1.0,2.0,7.0,8.0,1.0,,,,1.0,1.0,,,3.0,,1.0,1.0,2.0,,1.0,,3.0,1.0,,1.0,,6.0,,5.0,,1.0,1.0,2.0,,,2.0,,,2.0,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2024,CD Guadalajara,CD_Guadalajara,bn8eqcglavl5j1kmlgyy3hed,A. Briseño,Defender,4,2.0,,,,,,1.0,,,,,,,,,10.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,1.0,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2024,CD Guadalajara,CD_Guadalajara,52xjaejv3eeiyd2xn5642g2xh,I. Brizuela,Midfielder,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2024,CD Guadalajara,CD_Guadalajara,ey0dok6grjk40qsvo6as36hre,José Castillo Pérez,Defender,21,49.0,26.0,1.0,,16.0,1.0,1.0,1.0,,1.0,6.0,1.0,8.0,1.0,,10.0,,1.0,,34.0,9.0,1.0,3.0,12.0,27.0,4.0,27.0,34.0,87.0,7.0,4.0,1.0,14.0,2.0,11.0,1.0,2.0,1.0,7.0,0.0,2.0,,2.0,,,2.0,,1.0,,,,,,1.0,,,2.0,,,2.0,2.0,2.0,,7.0,,,,1.0,1.0,2.0,,,,2.0,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2024,CD Guadalajara,CD_Guadalajara,3iag1oc1pinlllyi5umo3orv8,A. Castro,Midfielder,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2024,CD Guadalajara,CD_Guadalajara,es363spp9pgd4hralx6ni2xw4,M. Chávez,Midfielder,50,106.0,26.0,1.0,1.0,20.0,13.0,2.0,9.0,,8.0,9.0,8.0,9.0,14.0,7.0,10.0,,2.0,,45.0,31.0,4.0,25.0,15.0,29.0,4.0,30.0,43.0,93.0,15.0,28.0,,21.0,,14.0,5.0,16.0,6.0,9.0,0.0,11.0,,1.0,,1.0,12.0,,3.0,,,,,,2.0,,,1.0,,1.0,3.0,3.0,5.0,3.0,16.0,,7.0,8.0,,,,2.0,,1.0,,4.0,2.0,4.0,2.0,3.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2024,CD Guadalajara,CD_Guadalajara,5vjalgmy5e9xhfdjoeq6kxqwa,C. Cowell,Forward,16,99.0,38.0,2.0,,35.0,2.0,2.0,2.0,,,9.0,,17.0,7.0,,10.0,,2.0,,52.0,39.0,3.0,25.0,21.0,41.0,10.0,41.0,52.0,180.0,11.0,26.0,4.0,7.0,1.0,6.0,1.0,7.0,2.0,20.0,0.0,18.0,,3.0,,,19.0,,1.0,,,,,,,,,3.0,,,8.0,8.0,10.0,,1.0,1.0,10.0,14.0,,2.0,3.0,3.0,,1.0,2.0,,,,,7.0,3.0,,,,,,,,,,3.0,1.0,1.0,3.0,1.0,0.0,4.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2024,CD Guadalajara,CD_Guadalajara,bacfellhebfxls5mhsg416fpw,A. González,Forward,34,13.0,6.0,,,4.0,,2.0,,,,3.0,,3.0,,,10.0,,2.0,,9.0,4.0,,1.0,5.0,5.0,,6.0,8.0,53.0,3.0,2.0,1.0,1.0,,2.0,,,,2.0,0.0,1.0,,1.0,,,2.0,,1.0,,,,,,,,,1.0,,2.0,,,7.0,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,3.0,,,,,,3.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2024,CD Guadalajara,CD_Guadalajara,evsi15yzlgsbn8fj4phrhi39,R. González,Midfielder,28,118.0,73.0,2.0,,48.0,1.0,2.0,5.0,1.0,8.0,14.0,9.0,12.0,11.0,,10.0,,2.0,,99.0,20.0,9.0,17.0,26.0,82.0,14.0,82.0,99.0,170.0,17.0,20.0,31.0,29.0,,35.0,1.0,11.0,3.0,13.0,0.0,6.0,,3.0,,,9.0,,3.0,,,,,,,,,3.0,,,,,,2.0,,,2.0,3.0,2.0,2.0,3.0,2.0,,3.0,,1.0,,1.0,,,,,2.0,,,,,1.0,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2024,CD Guadalajara,CD_Guadalajara,asgdx8h7m480fa15oa4x3quol,O. Govea,Midfielder,7,7.0,7.0,,,4.0,,1.0,,,,,,,,,10.0,,1.0,,7.0,,,,4.0,7.0,,7.0,7.0,3.0,,,3.0,,,3.0,,,,,0.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2024,CD Guadalajara,CD_Guadalajara,9uuk73i8obc7ji0dnan352nkl,É. Gutiérrez,Midfielder,15,147.0,99.0,2.0,,75.0,1.0,2.0,3.0,3.0,4.0,14.0,7.0,20.0,8.0,,10.0,,2.0,3.0,128.0,27.0,6.0,17.0,39.0,105.0,14.0,105.0,128.0,180.0,23.0,22.0,37.0,31.0,,30.0,6.0,11.0,9.0,21.0,0.0,9.0,,3.0,,,11.0,,5.0,,,,,,3.0,,,3.0,,,,,6.0,1.0,,1.0,,2.0,,2.0,3.0,3.0,,2.0,,,,,,,,,,,,,,4.0,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2024,CD Guadalajara,CD_Guadalajara,e2ecjp2hobzgi1o9l57xgcd0p,V. Guzmán,Midfielder,5,51.0,25.0,1.0,,21.0,1.0,1.0,,1.0,,7.0,1.0,9.0,3.0,,10.0,,1.0,1.0,35.0,14.0,3.0,8.0,14.0,28.0,2.0,28.0,35.0,63.0,7.0,9.0,10.0,10.0,,8.0,,4.0,,1.0,0.0,5.0,,1.0,,,5.0,,1.0,,,,,,1.0,,,1.0,,,2.0,2.0,4.0,,1.0,,1.0,4.0,1.0,1.0,1.0,,,,1.0,1.0,,1.0,,2.0,,,,,,,,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2024,CD Guadalajara,CD_Guadalajara,5fyryk75x4ra6y0tjeuf4zi1g,S. Liceaga,Goalkeeper,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2024,CD Guadalajara,CD_Guadalajara,2a4ps5qrt0o2jmbl7jgtg38bt,R. Marín,Forward,19,46.0,14.0,2.0,,10.0,2.0,2.0,,2.0,2.0,,4.0,,8.0,2.0,10.0,,2.0,,15.0,9.0,1.0,13.0,3.0,12.0,4.0,15.0,12.0,127.0,,14.0,4.0,,1.0,5.0,,8.0,,8.0,0.0,5.0,,2.0,,,6.0,,1.0,,,,,,,,,2.0,,,,,11.0,,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,,1.0,2.0,,1.0,,,4.0,,,1.0,,,,,,,,2.0,,,2.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2024,CD Guadalajara,CD_Guadalajara,dyr9r5evutpn46u7ymri3nzzd,A. Mozo,Defender,2,180.0,88.0,2.0,,68.0,2.0,2.0,2.0,1.0,3.0,10.0,4.0,26.0,8.0,2.0,10.0,,2.0,1.0,108.0,42.0,8.0,18.0,4.0,93.0,14.0,96.0,105.0,180.0,12.0,20.0,46.0,38.0,2.0,31.0,1.0,10.0,2.0,20.0,0.0,10.0,,3.0,,1.0,10.0,,2.0,,,,,,2.0,,,3.0,,,16.0,16.0,13.0,3.0,16.0,,5.0,8.0,,1.0,1.0,2.0,,,3.0,3.0,,2.0,,1.0,1.0,2.0,,,1.0,1.0,,2.0,1.0,,2.0,1.0,1.0,4.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2024,CD Guadalajara,CD_Guadalajara,5s9q0ufcb13xtn0mlqc1lq489,L. Olivas,Defender,18,74.0,55.0,1.0,1.0,29.0,,1.0,,,1.0,1.0,1.0,5.0,2.0,,10.0,,1.0,1.0,65.0,6.0,5.0,5.0,24.0,59.0,9.0,60.0,64.0,90.0,5.0,7.0,13.0,22.0,3.0,31.0,1.0,3.0,4.0,6.0,0.0,3.0,,2.0,,,4.0,,2.0,,,,,,1.0,,,2.0,,,,,,1.0,,,,,,1.0,2.0,,,1.0,,,,,,,,,1.0,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2024,CD Guadalajara,CD_Guadalajara,a3kwt1a6ayeni1hqbs8ya9u22,P. Pérez,Midfielder,6,29.0,18.0,1.0,,15.0,1.0,1.0,,,,3.0,,3.0,2.0,1.0,10.0,,1.0,1.0,24.0,4.0,3.0,3.0,10.0,20.0,1.0,21.0,23.0,45.0,3.0,7.0,1.0,5.0,,6.0,,2.0,,8.0,0.0,1.0,,1.0,,,5.0,,4.0,,,,,,,,,1.0,,,,,3.0,,,1.0,1.0,1.0,1.0,,,2.0,,4.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2024,CD Guadalajara,CD_Guadalajara,d2y0n3bf5ttu1dsqg1atuczu2,R. Rangel,Goalkeeper,1,53.0,31.0,2.0,,3.0,,2.0,,,,,,4.0,,,10.0,,2.0,1.0,40.0,4.0,5.0,,8.0,33.0,15.0,36.0,34.0,180.0,4.0,,16.0,16.0,,33.0,1.0,,4.0,,0.0,,2.0,3.0,1.0,1.0,,5.0,,2.0,1.0,,1.0,,,1.0,,3.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2024,CD Guadalajara,CD_Guadalajara,cpg8165qhgz3a2f516gptktbe,G. Sepúlveda,Defender,3,145.0,112.0,2.0,2.0,56.0,2.0,2.0,7.0,,2.0,8.0,2.0,5.0,4.0,,10.0,,2.0,4.0,131.0,13.0,7.0,6.0,29.0,118.0,10.0,119.0,130.0,180.0,12.0,11.0,59.0,40.0,2.0,63.0,3.0,5.0,4.0,3.0,0.0,2.0,,3.0,,1.0,6.0,,5.0,,,,,,1.0,,,3.0,,,,,1.0,,,,,,,2.0,2.0,1.0,,4.0,,,,,,2.0,,,1.0,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2024,CD Guadalajara,CD_Guadalajara,en2jrgb80pqi4da4e0ijfs1d5,L. Sepúlveda,Defender,27,63.0,42.0,1.0,1.0,16.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,7.0,2.0,,10.0,,1.0,3.0,50.0,11.0,1.0,2.0,19.0,42.0,4.0,43.0,49.0,81.0,7.0,4.0,8.0,21.0,1.0,27.0,2.0,3.0,5.0,2.0,0.0,,,1.0,,,1.0,,2.0,,,,,,1.0,,,1.0,,,1.0,1.0,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2024,CD Guadalajara,CD_Guadalajara,ab2fee8s6kv2ck8cbcj1vhnmd,J. Sánchez,Defender,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2024,CD Guadalajara,CD_Guadalajara,952946i5tzseeuav0quurmx91,Óscar Whalley,Goalkeeper,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
