root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Time Played,Throw Ins to Own Player,Substitute On,Successful Launches,Open Play Passes,Corners Won,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Unsuccessful Long Passes,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Throw Ins to Opposition Player,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Appearances,Blocks,Ground Duels,Forward Passes,Index,Duels won,Successful Long Passes,Successful Crosses open play,Total Fouls Won,Duels,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Games Played,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Saves Made,GK Successful Distribution,Penalties Conceded,Total Fouls Conceded,Rightside Passes,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves made - caught,GK Unsuccessful Distribution,Yellow Cards,PutThrough/Blocked Distribution Won,Substitute Off,Corners Taken (incl short corners),Foul Attempted Tackle,Aerial Duels won,Unsuccessful Dribbles,Offsides,Shots Off Target (inc woodwork),Total Shots,Total Touches In Opposition Box,Unsuccessful Corners into Box,Handballs conceded,Assists (Intentional),Goal Assists,Goals,Blocked Shots,Shots On Target ( inc goals ),Left Foot Goals,Headed Goals,Goals from Inside Box,Set Pieces Goals,Successful Corners into Box,Goals from Outside Box,Attempts from Set Pieces,Clearances Off the Line,Hit Woodwork,Unsuccessful lay-offs,Successful Lay-offs,Clean Sheets,Punches,Total Red Cards,Straight Red Cards,Crosses not Claimed,Through balls,Own Goal Scored,Right Foot Goals,Foul Won Penalty,Penalties Taken,Penalty Goals,Goals Conceded Outside Box,Goalkeeper Smother,Red Cards - 2nd Yellow,Penalties Saved,Saves from Penalty,Last Man Tackle,Other Goals
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,Portland Timbers,Portland_Timbers,ejmps4o7wp1pqmx1727prw91x,F. Adi,Forward,9,,190.0,,1.0,,43.0,1.0,7.0,,34.0,,,6.0,24.0,2.0,,14.0,50.0,1.0,34.0,4.0,14.0,4.0,13.0,,3.0,2.0,2.0,1.0,80.0,3.0,,13.0,9.0,45.0,4.0,2.0,,3.0,19.0,4.0,4.0,,3.0,9.0,13.0,30.0,36.0,6.0,,15.0,,,4.0,,,,4.0,21.0,,,,,,,,,2.0,,1.0,,1.0,,1.0,9.0,4.0,7.0,21.0,,,,,2.0,1.0,3.0,2.0,,2.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,Portland Timbers,Portland_Timbers,9sikm3npb6t3adk1dsad7omvp,V. Andriuškevičius,Defender,5,4.0,270.0,19.0,,1.0,180.0,,22.0,1.0,66.0,10.0,16.0,2.0,59.0,76.0,9.0,25.0,182.0,,133.0,6.0,41.0,2.0,36.0,6.0,24.0,3.0,1.0,9.0,249.0,3.0,1.0,21.0,78.0,24.0,12.0,8.0,1.0,2.0,24.0,8.0,6.0,4.0,3.0,10.0,4.0,139.0,141.0,3.0,7.0,12.0,2.0,4.0,11.0,,,,2.0,78.0,,,,,,,,,,1.0,,,1.0,1.0,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,Portland Timbers,Portland_Timbers,4ad2o4s96o9lnwn0h4m4mpgb9,V. Arboleda,Forward,73,,7.0,,1.0,,1.0,,,,,,,,1.0,,,1.0,1.0,,,,1.0,,1.0,,,,,,1.0,1.0,,,1.0,5.0,1.0,,,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,Portland Timbers,Portland_Timbers,eg1jixdu63wqkmsn1qvfi961h,G. Arokoyo,Defender,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,Portland Timbers,Portland_Timbers,2ctjr7ezhy5er14sdnos80y51,J. Barmby,Midfielder,23,5.0,110.0,1.0,2.0,,38.0,1.0,15.0,5.0,27.0,,2.0,,27.0,8.0,3.0,10.0,42.0,3.0,24.0,1.0,12.0,2.0,20.0,,3.0,1.0,,,73.0,3.0,,11.0,19.0,96.0,8.0,6.0,1.0,2.0,11.0,,1.0,8.0,3.0,3.0,5.0,28.0,30.0,,3.0,3.0,,,8.0,,,,,3.0,,,,,,,,,,,1.0,4.0,,,1.0,,1.0,2.0,2.0,1.0,,1.0,1.0,,,1.0,,,,,3.0,,,,,,1.0,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,Portland Timbers,Portland_Timbers,cn8fovjei9tdslashum11dp05,N. Brett,Midfielder,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,Portland Timbers,Portland_Timbers,b4etfnmz4dzoa4r9g0403catx,D. Chará,Midfielder,21,,360.0,4.0,,1.0,246.0,2.0,12.0,,121.0,2.0,10.0,1.0,52.0,99.0,15.0,26.0,256.0,3.0,194.0,7.0,36.0,1.0,32.0,,31.0,4.0,2.0,4.0,324.0,4.0,2.0,50.0,101.0,37.0,33.0,26.0,,12.0,54.0,5.0,7.0,,4.0,20.0,76.0,210.0,220.0,4.0,13.0,21.0,2.0,6.0,30.0,,,,9.0,67.0,,,,,,,,,1.0,2.0,,,7.0,3.0,2.0,,,,1.0,,,,,,2.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,Portland Timbers,Portland_Timbers,2nyv3v533nekoje3n0lfr479x,J. Gleeson,Goalkeeper,90,,360.0,,,3.0,29.0,,,,6.0,13.0,28.0,,29.0,30.0,,,64.0,,23.0,7.0,28.0,,27.0,,26.0,4.0,,1.0,97.0,4.0,,,49.0,26.0,1.0,13.0,,,1.0,3.0,7.0,,4.0,,12.0,18.0,36.0,1.0,,,,,,12.0,30.0,,,3.0,,1.0,9.0,6.0,3.0,2.0,1.0,12.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,Portland Timbers,Portland_Timbers,9bg21691mpmk9adnyypmqvg0l,N. Grabavoy,Midfielder,10,1.0,293.0,1.0,,,118.0,4.0,26.0,2.0,66.0,,,6.0,25.0,46.0,2.0,10.0,120.0,3.0,109.0,6.0,10.0,3.0,11.0,,16.0,4.0,,,157.0,4.0,,18.0,19.0,32.0,9.0,1.0,2.0,4.0,25.0,1.0,6.0,1.0,4.0,10.0,23.0,108.0,110.0,7.0,1.0,16.0,1.0,2.0,8.0,,,,,52.0,,,,,,,,,,,3.0,,,1.0,1.0,,2.0,3.0,9.0,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,Portland Timbers,Portland_Timbers,b445z4znwh404qcex8cgbp905,J. Jewsbury,Defender,13,2.0,90.0,,,,85.0,,12.0,4.0,41.0,,2.0,,14.0,47.0,,4.0,90.0,,81.0,1.0,6.0,3.0,11.0,,7.0,1.0,,1.0,105.0,1.0,,,16.0,8.0,2.0,3.0,,,2.0,1.0,1.0,6.0,1.0,,26.0,79.0,84.0,2.0,,,,1.0,,,,,,36.0,,,,,,,,,,,,7.0,,2.0,,,1.0,1.0,,4.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
