liga,temporada,equipo,id,nombre,posicion,dorsal,Goals Conceded,Forward Passes,Interceptions,Substitute On,Total Losses Of Possession,Total Passes,Successful Launches,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Open Play Passes,Unsuccessful Passes Opposition Half,Throw Ins to Own Player,Own Goal Scored,Games Played,Unsuccessful Launches,Open Play Passes,Blocks,Goals Conceded Inside Box,Successful Long Passes,Unsuccessful Long Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Time Played,Successful Passes Opposition Half,Touches,Index,Appearances,Winning Goal,Goal Kicks,Saves made - parried,Penalties Faced,Successful Passes Own Half,Total Clearances,GK Successful Distribution,Penalty Goals Conceded,Rightside Passes,GK Unsuccessful Distribution,Recoveries,Unsuccessful Passes Own Half,Goals Conceded Outside Box,Successful Short Passes,Saves Made from Inside Box,Punches,Duels,Duels won,Aerial Duels,Starts,Saves Made,Aerial Duels won,Saves Made from Outside Box,Leftside Passes,Tackles Won,Foul Attempted Tackle,Tackles Lost,Total Tackles,Total Fouls Conceded,Handballs conceded,Duels lost,Total Touches In Opposition Box,Ground Duels lost,Ground Duels won,Substitute Off,Aerial Duels lost,Unsuccessful Short Passes,Ground Duels,Successful Lay-offs,Shots Off Target (inc woodwork),Clean Sheets,Backward Passes,Yellow Cards,Offsides,PutThrough/Blocked Distribution,Total Shots,Shots On Target ( inc goals ),PutThrough/Blocked Distribution Won,Unsuccessful Dribbles,Unsuccessful lay-offs,Times Tackled,Successful Dribbles,Unsuccessful Crosses & Corners,Corners Taken (incl short corners),Successful Crosses & Corners,Unsuccessful Crosses open play,Total Fouls Won,Successful Corners into Box,Through balls,Penalties Conceded,Blocked Shots,Penalties Taken,Throw Ins to Opposition Player,Clearances Off the Line,Overruns,Key Passes (Attempt Assists),Catches,Crosses not Claimed,Last Player Tackle,Right Foot Goals,Goals from Inside Box,Goals,Corners Won,Penalty Goals,Home Goals,Away Goals,Assists (Intentional),Attempts from Set Pieces,Unsuccessful Corners into Box,Goal Assists,Successful Crosses open play,Goals from Outside Box,Saves from Penalty,Penalties Saved,Total Red Cards,Straight Red Cards,Saves made - caught,Headed Goals,Second Goal Assists,Goalkeeper Smother,Foul Won Penalty,Red Cards - 2nd Yellow,Penalties Off Target,Hit Woodwork,Left Foot Goals,Carries,Progressive Carries,Total Big Chances Created,Total Big Chances Scored,Final Third Touches,Total Big Chances Missed,Drops,Total Big Chances Saved,Goals Openplay,Set Pieces Goals,Direct Setpiece Goals
Concacaf_Concacaf_World_Cup_Qualifiers,2026 Canada-Mexico-USA,Nicaragua,vq78qiuvg7uwks2mpimmvqad,Ó. Acevedo,Defender,3,10.0,144.0,13.0,1.0,110.0,299.0,4.0,69.0,219.0,63.0,58.0,,9.0,10.0,287.0,3.0,9.0,23.0,30.0,230.0,659.0,119.0,482.0,24.0,9.0,0.0,1.0,,,116.0,32.0,1.0,,100.0,,20.0,21.0,1.0,207.0,,,46.0,25.0,13.0,8.0,,10.0,,20.0,9.0,8.0,3.0,12.0,11.0,,21.0,5.0,18.0,15.0,6.0,3.0,39.0,33.0,1.0,1.0,1.0,35.0,2.0,,9.0,4.0,3.0,2.0,1.0,,2.0,1.0,15.0,2.0,5.0,13.0,2.0,,,,,,16.0,1.0,,6.0,,,,,,,3.0,,,,,,1.0,,5.0,,,,,,,,,,,,,,,77.0,48.0,,,37.0,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2026 Canada-Mexico-USA,Nicaragua,3vo745gxvj5du2bvnz3oaz2p6,A. López,Goalkeeper,12,2.0,35.0,,,24.0,54.0,7.0,24.0,18.0,21.0,,,2.0,11.0,29.0,,2.0,10.0,24.0,30.0,180.0,6.0,79.0,10.0,2.0,0.0,17.0,1.0,,24.0,3.0,23.0,,11.0,8.0,23.0,3.0,,20.0,4.0,1.0,2.0,2.0,2.0,2.0,6.0,2.0,2.0,8.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2026 Canada-Mexico-USA,Nicaragua,36g32bqc6hcb36inlydjr5roq,A. Arauz,Midfielder,13,8.0,41.0,4.0,,64.0,143.0,1.0,25.0,113.0,23.0,3.0,,7.0,,136.0,,7.0,5.0,6.0,118.0,488.0,69.0,240.0,10.0,7.0,0.0,1.0,,,49.0,1.0,,,38.0,1.0,19.0,4.0,1.0,113.0,,,72.0,26.0,4.0,7.0,,,,33.0,5.0,3.0,5.0,10.0,8.0,1.0,46.0,12.0,42.0,26.0,6.0,4.0,19.0,68.0,2.0,2.0,1.0,31.0,1.0,,11.0,4.0,2.0,7.0,9.0,,22.0,3.0,2.0,,,2.0,13.0,,1.0,,1.0,,,,3.0,3.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,1.0,,,,,79.0,38.0,,,46.0,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2026 Canada-Mexico-USA,Nicaragua,55xs1o7hiqwyspi1nx7axc962,J. Arteaga,Midfielder,16,7.0,68.0,3.0,2.0,51.0,272.0,2.0,27.0,224.0,29.0,1.0,,9.0,5.0,249.0,1.0,6.0,19.0,12.0,245.0,555.0,124.0,344.0,26.0,9.0,0.0,,,,122.0,9.0,,,86.0,,26.0,5.0,1.0,226.0,,,50.0,20.0,11.0,7.0,,4.0,,67.0,5.0,7.0,3.0,8.0,9.0,,30.0,3.0,23.0,16.0,6.0,7.0,15.0,39.0,4.0,4.0,1.0,51.0,2.0,,4.0,6.0,2.0,3.0,5.0,,11.0,7.0,7.0,7.0,1.0,2.0,1.0,,1.0,,1.0,,,,1.0,10.0,,,,1.0,1.0,1.0,1.0,,0.0,1.0,1.0,3.0,4.0,1.0,1.0,,,,,,,,,,,,,,,79.0,33.0,1.0,,33.0,,,,1.0,,
Concacaf_Concacaf_World_Cup_Qualifiers,2026 Canada-Mexico-USA,Nicaragua,9d8t7wj24hlck4o3v5r4qbaol,J. Barrera,Midfielder,11,13.0,39.0,2.0,1.0,86.0,152.0,1.0,40.0,106.0,41.0,3.0,,10.0,2.0,146.0,1.0,11.0,10.0,10.0,112.0,721.0,77.0,260.0,29.0,10.0,0.0,,,,39.0,11.0,,,31.0,,20.0,8.0,2.0,102.0,,,77.0,31.0,15.0,9.0,,4.0,,43.0,6.0,7.0,3.0,9.0,10.0,,46.0,9.0,35.0,27.0,6.0,11.0,30.0,62.0,4.0,4.0,1.0,39.0,1.0,2.0,10.0,7.0,3.0,4.0,5.0,1.0,16.0,5.0,9.0,,4.0,9.0,13.0,,,,1.0,1.0,,,1.0,7.0,,,,1.0,1.0,1.0,5.0,1.0,0.0,1.0,,,,,4.0,,,,,,,,,,,,,1.0,,68.0,39.0,,1.0,54.0,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2026 Canada-Mexico-USA,Nicaragua,dxar0z0tn9z5jgtszu7n82mi2,M. Belli,Midfielder,17,5.0,16.0,1.0,3.0,20.0,65.0,,8.0,56.0,7.0,,,5.0,1.0,64.0,,4.0,6.0,3.0,57.0,172.0,34.0,100.0,79.0,5.0,0.0,,,,23.0,2.0,,,18.0,,12.0,1.0,1.0,51.0,,,19.0,10.0,2.0,2.0,,2.0,,12.0,1.0,2.0,1.0,2.0,2.0,,9.0,9.0,9.0,8.0,2.0,,5.0,17.0,3.0,4.0,,19.0,,,1.0,6.0,2.0,,2.0,,7.0,,,,,,6.0,,,,2.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,7.0,,,15.0,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2026 Canada-Mexico-USA,Nicaragua,big3exu63k4j0wxawnut1doiy,B. Bonilla,Forward,10,8.0,24.0,2.0,7.0,51.0,103.0,,10.0,85.0,29.0,4.0,,8.0,,94.0,,7.0,8.0,1.0,93.0,297.0,75.0,199.0,10.0,8.0,0.0,,,,21.0,2.0,,,44.0,,5.0,1.0,1.0,85.0,,,54.0,29.0,8.0,1.0,,2.0,,11.0,1.0,1.0,2.0,3.0,4.0,,25.0,13.0,19.0,27.0,1.0,6.0,9.0,46.0,3.0,5.0,,24.0,1.0,,4.0,6.0,1.0,2.0,5.0,,12.0,7.0,20.0,16.0,3.0,10.0,17.0,2.0,,,4.0,1.0,,,,4.0,,,,1.0,1.0,1.0,8.0,1.0,1.0,0.0,,3.0,8.0,,1.0,,,,,,,,,,,,,,,59.0,33.0,,1.0,88.0,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2026 Canada-Mexico-USA,Nicaragua,bin4vax911zapydktka8el3e2,J. Cano,Defender,5,15.0,150.0,11.0,1.0,85.0,338.0,6.0,69.0,240.0,53.0,3.0,,9.0,28.0,304.0,7.0,13.0,30.0,47.0,269.0,735.0,81.0,454.0,66.0,9.0,0.0,13.0,,,188.0,44.0,13.0,,38.0,,29.0,20.0,2.0,239.0,,,62.0,25.0,32.0,8.0,,12.0,,124.0,4.0,4.0,1.0,5.0,7.0,,37.0,4.0,17.0,13.0,,20.0,22.0,30.0,,2.0,2.0,26.0,1.0,,14.0,3.0,1.0,6.0,2.0,,4.0,1.0,4.0,,,4.0,8.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.0,76.0,,,13.0,2.0,,1.0,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2026 Canada-Mexico-USA,Nicaragua,1knpihq5wtu5g0mn6fb8e33hm,S. Cáceres,Defender,3,2.0,7.0,,1.0,1.0,13.0,,1.0,12.0,1.0,,,1.0,,13.0,,1.0,,,12.0,20.0,3.0,14.0,10.0,1.0,0.0,,,,9.0,1.0,,,3.0,,1.0,,1.0,12.0,,,1.0,,,,,,,3.0,,,,,,,1.0,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2026 Canada-Mexico-USA,Nicaragua,ev1mmr86juu2i5kmw6ew901uy,J. Delgado,Defender,15,,4.0,,1.0,3.0,5.0,,2.0,3.0,2.0,,,1.0,,5.0,,,,,3.0,15.0,2.0,10.0,10.0,1.0,0.0,,,,1.0,3.0,,,,,,,,3.0,,,2.0,1.0,,,,,,,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,,,2.0,2.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,2.0,,,,,,
