liga,temporada,equipo,id,nombre,posicion,dorsal,Penalty Goals Conceded,Goals Conceded,Games Played,Appearances,Index,Starts,Goals Conceded Inside Box,Time Played,Winning Goal,Yellow Cards,Substitute On,Substitute Off,Goals Conceded Outside Box,Rightside Passes,Successful Open Play Passes,Forward Passes,Touches,Goalkeeper Smother,Punches,Total Passes,Successful Passes Opposition Half,GK Successful Distribution,Leftside Passes,Saves Made from Outside Box,Unsuccessful Passes Own Half,Unsuccessful Passes Opposition Half,Successful Short Passes,Recoveries,Saves Made,Penalties Faced,Goal Kicks,Successful Long Passes,Total Losses Of Possession,Total Unsuccessful Passes ( Excl Crosses & Corners ),Open Play Passes,GK Unsuccessful Distribution,Saves Made from Inside Box,Total Clearances,Successful Launches,Total Successful Passes ( Excl Crosses & Corners ) ,Unsuccessful Long Passes,Unsuccessful Launches,Successful Passes Own Half,Saves made - parried,Tackles Lost,PutThrough/Blocked Distribution,Backward Passes,Total Fouls Won,Tackles Won,Duels,Blocked Shots,Unsuccessful Dribbles,Aerial Duels,Ground Duels lost,Corners Won,Aerial Duels lost,Times Tackled,Unsuccessful Crosses & Corners,PutThrough/Blocked Distribution Won,Total Fouls Conceded,Total Tackles,Ground Duels,Total Touches In Opposition Box,Aerial Duels won,Duels lost,Unsuccessful Crosses open play,Successful Dribbles,Unsuccessful Short Passes,Ground Duels won,Duels won,Successful Lay-offs,Total Shots,Shots Off Target (inc woodwork),Interceptions,Foul Attempted Tackle,Throw Ins to Own Player,Last Man Tackle,Throw Ins to Opposition Player,Blocks,Successful Crosses open play,Key Passes (Attempt Assists),Successful Crosses & Corners,Through balls,Assists (Intentional),Shots On Target ( inc goals ),Goal Assists,Goals,Goals from Inside Box,Offsides,Left Foot Goals,Home Goals,Away Goals,Handballs conceded,Penalties Conceded,Corners Taken (incl short corners),Unsuccessful Corners into Box,Successful Corners into Box,Attempts from Set Pieces,Unsuccessful lay-offs,Catches,Clean Sheets,Headed Goals,Hit Woodwork,Right Foot Goals,Red Cards - 2nd Yellow,Total Red Cards,Goals from Outside Box,Second Goal Assists,Saves made - caught,Own Goal Scored,Penalties Taken,Penalty Goals,Foul Won Penalty,Drops,Clearances Off the Line,Set Pieces Goals,Straight Red Cards,Penalties Saved,Saves from Penalty,Overruns
USA_US_Open_Cup,2023,Los Angeles Galaxy,bqc9q35pmfzele2x6xb9z6tm2,D. Aguirre,Midfielder,37,,,3.0,3.0,10.0,,,47.0,0.0,,3.0,,,11.0,34.0,11.0,53.0,,,43.0,22.0,,9.0,,3.0,4.0,36.0,4.0,,,,,12.0,7.0,41.0,,,,,36.0,1.0,,14.0,,,,12.0,1.0,1.0,9.0,1.0,1.0,3.0,3.0,,2.0,2.0,,,,1.0,6.0,2.0,1.0,5.0,,1.0,6.0,3.0,4.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,
USA_US_Open_Cup,2023,Los Angeles Galaxy,3hha4o7giozmt7zpcnc83icfe,J. Aude,Defender,3,1.0,4.0,3.0,3.0,10.0,3.0,4.0,188.0,0.0,,,3.0,,41.0,86.0,41.0,131.0,,,102.0,40.0,,11.0,,8.0,9.0,84.0,14.0,,,,2.0,23.0,16.0,102.0,,,2.0,,86.0,2.0,1.0,46.0,,2.0,6.0,9.0,1.0,4.0,18.0,2.0,,2.0,9.0,,,1.0,1.0,1.0,4.0,6.0,16.0,4.0,2.0,9.0,1.0,,14.0,7.0,9.0,,2.0,1.0,4.0,3.0,2.0,,2.0,1.0,,1.0,,,,1.0,,1.0,1.0,,1.0,1.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2023,Los Angeles Galaxy,3i4sy9l1lwawjm73tv9o4ugut,J. Bond,Goalkeeper,1,,1.0,1.0,1.0,10.0,1.0,1.0,90.0,0.0,,,,,3.0,6.0,9.0,31.0,,,17.0,,9.0,5.0,1.0,5.0,4.0,7.0,11.0,2.0,,3.0,1.0,9.0,9.0,11.0,3.0,1.0,,,8.0,9.0,4.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2023,Los Angeles Galaxy,eypyejxr4xry8cwm51ex77c9h,T. Boyd,Forward,11,1.0,4.0,3.0,3.0,10.0,2.0,4.0,207.0,1.0,,1.0,1.0,,11.0,47.0,11.0,97.0,,,55.0,38.0,,19.0,,,14.0,44.0,7.0,,,,3.0,26.0,8.0,55.0,,,3.0,,47.0,,,14.0,,,1.0,14.0,2.0,3.0,24.0,1.0,4.0,2.0,13.0,1.0,1.0,8.0,6.0,,3.0,3.0,22.0,5.0,1.0,14.0,4.0,4.0,8.0,9.0,10.0,,3.0,1.0,1.0,2.0,,,,,1.0,5.0,5.0,,1.0,2.0,1.0,1.0,1.0,,1.0,0.0,1.0,,,6.0,2.0,4.0,,1.0,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2023,Los Angeles Galaxy,2obg72y50zdf473u28eie0yj9,G. Brugman,Midfielder,5,1.0,4.0,3.0,3.0,10.0,3.0,4.0,260.0,0.0,1.0,,1.0,,35.0,108.0,47.0,181.0,,,136.0,58.0,,44.0,,4.0,18.0,107.0,14.0,,,,8.0,29.0,21.0,129.0,,,3.0,1.0,115.0,3.0,,57.0,,1.0,2.0,10.0,3.0,9.0,26.0,2.0,2.0,1.0,8.0,3.0,,2.0,1.0,,5.0,10.0,25.0,3.0,1.0,8.0,,4.0,18.0,17.0,18.0,3.0,4.0,2.0,5.0,3.0,,,,1.0,,3.0,,,,2.0,,1.0,1.0,,,0.0,1.0,,,1.0,1.0,,1.0,,,,,,1.0,,,,,,,1.0,1.0,1.0,,,,,,,
USA_US_Open_Cup,2023,Los Angeles Galaxy,ui1momncqb3rg5hvwmtn4fhm,Calegari,Defender,2,1.0,4.0,3.0,3.0,10.0,3.0,4.0,270.0,0.0,1.0,,,,6.0,121.0,48.0,207.0,,,145.0,59.0,,61.0,,7.0,15.0,117.0,22.0,,,,10.0,30.0,18.0,139.0,,,5.0,3.0,127.0,6.0,2.0,70.0,,3.0,7.0,30.0,5.0,3.0,24.0,,1.0,2.0,8.0,2.0,2.0,3.0,4.0,4.0,4.0,6.0,22.0,3.0,,10.0,4.0,3.0,12.0,14.0,14.0,,1.0,1.0,1.0,3.0,14.0,,,3.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,
USA_US_Open_Cup,2023,Los Angeles Galaxy,eyg1es7a38gntkcel3cylu2fp,Douglas Costa,Midfielder,10,,,1.0,1.0,10.0,,,28.0,0.0,,1.0,,,3.0,14.0,4.0,27.0,,,18.0,14.0,,9.0,,,5.0,15.0,,,,,,7.0,3.0,17.0,,,1.0,,15.0,1.0,,1.0,,,,2.0,,,4.0,,2.0,,3.0,,,2.0,2.0,,1.0,,4.0,2.0,,3.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,,,1.0,1.0,,,,,,,,,2.0,,1.0,,,1.0,0.0,1.0,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,
USA_US_Open_Cup,2023,Los Angeles Galaxy,74xoktrm0qxvttpznp8w7k05x,M. Cáceres,Defender,22,1.0,4.0,3.0,3.0,10.0,3.0,4.0,270.0,0.0,,,,,35.0,91.0,25.0,123.0,,,106.0,19.0,,38.0,,4.0,6.0,90.0,8.0,,,,6.0,10.0,10.0,101.0,,,7.0,1.0,96.0,6.0,3.0,77.0,,,,8.0,1.0,,8.0,1.0,,4.0,3.0,1.0,1.0,,,,2.0,,4.0,2.0,3.0,4.0,,,4.0,1.0,4.0,,1.0,1.0,5.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2023,Los Angeles Galaxy,a7e4giaiuvuakmt7iw09mh9lh,M. Delgado,Midfielder,8,1.0,4.0,3.0,3.0,10.0,3.0,4.0,233.0,0.0,,,2.0,,25.0,93.0,38.0,152.0,,,117.0,54.0,,38.0,,5.0,22.0,90.0,17.0,,,,4.0,32.0,23.0,115.0,,,,,94.0,5.0,2.0,40.0,,2.0,3.0,16.0,3.0,3.0,17.0,1.0,2.0,3.0,6.0,3.0,1.0,2.0,4.0,1.0,2.0,5.0,14.0,4.0,2.0,7.0,3.0,,18.0,8.0,10.0,2.0,1.0,1.0,2.0,2.0,,,,3.0,,1.0,,,1.0,,2.0,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2023,Los Angeles Galaxy,817ltkyap93lk4mew1u7p8xk9,R. Edwards,Forward,44,,,3.0,3.0,10.0,1.0,,114.0,0.0,1.0,2.0,1.0,,16.0,45.0,21.0,93.0,,,60.0,28.0,,12.0,,6.0,9.0,44.0,10.0,,,,1.0,25.0,15.0,60.0,,,1.0,,45.0,,,17.0,,,3.0,11.0,5.0,6.0,25.0,,4.0,4.0,10.0,,1.0,4.0,,,2.0,6.0,21.0,6.0,3.0,11.0,,,15.0,11.0,14.0,,2.0,2.0,4.0,2.0,4.0,,3.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
