liga,temporada,equipo,id,nombre,posicion,dorsal,Duels,Total Fouls Won,Goals Conceded Outside Box,Total Clearances,PutThrough/Blocked Distribution Won,Throw Ins to Own Player,Throw Ins to Opposition Player,Unsuccessful Passes Opposition Half,Substitute On,Total Unsuccessful Passes ( Excl Crosses & Corners ),Tackles Lost,Total Passes,Unsuccessful Launches,Total Tackles,Unsuccessful Long Passes,Time Played,Successful Passes Own Half,Ground Duels lost,Goals Conceded Inside Box,Ground Duels won,Games Played,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Leftside Passes,Starts,Successful Short Passes,Total Fouls Conceded,Total Losses Of Possession,Foul Attempted Tackle,Unsuccessful Short Passes,Duels won,Ground Duels,Tackles Won,Times Tackled,Substitute Off,Recoveries,Index,Successful Open Play Passes,Touches,Appearances,Duels lost,Forward Passes,Goals Conceded,Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Winning Goal,Successful Dribbles,Aerial Duels lost,Successful Lay-offs,Shots On Target ( inc goals ),Interceptions,Aerial Duels,Backward Passes,Successful Passes Opposition Half,Unsuccessful Dribbles,Blocks,Blocked Shots,Rightside Passes,Overruns,Total Touches In Opposition Box,Foul Won Penalty,Total Shots,Aerial Duels won,Saves made - parried,Punches,Crosses not Claimed,Drops,GK Successful Distribution,Successful Long Passes,Goalkeeper Smother,Saves Made,Saves Made from Inside Box,GK Unsuccessful Distribution,Goal Kicks,Catches,Successful Launches,Saves Made from Outside Box,Handballs conceded,Key Passes (Attempt Assists),Yellow Cards,Shots Off Target (inc woodwork),Unsuccessful Crosses & Corners,Successful Crosses & Corners,Offsides,Assists (Intentional),Goal Assists,Unsuccessful Corners into Box,Successful Crosses open play,Corners Taken (incl short corners),Successful Corners into Box,Corners Won,Unsuccessful lay-offs,Clearances Off the Line,Unsuccessful Crosses open play,Goals,Left Foot Goals,Goals from Inside Box,Home Goals,Away Goals,Penalties Taken,Penalties Off Target,Headed Goals,Hit Woodwork,Penalty Goals Conceded,Penalties Faced,Penalties Saved,Saves from Penalty,Attempts from Set Pieces,Right Foot Goals,Saves made - caught,Last Player Tackle,Penalties Conceded,Red Cards - 2nd Yellow,Total Red Cards,Through balls,Penalty Goals,Clean Sheets,Own Goal Scored,Other Goals,Goals from Outside Box,Second Goal Assists,Set Pieces Goals,Straight Red Cards
Concacaf_Concacaf_U17,2025,Antigua and Barbuda Under 17,621dbzedatzrxd9obcizfay38,M. Archibald,Goalkeeper,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2025,Antigua and Barbuda Under 17,9qn0yusauomxqnr5daf5bo6j8,S. Brazier,Midfielder,7,8.0,2.0,,2.0,,,,6.0,,5.0,1.0,10.0,1.0,3.0,1.0,112.0,2.0,3.0,4.0,5.0,2.0,3.0,3.0,2.0,2.0,4.0,,13.0,,4.0,5.0,8.0,2.0,1.0,2.0,2.0,10.0,5.0,32.0,2.0,3.0,5.0,4.0,10.0,5.0,0.0,,,,,1.0,,,5.0,,,,3.0,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,1.0,,1.0,4.0,2.0,,,,,2.0,,,1.0,,,4.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2025,Antigua and Barbuda Under 17,dz7bktl20qhs6bsxbdk67coic,J. Browne,Defender,2,8.0,,,8.0,1.0,,,12.0,,19.0,1.0,39.0,10.0,1.0,13.0,211.0,14.0,5.0,6.0,2.0,3.0,3.0,7.0,10.0,3.0,17.0,1.0,20.0,,6.0,3.0,7.0,,,2.0,3.0,10.0,20.0,57.0,3.0,5.0,26.0,6.0,37.0,20.0,0.0,1.0,,,,3.0,1.0,1.0,6.0,,,,2.0,,,,,1.0,,,,,,3.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2025,Antigua and Barbuda Under 17,8do004wvzy8h6tjev7f63bqj8,J. Edwards,Midfielder,16,2.0,,,1.0,,,,,1.0,1.0,,3.0,,,1.0,12.0,1.0,2.0,,,1.0,,1.0,,,2.0,,3.0,,,,2.0,,2.0,,,10.0,2.0,6.0,1.0,2.0,2.0,,3.0,2.0,0.0,,,,,,,,1.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2025,Antigua and Barbuda Under 17,8rxtpmtcezv1mj14m9q355dsk,G. Gonsalves,Goalkeeper,1,1.0,,,5.0,,,,20.0,,23.0,,62.0,8.0,1.0,23.0,180.0,23.0,,5.0,1.0,2.0,,3.0,10.0,2.0,22.0,,25.0,,,1.0,1.0,1.0,,,13.0,10.0,2.0,86.0,2.0,,43.0,5.0,5.0,39.0,0.0,,,,,,,,16.0,,,,9.0,,,,,,4.0,1.0,,,32.0,17.0,1.0,11.0,6.0,12.0,39.0,1.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2025,Antigua and Barbuda Under 17,aksq40vdpuhmhg7g94thbh2j8,V. Jackson,Midfielder,10,37.0,7.0,,2.0,1.0,3.0,2.0,18.0,,19.0,2.0,42.0,3.0,5.0,3.0,258.0,7.0,11.0,6.0,20.0,3.0,3.0,5.0,5.0,3.0,17.0,2.0,42.0,,16.0,22.0,31.0,3.0,8.0,1.0,8.0,10.0,23.0,107.0,3.0,15.0,18.0,6.0,42.0,23.0,0.0,8.0,4.0,2.0,,,6.0,7.0,17.0,4.0,1.0,2.0,12.0,,9.0,,8.0,2.0,,,,,,6.0,,,,,,,1.0,,,3.0,1.0,8.0,4.0,1.0,,,,,,,,3.0,,,2.0,,,,,,,,,,3.0,,,,1.0,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2025,Antigua and Barbuda Under 17,8tatjplynxdk10cmlghkgp1xw,S. Layne,Defender,4,11.0,,,15.0,2.0,,,16.0,,22.0,1.0,64.0,9.0,3.0,12.0,270.0,29.0,6.0,6.0,4.0,3.0,3.0,6.0,7.0,3.0,33.0,,27.0,,10.0,4.0,10.0,2.0,1.0,,5.0,10.0,39.0,97.0,3.0,7.0,47.0,6.0,59.0,42.0,0.0,1.0,1.0,,,6.0,1.0,,13.0,,1.0,,10.0,,,,,,,,,,,9.0,,,,,,,5.0,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2025,Antigua and Barbuda Under 17,449nsqcicbhtl1vj7d2p9vx1w,A. Lee-Francis,Midfielder,15,11.0,2.0,,,,,,2.0,1.0,2.0,2.0,6.0,,3.0,2.0,90.0,2.0,5.0,1.0,6.0,2.0,,,,1.0,4.0,,10.0,,,6.0,11.0,1.0,4.0,1.0,4.0,10.0,4.0,25.0,2.0,5.0,3.0,1.0,6.0,4.0,0.0,1.0,,,,,,2.0,3.0,1.0,,,1.0,,1.0,,2.0,,,,,,,,,,,,,,,,,,,2.0,,1.0,,2.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2025,Antigua and Barbuda Under 17,6ulyg0fz6z5veljrtpqryv7kk,S. Manyaka,Midfielder,11,8.0,1.0,,3.0,,,,3.0,,4.0,,11.0,1.0,,2.0,112.0,3.0,5.0,4.0,2.0,2.0,,2.0,3.0,2.0,7.0,,12.0,,2.0,2.0,7.0,,4.0,2.0,6.0,10.0,7.0,26.0,2.0,6.0,6.0,4.0,11.0,7.0,0.0,1.0,1.0,,,,1.0,2.0,4.0,3.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2025,Antigua and Barbuda Under 17,1zatjn7mv1s38jb7gngrs05xw,S. Meade,Midfielder,17,12.0,1.0,,2.0,1.0,,,6.0,3.0,7.0,,16.0,1.0,,2.0,80.0,1.0,8.0,1.0,2.0,3.0,3.0,2.0,7.0,,7.0,,16.0,,5.0,2.0,10.0,,5.0,,3.0,10.0,9.0,32.0,3.0,10.0,5.0,1.0,16.0,9.0,0.0,1.0,2.0,,1.0,1.0,2.0,3.0,8.0,3.0,,,1.0,2.0,2.0,,1.0,,,,,,,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,,1.0,0.0,1.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,
