liga,temporada,equipo,id,nombre,posicion,dorsal,Time Played,Substitute On,Appearances,Index,Games Played,Yellow Cards,Substitute Off,Goals Conceded Inside Box,Starts,Goals Conceded,Clean Sheets,Goals,Right Foot Goals,Open Play Passes,Successful Passes Opposition Half,Total Passes,Successful Short Passes,Total Shots,Touches,Total Touches In Opposition Box,Shots On Target ( inc goals ),Assists (Intentional),Leftside Passes,Goals from Inside Box,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Goal Assists,Successful Crosses & Corners,Successful Crosses open play,Total Red Cards,Straight Red Cards,Headed Goals,Forward Passes,Unsuccessful Crosses open play,Throw Ins to Own Player,Successful Lay-offs,Corners Won,Backward Passes,Unsuccessful Long Passes,Shots Off Target (inc woodwork),Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Fouls Conceded,Successful Dribbles,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Recoveries,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Ground Duels,Duels won,Successful Long Passes,Total Fouls Won,Unsuccessful Dribbles,Duels,Left Foot Goals,Unsuccessful Crosses & Corners,Handballs conceded,Ground Duels lost,Tackles Won,Duels lost,Tackles Lost,Ground Duels won,Successful Launches,PutThrough/Blocked Distribution Won,Aerial Duels lost,Set Pieces Goals,Goals from Outside Box,Attempts from Set Pieces,Aerial Duels won,Total Clearances,Aerial Duels,Unsuccessful lay-offs,Offsides,Unsuccessful Launches,Foul Attempted Tackle,Blocks,Interceptions,Corners Taken (incl short corners),Unsuccessful Corners into Box,Saves Made,GK Successful Distribution,Catches,Saves Made from Inside Box,Penalties Conceded,Throw Ins to Opposition Player,Penalties Off Target,Penalties Taken,Successful Corners into Box,Punches,Saves Made from Outside Box,Saves made - parried,Penalties Faced,GK Unsuccessful Distribution,Own Goal Scored,Goals Conceded Outside Box,Penalties Saved,Saves from Penalty,Clearances Off the Line,Hit Woodwork,Red Cards - 2nd Yellow,Foul Won Penalty,Penalty Goals,Goalkeeper Smother,Through balls,Saves made - caught,Drops
Concacaf_Concacaf_U17,2017 Panama,Costa Rica Under 17,bpau9ohcutwsp8htf0qvxzr3d,F. Flores,Midfielder,12,79.0,2.0,3.0,10.0,3.0,,1.0,,1.0,,,,,9.0,6.0,9.0,9.0,1.0,25.0,1.0,1.0,,,,9.0,9.0,,1.0,1.0,,,,1.0,,1.0,3.0,1.0,5.0,,,9.0,4.0,,,1.0,,,3.0,2.0,,1.0,1.0,,,6.0,,,,2.0,7.0,,,,6.0,,7.0,,,,,1.0,,,,,2.0,1.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2017 Panama,Costa Rica Under 17,atvrcv5uvk31pxqk4wf6bs2y1,G. Fonseca,Midfielder,14,90.0,,1.0,10.0,1.0,,,1.0,1.0,1.0,,,,42.0,22.0,43.0,32.0,2.0,71.0,4.0,1.0,,13.0,,32.0,33.0,,1.0,,,,,12.0,2.0,,4.0,2.0,14.0,2.0,1.0,23.0,12.0,1.0,8.0,1.0,1.0,10.0,4.0,1.0,12.0,,4.0,3.0,2.0,13.0,4.0,1.0,2.0,3.0,13.0,,4.0,,9.0,1.0,9.0,,4.0,,1.0,,,,,,3.0,,,,,,,3.0,3.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2017 Panama,Costa Rica Under 17,f05yipvoj7pm3a98u1edz1q09,A. Gómez,Forward,10,238.0,4.0,5.0,10.0,5.0,,,3.0,1.0,3.0,,1.0,1.0,40.0,22.0,42.0,25.0,2.0,79.0,14.0,2.0,,27.0,1.0,27.0,29.0,1.0,2.0,2.0,,,,8.0,3.0,1.0,2.0,3.0,7.0,2.0,,27.0,9.0,8.0,11.0,4.0,5.0,13.0,,4.0,13.0,,6.0,2.0,3.0,25.0,16.0,4.0,2.0,5.0,29.0,,3.0,,10.0,8.0,13.0,,15.0,1.0,,3.0,,,,1.0,,4.0,,,1.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2017 Panama,Costa Rica Under 17,2xv2b6mknb4otbl4qbfb8nrvt,A. Hernández,Defender,2,140.0,1.0,2.0,10.0,2.0,,,4.0,1.0,4.0,,,,103.0,20.0,109.0,76.0,1.0,126.0,1.0,,,18.0,,90.0,95.0,,,,,,,41.0,,,,,3.0,9.0,1.0,14.0,75.0,2.0,5.0,,,14.0,47.0,,7.0,,8.0,1.0,7.0,2.0,3.0,19.0,,,6.0,,,,,2.0,3.0,,2.0,4.0,,3.0,,,,1.0,6.0,4.0,,,7.0,,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2017 Panama,Costa Rica Under 17,57gc6b5y0ofre34y37v5h1k2x,Y. Jarquín,Midfielder,16,91.0,3.0,3.0,10.0,3.0,,,2.0,,2.0,,1.0,1.0,33.0,16.0,34.0,24.0,2.0,65.0,6.0,1.0,,3.0,1.0,24.0,25.0,,,,,,,9.0,,1.0,1.0,1.0,3.0,1.0,1.0,23.0,9.0,2.0,8.0,1.0,4.0,9.0,19.0,1.0,7.0,,5.0,3.0,2.0,24.0,11.0,1.0,5.0,8.0,25.0,,,,13.0,2.0,14.0,,11.0,,1.0,1.0,,,,,,1.0,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2017 Panama,Costa Rica Under 17,41lrchv43daa7wylh0nlcczxl,R. Montenegro,Goalkeeper,1,436.0,,5.0,10.0,5.0,1.0,1.0,9.0,5.0,9.0,1.0,,,43.0,4.0,71.0,39.0,,95.0,,,,25.0,,33.0,47.0,,,,,,,34.0,,,,,,24.0,,25.0,43.0,,,,,24.0,12.0,,18.0,,18.0,,6.0,,,8.0,,,,,,,,,,,,4.0,,,,,,,3.0,,,,14.0,,,,,,12.0,17.0,1.0,6.0,,,,,,2.0,6.0,3.0,1.0,8.0,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2017 Panama,Costa Rica Under 17,93i8srb6pgegdpmnn5rdedii1,J. Montero,Forward,19,104.0,2.0,3.0,10.0,3.0,,,1.0,1.0,1.0,,1.0,1.0,16.0,9.0,18.0,12.0,4.0,37.0,7.0,3.0,,4.0,1.0,10.0,12.0,,,,,,,5.0,,,,,6.0,1.0,1.0,10.0,3.0,2.0,5.0,4.0,2.0,6.0,3.0,1.0,6.0,,,1.0,,14.0,9.0,,3.0,1.0,18.0,,,,7.0,1.0,9.0,1.0,7.0,,,2.0,,,,2.0,,4.0,,1.0,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2017 Panama,Costa Rica Under 17,d4z0t09h2iiamoaziif0oiqx,C. Muñoz,Midfielder,8,279.0,,4.0,10.0,4.0,,2.0,6.0,4.0,6.0,,,,27.0,14.0,28.0,17.0,,46.0,,,2.0,3.0,,21.0,21.0,2.0,1.0,,,,,15.0,,,,,6.0,2.0,,16.0,8.0,3.0,5.0,3.0,,7.0,4.0,1.0,10.0,,5.0,1.0,1.0,11.0,5.0,4.0,2.0,1.0,14.0,,4.0,,6.0,2.0,9.0,1.0,5.0,,,3.0,,,,,1.0,3.0,1.0,,,1.0,,1.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2017 Panama,Costa Rica Under 17,dvkfmjw17hhsaalb57akmarqh,A. Román,Defender,20,450.0,,5.0,10.0,5.0,1.0,,9.0,5.0,9.0,1.0,,,84.0,18.0,84.0,58.0,,163.0,1.0,,,23.0,,64.0,64.0,,1.0,1.0,,,,46.0,,29.0,,,11.0,9.0,,28.0,47.0,13.0,11.0,3.0,1.0,20.0,4.0,1.0,12.0,,16.0,2.0,8.0,24.0,19.0,6.0,3.0,,29.0,,,,7.0,8.0,10.0,5.0,17.0,5.0,2.0,3.0,,,,2.0,7.0,5.0,,,5.0,1.0,1.0,13.0,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2017 Panama,Costa Rica Under 17,7vcqzc7jdrfqxr97gdl1pkqnd,J. Sequeira,Midfielder,13,419.0,,5.0,10.0,5.0,,1.0,9.0,5.0,9.0,1.0,,,114.0,44.0,114.0,76.0,2.0,145.0,,1.0,,39.0,,86.0,86.0,1.0,,,,,,50.0,,,,,5.0,10.0,1.0,34.0,42.0,8.0,18.0,3.0,,28.0,20.0,,19.0,,29.0,4.0,9.0,17.0,10.0,10.0,,,22.0,,,,9.0,5.0,12.0,3.0,8.0,3.0,2.0,3.0,,,1.0,2.0,4.0,5.0,,,6.0,3.0,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
