liga,temporada,equipo,id,nombre,posicion,dorsal,Time Played,Substitute On,Appearances,Index,Games Played,Yellow Cards,Substitute Off,Goals Conceded Inside Box,Starts,Goals Conceded,Clean Sheets,Goals,Right Foot Goals,Open Play Passes,Successful Passes Opposition Half,Total Passes,Successful Short Passes,Total Shots,Touches,Total Touches In Opposition Box,Shots On Target ( inc goals ),Assists (Intentional),Leftside Passes,Goals from Inside Box,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Goal Assists,Successful Crosses & Corners,Successful Crosses open play,Total Red Cards,Straight Red Cards,Headed Goals,Forward Passes,Unsuccessful Crosses open play,Throw Ins to Own Player,Successful Lay-offs,Corners Won,Backward Passes,Unsuccessful Long Passes,Shots Off Target (inc woodwork),Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Fouls Conceded,Successful Dribbles,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Recoveries,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Ground Duels,Duels won,Successful Long Passes,Total Fouls Won,Unsuccessful Dribbles,Duels,Left Foot Goals,Unsuccessful Crosses & Corners,Handballs conceded,Ground Duels lost,Tackles Won,Duels lost,Tackles Lost,Ground Duels won,Successful Launches,PutThrough/Blocked Distribution Won,Aerial Duels lost,Set Pieces Goals,Goals from Outside Box,Attempts from Set Pieces,Aerial Duels won,Total Clearances,Aerial Duels,Unsuccessful lay-offs,Offsides,Unsuccessful Launches,Foul Attempted Tackle,Blocks,Interceptions,Corners Taken (incl short corners),Unsuccessful Corners into Box,Saves Made,GK Successful Distribution,Catches,Saves Made from Inside Box,Penalties Conceded,Throw Ins to Opposition Player,Penalties Off Target,Penalties Taken,Successful Corners into Box,Punches,Saves Made from Outside Box,Saves made - parried,Penalties Faced,GK Unsuccessful Distribution,Own Goal Scored,Goals Conceded Outside Box,Penalties Saved,Saves from Penalty,Clearances Off the Line,Hit Woodwork,Red Cards - 2nd Yellow,Foul Won Penalty,Penalty Goals,Goalkeeper Smother,Through balls,Saves made - caught,Drops
Concacaf_Concacaf_U17,2017 Panama,Costa Rica Under 17,1gl1po7x7y97sy579io58eort,J. Abarca,Midfielder,7,311.0,,4.0,10.0,4.0,,2.0,8.0,4.0,8.0,,2.0,1.0,26.0,11.0,27.0,15.0,5.0,69.0,7.0,2.0,1.0,9.0,2.0,16.0,17.0,1.0,,,,,,9.0,3.0,1.0,1.0,1.0,7.0,2.0,3.0,32.0,6.0,3.0,8.0,1.0,5.0,10.0,2.0,1.0,9.0,1.0,8.0,1.0,4.0,25.0,13.0,2.0,5.0,7.0,25.0,1.0,3.0,1.0,12.0,2.0,12.0,1.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2017 Panama,Costa Rica Under 17,f1o5z3is3rbbopp0jbr6p6l0p,J. Alfaro,Midfielder,11,326.0,,4.0,10.0,4.0,,2.0,8.0,4.0,8.0,,3.0,3.0,55.0,33.0,58.0,44.0,5.0,113.0,5.0,3.0,,8.0,2.0,44.0,46.0,,,,,,,10.0,,2.0,1.0,,10.0,,2.0,39.0,13.0,1.0,12.0,1.0,7.0,12.0,30.0,2.0,9.0,,11.0,3.0,3.0,32.0,16.0,2.0,8.0,8.0,34.0,,,,17.0,,18.0,1.0,15.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2017 Panama,Costa Rica Under 17,5bj63wkiu236au83tq8hiu67d,K. Arce,Defender,4,400.0,,5.0,10.0,5.0,,1.0,6.0,5.0,6.0,1.0,1.0,,129.0,24.0,135.0,102.0,1.0,189.0,2.0,1.0,,59.0,1.0,109.0,114.0,,,,,,1.0,45.0,,1.0,,,7.0,10.0,,22.0,90.0,13.0,11.0,4.0,1.0,21.0,24.0,1.0,12.0,,11.0,3.0,9.0,19.0,19.0,12.0,1.0,,26.0,,,,4.0,11.0,7.0,2.0,15.0,5.0,1.0,3.0,,,,4.0,15.0,7.0,,1.0,4.0,2.0,1.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2017 Panama,Costa Rica Under 17,880or6l86xi5mg7dcqej6psyx,A. Arias,Midfielder,5,323.0,,4.0,10.0,4.0,2.0,1.0,8.0,4.0,8.0,1.0,,,72.0,28.0,72.0,39.0,2.0,113.0,1.0,1.0,1.0,20.0,,49.0,49.0,1.0,,,,,,30.0,3.0,,1.0,,4.0,9.0,1.0,37.0,21.0,6.0,14.0,9.0,2.0,23.0,18.0,,19.0,,16.0,5.0,7.0,29.0,12.0,10.0,3.0,,33.0,,3.0,,18.0,3.0,21.0,3.0,11.0,3.0,1.0,3.0,,,,1.0,4.0,4.0,,,5.0,8.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2017 Panama,Costa Rica Under 17,1jow4j7bes3wqdxvsa37zhkh5,R. Bustamante,Midfielder,15,127.0,1.0,2.0,10.0,2.0,,,1.0,1.0,1.0,,,,25.0,19.0,30.0,25.0,,54.0,1.0,,,4.0,,22.0,27.0,,2.0,,,,,6.0,1.0,,4.0,,7.0,1.0,,14.0,10.0,2.0,2.0,4.0,1.0,3.0,13.0,,7.0,1.0,3.0,2.0,1.0,16.0,8.0,2.0,4.0,,17.0,,5.0,,9.0,2.0,9.0,,7.0,,2.0,,,,1.0,1.0,,1.0,,,,2.0,,,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2017 Panama,Costa Rica Under 17,cb8o8l688w6ozwhklub9ftxbd,K. Chamorro,Goalkeeper,18,14.0,1.0,1.0,10.0,1.0,,,,,,,,,11.0,,12.0,5.0,,17.0,,,,4.0,,7.0,8.0,,,,,,,5.0,,,,,,3.0,,4.0,8.0,,1.0,,,4.0,3.0,,2.0,,4.0,,2.0,,,3.0,,,,,,,,,,,,2.0,,,,,,,,,,,3.0,,,,,,1.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2017 Panama,Costa Rica Under 17,ezin0wbshm3pumv7y3wiun8ix,J. Cordero,Forward,9,313.0,,4.0,10.0,4.0,1.0,3.0,7.0,4.0,7.0,1.0,1.0,,15.0,11.0,23.0,17.0,3.0,45.0,5.0,1.0,1.0,5.0,1.0,11.0,18.0,1.0,,,,,,4.0,1.0,,2.0,,10.0,,2.0,17.0,7.0,,5.0,6.0,1.0,5.0,4.0,,4.0,2.0,4.0,,2.0,15.0,3.0,1.0,2.0,1.0,18.0,1.0,1.0,,12.0,,15.0,,3.0,,,3.0,,,,,,3.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2017 Panama,Costa Rica Under 17,8wyp52wdroobxnmgluakbuo6h,W. Cortés,Defender,6,424.0,,5.0,10.0,5.0,1.0,1.0,9.0,5.0,9.0,1.0,,,115.0,43.0,118.0,74.0,2.0,193.0,2.0,1.0,,7.0,,80.0,81.0,,,,,,,72.0,2.0,23.0,1.0,3.0,10.0,15.0,1.0,58.0,38.0,6.0,22.0,5.0,,37.0,29.0,,25.0,,16.0,7.0,14.0,24.0,8.0,7.0,2.0,4.0,26.0,,2.0,,16.0,3.0,18.0,3.0,8.0,3.0,2.0,2.0,,,,,7.0,2.0,,,11.0,2.0,2.0,8.0,,,,,,,1.0,7.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2017 Panama,Costa Rica Under 17,ecd8biit041jkxew2a8a6kdt5,F. Faerron,Defender,3,360.0,,4.0,10.0,4.0,1.0,,8.0,4.0,8.0,1.0,,,47.0,10.0,58.0,32.0,,73.0,,,,21.0,,34.0,42.0,,,,,,,30.0,,,,,2.0,10.0,,16.0,32.0,4.0,6.0,,1.0,16.0,5.0,,9.0,,2.0,2.0,7.0,10.0,6.0,10.0,,,12.0,,,,5.0,3.0,6.0,1.0,5.0,4.0,,1.0,,,,1.0,5.0,2.0,,,7.0,,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2017 Panama,Costa Rica Under 17,c6onmjm12nbba4vcn88nw1vc9,A. Fernández,Midfielder,17,26.0,1.0,1.0,10.0,1.0,,,,,,,,,19.0,8.0,19.0,16.0,,34.0,,,,,,16.0,16.0,,,,,,,10.0,,3.0,,,3.0,1.0,,8.0,8.0,,2.0,,,3.0,6.0,,1.0,,1.0,,2.0,2.0,1.0,,1.0,2.0,3.0,,,,2.0,,2.0,,,,,,,,,1.0,,1.0,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
