root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Games Played,Goals,Yellow Cards,Total Red Cards,Straight Red Cards,Red Cards - 2nd Yellow,Substitute On,Substitute Off,Time Played,Open Play Passes,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Corners into Box,Rightside Passes,Unsuccessful Passes Opposition Half,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Corners Taken (incl short corners),Appearances,Foul Attempted Tackle,Ground Duels,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Attempts from Set Pieces,Successful Long Passes,Total Fouls Won,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Unsuccessful Corners into Box,Assists (Intentional),Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Goal Assists,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Penalties Conceded,Throw Ins to Own Player,Successful Launches,Unsuccessful Launches,Blocks,Handballs conceded,Clean Sheets,Throw Ins to Opposition Player,Unsuccessful Crosses open play,Corners Won,Key Passes (Attempt Assists),Blocked Shots,Offsides,Saves Made,GK Successful Distribution,Punches,Goalkeeper Smother,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,GK Unsuccessful Distribution,Shots On Target ( inc goals ),Successful Crosses open play,Second Goal Assists,Hit Woodwork,Headed Goals,Goals from Inside Box,Through balls,Successful Lay-offs,Right Foot Goals,Left Foot Goals,Drops,Unsuccessful lay-offs,Foul Won Penalty,Goals from Outside Box,Penalties Taken,Penalty Goals,Home Goals,Away Goals,Winning Goal,Penalty Goals Conceded,Times Tackled,Own Goal Scored,Clearances Off the Line,Saves made - caught,Last Man Tackle,Crosses not Claimed,Penalties Off Target,Penalties Saved,Saves from Penalty
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2019-2020,United States,United_States,8rrcscn29rs1gk8mi1pwpu92i,B. Aaronson,Forward,11.0,1.0,,,,,,1.0,,12.0,4.0,1.0,,1.0,,,,,,4.0,,,3.0,4.0,,,1.0,,,3.0,,,3.0,2.0,,,,7.0,,1.0,,1.0,1.0,2.0,10.0,,,,,,1.0,1.0,,,,,,1.0,2.0,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,1.0,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2019-2020,United States,United_States,6k22ppzw6wv0c4gskzxk28fyt,K. Acosta,Midfielder,23.0,2.0,,1.0,,,,1.0,,127.0,54.0,7.0,,14.0,3.0,,,,6.0,16.0,30.0,3.0,8.0,55.0,2.0,3.0,42.0,2.0,,11.0,,15.0,8.0,9.0,1.0,2.0,4.0,81.0,,2.0,2.0,12.0,21.0,,10.0,7.0,,2.0,1.0,,1.0,18.0,6.0,2.0,1.0,,,5.0,12.0,44.0,44.0,6.0,,1.0,11.0,2.0,1.0,7.0,,3.0,1.0,2.0,1.0,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,,1.0,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2019-2020,United States,United_States,7dbzcwyph2xoljyhaogjo7mcp,T. Adams,Midfielder,4.0,1.0,,1.0,,,,1.0,,38.0,9.0,3.0,,1.0,,,,,,3.0,7.0,2.0,2.0,10.0,1.0,,8.0,,,2.0,,2.0,1.0,3.0,,,1.0,14.0,,1.0,1.0,7.0,2.0,,10.0,3.0,,,,1.0,,8.0,,,,,,5.0,3.0,7.0,8.0,1.0,,1.0,5.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,1.0,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2019-2020,United States,United_States,6glxg9gvqn1uc1jmwisnml68l,P. Arriola,Midfielder,0.0,4.0,,,,,,2.0,,255.0,78.0,20.0,4.0,48.0,3.0,1.0,1.0,,,48.0,9.0,3.0,22.0,78.0,1.0,,51.0,3.0,2.0,25.0,3.0,16.0,28.0,5.0,2.0,5.0,6.0,121.0,5.0,4.0,1.0,14.0,22.0,4.0,10.0,8.0,,2.0,4.0,1.0,1.0,15.0,,3.0,9.0,2.0,,7.0,20.0,53.0,53.0,1.0,,2.0,7.0,1.0,1.0,7.0,,2.0,,2.0,,,1.0,,6.0,4.0,5.0,,2.0,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,0.0,0.0,0.0,,5.0,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2019-2020,United States,United_States,bi8r4u9lcwsdv044kkxr1fbh1,C. Baird,Midfielder,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2019-2020,United States,United_States,eypyejxr4xry8cwm51ex77c9h,T. Boyd,Forward,0.0,3.0,,,,,,3.0,,91.0,36.0,17.0,1.0,21.0,,,,,,18.0,9.0,,7.0,36.0,1.0,,27.0,,1.0,7.0,1.0,6.0,8.0,9.0,,2.0,1.0,56.0,1.0,3.0,,7.0,4.0,7.0,10.0,1.0,,2.0,1.0,,3.0,7.0,,,2.0,,1.0,6.0,9.0,29.0,29.0,,1.0,,6.0,,1.0,1.0,,1.0,,,1.0,,,,2.0,2.0,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,3.0,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2019-2020,United States,United_States,2c8lm8pc33blr2596jt0fxkgl,M. Bradley,Midfielder,0.0,1.0,,,,,,,,90.0,65.0,9.0,,28.0,2.0,,,,,14.0,32.0,,8.0,70.0,1.0,,52.0,2.0,,10.0,,29.0,7.0,8.0,1.0,1.0,4.0,82.0,,1.0,1.0,2.0,12.0,,10.0,2.0,,8.0,1.0,1.0,,3.0,2.0,2.0,1.0,,,1.0,20.0,55.0,60.0,1.0,,,1.0,,2.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2019-2020,United States,United_States,a5kkysp7c5f577ji17q5v2k0l,J. Brooks,Defender,6.0,3.0,,1.0,,,,,,300.0,155.0,15.0,,36.0,12.0,1.0,,,1.0,35.0,92.0,7.0,22.0,162.0,8.0,,124.0,3.0,,34.0,,54.0,18.0,14.0,3.0,4.0,16.0,195.0,,3.0,4.0,18.0,62.0,1.0,10.0,14.0,,4.0,2.0,5.0,,24.0,14.0,3.0,,,,9.0,31.0,121.0,128.0,6.0,,4.0,10.0,3.0,3.0,9.0,,,,4.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2019-2020,United States,United_States,3ebyf23azgbktpf7dgwlphkvd,R. Cannon,Defender,20.0,4.0,,,,,,3.0,,147.0,105.0,31.0,1.0,44.0,4.0,,,,,25.0,46.0,4.0,13.0,106.0,1.0,,87.0,,,17.0,,3.0,15.0,8.0,1.0,1.0,6.0,139.0,,4.0,1.0,7.0,25.0,2.0,10.0,6.0,,2.0,,2.0,,9.0,2.0,,4.0,,1.0,3.0,47.0,88.0,89.0,2.0,1.0,2.0,3.0,2.0,1.0,4.0,,16.0,,2.0,,,1.0,1.0,4.0,2.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,0.0,0.0,0.0,,1.0,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2019-2020,United States,United_States,b0me6l44boibnwpbtasxoy02x,S. Dest,Defender,2.0,3.0,,,,,,,2.0,239.0,95.0,18.0,,42.0,2.0,4.0,2.0,,3.0,33.0,39.0,11.0,16.0,99.0,1.0,7.0,78.0,2.0,2.0,18.0,,19.0,16.0,13.0,3.0,6.0,2.0,171.0,,3.0,1.0,32.0,34.0,11.0,10.0,24.0,,3.0,6.0,,2.0,35.0,2.0,2.0,,,,8.0,28.0,77.0,81.0,3.0,1.0,4.0,11.0,7.0,1.0,24.0,,15.0,,1.0,,,1.0,1.0,,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,7.0,,,,,,,,
