liga,temporada,equipo,id,nombre,posicion,dorsal,PutThrough/Blocked Distribution Won,Unsuccessful Dribbles,Times Tackled,Successful Launches,Open Play Passes,Backward Passes,Total Passes,Aerial Duels lost,Total Unsuccessful Passes ( Excl Crosses & Corners ),Aerial Duels,Successful Open Play Passes,Tackles Won,Goals from Inside Box,Yellow Cards,Ground Duels won,Throw Ins to Opposition Player,Corners Won,Total Fouls Conceded,Goal Assists,Games Played,Through balls,Unsuccessful Crosses open play,Successful Crosses open play,Assists (Intentional),Successful Passes Own Half,Substitute Off,Unsuccessful Passes Opposition Half,Total Losses Of Possession,Foul Attempted Tackle,Duels lost,Unsuccessful Long Passes,Time Played,Total Touches In Opposition Box,Rightside Passes,Total Shots,PutThrough/Blocked Distribution,Appearances,Total Fouls Won,Total Successful Passes ( Excl Crosses & Corners ) ,Shots On Target ( inc goals ),Right Foot Goals,Aerial Duels won,Ground Duels,Key Passes (Attempt Assists),Leftside Passes,Touches,Throw Ins to Own Player,Blocks,Interceptions,Duels,Duels won,Successful Crosses & Corners,Clean Sheets,Unsuccessful Crosses & Corners,Successful Short Passes,Goals Conceded Inside Box,Ground Duels lost,Goals Conceded,Goals Conceded Outside Box,Offsides,Successful Long Passes,Unsuccessful Launches,Total Clearances,Forward Passes,Goals,Successful Passes Opposition Half,Shots Off Target (inc woodwork),Unsuccessful Short Passes,Unsuccessful Passes Own Half,Overruns,Total Tackles,Starts,Substitute On,Handballs conceded,Recoveries,Tackles Lost,Successful Dribbles,Index,Home Goals,Away Goals,Winning Goal,Corners Taken (incl short corners),Successful Lay-offs,Successful Corners into Box,Blocked Shots,Headed Goals,Unsuccessful lay-offs,Left Foot Goals,Unsuccessful Corners into Box,Set Pieces Goals,Goals from Outside Box,Attempts from Set Pieces,Penalties Taken,Hit Woodwork,Penalty Goals,Straight Red Cards,Penalties Conceded,Total Red Cards,GK Successful Distribution,Goal Kicks,Foul Won Penalty,Penalties Faced,Saves Made from Inside Box,Catches,Penalties Saved,Saves Made,Goalkeeper Smother,Saves Made from Outside Box,Saves made - parried,Saves made - caught,Saves from Penalty,Punches,Drops,GK Unsuccessful Distribution,Own Goal Scored,Clearances Off the Line,Last Man Tackle,Second Goal Assists,Penalty Goals Conceded,Other Goals,Penalties Off Target,Red Cards - 2nd Yellow,Last Player Tackle,Crosses not Claimed
Canada_Canadian_Premier_League,2023,Vancouver FC,806pkt95hg0ms9mto4lwxb8tm,I. Bakare,Defender,4,11.0,17.0,26.0,6.0,742.0,73.0,775.0,12.0,145.0,29.0,601.0,31.0,,5.0,106.0,11.0,2.0,18.0,,25.0,,15.0,3.0,,368.0,1.0,110.0,233.0,11.0,76.0,61.0,1715.0,9.0,93.0,4.0,23.0,25.0,22.0,630.0,,,17.0,170.0,5.0,257.0,1169.0,67.0,18.0,11.0,199.0,123.0,3.0,4.0,15.0,588.0,30.0,64.0,33.0,3.0,1.0,42.0,22.0,61.0,352.0,,265.0,4.0,84.0,50.0,4.0,50.0,18.0,7.0,,115.0,19.0,34.0,10.0,,,0.0,,2.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,3.0,,,,1.0,
Canada_Canadian_Premier_League,2023,Vancouver FC,2bwli6laejcfs9eb6euey2lbe,Gabriel Bitar,Forward,11,14.0,40.0,72.0,,520.0,115.0,542.0,16.0,136.0,20.0,387.0,11.0,4.0,4.0,108.0,1.0,10.0,22.0,4.0,25.0,7.0,11.0,,3.0,117.0,11.0,145.0,294.0,10.0,130.0,29.0,1968.0,46.0,153.0,33.0,35.0,25.0,39.0,406.0,15.0,6.0,4.0,222.0,28.0,86.0,919.0,8.0,2.0,5.0,242.0,112.0,9.0,,33.0,377.0,32.0,114.0,37.0,5.0,2.0,29.0,6.0,3.0,188.0,6.0,298.0,18.0,107.0,24.0,7.0,24.0,23.0,2.0,2.0,93.0,13.0,45.0,10.0,4.0,2.0,1.0,27.0,7.0,9.0,7.0,,,,16.0,,2.0,4.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,5.0,,,,,
Canada_Canadian_Premier_League,2023,Vancouver FC,6t4bdbrph7kwcrbkrasw4x0r8,J. Cameron,Midfielder,25,22.0,11.0,23.0,2.0,553.0,123.0,562.0,22.0,129.0,41.0,425.0,43.0,1.0,3.0,110.0,55.0,6.0,26.0,,19.0,,22.0,4.0,,238.0,4.0,85.0,260.0,14.0,113.0,24.0,1504.0,15.0,156.0,5.0,40.0,19.0,22.0,433.0,3.0,1.0,19.0,201.0,10.0,91.0,1014.0,83.0,4.0,18.0,242.0,129.0,4.0,2.0,22.0,415.0,24.0,91.0,26.0,2.0,,18.0,14.0,36.0,192.0,1.0,199.0,2.0,105.0,66.0,3.0,70.0,17.0,2.0,,112.0,27.0,19.0,10.0,1.0,0.0,1.0,,,,3.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,
Canada_Canadian_Premier_League,2023,Vancouver FC,7tednz7d4xzxjpuqct8iyttjp,M. Cantave,Midfielder,19,16.0,37.0,62.0,1.0,372.0,112.0,377.0,17.0,70.0,30.0,302.0,18.0,4.0,3.0,91.0,1.0,15.0,31.0,2.0,26.0,3.0,15.0,11.0,1.0,101.0,16.0,76.0,215.0,8.0,129.0,13.0,1643.0,60.0,99.0,26.0,26.0,26.0,28.0,307.0,15.0,3.0,13.0,203.0,21.0,79.0,746.0,7.0,4.0,8.0,233.0,104.0,15.0,,23.0,297.0,31.0,112.0,32.0,1.0,2.0,10.0,3.0,4.0,87.0,6.0,221.0,11.0,57.0,17.0,11.0,23.0,19.0,7.0,1.0,66.0,5.0,40.0,10.0,4.0,2.0,1.0,15.0,2.0,4.0,10.0,,1.0,3.0,8.0,,2.0,3.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,
Canada_Canadian_Premier_League,2023,Vancouver FC,41fep3jlo1ieyq9hvpmsl6wvd,K. Chung,Defender,2,3.0,6.0,13.0,,326.0,87.0,331.0,8.0,53.0,14.0,273.0,19.0,,2.0,49.0,14.0,8.0,8.0,1.0,13.0,1.0,19.0,2.0,1.0,151.0,6.0,62.0,121.0,7.0,37.0,20.0,1002.0,3.0,16.0,2.0,12.0,13.0,10.0,278.0,1.0,,6.0,78.0,5.0,139.0,580.0,63.0,3.0,11.0,92.0,55.0,5.0,1.0,23.0,263.0,18.0,29.0,20.0,2.0,,15.0,7.0,24.0,89.0,,132.0,1.0,33.0,14.0,,29.0,12.0,1.0,,42.0,10.0,10.0,10.0,,,0.0,5.0,1.0,3.0,2.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,
Canada_Canadian_Premier_League,2023,Vancouver FC,3gehuzr276abauitwc8y8imi2,T. Crawford,Midfielder,12,15.0,5.0,13.0,7.0,449.0,98.0,453.0,16.0,114.0,23.0,335.0,22.0,,,48.0,35.0,8.0,4.0,,23.0,,29.0,5.0,,173.0,10.0,110.0,214.0,2.0,55.0,30.0,1318.0,10.0,165.0,3.0,39.0,23.0,9.0,339.0,1.0,,7.0,87.0,13.0,8.0,846.0,109.0,7.0,28.0,110.0,55.0,8.0,2.0,37.0,322.0,26.0,39.0,28.0,2.0,,17.0,20.0,37.0,182.0,,174.0,2.0,84.0,41.0,1.0,32.0,14.0,9.0,1.0,70.0,10.0,7.0,10.0,,,0.0,7.0,,3.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,
Canada_Canadian_Premier_League,2023,Vancouver FC,am6blpv9h0wzsn8rjv1q0zpp1,A. Díaz,Forward,9,5.0,4.0,17.0,,253.0,107.0,292.0,26.0,78.0,38.0,175.0,2.0,2.0,,22.0,,5.0,14.0,,14.0,2.0,1.0,1.0,,85.0,6.0,61.0,122.0,2.0,56.0,,1211.0,27.0,63.0,16.0,14.0,14.0,9.0,214.0,6.0,,12.0,52.0,12.0,62.0,405.0,,,,90.0,34.0,1.0,1.0,1.0,208.0,25.0,30.0,27.0,2.0,5.0,6.0,,7.0,60.0,2.0,130.0,10.0,78.0,18.0,1.0,5.0,14.0,,1.0,26.0,3.0,8.0,10.0,1.0,1.0,0.0,,12.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
Canada_Canadian_Premier_League,2023,Vancouver FC,ak7pvfdhx484zi2qpwumcfzdh,Renan Garcia,Midfielder,6,13.0,4.0,16.0,2.0,756.0,94.0,787.0,16.0,142.0,32.0,617.0,26.0,,2.0,61.0,,8.0,20.0,1.0,14.0,,4.0,1.0,1.0,341.0,1.0,110.0,186.0,14.0,78.0,56.0,1257.0,7.0,207.0,14.0,29.0,14.0,16.0,645.0,7.0,,16.0,123.0,7.0,223.0,1021.0,2.0,8.0,19.0,155.0,77.0,2.0,2.0,9.0,589.0,25.0,62.0,27.0,2.0,,56.0,11.0,32.0,263.0,1.0,306.0,7.0,86.0,41.0,1.0,38.0,14.0,,,114.0,12.0,7.0,10.0,0.0,1.0,0.0,5.0,,1.0,11.0,,,1.0,3.0,,1.0,7.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
Canada_Canadian_Premier_League,2023,Vancouver FC,1c8r9cqu11jymw2ir69nvhey1,V. Fry,Midfielder,0,15.0,6.0,14.0,2.0,491.0,89.0,504.0,8.0,104.0,11.0,391.0,11.0,1.0,6.0,39.0,2.0,5.0,35.0,1.0,10.0,3.0,13.0,3.0,,156.0,1.0,112.0,173.0,24.0,71.0,35.0,868.0,9.0,140.0,5.0,23.0,10.0,13.0,400.0,2.0,,3.0,102.0,17.0,103.0,689.0,2.0,2.0,10.0,113.0,42.0,10.0,1.0,37.0,365.0,15.0,63.0,17.0,2.0,1.0,35.0,12.0,13.0,172.0,1.0,254.0,3.0,69.0,29.0,,24.0,10.0,,1.0,61.0,13.0,2.0,10.0,0.0,1.0,1.0,28.0,6.0,7.0,,,1.0,1.0,15.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,
Canada_Canadian_Premier_League,2023,Vancouver FC,aetqb3if6nycr8al4og7j1vro,N. Gyimah,Midfielder,14,3.0,6.0,9.0,,47.0,11.0,49.0,5.0,21.0,7.0,26.0,9.0,,4.0,23.0,,3.0,10.0,,11.0,,4.0,,,13.0,2.0,18.0,40.0,5.0,31.0,3.0,251.0,7.0,13.0,5.0,9.0,11.0,8.0,28.0,2.0,,2.0,49.0,1.0,13.0,114.0,3.0,,2.0,56.0,25.0,,,4.0,27.0,2.0,26.0,3.0,1.0,1.0,1.0,2.0,3.0,12.0,,15.0,3.0,18.0,7.0,1.0,14.0,2.0,9.0,,20.0,5.0,1.0,10.0,,,0.0,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
