liga,temporada,equipo,id,nombre,posicion,dorsal,Time Played,Open Play Passes,Backward Passes,Successful Passes Opposition Half,Total Losses Of Possession,Successful Passes Own Half,Unsuccessful Short Passes,Total Passes,Substitute Off,Total Fouls Conceded,Successful Short Passes,Goals Conceded Inside Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Unsuccessful Passes Opposition Half,Recoveries,Starts,Unsuccessful Passes Own Half,Touches,Appearances,Ground Duels,Forward Passes,Index,Duels,Total Clearances,Goals Conceded,Games Played,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Duels lost,Interceptions,Unsuccessful Crosses open play,Throw Ins to Own Player,Corners Won,Successful Crosses & Corners,Unsuccessful Long Passes,Shots Off Target (inc woodwork),Successful Dribbles,Total Shots,Key Passes (Attempt Assists),Blocked Shots,Throw Ins to Opposition Player,Total Touches In Opposition Box,Duels won,Successful Long Passes,Successful Crosses open play,Aerial Duels won,Unsuccessful Dribbles,Unsuccessful Crosses & Corners,Aerial Duels,Ground Duels won,Goals,Right Foot Goals,PutThrough/Blocked Distribution Won,Total Tackles,Successful Corners into Box,PutThrough/Blocked Distribution,Corners Taken (incl short corners),Goals from Outside Box,Shots On Target ( inc goals ),Total Fouls Won,Unsuccessful Corners into Box,Tackles Won,Tackles Lost,Attempts from Set Pieces,Aerial Duels lost,Unsuccessful Launches,Yellow Cards,Foul Attempted Tackle,GK Successful Distribution,Catches,GK Unsuccessful Distribution,Substitute On,Offsides,Successful Launches,Blocks,Goals from Inside Box,Through balls,Successful Lay-offs,Saves Made,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Assists (Intentional),Unsuccessful lay-offs,Goal Assists,Goals Conceded Outside Box,Clean Sheets,Total Red Cards,Red Cards - 2nd Yellow,Own Goal Scored,Drops,Left Foot Goals,Second Goal Assists,Handballs conceded,Penalties Taken,Penalty Goals,Foul Won Penalty,Headed Goals,Hit Woodwork,Times Tackled,Winning Goal,Home Goals,Away Goals,Set Pieces Goals,Goal Kicks,Saves made - caught,Punches,Penalty Goals Conceded,Penalties Conceded,Penalties Faced,Saves from Penalty,Penalties Saved,Clearances Off the Line,Goalkeeper Smother,Straight Red Cards,Penalties Off Target,Last Man Tackle,Other Goals,Crosses not Claimed
USA_US_Open_Cup,2019,Chattanooga Red Wolves SC,ig530te9sqdo1ak7t0fj12lm,N. Amponsah,Defender,13,90.0,57.0,1.0,18.0,9.0,32.0,3.0,57.0,,,48.0,2.0,7.0,15.0,4.0,2.0,1.0,3.0,64.0,1.0,1.0,30.0,10.0,5.0,3.0,3.0,1.0,1.0,11.0,50.0,50.0,3.0,1.0,,,,,4.0,,,,,,,,2.0,2.0,,2.0,,,4.0,,,,,,,,,,,,,,,,2.0,3.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2019,Chattanooga Red Wolves SC,62c7i3fhh0n9qsek9senh3n4l,S. Beattie,Forward,10,78.0,18.0,5.0,11.0,16.0,4.0,5.0,21.0,1.0,1.0,12.0,2.0,6.0,8.0,8.0,1.0,1.0,2.0,41.0,1.0,7.0,4.0,10.0,9.0,,3.0,1.0,3.0,4.0,12.0,15.0,4.0,,,1.0,,,1.0,1.0,,2.0,1.0,,,3.0,5.0,3.0,,1.0,1.0,4.0,2.0,4.0,,,1.0,,,5.0,4.0,,1.0,4.0,4.0,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2019,Chattanooga Red Wolves SC,dw0wyfip2l7rwhsmg96lnh2ax,J. Dell,Midfielder,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2019,Chattanooga Red Wolves SC,dyxnhxgo9t7kk8cu3cd1is9g5,W. Dieterich,Goalkeeper,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2019,Chattanooga Red Wolves SC,6ki7cq3dsamhsfb1x1a7i5x3p,C. Doyle,Midfielder,22,90.0,46.0,7.0,26.0,18.0,6.0,14.0,47.0,,,29.0,2.0,16.0,11.0,17.0,4.0,1.0,1.0,55.0,1.0,2.0,20.0,10.0,9.0,,3.0,1.0,,9.0,30.0,31.0,3.0,,2.0,,,1.0,2.0,,,,2.0,,,1.0,6.0,2.0,1.0,4.0,,2.0,7.0,2.0,,,3.0,1.0,,5.0,,,,1.0,,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2019,Chattanooga Red Wolves SC,a4lein50ic3k50prlercmcm3t,A. Kendall-Moullin,Defender,16,90.0,59.0,7.0,28.0,25.0,24.0,8.0,60.0,,4.0,47.0,2.0,9.0,,13.0,7.0,1.0,4.0,98.0,1.0,13.0,20.0,10.0,15.0,2.0,3.0,1.0,7.0,33.0,50.0,51.0,8.0,,8.0,10.0,1.0,1.0,1.0,,1.0,,1.0,,5.0,,7.0,4.0,1.0,1.0,2.0,8.0,2.0,6.0,,,,4.0,,2.0,,,,1.0,,2.0,2.0,,1.0,,1.0,3.0,,,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2019,Chattanooga Red Wolves SC,1pz1y622pndq5kz1ieygxuzmx,A. Mangels,Goalkeeper,24,90.0,4.0,,2.0,2.0,10.0,,14.0,,,4.0,2.0,2.0,1.0,2.0,8.0,1.0,,25.0,1.0,,12.0,10.0,,1.0,3.0,1.0,,1.0,4.0,12.0,,,,,,,2.0,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,1.0,,,2.0,,,,,4.0,4.0,1.0,,,,,1.0,,,,,,,,,,,,,,,0.0,,,,5.0,,,,,,,,,1.0,,,,,
USA_US_Open_Cup,2019,Chattanooga Red Wolves SC,3ve3flng9xte3l6x2f4lsnn4l,J. Mare,Forward,9,12.0,3.0,2.0,3.0,4.0,,1.0,4.0,,1.0,3.0,,1.0,1.0,1.0,,,,10.0,1.0,2.0,,10.0,3.0,,,1.0,2.0,1.0,2.0,3.0,3.0,,,1.0,1.0,,,1.0,,2.0,,,,3.0,,,,,,,1.0,,,,,,,1.0,1.0,,1.0,,,,,,1.0,,,1.0,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2019,Chattanooga Red Wolves SC,2rl814bd650e1zv71w9eg04x5,A. Pineda,Midfielder,10,59.0,30.0,14.0,17.0,8.0,10.0,2.0,30.0,1.0,3.0,26.0,2.0,4.0,6.0,3.0,2.0,1.0,1.0,40.0,1.0,12.0,4.0,10.0,14.0,,2.0,1.0,8.0,6.0,26.0,26.0,9.0,,,,,1.0,2.0,,1.0,,,,,3.0,5.0,,1.0,1.0,,,2.0,4.0,,,1.0,1.0,,1.0,,,,2.0,,1.0,,,1.0,1.0,1.0,2.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2019,Chattanooga Red Wolves SC,3qt6pi6jiz2g55a8cud3r9dqt,Ualefi,Midfielder,8,90.0,63.0,8.0,29.0,10.0,33.0,6.0,68.0,,,56.0,2.0,6.0,23.0,4.0,6.0,1.0,2.0,80.0,1.0,6.0,12.0,10.0,9.0,,3.0,1.0,3.0,25.0,57.0,62.0,5.0,1.0,,,,,,,,,,,,,4.0,6.0,,1.0,,,3.0,3.0,,,,2.0,,1.0,,,,1.0,,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,
